と【人】
どう‐かい【道会】
どうかい‐ぎいん【道会議員】
どうかい‐わん【洞海湾】
どう‐かく【同格】
どう‐かく【洞角】
どう‐がけ【胴掛（け）】
どうかこうか
どうか‐さよう【同化作用】
どうかした
どうかして
どうかして◦いる
どう‐かじゅう【動荷重】
どうかすると
どうか‐せん【導火線】
どうか‐そしき【同化組織】
どう‐かっしゃ【動滑車】
どう‐かつ【恫喝／恫愒】
どうかつ‐そしょう【恫喝訴訟】
どうか‐でんぷん【同化澱粉】
どうかと思・う
どうかひ‐か【同花被花】
どう‐かん【同感】
どう‐かん【洞観】
どう‐かん【動感】
どう‐かん【道観】
どうかん【道灌】
どう‐かん【導管／道管】
どうかん【潼関】
どう‐かんすう【導関数】
どうかん‐やま【道灌山】
どう‐が【動画】
どう‐が【童画】
どうが‐アノテーション【動画アノテーション】
どう‐がい【童孩】
どう‐がい【道外】
どうが‐きょうゆうサイト【動画共有サイト】
どうが‐きょうゆうサービス【動画共有サービス】
どう‐がく【同学】
どう‐がく【同額】
どう‐がく【動学】
どう‐がく【道学】
どうがく‐しゃ【道学者】
どうがく‐せんせい【道学先生】
どうがくてきかくりつてきいっぱんきんこう‐モデル【動学的確率的一般均衡モデル】
どうが‐クリエーター【動画クリエーター】
どうが‐こうこく【動画広告】
どうがこうこく‐けいしゅつテンプレート【動画広告掲出テンプレート】
どうが‐コマース【動画コマース】
どうがしま【堂ヶ島】
どうがしま‐おんせん【堂ヶ島温泉】
胴(どう)が据(す)わ・る
どうが‐とうこうサイト【動画投稿サイト】
どう‐がな
どう‐がね【胴金／筒金】
どうがね‐ぶいぶい【銅鉦蚉蚉】
どうがはいしん‐サービス【動画配信サービス】
どうが‐ブログ【動画ブログ】
どうがプレーヤーこうこく‐インターフェースていぎ【動画プレーヤー広告インターフェース定義】
どうがへんしゅう‐ソフトウエア【動画編集ソフトウエア】
どう‐がめ【胴亀】
どうがれ‐びょう【胴枯れ病】
どう‐がん【童顔】
どうがん‐しんけい【動眼神経】
どう‐き【同気】
どう‐き【同期】
どう‐き【動悸／動気】
どう‐き【動機】
どう‐き【銅器】
同気(どうき)相求(あいもと)める
どうき‐かいてん【同期回転】
どうき‐き【同期機】
どうき‐きどう【同期軌道】
どうき‐しゅうはすう【同期周波数】
どうき‐しんごう【同期信号】
どうき‐じだい【銅器時代】
どうき‐せい【同期生】
どうき‐せつ【動機説】
どうき‐づけ【動機付け】
どうき‐てんそうモード【同期転送モード】
どうき‐の‐さくら【同期の桜】
どう‐きゅう【同級】
どう‐きゅう【撞球】
どうきゅう‐せい【同級生】
どう‐きょ【同居】
どう‐きょう【同郷】
どう‐きょう【道教】
どうきょう【道鏡】
どう‐きょう【銅鏡】
どうきょ‐ぎむ【同居義務】
どうきょ‐にん【同居人】
同期(どうき)を取(と)・る
どう‐きん【同衾】
どう‐ぎ【同義】
どう‐ぎ【胴木／筒木】
どう‐ぎ【胴着／胴衣】
どう‐ぎ【動議】
どう‐ぎ【道着】
どう‐ぎ【道義】
どう‐ぎ【道議】
どうぎ‐いでんし【同義遺伝子】
どう‐ぎかい【道議会】
どうぎかい‐ぎいん【道議会議員】
どうぎ‐ご【同義語】
どうぎ‐しん【道義心】
どうぎ‐せん【道議選】
どうぎ‐てき【道義的】
どうぎてき‐せきにん【道義的責任】
どうぎ‐はんぷく【同義反復】
どう‐ぎょう【同行】
どう‐ぎょう【同業】
どう‐ぎょう【童形】
どうぎょう‐くみあい【同業組合】
どうぎょう‐しゃ【同業者】
どうぎょう‐しゅう【同行衆】
どうぎょう‐ににん【同行二人】
どう‐ぎり【胴切り】
どう‐ぎん【同吟】
どう‐くつ【洞窟】
どうくつ‐いせき【洞窟遺跡】
どう‐くん【同訓】
どうくん‐れんごう【同君連合】
どう‐ぐ【道具】
どうぐ‐いち【道具市】
どうぐ‐おとし【道具落（と）し】
どうぐ‐かた【道具方】
どうぐ‐しゅう【道具衆】
どうぐ‐だたみ【道具畳】
どうぐ‐だて【道具立て】
どうぐてき‐じょうけんづけ【道具的条件付け】
どうぐ‐の‐としとり【道具の年取り】
どうぐ‐ばこ【道具箱】
どうぐ‐まく【道具幕】
どうぐ‐もち【道具持（ち）】
どうぐ‐や【道具屋】
どうぐや‐ぶし【道具屋節】
どう‐け【同家】
どう‐け【道化／道外】
どう‐け【道家】
どう‐けい【同形】
どう‐けい【同系】
どう‐けい【同型】
どう‐けい【同慶】
どう‐けい【動径】
どう‐けい【道警】
どう‐けい【憧憬】
どうけい‐いしょく【同系移植】
どうけい‐こうはい【同系交配】
どうけい‐しせい【同形歯性】
どうけい‐せつごうがた【同型接合型】
どうけい‐せつごうたい【同型接合体】
どうけい‐はいぐうし【同形配偶子】
どうけい‐ベクトル【動径ベクトル】
どうけ‐がた【道化方】
どうけ‐ざる【道化猿】
どうけ‐し【道化師】
どうけし【道化師】
どうけしのあさのうた【道化師の朝の歌】
どうけしのちょう【道化師の蝶】
どうけ‐しばい【道化芝居】
どうけしパブロデバリャドリード【道化師パブロデバリャドリード】
どう‐けっせつ【洞結節】
どう‐けつ【同穴】
どう‐けつ【洞穴】
どうけつ‐えび【同穴蝦】
同穴(どうけつ)の契り
どうけ‐もの【道化者】
どうけ‐やくしゃ【道化役者】
どう・ける【道化る】
どう‐けん【同権】
どう‐けん【洞見】
どう‐けん【銅剣】
どう‐げつ【同月】
どう‐げん【同源／同原】
どうげん【道元】
どうげん‐こ【洞元湖】
どうげん‐ざか【道玄坂】
どうげんぜんじ【道元禅師】
どうげん‐たい【動原体】
どうげん‐ほかくがん【同源捕獲岩】
どう‐こ【洞庫】
どう‐こ【堂鼓】
どう‐こ【銅壺】
どう‐こ【銅鼓】
どう‐こう【同工】
どう‐こう【同功】
どう‐こう【同甲】
どう‐こう【同好】
どう‐こう【同行】
どう‐こう【動向】
どう‐こう【銅鉱】
どう‐こう【導坑】
どう‐こう【瞳孔】
どう‐こう
どうこう‐いきょく【同工異曲】
どうこう‐いったい【同功一体】
どうこう‐かい【同好会】
どうこう‐かつやくきん【瞳孔括約筋】
どうこうさんだい‐きん【瞳孔散大筋】
どうこう‐だな【道幸棚】
どうこう‐てい【道光帝】
どうこう‐はんしゃ【瞳孔反射】
どうこう‐ほう【道交法】
どう‐こく【同国】
どう‐こく【慟哭】
どうこ‐だな【洞庫棚】
どうこ‐にち【道虚日】
どう‐こん【同根】
どう‐こん【同梱】
どうこん‐しき【銅婚式】
どう‐ご【同居】
どう‐ご【同語】
どう‐ご【島後】
どう‐ごう【堂号】
どう‐ごう【道号】
どう‐ごうきん【銅合金】
どう‐ごえ【胴声】
どうご‐おんせん【道後温泉】
どうご‐はんぷく【同語反復】
どうご‐やま【道後山】
どう‐さ【動作】
どう‐さ【礬水／陶砂】
どうさ‐かんきょう【動作環境】
どうさ‐がみ【礬水紙】
どう‐さく【同作】
どうさ‐けんきゅう【動作研究】
どうさ‐しゅうはすう【動作周波数】
どう‐さつ【洞察】
どう‐さん【動産】
どう‐さん【道産】
どうさんかぶつこうおん‐ちょうでんどうたい【銅酸化物高温超伝導体】
どうさんかぶつ‐ちょうでんどうたい【銅酸化物超伝導体】
どうさん‐ぎんこう【動産銀行】
どうさんさいけんたんぽ‐ゆうし【動産・債権担保融資】
どうさん‐しち【動産質】
どうさん‐しんたく【動産信託】
どうさんじょうと‐とうき【動産譲渡登記】
どうさんたんぽ‐ゆうし【動産担保融資】
どうさん‐ていとう【動産抵当】
どう‐ざ【同座／同坐】
どう‐ざ【動座】
どう‐ざ【銅座】
どう‐ざい【同罪】
どう‐ざし【胴差】
どう‐ざん【銅山】
どうざん‐がわ【銅山川】
どう‐し【同士】
どう‐し【同氏】
どう‐し【同旨】
どう‐し【同志】
どう‐し【同視】
どう‐し【同歯】
どう‐し【動止】
どう‐し【動詞】
どう‐し【童詩】
どう‐し【道士】
どう‐し【道志】
どう‐し【導師】
どう‐し【瞠視】
どう‐し【瞳子】
どうし‐うち【同士討ち／同士打ち】
どうし‐か【動詞化】
どうし‐がわ【道志川】
どうし‐けいこく【道志渓谷】
どうししゃ‐じょしだいがく【同志社女子大学】
どうししゃ‐だいがく【同志社大学】
どうし‐せい【同歯性】
どう‐した
どう‐しつ【同室】
どう‐しつ【同質】
どうしつ‐いぞう【同質異像】
どう‐して
どうして‐も
どう‐しゃ【同車】
どう‐しゃ【堂舎】
どう‐しゃ【硇砂／磠砂】
どう‐しゃ【道者】
どう‐しゃ【導車】
どう‐しゃ【導者】
どう‐しゃく【道釈】
どうしゃく‐が【道釈画】
どうしゃく‐じんぶつが【道釈人物画】
どう‐しゅ【同種】
どう‐しゅ【同趣】
どう‐しゅ【堂衆】
どうしゅ‐いしょく【同種移植】
どう‐しゅう【同舟】
どう‐しゅう【同臭】
どう‐しゅう【同衆】
どう‐しゅう【堂衆】
どう‐しゅう【銅臭】
同舟(どうしゅう)相(あい)救(すく)う
どうしゅう‐せい【道州制】
どう‐しゅうみ【同臭味】
どう‐しゅく【同宿】
どうしゅ‐ぞうけつかんさいぼういしょく【同種造血幹細胞移植】
どう‐しゅつ【導出】
どうしゅ‐どうぶん【同種同文】
どうしゅまっしょうけつ‐かんさいぼういしょく【同種末梢血幹細胞移植】
どうしゅん【道春】
どう‐しょ【道書】
どう‐しょ【銅杵】
どう‐しょう【同床】
どう‐しょう【洞簫】
どうしょう【道生】
どう‐しょう【道床】
どうしょう【道昭】
どう‐しょう【銅賞】
どう‐じょう【堂上】
どうしょう‐いむ【同床異夢】
どう‐しょく【同色】
どう‐しょく【同職】
どう‐しょく【銅色】
どうしょく‐くみあい【同職組合】
どうしょく‐ぶつ【動植物】
如何(どう)しようも無(な)・い
どうし‐るい【同翅類】
どう‐しん【同心】
どう‐しん【童心】
どう‐しん【道心】
どうしん‐えん【同心円】
どうしんえん【同心円】
どうしん‐じゃ【道心者】
どうしん‐すんぽう【同身寸法】
どうしん‐せん【同深線】
どうしん‐ぼう【道心坊】
どうしん‐むすび【同心結び】
どう‐じ【同字】
どう‐じ【同次】
どう‐じ【同時】
どう‐じ【童子／童児】
どうじ【道慈】
どうじきょう【童子教】
どうじきょう‐ほう【童子経法】
どうじ‐ぎれ【同字切れ】
どうじく‐ケーブル【同軸ケーブル】
どうじく‐デジタルおんせいたんし【同軸デジタル音声端子】
どうじくん【童子訓】
どうじ‐ごうし【童子格子】
どうじ‐さり【同字去り】
どうじ‐しき【同次式】
どう‐じだい【同時代】
どうじだい‐じん【同時代人】
どう‐じつ【同日】
どうじ‐つうやく【同時通訳】
同日(どうじつ)の論(ろん)ではな・い
どうじてき‐しゆうどうたい【同時的雌雄同体】
どうじ‐に【同時に】
どうじ‐はいしん【同時配信】
どうじ‐はん【同時犯】
どうじ‐はんのう【同時反応】
どうじ‐べっしん【同字別心】
どうじま【堂島】
どうじま‐げた【堂島下駄】
どうじま‐べいこくとりひきじょ【堂島米穀取引所】
どうじ‐マルチスレッディング【同時マルチスレッディング】
どう‐じめ【胴締め】
どうじもん【童子問】
どう‐じゃく【瞠若】
どう‐じゃばら【胴蛇腹】
どう‐じゅ【銅樹】
どうじゅう‐かく【同重核】
どうじゅう‐たい【同重体】
どう‐じゅつ【道術】
どうじゅん‐かい【同潤会】
どう‐じょ【童女】
どう‐じょう【同上】
どう‐じょう【同乗】
どう‐じょう【同情】
どう‐じょう【道上】
どう‐じょう【道場】
どうじょう‐あらし【道場荒（ら）し】
どうじょう‐がた【堂上方】
どうじょう‐け【堂上家】
どうじょう‐じ【道成寺】
どうじょうじ‐もの【道成寺物】
どうじょう‐は【堂上派】
どうじょう‐やぶり【道場破り】
どうじょしょくはつず【童女飾髪図】
どうじょず【童女図】
どうじりこう‐の‐こうべんけん【同時履行の抗弁権】
どうじ‐りつ【導磁率】
どう・じる【同じる】
どう・じる【動じる】
どうじ‐ろくおん【同時録音】
どう‐じん【同人】
どうじん【同人】
どう‐じん【同仁】
どう‐じん【道人】
どうじん‐きょうかい【同仁教会】
どうじん‐ざっし【同人雑誌】
どうじん‐し【同人誌】
どうじん‐しゃ【同人社】
ドウス
どうすい【道邃】
どう‐すい【導水】
どうすい‐あつ【動水圧】
どうすい‐かん【導水管】
どうすい‐きょ【導水渠】
どうすい‐きょう【導水橋】
どうすい‐てい【導水堤】
どうすい‐りきがく【動水力学】
どう‐すう【同数】
どうする‐れん【どうする連】
どう‐すん【同寸】
どう‐ずみ【胴炭】
どう‐ずり【どう掏摸】
どう‐ずり【胴擦り】
どう・ずる【同ずる】
どう・ずる【動ずる】
どう‐せ
どう‐せい【同生】
どう‐せい【同声】
どう‐せい【同姓】
どう‐せい【同性】
どう‐せい【同棲】
どう‐せい【洞性】
どう‐せい【動静】
どう‐せい【道政】
どう‐せい【銅青】
どう‐せい【銅製】
どうせい‐あい【同性愛】
どうせい‐がっしょう【同声合唱】
どうせい‐こん【同性婚】
どうせいパートナーシップ‐じょうれい【同性パートナーシップ条例】
どうせい‐ふせいみゃく【洞性不整脈】
どう‐せき【同席】
どう‐せつ【同説】
どう‐せん【同船】
どう‐せん【動線】
どうせん【道宣】
どう‐せん【銅銭】
どう‐せん【銅線】
どう‐せん【導線】
どう‐ぜい【同勢】
どう‐ぜん【同前】
どう‐ぜん【同然】
どう‐ぜん【島前】
どう‐そ【同素】
どう‐そう【同窓】
どうそう‐かい【同窓会】
どうそう‐せい【同窓生】
どうそ‐じん【道祖神】
どうそ‐たい【同素体】
どう‐そん【銅損】
どう‐そんしつ【銅損失】
どう‐ぞ
どうぞう【道蔵】
どう‐ぞう【銅像】
どう‐ぞく【同族】
どう‐ぞく【同属】
どう‐ぞく【道俗】
どう‐ぞく【銅鏃】
どうぞく‐がいしゃ【同族会社】
どうぞく‐けいえい【同族経営】
どうぞく‐げんそ【同族元素】
どうぞく‐げんそ【銅族元素】
どうぞく‐たい【同族体】
どうぞく‐だん【同族団】
どうぞく‐れつ【同族列】
どう‐たい【同体】
どう‐たい【胴体】
どうたい【胴体】
どう‐たい【動体】
どう‐たい【動態】
どう‐たい【童体】
どう‐たい【道諦】
どう‐たい【導体】
どうたい‐しりょく【動体視力】
どうたい‐ちゃくりく【胴体着陸】
どうたいついせき‐ほうしゃせんちりょう【動体追跡放射線治療】
どうたいついび‐ほうしゃせんちりょう【動体追尾放射線治療】
どうたいてき‐リスク【動態的リスク】
どうたい‐とうけい【動態統計】
どうたい‐ほぞん【動態保存】
どうたい‐ゆがみ【動体歪み】
どうたいよそく‐エーエフ【動体予測AF】
どう‐たく【銅鐸】
どう‐たんぱくしつ【銅蛋白質】
ドーター
ドーター‐カード
ドーター‐ボード
どう‐だい【同大】
どう‐だつ【堂達】
どう‐だめし【胴試し】
どう‐だん【同断】
どう‐だん【灯台／満天星】
どう‐だん【道断】
どうだん‐つつじ【灯台躑躅／満天星】
どう‐ち【同地】
どう‐ち【同値】
どう‐ち【動地】
どうち‐ちゅうこう【同治中興】
どうちばらい‐てがた【同地払い手形】
どう‐ちゃく【同着】
どう‐ちゃく【撞着】
どう‐ちゅう【道中】
どうちゅう‐かご【道中駕籠】
どうちゅう‐かせぎ【道中稼ぎ】
どうちゅう‐がさ【道中笠】
どうちゅう‐き【道中記】
どうちゅう‐ぎ【道中着】
どうちゅう‐ざし【道中差（し）】
どうちゅう‐し【道中師】
どうちゅう‐すがた【道中姿】
どうちゅう‐すごろく【道中双六】
どう‐ちゅうせいしたい【同中性子体】
どうちゅう‐はばき【道中脛巾】
どうちゅう‐ばおり【道中羽織】
どうちゅう‐ぶぎょう【道中奉行】
どう‐ちょう【同調】
どう‐ちょう【堂頭】
どう‐ちょう【道庁】
どうちょう‐あつりょく【同調圧力】
どうちょう‐かいろ【同調回路】
どうちょう‐しゃ【同調者】
どうちょう‐たい【同調体】
どうちょう‐とせつ【道聴塗説】
どうちょう‐ばいよう【同調培養】
どう‐ちょうりつ【洞調律】
どうち‐りつ【同値律】
ドウチー【豆豉】
どう‐づき【胴突き】
どう‐づ・く【どう突く】
どう‐てい【同定】
どう‐てい【童貞】
どう‐てい【道程】
どうてい【道程】
どうてい‐こ【洞庭湖】
どうてい‐せいしょく【童貞生殖】
どうてい‐せつ【童貞説】
どう‐てき【動的】
どうてき‐あんぜん【動的安全】
どうてき‐かいせき【動的解析】
どうてき‐かかくせってい【動的価格設定】
どうてき‐キューアールコード【動的QRコード】
どうてき‐けいかくほう【動的計画法】
どうてきコード【動的コード】
どうてきコード‐かいせき【動的コード解析】
どうてき‐ストレッチ【動的ストレッチ】
どうてき‐ディーエヌエス【動的DNS】
どうてき‐バーコード【動的バーコード】
どうてき‐パケットフィルタリング【動的パケットフィルタリング】
どうてきプログラム‐かいせき【動的プログラム解析】
どうてき‐ぼうえいきょうりょく【動的防衛協力】
どうてき‐ぼうえいりょく【動的防衛力】
どうてき‐リンクライブラリー【動的リンクライブラリー】
どう‐てつ【同轍】
どう‐てん【同点】
どう‐てん【動天】
どう‐てん【動転／動顛】
どう‐で
どう‐でも
どうでも‐こうでも
どう‐でんき【動電気】
どうでん‐せい【導電性】
どうでんせい‐こうぶんし【導電性高分子】
どうでんせい‐じゅし【導電性樹脂】
どうでんせい‐プラスチック【導電性プラスチック】
どうでんせい‐ポリマー【導電性ポリマー】
どうでん‐りつ【導電率】
どう‐でんりょく【動電力】
どう‐と【道途／道塗】
どう‐と
どう‐とう【同等】
どう‐とう【堂塔】
どう‐とう【堂頭】
どう‐とう【道東】
どう‐とう【道統】
どう‐とう【導灯】
どう‐とく【道徳】
どうとく‐いしき【道徳意識】
どうとく‐か【道徳家】
どうとく‐かがく【道徳科学】
どうとく‐かんぜい【道徳関税】
どうとく‐きょう【道徳経】
どうとく‐きょういく【道徳教育】
どうとく‐さいぶそう【道徳再武装】
どうとく‐しゃかいがく【道徳社会学】
どうとく‐しん【道徳心】
どうとく‐せい【道徳性】
どうとく‐てき【道徳的】
どうとくてきしょうひんしゅう【道徳的小品集】
どうとくてき‐しょうめい【道徳的証明】
どうとく‐てつがく【道徳哲学】
どうとく‐ほうそく【道徳法則】
どうとく‐りつ【道徳律】
どうと‐だいがく【道都大学】
どう‐とも
どう‐とり【胴取／筒取】
どうとんぼり【道頓堀】
どうとんぼりがわ【道頓堀川】
どうとんぼりのあめにわかれていらいなり【道頓堀の雨に別れて以来なり】
とう‐どう【洞道】
どう‐どう【同道】
どう‐どう【道道】
どう‐どう【堂堂】
どう‐どう
どう‐どう
どう‐どうじ【堂童子】
堂堂(どうどう)の陣
どうどう‐めぐり【堂堂巡り／堂堂回り】
どうな
どう‐ない【道内】
どう‐なか【胴中】
どう‐なが【胴長】
どう‐な・し【動無し】
どうな‐と
どう‐なり【胴鳴り】
どうなり‐こうなり
どうなり‐と
どう‐なん【道南】
堂(どう)に入(い)・る
どう‐にか
どうにか‐こうにか
どうにか‐して
堂(どう)に升(のぼ)りて室(しつ)に入(い)らず
どう‐にも
どうにも‐こうにも
どうにゅう【道入】
どう‐にゅう【導入】
どうにゅう‐ぶ【導入部】
どう‐にょ【童女】
どう‐にょう【導尿】
どう‐にん【同人】
どう‐にん【道人】
どう‐にんぎょう【胴人形】
どうにん‐ざっし【同人雑誌】
どう‐ぬき【胴抜き】
どう‐ぬき【胴貫】
どう‐ねん【同年】
どう‐ねん【動燃】
どう‐ねん【道念】
どうねんせい‐けいすう【動粘性係数】
どうねんせい‐りつ【動粘性率】
どうねん‐ど【動粘度】
どう‐ねんぱい【同年輩】
どうねん‐ぶし【道念節】
どうの‐こうの
どうのじ‐てん【同の字点】
どう‐の‐ま【胴の間】
どう‐は【道破】
どう‐はい【同輩】
どう‐はい【銅牌】
どう‐はいせんぎじゅつ【銅配線技術】
どうは‐かん【導波管】
どう‐はぎ【胴接ぎ】
どうはち【道八】
どう‐はん【同伴】
どう‐ばん【銅板】
どう‐ばん【銅版】
どうはん‐きょう【同笵鏡】
どうはん‐しゃ【同伴者】
