き【匹／疋】
ぎおんにょうごここのえにしき【祇園女御九重錦】
ぎおん‐の‐かみ【祇園の神】
ぎおんのきょうだい【祇園の姉妹】
ぎおん‐の‐よざくら【祇園の夜桜】
ぎおん‐ばやし【祇園囃子】
ぎおん‐ぼう【祇園坊】
ぎおん‐まつり【祇園祭】
ぎおん‐まもり【祇園守り】
ぎおん‐りんじさい【祇園臨時祭】
ぎ‐か【偽花】
ぎ‐か【偽果】
ぎ‐かい【義解】
ぎ‐かい【議会】
ぎかい‐きほんじょうれい【議会基本条例】
ぎかい‐きゅうでん【議会宮殿】
ぎかい‐しゅぎ【議会主義】
ぎかい‐せいじ【議会政治】
ぎかいせい‐みんしゅしゅぎ【議会制民主主義】
ぎかい‐の‐はな【議会の華】
ぎ‐かく【擬革】
ぎかく‐し【擬革紙】
ぎ‐かせき【擬化石】
ぎ‐かん【妓館】
ぎ‐かん【技官】
ぎ‐かん【技監】
ぎ‐かん【議官】
ぎ‐が【戯画】
ギガ
ぎ‐が【巍峨】
ギガ‐テップス
ぎが‐か【戯画化】
ぎ‐がく【伎楽】
ぎ‐がく【妓楽】
ぎ‐がく【偽学】
ぎ‐がく【義学】
ぎがく‐し【伎楽師】
ぎがく‐しょう【伎楽生】
ぎがく‐めん【伎楽面】
ギガバイト
ギガバイト‐たんか【ギガバイト単価】
ギガパーセク
ギガビット‐まいびょう【ギガビット毎秒】
ギガビット‐イーサネット
ギガ‐ビーピーエス
ギガヘルツ
ギガモ
ぎ‐がん【義眼】
ぎ‐がん【擬岩】
ギガンテス
ぎ‐き【義気】
ぎ‐き【義旗】
ぎ‐き【儀軌】
ぎ‐きょ【義挙】
ぎ‐きょう【偽経】
ぎ‐きょう【義侠】
ぎ‐きょう【議卿】
ぎきょう‐しん【義侠心】
ぎ‐きょうだい【義兄弟】
ぎ‐きょく【戯曲】
ぎきょく‐か【戯曲家】
ぎ‐きん【偽金】
ぎ‐きん【義金】
ぎぎ【義義】
ぎ‐ぎ【疑義】
ぎ‐ぎ【擬議】
ぎ‐ぎ【巍巍／魏魏】
ぎぎ‐しょうかい【疑義照会】
ぎぎ‐め・く
ぎ‐ぎゃく【戯謔】
ぎ‐く【疑懼】
ぎ‐くう【偽腔】
ぎく‐ぎく
ぎく‐しゃく
ぎくっ‐と
ぎくり
ぎ‐くん【義訓】
ぎ‐くん【戯訓】
ぎ‐くんし【偽君子】
ぎ‐ぐ【疑惧】
ぎ‐ぐ【戯具】
ギグ
ギグ‐エコノミー
ぎ‐ぐん【義軍】
ぎ‐けい【偽計】
ぎ‐けい【欺計】
ぎ‐けい【義兄】
ぎ‐けい【儀刑／儀型／儀形】
ぎ‐けい【劓刑】
ぎけいき【義経記】
ぎけいぎょうむぼうがい‐ざい【偽計業務妨害罪】
ぎけい‐とりひき【偽計取引】
ぎけい‐どう【義経堂】
ぎ‐けつ【議決】
ぎけつ‐きかん【議決機関】
ぎけつ‐けん【議決権】
ぎけつけん‐こうし【議決権行使】
ぎ‐けんし【擬絹糸】
ぎ‐げ【義解】
ぎ‐げい【技芸／伎芸】
ぎげい‐てん【伎芸天】
ぎげいてん【伎芸天】
ぎ‐げん【偽言】
ぎげん【義玄】
ぎ‐げん【戯言】
ぎ‐げん【魏源】
ぎげんぶがんしつ‐はり【偽玄武岩質玻璃】
ぎ‐こ【擬古】
ぎ‐こう【技工】
ぎ‐こう【技巧】
ぎ‐こう【義公】
ぎ‐こう【義甲】
ぎ‐こう【義校】
ぎ‐こう【擬講】
ぎ‐こうげき【擬攻撃】
ぎこう‐てき【技巧的】
ぎこう‐は【技巧派】
ぎ‐こうび【擬交尾】
ぎこう‐よう【宜興窯】
ぎこししゅう【擬古詩集】
ぎこ‐しゅぎ【擬古主義】
ぎこち‐な・い
ぎ‐こっかい【擬国会】
ぎこつ‐な・い
ぎこてん‐しゅぎ【擬古典主義】
ぎこ‐ぶん【擬古文】
ぎこ‐ものがたり【擬古物語】
ギコンゴロ
ぎ‐ごう【戯号】
ぎ‐ごく【疑獄】
ぎ‐ごわ【義強】
ぎ‐さ【欺詐】
ぎ‐さく【偽作】
ぎ‐さく【戯作】
ぎ‐さく【擬作】
ぎ‐さん【蟻蚕】
ぎ‐さん【蟻酸】
ぎざ
ギザ
ぎざ‐じゅう【ぎざ十】
ぎざ‐ぎざ【刻刻／段段】
ギザ‐の‐さんだいピラミッド【ギザの三大ピラミッド】
ギザ‐の‐だいピラミッド【ギザの大ピラミッド】
ぎざん【義山】
ぎ‐し【技師】
ぎ‐し【義士】
ぎ‐し【義子】
ぎ‐し【義姉】
ぎ‐し【義枝】
ぎ‐し【義肢】
ぎ‐し【義歯】
ぎ‐し【擬死】
ぎし【魏志】
ぎ‐しき【儀式】
ぎしき‐ば・る【儀式張る】
ぎしき‐め・く【儀式めく】
ぎし‐ぎし【羊蹄】
ぎし‐ぎし
ぎしそうぐ‐し【義肢装具士】
ぎし・む【軋む】
ぎし‐め・く【軋めく】
ぎしゃ‐ば・る【義者張る】
ぎ‐しゅ【技手】
ぎ‐しゅ【義手】
ぎ‐しゅう【魏収】
ぎ‐しゅう【艤舟】
ぎ‐しゅう【蟻集／蟻聚】
ぎしゅう‐もん【宜秋門】
ぎしゅう‐もんいん【宜秋門院】
ぎしゅうもんいん‐の‐たんご【宜秋門院丹後】
ぎ‐しょ【偽書】
ぎ‐しょ【義疏】
ぎ‐しょ【戯書】
ぎしょ【魏書】
ぎしょう【宜昌】
ぎ‐しょう【偽称】
ぎ‐しょう【偽証】
ぎ‐しょう【戯笑】
ぎ‐しょう【擬傷】
ぎしょう‐げんしょく【議請減贖】
ぎしょう‐ざい【偽証罪】
ぎ‐しょく【偽色／擬色】
ぎしり
ぎし‐わじんでん【魏志倭人伝】
ぎ‐しん【義心】
ぎ‐しん【義臣】
ぎしん【義真】
ぎ‐しん【疑心】
ぎ‐しん【議親】
ぎしん‐あんき【疑心暗鬼】
疑心(ぎしん)暗鬼を生ず
ぎしんなんぼくちょう‐じだい【魏晋南北朝時代】
ぎ‐じ【義字】
ぎ‐じ【疑似／擬似】
ぎ‐じ【疑事】
ぎ‐じ【擬餌】
ぎ‐じ【議事】
ぎじ‐アタックテスト【疑似アタックテスト】
ぎじ‐アニーリング【疑似アニーリング】
ぎじ‐イベント【疑似イベント】
ぎじ‐え【疑似餌／擬似餌】
ぎじ‐かがく【疑似科学】
ぎじ‐かんちく【疑似患畜】
ぎじ‐こうてん【疑似好天】
ぎじ‐サラウンド【疑似サラウンド】
ぎじ‐しょう【疑似症】
ぎ‐じじゅう【擬侍従】
ぎじ‐せいてん【疑似晴天】
ぎじ‐そうかん【疑似相関／擬似相関】
ぎじ‐たいけん【疑似体験】
ぎじ‐ていそくすう【議事定足数】
ぎじ‐どう【議事堂】
ぎじ‐にく【疑似肉／擬似肉】
ぎじ‐にってい【議事日程】
ぎじ‐ばり【擬餌針／擬餌鉤】
ぎじ‐ふか【疑似負荷】
ぎじ‐ふかていこう【疑似負荷抵抗】
ぎじ‐ほっきにん【疑似発起人／擬似発起人】
ぎじ‐ぼうがい【議事妨害】
ぎじ‐マルチタスク【疑似マルチタスク】
ぎじゃくっ‐せん【耆闍崛山】
ぎじ‐やきなましほう【疑似焼き鈍し法】
ぎ‐じゅく【義塾】
ぎ‐じゅつ【技術】
ぎじゅつ‐いてん【技術移転】
ぎじゅついてん‐きかん【技術移転機関】
ぎじゅつ‐か【技術家】
ぎじゅつ‐かくしん【技術革新】
ぎじゅつかてい‐か【技術家庭科】
ぎじゅつきじゅん‐てきごうしょうめい【技術基準適合証明】
ぎじゅつきじゅん‐てきごうにんてい【技術基準適合認定】
ぎじゅつきじゅん‐てきごうマーク【技術基準適合マーク】
ぎじゅつ‐きょういく【技術教育】
ぎじゅつ‐くどうがた【技術駆動型】
ぎじゅつ‐けいえい【技術経営】
ぎじゅつ‐けっていろん【技術決定論】
ぎじゅつけんきゅう‐くみあい【技術研究組合】
ぎじゅつ‐サポート【技術サポート】
ぎじゅつサポート‐さぎ【技術サポート詐欺】
ぎじゅつ‐し【技術士】
ぎじゅつ‐しゃ【技術者】
ぎじゅつ‐てき【技術的】
ぎじゅつてき‐しつぎょう【技術的失業】
ぎじゅつてきせいげんしゅだんかいひそうち‐ていきょう【技術的制限手段回避装置提供】
ぎじゅつてき‐とくいてん【技術的特異点】
ぎじゅつ‐や【技術屋】
ぎじゅつ‐りっこく【技術立国】
ギジュドゥバン
き‐じょ【貴女】
ぎ‐じょ【妓女／伎女】
ぎじょ【祇女】
ぎじょう【義浄】
ぎ‐じょう【儀仗】
ぎ‐じょう【戯場】
ぎ‐じょう【議定】
ぎ‐じょう【議場】
ぎじょう‐しょ【議定所】
ぎじょう‐へい【儀仗兵】
ぎじ‐らんすう【疑似乱数】
ぎじ‐ろく【議事録】
ぎ‐じん【義人】
ぎ‐じん【擬人】
ぎじん‐か【擬人化】
ぎじん‐かん【擬人観】
ぎじん‐ほう【擬人法】
ぎじん‐めい【擬人名】
ぎす【義須】
ぎす【螽蟖】
ぎ・す【擬す】
ぎ・す【議す】
ぎ‐すいり【偽推理】
ぎす‐ぎす
ぎすけ‐に【儀助煮】
ぎ・する【擬する】
ぎ・する【艤する】
ぎ・する【議する】
ギズボーン
ぎ‐せい【妓生】
ぎ‐せい【偽製】
ぎ‐せい【擬声】
ぎ‐せい【擬制】
ぎ‐せい【擬勢／義勢】
ぎ‐せい【擬製】
ぎ‐せい【犠牲】
ぎ‐せい【議政】
ぎせい‐かん【議政官】
ぎせい‐ご【擬声語】
ぎせい‐しほん【擬制資本】
ぎせい‐しゃ【犠牲者】
ぎせい‐じはく【擬制自白】
ぎせい‐だ【犠牲打】
ぎせい‐てき【犠牲的】
ぎせい‐どうふ【擬製豆腐】
ぎせい‐バント【犠牲バント】
ぎせい‐フライ【犠牲フライ】
ぎ‐せき【妓籍】
ぎ‐せき【偽籍】
ぎ‐せき【擬石】
ぎ‐せき【議席】
ギセニ
ぎ‐せん【義戦】
ぎ‐せん【擬戦】
ぎ‐せんいそ【擬繊維素】
ぎ‐ぜつ【義絶】
ぎ‐ぜん【偽善】
ぎ‐ぜん【巍然】
ぎぜん‐しゃ【偽善者】
ギゼー
ぎ‐そ【義疏】
ぎ‐そう【偽装／擬装】
ぎ‐そう【偽層】
ぎ‐そう【義爪】
ぎ‐そう【義倉】
ぎ‐そう【儀装】
ぎ‐そう【艤装】
ぎ‐そう【議奏】
ぎそう‐うけおい【偽装請負】
ぎ‐そうかん【偽相関】
ぎそう‐かん【蟻走感】
ぎそう‐しちや【偽装質屋】
ぎそう‐しゅっこう【偽装出向】
ぎそう‐そしき【偽装組織】
ぎ‐そく【偽足／擬足】
ぎ‐そく【義足】
ぎ‐ぞう【偽造】
ぎぞうカード‐ほう【偽造カード法】
ぎぞうがいこくつうかこうし‐ざい【偽造外国通貨行使罪】
ぎぞうこうぶんしょこうし‐ざい【偽造公文書行使罪】
ぎぞうこうぶんしょこうしとう‐ざい【偽造公文書行使等罪】
ぎぞう‐ざい【偽造罪】
ぎぞうしぶんしょこうし‐ざい【偽造私文書行使罪】
ぎぞうしぶんしょとうこうし‐ざい【偽造私文書等行使罪】
ぎぞうつうかこうし‐ざい【偽造通貨行使罪】
ぎぞうつうか‐しゅうとくざい【偽造通貨収得罪】
ぎぞうつうかとう‐しゅうとくざい【偽造通貨等収得罪】
ぎぞうゆうかしょうけんこうし‐ざい【偽造有価証券行使罪】
ぎぞうゆうかしょうけんこうしとう‐ざい【偽造有価証券行使等罪】
ぎ‐ぞく【義賊】
ギゾ‐とう【ギゾ島】
ギゾー
ぎ‐たい【擬態】
ぎたい‐ご【擬態語】
ぎたい‐ほう【擬態法】
ぎた‐ぎた
ギタラマ
ギタリスト
ぎ‐たん【義胆】
ギター
ギターをひくおんな【ギターを弾く女】
ぎだ【義太】
ぎ‐だ【犠打】
ぎ‐だい【岐大】
ぎ‐だい【議題】
ぎだ‐たいし【祇陀太子】
ぎだゆう【義太夫】
ぎだゆう‐かたり【義太夫語り】
ぎだゆう‐きょうげん【義太夫狂言】
ぎだゆう‐しゃみせん【義太夫三味線】
ぎだゆう‐ぶし【義太夫節】
ぎだゆう‐ぼん【義太夫本】
ぎだ‐りん【祇陀林】
ぎ‐だん【疑団】
ぎだん‐せい【擬弾性】
ぎち‐ぎち
ぎ‐ちゅうけん【魏忠賢】
ぎちゅう‐じ【義仲寺】
ぎ‐ちょう【毬打／毬杖】
ぎ‐ちょう【魏徴】
ぎ‐ちょう【議長】
ぎちょう‐せいめい【議長声明】
ぎっくり
ぎっくり‐ごし【ぎっくり腰】
ぎっこどく‐おん【給孤独園】
ぎっ‐しゃ【牛車】
ぎっしゃ‐の‐せんじ【牛車の宣旨】
ぎっしり
ギッシング
ぎったん‐ばっこん
ぎっちょ
ぎっちょ
ぎっ‐ちょう【毬杖／毬打】
ぎっちり
ぎっぱ
ギッフェリ
ぎ‐づよ・い【義強い】
ぎ‐て【技手】
ぎ‐てい【義弟】
ぎ‐てい【議定】
ぎてい‐けんぽう【議定憲法】
ぎてい‐しょ【議定書】
ぎていしょていやくこく‐かいぎ【議定書締約国会議】
ぎていしょていやくこく‐かいごう【議定書締約国会合】
ギテガ
ぎ‐てき【儀狄】
ぎてき‐マーク【技適マーク】
ぎ‐てつ【蟻垤】
ぎてん【義天】
ぎ‐てん【疑点】
ぎ‐てん【儀典】
ギディングズ
ぎ‐と【義徒】
ぎ‐とう【偽投】
ぎ‐とう【儀刀】
ぎ‐とう【擬闘】
ぎと‐ぎと
ぎどう‐さんし【儀同三司】
ぎどうさんし‐の‐はは【儀同三司の母】
ぎどう‐しゅうしん【義堂周信】
ギド‐ベール
ギド‐ミシュラン
ギド‐ルージュ
ぎなた‐よみ【ぎなた読み】
ギニア
ギニアちゅう‐しょう【ギニア虫症】
ギニア‐ビサウ
ギニア‐わん【ギニア湾】
ギニアワーム‐しょう【ギニアワーム症】
ぎにょ【祇女】
ギニョル
ギニョール
ぎ‐にん【義認】
ぎ‐にんしん【偽妊娠】
ギニー
ギネス‐ストアハウス
ギネス‐せかいきろく【ギネス世界記録】
ギネス‐ブック
ぎ‐ねん【疑念】
ぎ‐ねんごう【偽年号】
ぎ‐ねんりん【偽年輪】
ぎ‐のう【技能／伎能】
ぎのう‐オリンピック【技能オリンピック】
ぎのうごりん‐こくさいたいかい【技能五輪国際大会】
ぎのう‐し【技能士】
ぎのうしゅうとく‐てあて【技能習得手当】
ぎのう‐じっしゅう【技能実習】
ぎのう‐じっしゅうせい【技能実習生】
ぎのうじっしゅう‐せいど【技能実習制度】
ぎのうじっしゅうてきせいか‐ほう【技能実習適正化法】
ぎのうじっしゅう‐ほう【技能実習法】
ぎのう‐りゅうがく【技能留学】
ぎのわん【宜野湾】
ぎのわん‐し【宜野湾市】
ぎ‐はん【偽版】
ぎ‐はん【儀範】
ぎば
ぎば【耆婆】
ぎ‐ばち【義蜂】
ぎば‐へんじゃく【耆婆扁鵲】
ぎ‐ひ【犠飛】
ぎ‐ひつ【偽筆】
ぎ‐ひょう【儀表】
ぎ‐ひょう【戯評】
ぎひん‐だい【疑牝台】
ギビバイト
ギピュール‐レース
ぎ‐ふ【妓夫】
ぎふ【岐阜】
ぎ‐ふ【義父】
ぎ‐ふ【蟻付】
ギフ
ぎふ‐いりょうかがくだいがく【岐阜医療科学大学】
ぎふ‐うちわ【岐阜団扇】
ぎ‐ふうつう【擬風通】
ぎふ‐けいざいだいがく【岐阜経済大学】
ぎふ‐けん【岐阜県】
ぎふけんりつ‐かんごだいがく【岐阜県立看護大学】
ぎふ‐し【岐阜市】
ぎふ‐しょうとくがくえんだいがく【岐阜聖徳学園大学】
ぎふ‐じょう【岐阜城】
ぎふ‐じょしだいがく【岐阜女子大学】
ぎふ‐だいがく【岐阜大学】
ぎふ‐ちょう【岐阜蝶】
ぎふ‐ぢょうちん【岐阜提灯】
ギフテッド
ギフト
ギフト‐カード
ギフト‐けん【ギフト券】
ギフト‐ショップ
ギフト‐ほう【ギフト法】
ぎふ‐ほけんだいがく【岐阜保健大学】
ぎふ‐やっかだいがく【岐阜薬科大学】
ぎ‐ふん【義憤】
ギブ
ギブ‐アンド‐テーク
ギブアウェイ
ギブアウェー
ギブ‐アップ
ギブサイト
ギブス
ギプスコルセット
ギブス‐せき【ギブス石】
ギブス‐とう【ギブス島】
ギブス‐の‐じゆうエネルギー【ギブスの自由エネルギー】
ギプスベット
ギブスマランゴニ‐こうか【ギブスマランゴニ効果】
ギプス‐ほうたい【ギプス包帯】
ギブソン【ぎぶそん】
ギブソン‐ステップス
ギブソン‐ミックス
ぎ‐ぶつ【偽物】
ぎ‐ぶつ【擬物】
ぎぶつ‐ほう【擬物法】
ぎ‐ぶん【戯文】
ぎ‐ぶんしょ【偽文書】
ギプス
ギプノペジヤ
ぎ‐へい【義兵】
ぎへい‐うんどう【義兵運動】
ギベリン
ギベルティ
ギベレリン
ぎ‐べん【擬娩】
ぎ‐ほう【技法】
ぎ‐ほう【儀法】
ぎ‐ほう【蟻封】
ぎほう‐れき【儀鳳暦】
ギホン‐の‐いずみ【ギホンの泉】
ぎ‐ぼ【義母】
ぎ‐ぼうし【擬宝珠】
ぎ‐ぼうしゅ【擬宝珠】
ぎ‐ぼく【義僕】
ぎ‐ぼし【擬宝珠】
ぎぼし‐こうらん【擬宝珠高欄】
ぎぼし‐むし【擬宝珠虫】
ギボン
ギボン
ぎ‐ま【擬麻】
ぎ‐まい【義妹】
ぎま‐かこう【擬麻加工】
ぎ‐まく【偽膜／義膜】
ギマラインス
ギマラス‐とう【ギマラス島】
ギマランイス
ギマランイス‐こうげん【ギマランイス高原】
ギマランイス‐じょう【ギマランイス城】
ぎ‐まん【欺瞞】
ぎ‐まんしゅうこく【偽満州国】
ぎ‐み【気味】
ギミック
ギミック‐アクセサリー
ぎ‐みん【義民】
ぎ‐む【義務】
ぎむ‐きょういく【義務教育】
ぎむきょういく‐ひょうじゅんほう【義務教育標準法】
ギムザ‐せんしょく【ギムザ染色】
ぎむ‐しゃ【義務者】
ぎむ‐せっしゅ【義務接種】
ぎむ‐づ・ける【義務付ける】
ぎむ‐てき【義務的】
ぎむてき‐けいひ【義務的経費】
ギムナジウム
ギムネ
ギムネマ‐さん【ギムネマ酸】
ぎむ‐のうりょく【義務能力】
ぎむひょうじゅん‐ほう【義務標準法】
ギムレット
ギメ
ぎ‐めい【偽名】
ギメ‐びじゅつかん【ギメ美術館】
き‐もう【欺罔】
ぎ‐もん【疑問】
ぎもんかなづかい【疑問仮名遣】
ぎもん‐し【疑問視】
ぎもん‐し【疑問詞】
ぎ‐もんじょうしょう【擬文章生】
ぎもん‐だいめいし【疑問代名詞】
ぎもん‐てん【疑問点】
ぎもん‐ふ【疑問符】
疑問符(ぎもんふ)が付(つ)・く
ぎもん‐ふくし【疑問副詞】
ぎもん‐ぶん【疑問文】
ギモーブ
ぎゃあ
ぎゃあ‐ぎゃあ
ギャウ
ギャオ
ギャオ‐ストア【GYAO!ストア】
ぎゃく【逆】
ぎゃく【瘧】
ぎゃく【虐】
ぎゃく【逆】
ぎゃく【謔】
ぎゃく‐あく【逆悪】
ぎゃく‐アセンブラー【逆アセンブラー】
ぎゃく‐アセンブル【逆アセンブル】
ぎゃく‐い【逆位】
ぎゃく‐い【逆意】
ぎゃく‐いでんがく【逆遺伝学】
ぎゃくイールド‐じょうたい【逆イールド状態】
ぎゃく‐うち【逆打ち】
ぎゃく‐うらがき【逆裏書】
ぎゃく‐うん【逆運】
ぎゃく‐うんどうがく【逆運動学】
ぎゃく‐エスイーオー【逆SEO】
ぎゃく‐えん【逆縁】
ぎゃく‐えんきんほう【逆遠近法】
ぎゃくえん‐こん【逆縁婚】
ぎゃく‐おうて【逆王手】
ぎゃく‐オークション【逆オークション】
ぎゃく‐かいてん【逆回転】
ぎゃく‐かわせ【逆為替】
ぎゃく‐かん【逆換】
ぎゃく‐かんすう【逆関数】
ぎゃく‐がって【逆勝手】
ぎゃく‐きでんりょく【逆起電力】
ぎゃく‐きょう【逆境】
ぎゃく‐きんゆうそうば【逆金融相場】
ぎゃくぎょうせき‐そうば【逆業績相場】
ぎゃく‐ぎょうれつ【逆行列】
ぎゃく‐ぎれ【逆切れ】
ぎゃく‐くく【逆九九】
ぎゃく‐ぐう【虐遇】
ぎゃく‐けい【虐刑】
ぎゃく‐げん【逆元】
ぎゃく‐こう【逆光】
ぎゃく‐こう【逆行】
ぎゃく‐こうか【逆効果】
ぎゃくこうせい‐けんぼう【逆行性健忘】
ぎゃくこうせい‐しゃせい【逆行性射精】
ぎゃく‐こうせん【逆光線】
ぎゃくこうそく‐フーリエへんかん【逆高速フーリエ変換】
ぎゃく‐コンパイラー【逆コンパイラー】
ぎゃく‐コンパイル【逆コンパイル】
ぎゃくコンプトン‐こうか【逆コンプトン効果】
ぎゃくコンプトン‐さんらん【逆コンプトン散乱】
ぎゃく‐コース【逆コース】
ぎゃく‐さいせい【逆再生】
ぎゃく‐さしね【逆指（し）値】
ぎゃく‐さつ【虐殺】
ぎゃくさつきかん【虐殺器官】
ぎゃく‐さべつ【逆差別】
ぎゃく‐さん【逆算】
ぎゃく‐さんかくかんすう【逆三角関数】
ぎゃく‐さんかくけい【逆三角形】
ぎゃく‐ざい【逆罪】
ぎゃく‐ざや【逆鞘】
ぎゃく‐ざん【逆産】
ぎゃく‐し【虐使】
ぎゃく‐しさんこうか【逆資産効果】
ぎゃく‐しつ【瘧疾】
ぎゃく‐しめい【逆指名】
ぎゃく‐しゃぞう【逆写像】
ぎゃく‐しゅ【逆取】
ぎゃく‐しゅ【逆修】
ぎゃく‐しゅう【逆襲】
ぎゃくしゅ‐じゅんしゅ【逆取順守】
ぎゃく‐しん【逆心】
ぎゃく‐しん【逆臣】
ぎゃく‐シングル【逆シングル】
ぎゃくしん‐せい【逆進性】
ぎゃくしん‐ぜい【逆進税】
ぎゃく‐しんとうすい【逆浸透水】
ぎゃく‐しんとうまく【逆浸透膜】
ぎゃくしん‐の‐げんり【逆進の原理】
ぎゃく‐じきょくき【逆磁極期】
ぎゃく‐じゅん【逆順】
ぎゃく‐じょう【逆上】
ぎゃく‐すい【逆水】
ぎゃくすいりょく‐そうち【逆推力装置】
ぎゃく‐すう【逆数】
ぎゃく‐せい【虐政】
ぎゃくせい‐せっけん【逆性石鹸】
ぎゃく‐せつ【逆接】
ぎゃく‐せつ【逆説】
ぎゃくせつ‐すいみん【逆説睡眠】
ぎゃくせつ‐てき【逆説的】
ぎゃく‐せんでん【逆宣伝】
ぎゃく‐ぜん【逆善】
ぎゃく‐そう【逆走】
ぎゃく‐そう【逆送】
ぎゃく‐そうあたりこうげき【逆総当（た）り攻撃】
ぎゃく‐ぞく【逆賊】
ぎゃく‐たい【虐待】
ぎゃくたいすう‐アンプ【逆対数アンプ】
ぎゃく‐たま【逆玉】
ぎゃく‐たまのこし【逆玉の輿】
ぎゃく‐たんち【逆探知】
ぎゃく‐だんそう【逆断層】
ぎゃくだんそう‐がた【逆断層型】
ぎゃく‐チキソトロピー【逆チキソトロピー】
ぎゃく‐ちょう【逆潮】
ぎゃく‐ちょう【逆調】
ぎゃく‐づけ【逆付け】
ぎゃく‐て【逆手】
ぎゃく‐ていとうゆうし【逆抵当融資】
ぎゃく‐てがた【逆手形】
ぎゃく‐テレシネ【逆テレシネ】
ぎゃく‐てん【逆転】
ぎゃくてん‐がち【逆転勝ち】
ぎゃくてん‐こっかい【逆転国会】
ぎゃく‐てんしゃこうそ【逆転写酵素】
ぎゃくてん‐そう【逆転層】
ぎゃくてん‐まけ【逆転負け】
ぎゃく‐と【逆徒】
ぎゃく‐と【逆睹／逆覩】
ぎゃく‐とう【逆党】
ぎゃく‐とく【獲得】
ぎゃく‐どう【逆胴】
ぎゃくどめ‐べん【逆止（め）弁】
ぎゃく‐の‐みねいり【逆の峰入り】
ぎゃく‐のれんだい【逆暖簾代】
ぎゃくはんしゃ‐プリズム【逆反射プリズム】
ぎゃく‐バイアス【逆バイアス】
ぎゃく‐ばいしゅう【逆買収】
ぎゃく‐ばり【逆張り】
ぎゃくパスツール‐こうか【逆パスツール効果】
ぎゃく‐ひ【逆比】
ぎゃく‐ひぶ【逆日歩】
ぎゃく‐ひれい【逆比例】
ぎゃく‐びき【逆引き】
ぎゃく‐ふう【逆風】
ぎゃく‐フーリエへんかん【逆フーリエ変換】
ぎゃく‐ぶんさんのう【逆分散能】
ぎゃく‐ぶんさんりつ【逆分散率】
ぎゃく‐へいこう【逆平行】
ぎゃくぼうえん‐レンズ【逆望遠レンズ】
ぎゃく‐ポーランドきほう【逆ポーランド記法】
ぎゃく‐まわし【逆回し】
ぎゃく‐みょう【逆名】
ぎゃく‐もどり【逆戻り】
ぎゃく‐もんだい【逆問題】
ぎゃく‐モーション【逆モーション】
ぎゃく‐ゆしゅつ【逆輸出】
ぎゃく‐ゆにゅう【逆輸入】
ぎゃく‐よう【逆用】
ぎゃく‐らん【逆乱】
ぎゃく‐り【逆理】
ぎゃく‐りゅう【逆流】
ぎゃくりゅうせい‐しょくどうえん【逆流性食道炎】
ぎゃくりゅう‐らいサージ【逆流雷サージ】
ぎゃく‐りょ【逆旅】
ぎゃく‐る【逆流】
ぎゃく‐れん【逆蓮】
ぎゃく‐ろう【逆浪】
ぎゃく‐ろう【謔浪】
逆(ぎゃく)を取・る
ギャグ
ギャグ
ギャグマン
ギャグル
ギャザリング
ギャザー
ギャジット‐バッグ
