れ
れい‐か【霊歌】
れい‐か【隷下】
れい‐かい【冷灰】
れい‐かい【例会】
れい‐かい【例解】
れい‐かい【霊界】
れい‐かく【冷覚】
れい‐かく【藜藿】
れい‐かん【礼冠】
れい‐かん【伶官】
れい‐かん【冷汗】
れい‐かん【冷寒】
れい‐かん【冷感】
れい‐かん【戻換】
れい‐かん【霊感】
れいかん‐かこう【冷間加工】
れいかん‐さんと【冷汗三斗】
れいかん‐しどう【冷間始動】
れいかん‐しょう【冷感症】
れいかん‐しょうほう【霊感商法】
れい‐がい【冷害】
れい‐がい【例外】
れいがい‐しょり【例外処理】
れいがい‐てき【例外的】
れいがい‐ほう【例外法】
れい‐がえし【礼返し】
れい‐がく【礼楽】
れい‐がく【伶楽】
礼楽刑政(れいがくけいせい)其(そ)の極(きょく)は一(いつ)なり
れい‐がん【冷眼】
れいがん【霊巌】
れいがん‐じ【霊巌寺】
れいがん‐じま【霊岸島】
れい‐き【冷気】
れい‐き【励起】
れい‐き【例規】
れい‐き【霊気】
れい‐き【霊鬼】
れいき【霊亀】
れい‐き【癘鬼】
れいき‐こう【励起光】
れい‐きごう【零記号】
れいき‐し【励起子】
れいき‐じょうたい【励起状態】
れい‐きゃく【冷却】
れいきゃく‐えんしんき【冷却遠心機】
れいきゃく‐えんしんぶんりき【冷却遠心分離機】
れいきゃく‐き【冷却器】
れいきゃく‐きかん【冷却期間】
れいきゃく‐ざい【冷却材】
れいきゃく‐ざい【冷却剤】
れいきゃくざい‐そうしつじこ【冷却材喪失事故】
れいきゃく‐すい【冷却水】
れいきゃく‐ひれ【冷却鰭】
レイキャビク
れい‐きゅう【霊柩】
れいきゅう‐しゃ【霊柩車】
れい‐きょう【鈴鏡】
れい‐きょう【霊香】
れい‐きょう【霊境】
れいきょり‐しゃげき【零距離射撃】
れい‐きん【礼金】
れい‐きん【玲琴】
れい‐きん【霊菌】
れい‐ぎ【礼義】
れい‐ぎ【礼儀】
れいぎ‐しらず【礼儀知らず】
れいぎ‐ただし・い【礼儀正しい】
れい‐ぎょ【囹圄／囹圉】
れい‐ぎょうれつ【零行列】
れいぎるいてん【礼儀類典】
れい‐く【霊供】
れい‐く【麗句】
レイク
れいくう【霊空】
レークサイド
レーク‐スクール
レーク‐セブ
レーク‐タホ
レーク‐チャールズ
れい‐くつ【霊窟】
レーク‐ティナルー
レーク‐パウエル
レーク‐プラシッド
レイクホルト
レーク‐マッコーリー
レーク‐ルイーズ
れい‐くん【冷燻】
れい‐ぐう【礼遇】
れい‐ぐう【冷遇】
れい‐けい【令兄】
れい‐けい【令閨】
れいけい‐でん【麗景殿】
レイケ‐かん【レイケ管】
れい‐けつ【冷血】
れいけつ【冷血】
れいけつ‐かん【冷血漢】
れいけつ‐しゅ【冷血種】
れいけつ‐どうぶつ【冷血動物】
れい‐けん【霊剣】
れい‐げん【霊験】
れい‐げつ【令月】
れい‐げつ【例月】
れい‐げん【令厳】
れい‐げん【例言】
れい‐げん【黎元】
れい‐げん【冷厳】
れいげん‐き【霊験記】
れい‐げんこう【黎元洪】
れいげん‐てんのう【霊元天皇】
れい‐こう【冷光】
れい‐こう【励行／厲行】
れい‐こう【霊交】
れい‐こう【霊光】
れい‐こう【霊香】
れい‐こう【藜羹】
藜羹(れいこう)を食(く)らう者(もの)は大牢(たいろう)の滋味(じみ)を知(し)らず
れい‐こく【冷酷】
れい‐こく【例刻】
れいこごさいのぞう【麗子五歳之像】
れいこざぞう【麗子坐像】
れいこしょうぞう【麗子肖像】
れいこすみよしもうでのりつぞう【麗子住吉詣之立像】
れいこぞう【麗子像】
れいこだんげんず【麗子弾絃図】
レイコック
れいこびしょう【麗子微笑】
れいこりつぞう【麗子立像】
れい‐こん【霊魂】
れいこん‐しんこう【霊魂信仰】
れいこんのあき【霊魂の秋】
れいこん‐ふめつ【霊魂不滅】
れい‐ご【冷語】
れい‐ご【囹圄／囹圉】
れい‐さい【冷菜】
れい‐さい【例祭】
れい‐さい【零砕】
れい‐さい【霊祭】
れい‐さい【霊犀】
れい‐さい【零細】
れいさい‐きぎょう【零細企業】
れいさい‐のう【零細農】
れい‐さつ【霊刹】
レイサン‐とう【レイサン島】
れい‐ざま【例様】
れい‐ざん【霊山】
れいざん‐じ【霊山寺】
れい‐し【令史】
れい‐し【令旨】
れい‐し【令姉】
れい‐し【令嗣】
れい‐し【冷視】
れい‐し【茘枝】
れい‐し【霊芝】
れいし【霊芝】
れい‐し【霊祀】
れい‐し【霊祠】
れい‐し【霊視】
れい‐し【麗姿】
れいし‐がい【茘枝貝】
れい‐しき【礼式】
れい‐しき【例式】
れいしき‐かんじょうせんとうき【零式艦上戦闘機】
れいし‐しょうほう【霊視商法】
レイシス
レイシスト
レイシズム
れい‐しっぷ【冷湿布】
れい‐しつ【令室】
れい‐しつ【霊室】
れい‐しつ【麗質】
れい‐しゃ【礼者】
れい‐しゃ【礼謝】
れい‐しゃ【霊社】
れい‐しゃ【霊車】
れい‐しゃ【霊舎】
レイシャル
レイシャル‐ハラスメント
れい‐しゅ【冷酒】
れい‐しゅ【黎首】
れい‐しゅ【醴酒】
れい‐しょ【令書】
れい‐しょ【鈴杵】
れい‐しょ【黎庶】
れい‐しょ【隷書】
れい‐しょう【冷床】
れい‐しょう【冷笑】
れい‐しょう【例証】
れいしょう‐しゅぎ【冷笑主義】
れい‐しょく【令色】
れい‐しょく【冷色】
れい‐しょく【冷食】
れい‐しょく【厲色】
れい‐しょく【麗色】
レーション
れい‐しん【令辰】
れい‐しん【励振】
れい‐じん【霊神】
れい‐じ【令慈】
れい‐じ【励磁】
れい‐じ【例示】
れい‐じ【例時】
れい‐じ【零時】
れい‐じ【霊璽】
れい‐じ【隷字】
れい‐じ【麗辞】
れいじ‐き【励磁機】
れいじ‐さほう【例時作法】
れいじ‐せんぼう【例時懺法】
れい‐じつ【例日】
れい‐じつ【麗日】
れいじ‐でんりゅう【励磁電流】
れい‐じゅう【霊獣】
れい‐じゅう【隷従】
れい‐じょう【令状】
れい‐じょう【令嬢】
れい‐じょう【礼状】
れい‐じょう【礼譲】
れい‐じょう【霊場】
れい‐じょう【藜杖】
れいじょう‐しゅぎ【令状主義】
れいじょうジュリー【令嬢ジュリー】
れい‐じん【伶人】
れい‐じん【麗人】
れいじん‐そう【伶人草】
レイジー
れい‐すい【冷水】
れい‐すい【霊水】
れいすい‐いき【冷水域】
れいすい‐うず【冷水渦】
れいすい‐かい【冷水塊】
れいすい‐びょう【冷水病】
れいすい‐まさつ【冷水摩擦】
れいすい‐よく【冷水浴】
れい・する【令する】
れい・する【礼する】
れい・する【例する】
れい・する【隷する】
レーズ
れい‐ずい【霊瑞】
レーズド‐キャップ
レーズド‐ネックライン
れい‐せい【令婿】
れい‐せい【冷製】
れい‐せい【冷静】
れい‐せい【励声／厲声】
れい‐せい【励精／厲精】
れい‐せき【霊跡／霊迹】
れい‐せつ【礼節】
れい‐せつ【例説】
れい‐せん【礼銭】
れい‐せん【冷泉】
れい‐せん【冷戦】
れい‐せん【零戦】
れい‐せん【霊泉】
れい‐せん【醴泉】
れいせん‐せんりょう【冷染染料】
れいぜい【冷泉】
れいぜい【冷泉】
れいぜい‐いん【冷泉院】
れいぜい‐ためすけ【冷泉為相】
れいぜい‐ためむら【冷泉為村】
れいぜい‐てんのう【冷泉天皇】
れいぜいとみのこうじ‐どの【冷泉富小路殿】
れいぜい‐は【冷泉派】
れいぜい‐ふみこ【冷泉布美子】
れい‐ぜん【霊前】
れい‐ぜん【冷然】
れい‐そう【礼装】
れい‐そう【霊草】
れい‐そく【令息】
レイソル
れい‐そん【令孫】
れい‐そん【令尊】
れい‐そん【例損】
れい‐ぞう【冷蔵】
れい‐ぞう【霊像】
れいぞう‐こ【冷蔵庫】
れいぞうこよりあいをこめて【冷蔵庫より愛をこめて】
れい‐ぞく【隷属】
れい‐たい【冷帯】
れい‐たい【冷態】
れいたいかう‐きこう【冷帯夏雨気候】
れいたい‐きこう【冷帯気候】
れい‐たいさい【例大祭】
れいたいしつじゅん‐きこう【冷帯湿潤気候】
れいたい‐ていし【冷態停止】
れいたいとうきしょう‐きこう【冷帯冬季少雨気候】
れい‐たく【麗沢】
れいたく‐だいがく【麗沢大学】
れい‐たつ【令達】
れい‐たん【冷淡】
レイタンス
れい‐だい【例題】
れい‐だい【霊台】
れいだい‐ろう【霊台郎】
れい‐だん【冷暖】
れいだん‐じち【冷暖自知】
れいだん‐ぼう【冷暖房】
れい‐ち【霊地】
れい‐ち【霊知／霊智】
カーソン
チャールズ
れい‐ちゅうせいし【冷中性子】
れい‐ちょう【冷嘲】
れい‐ちょう【霊長】
れい‐ちょう【霊鳥】
れい‐ちょう【霊寵】
れい‐ちょう【黎朝】
れいちょう‐もく【霊長目】
れいちょう‐るい【霊長類】
レーティング
れい‐てい【令弟】
れい‐てい【零丁／伶丁】
レイテおき‐かいせん【レイテ沖海戦】
れい‐てき【霊的】
れいてき‐こうかん【霊的交感】
レイテせんき【レイテ戦記】
れい‐てつ【冷徹】
レイテ‐とう【レイテ島】
れい‐てん【礼典】
れい‐てん【礼奠】
れい‐てん【冷点】
れい‐てん【例典】
れい‐てん【零点】
れいてん‐エネルギー【零点エネルギー】
れいてん‐ぐ【釐等具】
れいてん‐しんどう【零点振動】
レイテンシー
れい‐でん【霊殿】
レイデン
レイト
れい‐とう【冷凍】
れい‐とう【霊湯】
れいとう‐アブレーション【冷凍アブレーション】
れいとう‐き【冷凍機】
れいとう‐ぎょ【冷凍魚】
れいとう‐こ【冷凍庫】
れいとう‐しょうしゃく【冷凍焼灼】
れいとう‐しょくひん【冷凍食品】
れいとう‐どうぶつえん【冷凍動物園】
れいとう‐ぼうちょう【冷凍包丁】
れいとう‐ますい【冷凍麻酔】
れいとう‐みかん【冷凍蜜柑】
れいとう‐やけ【冷凍焼け】
レイトカマー
れい‐とく【令徳】
れい‐とく【霊徳】
レイト‐ショー
レイト‐タックル
レイト‐ブルーマー
レイ‐トレーシング
れい‐ど【零度】
レイド
れい‐どう【令堂】
れい‐どう【戻道】
れい‐どう【霊堂】
れいどのエクリチュール【零度のエクリチュール】
レイドバック
レイド‐バトル
例(れい)なら◦ず
アレナス
れい‐なん【嶺南】
レーニア‐さん【レーニア山】
レーニアさん‐こくりつこうえん【レーニア山国立公園】
れい‐にく【冷肉】
れい‐にく【霊肉】
例(れい)に洩(も)れず
れい‐にゅう【戻入】
例(れい)によって例(れい)の如(ごと)し
れい‐ねつ【冷熱】
れい‐ねん【例年】
例(れい)の
れい‐のう【隷農】
れいのう‐しゃ【霊能者】
レイノサ
レイノルズ
レイノルズ‐げんしょう【レイノルズ現象】
レイノルズ‐すう【レイノルズ数】
レイノー‐げんしょう【レイノー現象】
レイノー‐びょう【レイノー病】
れい‐はい【礼拝】
れい‐はい【零敗】
れい‐はい【霊牌】
れいはいじょ‐ふけいざい【礼拝所不敬罪】
れいはい‐どう【礼拝堂】
礼(れい)は未然(みぜん)の前(さき)に禁(きん)じ法(ほう)は已然(いぜん)の後(のち)に施(ほどこ)す
レイ‐ハラ
れい‐ば【礼場】
れい‐ば【冷罵】
れい‐ばい【冷媒】
れい‐ばい【霊媒】
れいばい‐じゅつ【霊媒術】
レイバー
レーバー‐デー
レーバー‐ユニオン
れい‐ひつ【麗筆】
れい‐ひょう【冷評】
れい‐ひょう【澪標】
れい‐びと【例人】
れい‐びょう【霊猫】
れい‐びょう【霊廟】
レイピスト
れい‐ふ【霊府】
れい‐ふ【霊符】
れい‐ふう【冷風】
れい‐ふう【零封】
れい‐ふく【礼服】
れい‐ふじん【令夫人】
れい‐ふん【霊氛】
れい‐ぶ【礼部】
れいぶ‐しょう【礼部省】
れい‐ぶつ【礼物】
れい‐ぶつ【霊仏】
れい‐ぶつ【霊物】
ブラッドベリ
れい‐ぶん【令聞】
れい‐ぶん【例文】
レイプ
れい‐へい【礼聘】
れい‐へい【例幣】
れいへい‐し【例幣使】
れい‐ほう【礼法】
れい‐ほう【礼砲】
れい‐ほう【霊宝】
れい‐ほう【霊峰】
れい‐ほく【嶺北】
れい‐ほん【零本】
れい‐ぼ【令母】
れいぼ【鈴慕】
れい‐ぼう【令望】
れい‐ぼう【礼帽】
れい‐ぼう【冷房】
れい‐ぼうこう【礼奉公】
れいぼう‐そうち【冷房装置】
れいぼう‐びょう【冷房病】
れい‐ぼく【零墨】
れい‐ぼく【霊木】
れい‐ぼく【隷僕】
れいぼ‐ながし【鈴慕流し】
れい‐まい【令妹】
れい‐まいり【礼参り】
れい‐まわり【礼回り／礼廻り】
レイマン
レイマン‐コントロール
レイミアイザベラせいじょアグネスさいのぜんやそのたのししゅう【レイミア、イザベラ、聖女アグネス祭の前夜、その他の詩集】
れい‐みょう【霊妙】
れい‐みん【黎民】
れい‐む【霊夢】
レイム‐ダック
れいめい
れい‐めい【令名】
れい‐めい【黎明】
れいめい‐かい【黎明会】
れいめい‐き【黎明期】
れいめいきのぶんがく【黎明期の文学】
れい‐めん【冷麺】
れいもう‐が【翎毛画】
レイモスン
れい‐もつ【礼物】
れい‐もつ【霊物】
レイモント
チャンドラー
ペイネ
ポアンカレ
ラディゲ
れい‐やく【霊薬】
れいやしゅう【怜野集】
レイヤー
レーヤー
レイヤー‐ケーキ
レイヤード
レイヤード‐カット
レイヤード‐ルック
れいゆう‐かい【霊友会】
れい‐よ【零余】
れい‐よう【礼容】
れい‐よう【羚羊】
れい‐よう【麗容】
れいよう‐かく【羚羊角】
れいよう‐しゅ【冷用酒】
れいよ‐し【零余子】
レイヨニズム
レイヨン
れい‐らく【零落】
れいらく【零落】
れい‐り【怜悧／伶俐】
レイリア
レイリア‐じょう【レイリア城】
レイリア‐だいせいどう【レイリア大聖堂】
れい‐りょう【冷涼】
れい‐りょく【霊力】
レイリー
レイリー‐さんらん【レイリー散乱】
レイリージーンズ‐の‐ほうしゃほうそく【レイリージーンズの放射法則】
レイリー‐は【レイリー波】
レイリーベナール‐たいりゅう【レイリーベナール対流】
れい‐れい【玲玲】
れい‐れい【冷冷】
れい‐れい【麗麗】
れいれい‐し・い【麗麗しい】
れい‐ろう【令郎】
れい‐ろう【玲瓏】
れいわ【令和】
れい‐わ【例話】
れいわ‐しんせんぐみ【れいわ新選組】
礼(れい)煩(わずら)わしければ則(すなわ)ち乱(みだ)る
れい‐わん【霊腕】
礼(れい)を失(しっ)・する
レイン
レインウエア
レインガ‐みさき【レインガ岬】
レインコート
レイン‐シューズ
レインジャー
レインズ
レイン‐ハット
レインバンド
レインボー‐ノイズ
レインボー‐フォールズ
レインボーブリッジ‐こくていこうえん【レインボーブリッジ国定公園】
レインボー‐たき【レインボー滝】
レインボー
レインボー‐スプリングス
レインボーズ‐エンド
レインボー‐トラウト
レインボー‐フィッシュ
レインボー‐フラッグ
レインボー‐ブリッジ
レウ
レウカス
レウカス‐とう【レウカス島】
レウキッポス
レウキッポスのむすめたちのりゃくだつ【レウキッポスの娘たちの略奪】
レオ
レオウイルス
ヤナーチェク
レオスタット
レオタード
ドリーブ
レオナルドダビンチのほうほうじょせつ【レオナルドダビンチの方法序説】
レオナルド‐ダ‐ビンチ
フィボナッチ
ボタロー
レオニ
レオニズ
レオニダイオン
レオニダス
レオニデオン
レオニド
カントロビチ
アンドレーエフ
ブレジネフ
クロイツァー
レオーノフ
レオノーレ
レオパルディ
レオパード
レオペクシー
レオポルド‐にせい【レオポルド二世】
グメリン
サンゴール
レオポルドビル
ザッヘル‐マゾッホ
ルジチカ
レオポン
レオロジー
レオン
レオン
ガンベッタ
ジュオー
レオン‐だいせいどう【レオン大聖堂】
レオンチェフ
デュギー
トロツキー
ドーデ
レオンハルト
オイラー
アルベルティ
パジェス
レオン‐ビエホ
フーコー
ブルム
ロッシュ
レカミエふじん【レカミエ夫人】
レガシー
レガシー‐インターフェース
レガシー‐キャリア
レガシー‐コスト
レガシー‐コード
レガシー‐システム
レガシー‐フリー
レガシー‐マイグレーション
レガスピ
レガッタ
レガレイラ‐きゅうでん【レガレイラ宮殿】
レガーズ
レガート
れき【鬲】
れき【暦】
れき【歴】
れき【礫】
れき【暦】
れき【歴】
れき【瀝】
れき【礫】
れき【轢】
れき‐うん【暦運】
れきおう【暦応】
れき‐か【暦家】
れき‐か【轢過】
れき‐かい【歴階】
れき‐かい【礫塊】
れき‐がく【暦学】
れき‐がん【礫岩】
れきこう‐さいばい【礫耕栽培】
れき‐さい【歴歳】
れき‐さつ【轢殺】
れき‐さばく【礫砂漠】
れき‐ざん【歴山】
れき‐し【歴仕】
れき‐し【歴史】
れきし【歴史】
れき‐し【轢死】
れきし‐か【歴史家】
れきし‐かがく【歴史科学】
れきし‐かん【歴史観】
れきし‐が【歴史画】
れきし‐がく【歴史学】
れきし‐がくは【歴史学派】
れきし‐げき【歴史劇】
れきし‐こうこがく【歴史考古学】
れきし‐こうぶんしょ【歴史公文書】
レキシコグラファー
レキシコグラフィー
レキシコン
れきし‐ざいりょうかがく【歴史材料科学】
れきししゅうせい‐しゅぎ【歴史修正主義】
れきししゅうせいしゅぎ‐しゃ【歴史修正主義者】
れきし‐しゅぎ【歴史主義】
れきし‐しょうせつ【歴史小説】
れきし‐じしん【歴史地震】
れきし‐じだい【歴史時代】
れきし‐ちりがく【歴史地理学】
れきし‐てき【歴史的】
れきしてき‐かなづかい【歴史的仮名遣い】
れきしてきけいかん‐けん【歴史的景観権】
れきしてきふうど‐とくべつほぞんちく【歴史的風土特別保存地区】
れきしてきふうど‐ほぞんくいき【歴史的風土保存区域】
れきしてきふうど‐ほぞんちく【歴史的風土保存地区】
れきし‐てつがく【歴史哲学】
れきしのくれがた【歴史の暮方】
歴史(れきし)は繰(く)り返(かえ)す
れきしはけいざいがく‐は【歴史派経済学派】
れきし‐ぶんぽう【歴史文法】
れきし‐ほうがく【歴史法学】
れきし‐ほうそく【歴史法則】
れきし‐ものがたり【歴史物語】
れき‐しょ【暦書】
れき‐しょう【暦象】
レキシントン
れき‐じ【歴事】
れき‐じつ【暦日／歴日】
れき‐じつ【歴日】
れき‐じゅつ【暦術】
れき‐じゅん【歴巡】
れき‐じょ【歴女】
れき‐すう【暦数】
れき‐せい【歴世】
れき‐せい【瀝青】
れきせい‐ウランこう【瀝青ウラン鉱】
れきせいじょそうこう【歴世女装考】
れきせい‐たん【瀝青炭】
れき‐せき【礫石】
れき‐せん【歴戦】
れき‐ぜん【歴然】
れき‐だい【歴代】
れきだいこっけいでん【歴代滑稽伝】
れき‐だん【轢断】
れき‐ちゅう【暦注】
れき‐ちょう【歴朝】
れきちょうしょうしかい【歴朝詔詞解】
れき‐てい【歴程】
れきてい【歴程】
れき‐でん【歴伝】
れき‐と【歴と】
れき‐ど【礫土】
れき‐どう【暦道】
れき‐にん【歴任】
れき‐ねん【暦年】
れき‐ねん【歴年】
れき‐ねんれい【暦年齢】
れき‐はい【歴拝】
れき‐はかせ【暦博士】
れき‐はく【歴博】
れきひょう‐じ【暦表時】
れき‐ほう【暦法】
れき‐ほう【歴訪】
れき‐ほん【暦本】
れきめい‐ぼ【歴名簿】
れき‐ゆう【歴遊】
れき‐よう【歴葉】
れき‐らん【歴覧】
れき‐らん【歴乱】
れき‐れき【歴歴】
れき‐れき【瀝瀝】
れき‐ろく【轣轆】
レギスタン‐ひろば【レギスタン広場】
レギャン
レギャン‐どおり【レギャン通り】
レギュラシオン‐りろん【レギュラシオン理論】
レギュラトリー‐ティーさいぼう【レギュラトリーT細胞】
レギュラー
レギュラー‐アーミー
レギュラー‐ガソリン
レギュラー‐コーヒー
レギュラー‐シーズン
レギュラー‐バッティング
レギュラー‐ポジション
レギュラー‐メンバー
レギュレーション
レギュレーション‐キュー
レギュレーター
レギンス
レク
レク
ちんこんか【鎮魂歌】
レクイエム
レクイエム【れくいえむ】
レクエム
レクサンド
レクタングル
レクチャー
レクチュア
レクチン
レクトタイプ
レクラム
レクリエーショナル‐ビークル
レクリエーション
レクレーション
レグ
レグア
レグザ
レグホン
レグホーン
レグミン
レグルス
レグレッション
レグレッション‐テスト
レグール
レケレケ‐ぼち【レケレケ墓地】
レゲエ
れこ
レ‐コミュニスト
レコメンデーション
レコメンデーション‐エンジン
レコメンド
レコレータ
レコレータ‐ぼち【レコレータ墓地】
レコンキスタ
レコーダー
レコーディング
レコーディング‐フィルム
レコード
レコード‐コンサート
レコード‐タイム
レコード‐デッキ
ロマンはのおんがく【ロマン派の音楽】
レコード‐プレーヤー
レコードホルダー
レコード‐ライブラリー
レゴランド‐カリフォルニア
レゴランド‐ビルン
レゴリス
レサント‐しょとう【レサント諸島】
レサーマ‐こうえん【レサーマ公園】
レザノフ
レザビーム
レザンドリー
レザー
レザー
レザー‐シャー
レザーイーイェ
レザー‐カット
レザークラフト
レザークロス
レザー‐コート
レザー‐トップ
レザーワーク
レシオ
レシステンシア
レシタチーブ
レシタティーブ
レシチン
レシテーション
レシニフェラトキシン
レシピ
レシピエント
レシフェ
レシプロ
レシプロ‐エンジン
レシプロシティー
レシムノン
レシュティ‐の‐みぞ【レシュティの溝】
レシート
レシーバー
レシービング‐チーム
レシーブ
レジ
レジェ
レジェンド
レジオネラ
レジオネラ‐きん【レジオネラ菌】
レジオネラ‐しょう【レジオネラ症】
レジオン‐ドヌール
レジオンドヌール‐くんしょう【レジオンドヌール勲章】
レジスタンス
レジスタンス‐うんどう【レジスタンス運動】
レジスタンス‐トレーニング
レジスタンス‐ライン
レジスター
レジスト
レジストラー
レジストリー
レジストレーション
レジティマシー
レジデンシャル
レジデンス
レジデンツ‐ひろば【レジデンツ広場】
レジデント
レジナルド‐の‐とう【レジナルドの塔】
レジ‐ぶくろ【レジ袋】
レジメ
レジメン
レジメン
レジメンタル‐ストライプ
レジメンタル‐タイ
リジャイナ
レジャー
レジャー‐シート
レジャー‐センター
レジャー‐のうぎょう【レジャー農業】
レジャー‐はくしょ【レジャー白書】
レジャー‐ランド
レジュメ
レジューム
レジューム‐きのう【レジューム機能】
レジリエンシー
レジリエンス
レジリエント
レジン
レジン‐ペレット
レジーナエレナ‐ていえん【レジーナエレナ庭園】
レジーム
レジーム‐シフト
レジーム‐チェンジ
レス
レス
レス
レス‐オプション
レ‐スカ
レスキュー
レスキュー‐たい【レスキュー隊】
レスキュー‐ロボット
レスコフ
レスタウラドーレス‐ひろば【レスタウラドーレス広場】
ピアソン
レスト
レストア
レストアじん‐いしょく【レストア腎移植】
レスト‐ハウス
レストラン
レスト‐ルーム
レストレーション
レストレイント
レストレスレッグス‐しょうこうぐん【レストレスレッグス症候群】
レスパイト
レスパイト‐ケア
レスビアン
レスピレーター
レスピーギ
レスボス‐とう【レスボス島】
レスポンシビリティー
レスポンシブ
レスポンシブ‐ウェブデザイン
レスポンシブ‐デザイン
レスポンシブル‐ケア
レスポンス
レスポンス‐こうこく【レスポンス広告】
レスポンス‐タイム
レスラー
レスリング
レズ
レズビアン
レセ‐コン
レセップス
レセディ‐ぶんかむら【レセディ文化村】
レセプショニスト
レセプション
レセプター
レセプト
レセプト‐コンピューター
レセプト‐さい【レセプト債】
レセルピン
レゼジー‐ド‐タヤック
れそ
レソト
レゾナンス
レゾリューション
レゾルシン
レゾン‐デートル
レタケニー
レタス
れたす‐ことば【れ足す言葉】
レタス‐ミックス
レタックス
レタッチ
レタッチャー
レタリング
レター
レター‐オブ‐インテント
レタード
レターパック
レターヘッド
レター‐ペーパー
レター‐ボックス
レター‐ラック
レダ
レダマ
レダン‐とう【レダン島】
れち【列】
レチキュレーション
レチクル
レチクル‐ざ【レチクル座】
レチタティーボ
レチナール
レチネン
レチノール
れっ‐か【列火】
れっ‐か【劣化】
れっ‐か【烈火】
れっ‐か【裂果】
れっ‐か【裂罅】
れっ‐かい【裂開】
れっかい‐か【裂開果】
れっか‐ウラン【劣化ウラン】
れっか‐ウランだん【劣化ウラン弾】
れっ‐かく【劣角】
れっか‐コピー【劣化コピー】
れっか‐じゅうてん【裂罅充塡】
烈火(れっか)の如(ごと)く
れっ‐かん【烈寒】
レッカー
レッカー‐しゃ【レッカー車】
れっ‐き【列記】
れっ‐き【礫器】
れっき‐と【歴と】
れっ‐きょ【列居】
れっ‐きょ【列挙】
れっ‐きょう【列強】
れっきょ‐せきにんしゅぎ【列挙責任主義】
レック‐かいけいだいがくいん【LEC会計大学院】
レックス
レックスエムエル
レックス‐ベゴニア
レックとうきょうリーガルマインド‐だいがく【LEC東京リーガルマインド大学】
レックとうきょうリーガルマインド‐だいがくいんだいがく【LEC東京リーガルマインド大学院大学】
レックハンプトン
レックリングハウゼン‐びょう【レックリングハウゼン病】
レッグ
レッグ
レッグ‐ウエア
レッグ‐ウオーマー
レッグ‐カール
れっ‐けん【列見】
れっ‐こ【劣弧】
れっ‐こう【列侯】
れっ‐こう【烈公】
れっ‐こう【裂肛】
れっ‐こく【列国】
れっこくぎかい‐どうめい【列国議会同盟】
れっ‐さん【列参】
レッサー‐パンダ
れっし【列子】
れっ‐し【列氏】
れっ‐し【烈士】
れっし‐おんど【列氏温度】
れっ‐しゃ【列車】
れっしゃ‐うんこうずひょう【列車運行図表】
れっしゃ‐しゅうちゅうせいぎょ【列車集中制御】
れっしゃ‐ダイヤ【列車ダイヤ】
れっしゃ‐ていこう【列車抵抗】
れっしゃはていじにはっしゃした【列車は定時に発車した】
れっしゃぼうご‐むせんそうち【列車防護無線装置】
れっ‐しゅく【列宿】
れっ‐しょう【裂傷】
れっ‐しん【烈震】
レッシング
レッジ
レッジェーロ
レッジョ‐ディ‐カラブリア
れっ・する【列する】
レッスン
レッスン‐プロ
レッズ
れっ‐せい【列世】
れっ‐せい【列聖】
れっ‐せい【劣性】
れっ‐せい【劣勢】
れっ‐せい【劣生】
れっせい‐いでん【劣性遺伝】
れっせい‐いでんし【劣性遺伝子】
