ほ
ほうかつてきかくじっけんきんしじょうやく‐きかん【包括的核実験禁止条約機関】
ほうかつてき‐きょうどうさぎょうけいかく【包括的共同作業計画】
ほうかつてき‐パートナーシップ【包括的パートナーシップ】
ほうかつ‐ねほしょう【包括根保証】
ほうかつ‐りえき【包括利益】
ほうか‐ぶつ【硼化物】
砲火(ほうか)を交・える
ほう‐かん【芳翰】
ほう‐かん【奉還】
ほう‐かん【宝冠】
ほう‐かん【宝鑑】
ほう‐かん【放還】
ほう‐かん【法官】
ほう‐かん【砲艦】
ほう‐かん【訪看】
ほう‐かん【訪韓】
ほう‐かん【幇間】
ほうかん【豊干】
ほう‐かん【鳳管】
ほう‐かん‐いん【放管員】
ほうかん‐がいこう【砲艦外交】
ほうかんき【幇間記】
ほうかん‐げきたく【抱関撃柝】
ほうかん‐しょう【宝冠章】
ほうかん‐じ【法観寺】
ほうかん‐てちょう【放管手帳】
ほう‐が【邦画】
ほう‐が【奉加】
ほう‐が【奉賀】
ほう‐が【宝駕】
ほう‐が【萌芽】
ほう‐が【鳳駕】
ほう‐がい【方外】
ほう‐がい【法外】
ほう‐がい【蓬艾】
ほうがい‐くみあい【法外組合】
ほうがい‐の‐とも【方外の友】
ほうが‐きん【奉加金】
ほう‐がく【方角】
ほう‐がく【邦楽】
ほう‐がく【放学】
ほう‐がく【法学】
ほうがく‐ちがい【方角違い】
ほうがく‐びけし【方角火消し】
ほうが‐こうしん【萌芽更新】
ほうが‐じょう【奉加状】
ほうが‐ちょう【奉加帳】
ほうがちょう‐ほうしき【奉加帳方式】
ほうが‐りん【萌芽林】
ほう‐がん【方眼】
ほう‐がん【包含】
ほう‐がん【判官】
ほう‐がん【芳顔】
ほう‐がん【砲丸】
ほう‐がん【砲眼】
ほう‐がん【鳳眼】
ほうがん‐かんけい【包含関係】
ほうがん‐し【方眼紙】
ほうがん‐じょ【包含除】
ほうがん‐だい【判官代】
ほうがんてき‐ろんりわ【包含的論理和】
ほうがん‐なげ【砲丸投げ】
ほうがん‐びいき【判官贔屓】
ほうがん‐もの【判官物】
ほうき【伯耆】
ほう‐き【芳紀】
ほう‐き【邦畿】
ほうき【宝亀】
ほう‐き【宝器】
ほう‐き【放棄／抛棄】
ほう‐き【法規】
ほう‐き【法喜】
ほう‐き【法器】
ほう‐き【蜂起】
ほう‐き【豊肌】
ほうき【箒／帚】
ほうき‐がみ【箒神】
ほうき‐ぎ【箒木】
ほうき‐ぐさ【箒草】
ほうき‐さいりょう【法規裁量】
ほうき‐ざや【箒鞘】
ほうき‐じ【法起寺】
ほうき‐じあい【放棄試合】
ほうき‐たけ【箒茸】
ほうき‐の‐くに【伯耆国】
ほうき‐ふじ【伯耆富士】
ほうき‐ぼし【箒星】
ほうき‐むし【箒虫】
ほうき‐め【箒目】
ほうき‐めいれい【法規命令】
ほうき‐もろこし【箒蜀黍】
ほう‐きゃく【放却／抛却】
ほう‐きゃく【訪客】
ほう‐きゅう【俸給】
ほう‐きゅう【蜂球】
ほうきゅうせいかつ‐しゃ【俸給生活者】
ほう‐きょう【方鏡】
ほう‐きょう【方響】
ほう‐きょう【包茎】
ほう‐きょう【法橋】
ほう‐きょう【封境／封疆】
ほう‐きょう【豊凶】
ほう‐きょう【豊胸】
ほう‐きょう【豊頰】
ほう‐きょういく【法教育】
ほうきょういん‐とう【宝篋印塔】
ほうきょう‐にん【奉教人】
ほうきょうにんのし【奉教人の死】
ほうき‐りゅう【伯耆流】
ほう‐きん【方金】
ほう‐きん【砲金】
ほうきん‐に【法均尼】
ほう‐ぎ【方技】
ほう‐ぎゅう【犎牛】
ほう‐ぎょ【崩御】
ほう‐ぎょ【鮑魚】
ほう‐ぎょう【方形／宝形】
ほうぎょう‐づくり【方形造（り）】
ほう‐ぎょく【宝玉】
ほうぎょくとおうのつえ【宝玉と王の杖】
鮑魚(ほうぎょ)の肆(いちぐら)に入(い)るが如(ごと)し
ほう‐ぎん【芳吟】
ほう‐ぎん【放吟】
ほう‐く【法鼓】
ほう・く【惚く】
ほう‐くう【法空】
ほう‐ぐ【反故／反古】
ほう‐ぐ【法具】
ほう‐ぐみ【方組み】
ほうぐんほうかい‐しょうこうぐん【蜂群崩壊症候群】
ほう‐け【法家】
ほう‐けい【方形】
ほう‐けい【方磬】
ほう‐けい【包茎】
ほう‐けい【宝髻】
ほう‐けい【法系】
ほうけいくかく‐ほう【方形区画法】
ほうけいく‐ちょうさ【方形区調査】
ほうけいく‐ほう【方形区法】
ほうけい‐こつ【方形骨】
ほうけいしゅうこう‐ぼ【方形周溝墓】
ほう‐けいせき【方珪石】
ほうけい‐は【方形波】
ほうけ‐だ・つ【蓬け起つ】
ほう‐けつ【放血】
ほう‐けつ【鳳闕】
ほうけ‐づ・く【法気付く】
ほうけ‐もの【惚け者】
ほう・ける【惚ける／耄ける／呆ける】
ほう‐けん【奉献】
ほう‐けん【宝剣】
ほう‐けん【法剣】
ほう‐けん【法眷】
ほう‐けん【法権】
ほう‐けん【封建】
ほうけん‐しゃかい【封建社会】
ほうけん‐しゅぎ【封建主義】
ほうけん‐じだい【封建時代】
ほうけん‐せい【封建制】
ほうけん‐せいど【封建制度】
ほうけん‐ちだい【封建地代】
ほうけん‐てき【封建的】
ほう‐げ【放下】
ほう‐げい【奉迎】
ほう‐げき【砲撃】
ほうげ‐そう【放下僧】
ほう‐げつ【萌蘖】
ほう‐げん【方言】
ほう‐げん【放言】
ほう‐げん【法言】
ほう‐げん【法眼】
ほう‐げん【法源】
ほう‐げん【法諺】
ほう‐げん【法験】
ほうげん【保元】
ほうげん‐きょうせい【方言矯正】
ほうげん‐くかく【方言区画】
ほう‐げんごがく【法言語学】
ほうげん‐しゅうけんろん【方言周圏論】
ほうげん‐ちず【方言地図】
ほうげん‐の‐らん【保元の乱】
ほうげん‐ふだ【方言札】
ほうげんものがたり【保元物語】
ほう‐こ【布袴】
ほう‐こ【母子】
ほう‐こ【宝庫】
ほう‐こ【封戸】
ほう‐こ【這子】
ほう‐こ【蓬戸】
ほう‐こ【蓬壺】
ほう‐こう【方向】
ほう‐こう【彷徨／仿偟】
ほう‐こう【芳香】
ほう‐こう【咆哮】
ほう‐こう【奉公】
ほう‐こう【奉行】
ほう‐こう【放光】
ほう‐こう【放校】
ほう‐こう【放曠】
ほう‐こう【封侯】
ほう‐こう【砲口】
ほう‐こう【砲腔】
ほう‐こう【砲熕】
ほう‐こう【報効】
ほうこう‐おんち【方向音痴】
ほうこう‐かまい【奉公構い】
ほうこう‐かん【芳香環】
ほうこう‐きん【縫工筋】
ほうこう‐キー【方向キー】
ほうこう‐けいすう【方向係数】
ほうこう‐ざい【芳香剤】
ほうこう‐しじき【方向指示器】
ほうこうしひょう‐しょくぶつ【方向指標植物】
ほうこう‐じ【方広寺】
ほうこう‐じ【法興寺】
ほうこう‐じ【蜂岡寺】
ほう‐こうじゅ【方孝孺】
ほうこう‐せい【方向性】
ほうこうせい‐こうばん【方向性鋼板】
ほうこうせい‐でんじこうばん【方向性電磁鋼板】
ほうこう‐ぞく【芳香族】
ほうこうぞく‐アミノさん【芳香族アミノ酸】
ほうこうぞく‐アミン【芳香族アミン】
ほうこうぞく‐かごうぶつ【芳香族化合物】
ほうこうぞく‐かん【芳香族環】
ほうこうぞく‐たんかすいそ【芳香族炭化水素】
ほうこうぞくたんかすいそ‐き【芳香族炭化水素基】
ほうこう‐たんちき【方向探知器】
ほうこう‐だ【方向舵】
ほうこう‐てんかん【方向転換】
ほうこう‐にん【奉公人】
ほうこうにん‐やど【奉公人宿】
ほうこう‐へんい【彷徨変異】
ほうこう‐ゆ【芳香油】
ほうこう‐よげん【方向余弦】
ほうこう‐りょうほう【芳香療法】
ほう‐こく【邦国】
ほう‐こく【奉告】
ほう‐こく【封国】
ほう‐こく【報告】
ほう‐こく【報国】
ほうこく‐しょ【報告書】
ほうこくちょうきゅう‐めいれい【報告徴求命令】
ほうこく‐ぶんがく【報告文学】
ほうこ‐しょとう【澎湖諸島】
ほう‐こつ【方骨】
ほう‐こん【方今】
ほう‐こん【芳魂】
ほうこんごう‐いん【法金剛院】
ほう‐こんちゅうがく【法昆虫学】
ホーコーツ【火鍋子】
ほう‐ご【反故／反古】
ほう‐ご【邦語】
ほう‐ご【放語】
ほう‐ご【法語】
ほう‐ごう【咆号】
ほう‐ごう【宝号】
ほう‐ごう【抱合】
ほう‐ごう【法号】
ほう‐ごう【縫合】
ほうごう‐ご【抱合語】
ほうごう‐ざいせい【抱合財政】
ほうごろう【鳳五郎】
ほう‐ごん【放言】
ほうごん‐じ【宝厳寺】
ほう‐さ【飽差】
ほう‐さ【蓬左】
ほう‐さい【包柴】
ほうさい【泡斎】
ほう‐さい【報賽／報祭】
ほう‐さい【堡塞／堡砦】
ほうさい‐ねんぶつ【泡斎念仏】
ほう‐さく【方策】
ほう‐さく【封冊】
ほう‐さく【豊作】
ほうさく‐ききん【豊作飢饉】
ほうさく‐びんぼう【豊作貧乏】
ほう‐さつ【芳札】
ほうさ‐ぶんこ【蓬左文庫】
ほう‐さん【奉賛／奉讃】
ほう‐さん【宝算】
ほう‐さん【放参】
ほう‐さん【放散】
ほう‐さん【硼酸】
ほうさん‐えん【硼酸塩】
ほう‐さんぎ【法参議】
ほう‐さんしょう【法三章】
ほうさん‐だんご【硼酸団子】
ほうさん‐ちゅう【放散虫】
ほうさんちゅう‐なんでい【放散虫軟泥】
ほうさん‐なんこう【硼酸軟膏】
ほうさん‐めん【硼酸綿】
ほう‐ざ【宝座】
ほう‐ざ【法座】
ほう‐ざ【砲座】
ほう‐ざい【方剤】
ほう‐し【方士】
ほう‐し【芳志】
ほう‐し【芳紙】
ほう‐し【奉仕】
ほう‐し【奉伺】
ほう‐し【奉祀／奉祠】
ほう‐し【拍子】
ほう‐し【放氏】
ほう‐し【放仔】
ほう‐し【放恣／放肆】
ほう‐し【放資】
ほう‐し【放飼】
ほう‐し【法師】
ほう‐し【法嗣】
ほう‐し【胞子】
ほう‐し【蓬矢】
ほう‐し【褒詞】
ほう‐し【鋒矢】
ほうし‐うた【法師歌／法師唄】
ほうし‐おんせん【法師温泉】
ほうし‐がえり【法師還り】
ほうし‐がく【法史学】
ほうしがはは【法師ヶ母】
ほう‐しき【方式】
ほう‐しき【法式】
ほうし‐しょくぶつ【胞子植物】
ほうし‐ぜみ【法師蝉】
ほうし‐たい【胞子体】
ほうし‐ちゅう【胞子虫】
ほうし‐ちょうだ【封豕長蛇】
ほうし‐のう【胞子嚢】
ほうしのう‐ぐん【胞子嚢群】
法師(ほうし)の櫛貯(くしだくわ)え
ほうし‐まさり【法師勝り】
ほうし‐むしゃ【法師武者】
ほう‐しゃ【抛射】
ほう‐しゃ【奉謝】
ほう‐しゃ【放射】
ほう‐しゃ【放赦】
ほう‐しゃ【砲車】
ほう‐しゃ【報謝】
ほう‐しゃ【硼砂】
ほうしゃ‐あつ【放射圧】
ほうしゃ‐エネルギー【放射エネルギー】
ほうしゃ‐おんどけい【放射温度計】
ほうしゃ‐か【放射化】
ほう‐しゃかいがく【法社会学】
ほうしゃ‐かいへん【放射壊変】
ほうしゃかいへん‐けいれつ【放射壊変系列】
ほうしゃ‐かがく【放射化学】
ほうしゃ‐かねつ【放射加熱】
ほうしゃか‐ぶんせき【放射化分析】
ほうしゃきゅう‐はんのう【硼砂球反応】
ほうしゃ‐ぎり【放射霧】
ほう‐しゃく【封爵】
ほうしゃく‐じ【宝積寺】
ほうしゃ‐けい【放射計】
ほうしゃ‐こう【放射光】
ほうしゃこう‐しせつ【放射光施設】
ほうしゃ‐じょう【放射状】
ほうしゃじょう‐とざん【放射状登山】
ほうしゃ‐スペクトル【放射スペクトル】
ほうしゃ‐せい【放射性】
ほうしゃせい‐いやくひん【放射性医薬品】
ほうしゃせい‐かくしゅ【放射性核種】
ほうしゃせい‐くも【放射性雲】
ほうしゃせい‐げんし【放射性原子】
ほうしゃせい‐げんそ【放射性元素】
ほうしゃせい‐こうかぶつ【放射性降下物】
ほうしゃせい‐こうばい【放射性降灰】
ほうしゃせい‐しじやく【放射性指示薬】
ほうしゃせい‐たんそ【放射性炭素】
ほうしゃせいたんそ‐ねんだいそくていほう【放射性炭素年代測定法】
ほうしゃせい‐トレーサー【放射性トレーサー】
ほうしゃせい‐どういかく【放射性同位核】
ほうしゃせい‐どういげんそ【放射性同位元素】
ほうしゃせいどういげんそ‐ないようりょうほう【放射性同位元素内用療法】
ほうしゃせい‐どういたい【放射性同位体】
ほうしゃせい‐はいえん【放射性肺炎】
ほうしゃせい‐はいきぶつ【放射性廃棄物】
ほうしゃせいはいきぶつ‐しょりしせつ【放射性廃棄物処理施設】
ほうしゃせい‐はんちょう【放射性反跳】
ほうしゃせい‐ぶっしつ【放射性物質】
ほうしゃせいぶっしつおせんたいしょ‐とくべつそちほう【放射性物質汚染対処特別措置法】
ほうしゃせい‐プルーム【放射性プルーム】
ほうしゃせい‐ほうかい【放射性崩壊】
ほうしゃせい‐ほうかいけいれつ【放射性崩壊系列】
ほうしゃせい‐ほかく【放射性捕獲】
ほうしゃせい‐ようそ【放射性沃素】
ほうしゃ‐せん【抛射線】
ほうしゃ‐せん【放射線】
ほうしゃせんいがく‐そうごうけんきゅうじょ【放射線医学総合研究所】
ほうしゃせんえいきょう‐けんきゅうじょ【放射線影響研究所】
ほうしゃせん‐か【放射線科】
ほうしゃせんか‐い【放射線科医】
ほうしゃせん‐かがく【放射線化学】
ほうしゃせん‐かじゅうけいすう【放射線荷重係数】
ほうしゃせん‐かんりいん【放射線管理員】
ほうしゃせん‐かんりくいき【放射線管理区域】
ほうしゃせんかんり‐てちょう【放射線管理手帳】
ほうしゃせん‐きょようりょう【放射線許容量】
ほうしゃせん‐ぎし【放射線技師】
ほうしゃせんぎょうむ‐じゅうじしゃ【放射線業務従事者】
ほうしゃせん‐けんしゅつき【放射線検出器】
ほうしゃせん‐げん【放射線源】
ほうしゃせん‐さっきん【放射線殺菌】
ほうしゃせん‐しょうがい【放射線障害】
ほうしゃせん‐じゅうごう【放射線重合】
ほうしゃせん‐せいぶつがく【放射線生物学】
ほうしゃせん‐そくていき【放射線測定器】
ほうしゃせんそくてい‐しせつ【放射線測定施設】
ほうしゃせん‐そんしょう【放射線損傷】
ほうしゃせん‐たい【放射線帯】
ほうしゃせん‐たんしょう【放射線探傷】
ほうしゃせん‐ちりょう【放射線治療】
ほうしゃせんちりょう‐ほう【放射線治療法】
ほうしゃせん‐でんち【放射線電池】
ほうしゃせんとりあつかい‐しゅにんしゃ【放射線取扱主任者】
ほうしゃせん‐はっせいそうち【放射線発生装置】
ほうしゃせん‐ぶんかい【放射線分解】
ほうしゃせん‐ぼうご【放射線防護】
ほうしゃせんぼうご‐の‐さんげんそく【放射線防護の三原則】
ほうしゃせん‐りょう【放射線量】
ほうしゃせんりょう‐けい【放射線量計】
ほうしゃせん‐りょうほう【放射線療法】
ほうしゃせんりょう‐りつ【放射線量率】
ほうしゃ‐そうしょう【放射相称】
ほうしゃそうしょう‐か【放射相称花】
ほうしゃ‐そく【放射束】
ほうしゃ‐そしき【放射組織】
ほうしゃ‐ちょう【放射長】
ほうしゃ‐てん【放射点】
ほうしゃでんじ‐ざつおん【放射電磁雑音】
ほうしゃ‐でんねつ【放射伝熱】
ほうしゃ‐とうきゅう【放射等級】
ほうしゃ‐ねつ【放射熱】
ほうしゃ‐ねんだい【放射年代】
ほうしゃ‐ねんだいそくてい【放射年代測定】
ほうしゃ‐のう【放射能】
ほうしゃのう‐おせん【放射能汚染】
ほうしゃのうじょきょ‐フィルター【放射能除去フィルター】
ほうしゃのう‐せん【放射能泉】
ほうしゃのう‐ひょうしき【放射能標識】
ほうしゃのう‐へいこう【放射能平衡】
ほうしゃのう‐りょう【放射能量】
ほうしゃ‐へいこう【放射平衡】
ほうしゃ‐ほう【放射法】
ほうしゃめんえき‐そくてい【放射免疫測定】
ほうしゃ‐めんえきちりょう【放射免疫治療】
ほうしゃ‐れいきゃく【放射冷却】
ほう‐しゅ【法主】
ほう‐しゅ【砲手】
ほう‐じゅ【宝珠】
ほう‐しゅう【報酬】
ほう‐しゅう【報讐】
ほうしゅう‐いいんかい【報酬委員会】
ほうしゅう‐けい【報酬系】
ほうしゅうぜんげん‐の‐ほうそく【報酬漸減の法則】
ほう‐しゅく【奉祝】
ほう‐しゅくが【鮑叔牙】
ほう‐しゅつ【抛出】
ほう‐しゅつ【放出】
ほう‐しゅつ【迸出】
ほうしゅつ‐スペクトル【放出スペクトル】
ほう‐しゅん【芳春】
ほうしゅんもん【逢春門】
ほう‐しょ【方所／方処】
ほう‐しょ【芳書】
ほう‐しょ【奉書】
ほう‐しょ【法書】
ほう‐しょ【苞苴】
ほう‐しょ【報書】
ほう‐しょう【奉唱】
ほうしょう【宝生】
ほう‐しょう【放笑】
ほう‐しょう【放縦】
ほう‐しょう【法性】
ほう‐しょう【法相】
ほう‐しょう【報奨】
ほう‐しょう【報賞】
ほう‐しょう【報償】
ほう‐しょう【鳳笙】
ほう‐しょう【褒称】
ほう‐しょう【褒章】
ほう‐しょう【褒賞】
ほうしょう‐あらた【宝生新】
ほうしょう‐いん【宝生院】
ほうしょう‐くろう【宝生九郎】
ほうしょう‐ざ【宝生座】
ほう‐しょうしょう【彭紹升】
ほうしょう‐しん【宝生新】
ほうしょう‐じ【法勝寺】
ほうしょう‐にょらい【宝生如来】
ほうしょう‐ひ【報償費】
ほうしょう‐りゅう【宝生流】
ほうしょ‐がみ【奉書紙】
ほう‐しょく【奉職】
ほう‐しょく【宝飾】
ほう‐しょく【法職】
ほう‐しょく【飽食】
ほうしょく‐だんい【飽食暖衣】
ほうしょく‐ひん【宝飾品】
ほうしょ‐せん【奉書船】
ほうしょ‐たび【奉書足袋】
ほうしょ‐つむぎ【奉書紬】
ほうしょ‐づつみ【奉書包み】
ほうし‐よう【胞子葉】
ほう‐しん【方針】
ほう‐しん【芳心】
ほう‐しん【芳辰】
ほう‐しん【芳信】
ほう‐しん【放心】
ほう‐しん【法身】
ほう‐しん【疱疹】
ほう‐しん【砲身】
ほうしんえんぎ【封神演義】
ほうしんがた‐かくばくだん【砲身型核爆弾】
ほうしん‐たん【豊心丹】
ほう‐しんのう【法親王】
ほう‐じ【邦字】
ほう‐じ【奉侍】
ほうじ【宝治】
ほう‐じ【宝璽】
ほう‐じ【抱持】
ほう‐じ【法事】
ほう‐じ【保持】
ほう‐じ【封事】
ほう‐じ【捧持】
ほう‐じ【報時】
ほう‐じ【牓示／牓爾】
ほう‐じ【鳳字】
ほう‐じ【鳳児】
ほう‐じ【褒姒】
ほう‐じ【褒辞】
ほうじ‐かっせん【宝治合戦】
ほうじ‐ぎん【宝字銀】
ほうじ‐ぐい【牓示杭】
ほうじ‐しんごう【報時信号】
ほうじ‐ちゃ【焙じ茶】
ほうじ‐ちょうぎん【宝字丁銀】
ほうじ‐まめいたぎん【宝字豆板銀】
ほう‐じゃく【蜂雀蛾／鳳雀蛾】
ほう‐じゅう【放縦】
ほうじゅ‐がしら【宝珠頭】
ほう‐じゅく【法粥】
ほう‐じゅく【豊熟】
ほう‐じゅつ【方術】
ほう‐じゅつ【法術】
ほう‐じゅつ【砲術】
ほうじゅ‐の‐たま【宝珠の玉】
ほう‐じゅん【芳潤】
ほう‐じゅん【芳醇／芳純】
ほう‐じゅん【豊潤】
ほう‐じょ【幇助】
ほう‐じょう【方丈】
ほうじょう【北条】
ほうじょう【北条】
ほう‐じょう【芳情】
