か【処】
がいこう‐たいけん【外交大権】
がいこう‐だん【外交団】
がいこう‐てき【外向的】
がいこうてき‐ほご【外交的保護】
がいこうとう‐りゅうき【外後頭隆起】
がいこう‐とっけん【外交特権】
がいこうとっけん‐じょうやく【外交特権条約】
がいこう‐は【外光派】
がいこう‐ぶんしょ【外交文書】
がい‐こうもんかつやくきん【外肛門括約筋】
がいこうもんだい‐ひょうぎかい【外交問題評議会】
がいこう‐りょかくかいうんぎょう【外航旅客海運業】
がいこう‐りょけん【外交旅券】
がいこう‐るい【外肛類】
がい‐こきゅう【外呼吸】
がい‐こく【外国】
がいこく‐かもつ【外国貨物】
がいこく‐かわせ【外国為替】
がいこくかわせおよびがいこくぼうえきかんり‐ほう【外国為替及び外国貿易管理法】
がいこくかわせおよびがいこくぼうえき‐ほう【外国為替及び外国貿易法】
がいこくかわせ‐ぎんこう【外国為替銀行】
がいこくかわせ‐こうにんぎんこう【外国為替公認銀行】
がいこくかわせ‐しきん【外国為替資金】
がいこくかわせしきん‐とくべつかいけい【外国為替資金特別会計】
がいこくかわせ‐しじょう【外国為替市場】
がいこくかわせ‐しゅうちゅうせいど【外国為替集中制度】
がいこくかわせ‐しょうこきんとりひき【外国為替証拠金取引】
がいこくかわせ‐そうば【外国為替相場】
がいこくかわせ‐てがた【外国為替手形】
がいこくかわせ‐へいこうそうさ【外国為替平衡操作】
がいこく‐こうかん【外国公館】
がいこく‐こうろ【外国航路】
がいこくこくしょうそんかいとう‐ざい【外国国章損壊等罪】
がいこく‐ご【外国語】
がいこくご‐かつどう【外国語活動】
がいこくご‐しどうじょしゅ【外国語指導助手】
がいこく‐さい【外国債】
がいこく‐しせつ【外国使節】
がいこくじょうほうかんし‐さいばんしょ【外国情報監視裁判所】
がいこくじょうほうかんし‐ほう【外国情報監視法】
がいこく‐じん【外国人】
がいこくじん‐きしゃクラブ【外国人記者クラブ】
がいこくじんぎのうじっしゅう‐きこう【外国人技能実習機構】
がいこくじん‐ぎのうじっしゅうせいど【外国人技能実習制度】
がいこくじんぎのうじっしゅうせいど‐てきせいかほう【外国人技能実習制度適正化法】
がいこくじんぎのうじっしゅう‐てきせいかほう【外国人技能実習適正化法】
がいこくじんぎのうじっしゅう‐ほう【外国人技能実習法】
がいこくじん‐けんしゅうぎのうじっしゅうせいど【外国人研修・技能実習制度】
がいこくじん‐とうろく【外国人登録】
がいこくじん‐とうろくげんぴょう【外国人登録原票】
がいこくじんとうろく‐しょうめいしょ【外国人登録証明書】
がいこくじん‐とうろくせいど【外国人登録制度】
がいこくじん‐とうろくほう【外国人登録法】
がいこくじん‐もちかぶひりつ【外国人持（ち）株比率】
がいこくせんぱく‐かんとくかん【外国船舶監督官】
がいこくせんぱくこうこう‐ほう【外国船舶航行法】
がいこくちょうほうかんし‐ほう【外国諜報監視法】
がいこくつうかぎぞうおよびこうし‐ざい【外国通貨偽造及び行使罪】
がいこくつうかぎぞうおよびこうしとう‐ざい【外国通貨偽造及び行使等罪】
がいこくつうかぎぞうこうし‐ざい【外国通貨偽造行使罪】
がいこくつうかぎぞう‐ざい【外国通貨偽造罪】
がいこく‐ぶぎょう【外国奉行】
がいこく‐ほう【外国法】
がいこく‐ほうじん【外国法人】
がいこく‐ぼうえき【外国貿易】
がいこく‐まい【外国米】
がいこく‐ゆうびん【外国郵便】
がい‐こっかく【外骨格】
がい‐こつ【骸骨】
がいこつ‐かいがん【骸骨海岸】
骸骨(がいこつ)を乞(こ)う
がい‐こていじゅつ【外固定術】
がい‐こん【外婚】
がい‐ご【外語】
がい‐ごう【外合】
がいご‐だい【外語大】
がい‐さい【外債】
がい‐さい【外鰓】
がい‐さい【涯際】
がい‐さい【睚眥】
がい‐サイクロイド【外サイクロイド】
がいさい‐の‐うらみ【睚眥の怨み】
がいさん【厓山】
がい‐さん【概算】
がいさん‐ばらい【概算払（い）】
がいさん‐ようきゅう【概算要求】
がいさんようきゅう‐きじゅん【概算要求基準】
がい‐ざい【外在】
がい‐ざい【外材】
がいざい‐いん【外在因】
がいざい‐ひひょう【外在批評】
がい‐し【外史】
がい‐し【外姉】
がい‐し【外紙】
がい‐し【外資】
がい‐し【碍子】
がいし‐けい【外資系】
がいしけい‐きぎょう【外資系企業】
がいし‐て【概して】
がいし‐どうにゅう【外資導入】
がいし‐ほう【外資法】
がい‐しゃ【外車】
がい‐しゃ【害者】
がい‐しゃ【蓋車】
がい‐しゃし【外斜視】
がいしゃ‐せん【外車船】
がい‐しゅう【外周】
がい‐しゅう【鎧袖】
がいしゅう‐いっしょく【鎧袖一触】
がい‐しゅく【外叔】
がい‐しゅっけつ【外出血】
がい‐しゅつ【外出】
がい‐しゅひ【外珠皮】
がい‐しゅひ【外種皮】
がい‐しょ【外書】
がい‐しょう【外妾】
がい‐しょう【外相】
がい‐しょう【外商】
がい‐しょう【外傷】
がい‐しょう【街商】
がい‐しょう【街娼】
がい‐しょうしゃ【外照射】
がいしょう‐じん【外省人】
がいしょうせい‐こうまくかけっしゅ【外傷性硬膜下血腫】
がいしょうせい‐ショック【外傷性ショック】
がいしょうせい‐のうそんしょう【外傷性脳損傷】
がい‐しょく【外食】
がいしょく‐けん【外食券】
がいしょくけん‐しょくどう【外食券食堂】
がいしょく‐さんぎょう【外食産業】
がいし‐るい【外翅類】
がい‐しん【外心】
がい‐しん【外臣】
がい‐しん【外信】
がい‐しん【害心】
がいしん‐せい【外進生】
がい‐じ【外字】
がい‐じ【外耳】
がい‐じ【外事】
がい‐じ【孩児】
がいじ‐えん【外耳炎】
がいじ‐しんぶん【外字新聞】
がいじつ‐どけい【概日時計】
がいじつ‐リズム【概日リズム】
がいじつリズム‐すいみんしょうがい【概日リズム睡眠障害】
がいじ‐どう【外耳道】
がい‐じゅ【外需】
がいじゅいそんがた‐さんぎょう【外需依存型産業】
がい‐じゅう【害獣】
がいじゅう‐ないごう【外柔内剛】
がいじゅかんれん‐かぶ【外需関連株】
がい‐じょう【外城】
がい‐じょう【外情】
がい‐じょう【街上】
がい‐じん【外人】
がい‐じん【外陣】
がい‐じん【凱陣】
がいじん‐ぶたい【外人部隊】
がいじんぶたい【外人部隊】
がい・す【害す】
がい・す【概す】
がい‐すい【外水】
がい‐すい【崖錐】
がい‐すう【概数】
ガイスト
ガイスラー‐かん【ガイスラー管】
ガイスラー‐ほうでん【ガイスラー放電】
がい・する【害する】
がい・する【慨する】
がい‐せい【外声】
がい‐せい【外姓】
がい‐せい【外征】
がい‐せい【外政】
がい‐せい【外甥】
がい‐せい【慨世】
がい‐せい【蓋世】
がい‐せい【駭世】
がい‐せいき【外性器】
がい‐せいしょくき【外生殖器】
がいせい‐ふんせいきん【外生糞生菌】
がい‐せき【外戚】
がい‐せき【外積】
がい‐せつ【外接／外切】
がい‐せつ【剴切】
がい‐せつ【概説】
がいせつ‐えん【外接円】
がいせつ‐たかくけい【外接多角形】
がい‐せん【外旋】
がい‐せん【外船】
がい‐せん【外戦】
がい‐せん【外線】
がい‐せん【凱旋】
がい‐せん【街宣】
がいせん‐さくせん【外線作戦】
がいせん‐しゃ【街宣車】
がいせん‐もん【凱旋門】
がいせんもん【凱旋門】
がいせんもん‐しょう【凱旋門賞】
がい‐ぜん【蓋然】
がい‐ぜん【慨然】
がい‐ぜん【駭然】
がいぜん‐せい【蓋然性】
がいぜん‐てき【蓋然的】
がいぜん‐はんだん【蓋然判断】
がいぜん‐りつ【蓋然率】
がい‐そ【外祖】
がい‐そう【外相】
がい‐そう【外装】
がい‐そう【外層】
がい‐そう【劾奏】
がい‐そう【咳嗽】
がいそう‐ほう【外挿法】
がい‐そく【外側】
がい‐そく【概則】
がい‐そく【概測】
がいそく‐か【外側顆】
がいそく‐こうきん【外側広筋】
がいそく‐ちょくきん【外側直筋】
がいそく‐よくとつきん【外側翼突筋】
がい‐そすう【概素数】
がい‐そふ【外祖父】
がい‐そぼ【外祖母】
がい‐そん【外孫】
がい‐そん【街村】
がい‐ぞく【外族】
がい‐たい【外帯】
がい‐ため【外為】
がいため‐かいけい【外為会計】
がいため‐とっかい【外為特会】
がいため‐ほう【外為法】
がい‐タレ【外タレ】
がい‐たん【慨嘆／慨歎】
がい‐たん【骸炭】
がい‐だ【咳唾】
がい‐だい【外大】
咳唾(がいだ)珠(たま)を成(な)す
がい‐だん【街談】
がいだん‐こうせつ【街談巷説】
ガイダンス
がい‐ち【外地】
がい‐ちゅう【外注／外註】
がい‐ちゅう【害虫】
がいちゅう‐ひ【外中比】
がい‐ちょう【外朝】
がい‐ちょう【害鳥】
がい‐ちょうどう【外聴道】
がい‐ちょくきん【外直筋】
がい‐てい【外廷】
がい‐てい【外弟】
がい‐てい【孩提】
がい‐てき【外敵】
がい‐てき【外的】
がいてき‐キャリア【外的キャリア】
がいてき‐せいかつ【外的生活】
がい‐てつ【街鉄】
がいてつ‐でんしゃ【街鉄電車】
がい‐てん【外典】
がい‐てん【外転】
がいてん‐きん【外転筋】
がいてん‐しんけい【外転神経】
がいてん‐せつ【蓋天説】
がい‐でん【外伝】
がい‐でん【外電】
がい‐とう【外灯】
がい‐とう【外套】
がいとう【外套】
がい‐とう【街灯】
がい‐とう【街頭】
がい‐とう【該当】
がいとう‐えんぜつ【街頭演説】
がいとう‐げき【街頭劇】
がい‐とう‐しょう【外登証】
がいとうにて【街頭にて】
がいとう‐ビジョン【街頭ビジョン】
がいとう‐ぼきん【街頭募金】
がいとう‐まく【外套膜】
がいとう‐ろくおん【街頭録音】
がい‐ど【外土】
ガイド
がい‐どう【孩童】
ガイドウエー
ガイドウエー‐バス
ガイド‐きょう【ガイド鏡】
がい‐どく【害毒】
がい‐どくそ【外毒素】
ガイド‐スコープ
ガイド‐ゾーン
ガイド‐とざん【ガイド登山】
ガイド‐ナンバー
ガイド‐ばんぐみ【ガイド番組】
ガイドブック
ガイドポスト
ガイドライン
ガイナーレ‐とっとり【ガイナーレ鳥取】
がい‐にゅう【外乳】
がい‐にょうどうかつやくきん【外尿道括約筋】
がい‐にょうどうこう【外尿道口】
がい‐ねん【艾年】
がい‐ねん【概念】
がいねん‐きかん【外燃機関】
がいねん‐げいじゅつ【概念芸術】
がいねん‐じっしょう【概念実証】
がいねんじつざい‐ろん【概念実在論】
がいねん‐ず【概念図】
がいねん‐てき【概念的】
がいねん‐どけい【概年時計】
がいねん‐ほうがく【概念法学】
がいねん‐リズム【概年リズム】
がいねん‐ろん【概念論】
がい‐はいよう【外胚葉】
がい‐はく【外泊】
がい‐はく【該博】
がい‐はん【外反】
がい‐はん【外板】
がい‐はん【外販】
がい‐はん【外藩】
がい‐はん【鎧板】
がいはん‐そく【外反足】
がいはん‐ちゅう【外反肘】
がいはん‐ぼし【外反拇趾】
がい‐ばい【外売】
がいばつ‐てき【外罰的】
がい‐ばん【外蕃】
がい‐ひ【外皮】
がい‐ひょう【概評】
がい‐ひん【外賓】
がい‐び【外鼻】
がい‐ふう【凱風】
がいふうかいせい【凱風快晴】
がい‐ぶ【外侮】
がい‐ぶ【外部】
がいぶ‐いじょうでんあつ【外部異常電圧】
がいぶ‐いたく【外部委託】
がいぶいたくがた‐とうししんたく【外部委託型投資信託】
がいぶ‐かんさ【外部監査】
がいぶ‐かんじ【外部監事】
がいぶ‐きおくそうち【外部記憶装置】
がいぶ‐きせい【外部寄生】
がいぶ‐きんゆう【外部金融】
がいぶ‐クロック【外部クロック】
がいぶ‐けいざい【外部経済】
がいぶ‐コア【外部コア】
がいぶ‐こうでんこうか【外部光電効果】
がいぶ‐しきん【外部資金】
がいぶ‐しょうしゃ【外部照射】
がいぶ‐せい【外部生】
がいぶ‐せいしょくき【外部生殖器】
がいぶ‐せんりょう【外部線量】
がい‐ぶつ【外物】
がいぶ‐ていこう【外部抵抗】
がいぶでんげん‐そうしつ【外部電源喪失】
がいぶどうさ‐しゅうはすう【外部動作周波数】
がいぶ‐ねんりょうタンク【外部燃料タンク】
がいぶ‐バス【外部バス】
がいぶ‐ひばく【外部被曝】
がいぶ‐ふけいざい【外部不経済】
がいぶほうこく‐かいけい【外部報告会計】
がいぶ‐やくいん【外部役員】
がいぶ‐りじ【外部理事】
がい‐ぶん【外分】
がい‐ぶん【外聞】
がい‐ぶん【涯分】
がい‐ぶんぴ【外分泌】
がい‐ぶんぴつ【外分泌】
がいぶんぴつ‐せん【外分泌腺】
がいへいさ‐きん【外閉鎖筋】
がい‐へき【外壁】
がい‐へん【外辺】
がい‐へん【外編／外篇】
がい‐ほう【外方】
がい‐ほう【外邦】
がい‐ほう【外報】
がいほう‐ず【外邦図】
がいほん‐そく【外翻足】
がい‐ぼう【外防】
がい‐ぼう【外貌】
がい‐ぼう【概貌】
がい‐まい【外米】
ガイマン
がい‐む【外務】
がいむあんぜんほしょう‐じょうきゅうだいひょう【外務・安全保障上級代表】
がいむ‐いん【外務員】
がいむいん‐しかくしけん【外務員資格試験】
がいむ‐きょう【外務卿】
がいむ‐こうむいん【外務公務員】
がいむ‐しょう【外務省】
がいむしょう‐ほうしょうひ【外務省報償費】
がいむじんじ‐しんぎかい【外務人事審議会】
がいむ‐だいじん【外務大臣】
がい‐めん【外面】
がいめん‐てき【外面的】
がいめん‐びょうしゃ【外面描写】
がい‐もうこ【外蒙古】
がい‐や【外野】
がいや‐しゅ【外野手】
がいや‐せき【外野席】
ガイヤルド
ガイヤール‐じょう【ガイヤール城】
がい‐ゆう【外遊】
がい‐ゆう【外憂】
がい‐ゆうせい【外遊星】
ペトロニウス
がい‐よう【外用】
がい‐よう【外洋】
がい‐よう【艾葉】
がい‐よう【概要】
がい‐よう【概容】
がいよう‐すい【外洋水】
がいよう‐やく【外用薬】
がい‐らい【外来】
がい‐らい【外雷】
がいらい‐かんじゃ【外来患者】
がいらい‐がんぺん【外来岩片】
がいらい‐ご【外来語】
がいらい‐しそう【外来思想】
がいらい‐しゅ【外来種】
がいらい‐せいぶつ【外来生物】
がいらいせいぶつひがい‐ぼうしほう【外来生物被害防止法】
がいらいせいぶつ‐ほう【外来生物法】
がいらい‐ほかくがん【外来捕獲岩】
がい‐らん【外乱】
がい‐らん【外覧】
がい‐らん【概覧】
ガイランゲル
ガイランゲルフィヨルド
がい‐りゃく【概略】
がい‐りょう【外療／外料】
がい‐りょく【外力】
がい‐りん【外輪】
がいりん‐ざん【外輪山】
がいりん‐せん【外輪船】
がい‐リンパ【外リンパ】
がい‐ろ【街路】
がいろ‐えん【街路園】
がいろ‐じゅ【街路樹】
がい‐ろん【概論】
がい‐わくせい【外惑星】
が‐いん【画因】
が‐いん【画院】
が‐いん【雅音】
ガウ
ガウア
ガウア‐とう【ガウア島】
ガウス
ガウス
ガウスルジャンドル‐の‐アルゴリズム
ガウス‐きごう【ガウス記号】
ガウス‐きょくせん【ガウス曲線】
ガウス‐しょう【ガウス賞】
ガウス‐たんいけい【ガウス単位系】
ガウス‐の‐きごう【ガウスの記号】
ガウス‐の‐ほうそく【ガウスの法則】
ガウス‐ぶんぷ【ガウス分布】
ガウス‐へいめん【ガウス平面】
ガウチョ
ガウチョ‐ハット
ガウチョ‐パンツ
ガウディ
ガウヤ‐こくりつこうえん【ガウヤ国立公園】
ガウン
ガウンセー‐とう【ガウンセー島】
がうん‐たっち【臥雲辰致】
がえ
が‐え
が‐えい【牙営】
ドニゼッティ
がえろめ‐ねんど【蛙目粘土】
が‐えん【臥煙】
が‐えん【賀宴】
が‐えん【賀筵】
がえん・じる【肯んじる】
がえん・ずる【肯んずる】
がえん‐はだ【臥煙肌】
がお【顔】
ガオ
ガオ
が‐おん【牙音】
が‐か【画架】
が‐か【画家】
が‐か【賀歌】
が‐か【雅歌】
がかい
が‐かい【瓦解】
が‐かい【画会】
が‐かい【雅懐】
が‐かく【画角】
が‐かく【画客】
が‐かく【賀客】
が‐かく【雅客】
がか‐ざ【画架座】
がかのアトリエ【画家のアトリエ】
がかノルテン【画家ノルテン】
がかマティス【画家マティス】
がかり【掛（か）り】
がか・る
がかん‐きんきゅう【牙関緊急】
が‐が【峨峨】
がが‐いも【蘿藦】
がが‐おんせん【峩々温泉】
が‐がく【画学】
が‐がく【雅楽】
ががく‐し【画学紙】
ががく‐りょう【雅楽寮】
我(が)が強(つよ)・い
がが‐ぶた【金銀蓮花】
ががんぼ【大蚊】
ガガーリン
が‐き【牙旗】
が‐き【瓦器】
が‐き【餓鬼】
がき‐あみ【餓鬼阿弥】
がきぞうし【餓鬼草紙】
がき‐だいしょう【餓鬼大将】
がき‐だな【餓鬼棚】
がき‐どう【餓鬼道】
餓鬼(がき)に苧殻(おがら)
餓鬼(がき)の断食(だんじき)
がき‐の‐めし【餓鬼の飯】
餓鬼(がき)の目(め)に水(みず)見(み)えず
餓鬼(がき)の物(もの)をびんずる
がき‐びょう【餓鬼病】
がき‐へんしゅう【餓鬼偏執】
がき‐ぼね【餓鬼骨】
餓鬼(がき)も人数(にんじゅ)
がき‐やみ【餓鬼病み】
が‐きゅう【芽球】
が‐きょう【画境】
が‐きょう【雅境】
がきょうじんほくさい【画狂人北斎】
が‐ぎ【画技】
がぎゅう‐ざん【臥牛山】
が‐ぎょ【駕御／駕馭】
が‐ぎょう【が行／ガ行】
が‐ぎょう【丸桁】
が‐ぎょう【画業】
がぎょう‐びおん【ガ行鼻音】
がく【学】
がく【楽】
がく【萼】
がく【壑】
がく【額】
がく【顎】
がく【学〔學〕】
がく【岳〔嶽〕】
がく【愕】
がく【楽〔樂〕】
がく【萼】
がく【諤】
がく【額】
がく【顎】
がく‐あじさい【額紫陽花】
がく‐あんどん【額行灯】
がく‐い【学位】
がくい‐しょうほう【学位商法】
がく‐いた【額板】
がく‐いちぶ【額一分】
がくい‐れい【学位令】
がくい‐ろんぶん【学位論文】
がく‐いん【学院】
がく‐いん【楽員】
がくいん‐かい【学員会】
が‐くう【我空】
がく‐うつぎ【額空木】
がく‐うら【額裏】
がく‐えん【学園】
がくえん‐さい【学園祭】
がくえん‐じ【鰐淵寺】
がく‐おう【岳翁】
がく‐おん【楽音】
がく‐おん【顎音】
がく‐か【顎下】
がく‐かんせつ【顎関節】
がくかんせつ‐しょう【顎関節症】
がく‐がい【学外】
がく‐がく【諤諤】
がく‐がく
がく‐き【楽毅】
がくきろん【楽毅論】
がく‐ぎょ【鰐魚】
がく‐ぎょう【学行】
がく‐ぎょう【学業】
がく‐ぎん【額銀】
がく‐ぐん【学群】
がく‐けい【学兄】
がく‐げい【学芸】
がくげい‐いん【学芸員】
がくげい‐かい【学芸会】
がくげい‐だい【学芸大】
がくげい‐だいがく【学芸大学】
がく‐げき【楽劇】
がく‐こつ【顎骨】
がく‐さい【学才】
がく‐さい【学祭】
がく‐さい【学債】
がく‐さい【学際】
がく‐さい【楽才】
がく‐さん【学参】
がく‐ざら【額皿】
がく‐し【学士】
がく‐し【学資】
がく‐し【楽師／楽士】
がくし‐いん【学士院】
がくしいん‐しょう【学士院賞】
がく‐しき【学識】
がく‐しき【楽式】
がくしき‐けいけんしゃ【学識経験者】
がくし‐ほけん【学資保険】
がく‐しゃ【学舎】
がく‐しゃ【学者】
がく‐しゅ【楽手】
がく‐しゅう【学修】
がく‐しゅう【学習】
がくしゅう【岳州】
がくしゅう‐アプリ【学習アプリ】
がくしゅう‐いん【学習院】
がくしゅういん‐じょしだいがく【学習院女子大学】
がくしゅういん‐だいがく【学習院大学】
がくしゅう‐かつどう【学習活動】
がくしゅう‐かん【学習館】
がくしゅう‐かんじ【学習漢字】
がくしゅうかんり‐システム【学習管理システム】
がくしゅう‐き【学習器】
がくしゅう‐きのう【学習機能】
がくしゅう‐きょくせん【学習曲線】
がくしゅう‐こうどう【学習行動】
がくしゅう‐さんこうしょ【学習参考書】
がくしゅう‐ざっし【学習雑誌】
がくしゅう‐しどう【学習指導】
がくしゅうしどう‐あん【学習指導案】
がくしゅうしどう‐ようりょう【学習指導要領】
がくしゅう‐しょうがい【学習障害】
がくしゅう‐じゅく【学習塾】
がくしゅうせい‐むりょくかん【学習性無力感】
がくしゅう‐ソフト【学習ソフト】
がくしゅう‐たんげん【学習単元】
がくしゅう‐ちょう【学習帳】
がくしゅうとうたつど‐ちょうさ【学習到達度調査】
がくしゅう‐リモコン【学習リモコン】
がくしゅう‐りょうほう【学習療法】
がくしゅう‐りろん【学習理論】
がく‐しょ【楽所】
がくしょ【楽書】
がく‐しょう【学生】
がく‐しょう【学匠】
がく‐しょう【楽匠】
がく‐しょう【楽章】
がく‐しょく【学食】
がく‐しょく【学殖】
がく‐しん【学振】
がく‐じ【学地】
がく‐じ【学事】
がく‐じたて【額仕立て】
がく‐じゅつ【学術】
がくじゅつ‐かいぎ【学術会議】
がくじゅつきかん‐リポジトリー【学術機関リポジトリー】
がくじゅつけんきゅう‐こんだんかい【学術研究懇談会】
がくじゅつ‐だんたい【学術団体】
がくじゅつ‐ようご【学術用語】
がく‐じょう【岳丈】
がく‐じん【岳人】
がく‐じん【岳神】
がく‐じん【楽人】
がく・す【学す】
がく‐せい【学生】
がく‐せい【学制】
がく‐せい【学政】
がく‐せい【楽生】
がく‐せい【楽聖】
がくせい‐うんどう【学生運動】
がくせい‐かん【学生監】
がくせいしゃかいかがく‐れんごうかい【学生社会科学連合会】
がくせい‐そうごうほけん【学生総合保険】
がくせい‐ふく【学生服】
がくせい‐ぼう【学生帽】
がくせい‐わりびき【学生割引】
がく‐せき【学績】
がく‐せき【学籍】
がくせき‐ぼ【学籍簿】
がく‐せつ【学説】
がく‐せつ【楽節】
がく‐ぜん【愕然】
がく‐そ【楽所】
がく‐そう【学窓】
がく‐そう【学僧】
がく‐そう【楽想】
がく‐そう【楽箏】
がく‐そう【額装】
がく‐そく【学則】
がく‐そつ【学卒】
がく‐たい【楽隊】
がくたい‐きょう【額帯鏡】
がくたい‐はんしゃきょう【額帯反射鏡】
がく‐だいこ【楽太鼓】
がく‐だん【楽団】
がく‐だん【楽壇】
がく‐ち【愕眙】
がく‐ちょう【学長】
がく‐ちょう【楽長】
がく‐つ・く
がく‐づか【額束】
がく‐てき【学的】
がく‐てん【楽典】
がく‐でん【学田】
がく‐でん【楽殿】
がく‐でん【額殿】
がく‐と【学徒】
がく‐と【学都】
がく‐と【楽都】
がく‐とう【学統】
がく‐とう【学頭】
がく‐とうろう【額灯籠】
がくと‐えんごかい【学徒援護会】
がく‐とく【学徳】
がくと‐しゅつじん【学徒出陣】
がくと‐どういん【学徒動員】
がくと‐へい【学徒兵】
がく‐どう【学堂】
がく‐どう【学童】
がく‐どう【学道】
がく‐どう【楽堂】
がく‐どう【額堂】
がくどう‐そかい【学童疎開】
がくどうだんたい‐しょうがいほけん【学童団体傷害保険】
がくどう‐ほいく【学童保育】
