せ
せいい‐たいしょうぐん【征夷大将軍】
せい‐いっぱい【精一杯】
せい‐いつ【斉一】
せい‐いつ【清逸】
せい‐いつ【精一】
せいいつ‐かん【斉一観】
せいいつ‐せつ【斉一説】
せいいのおんな【青衣の女】
せいいのしょうねん【青衣の少年】
せいいはくだつ【聖衣剝奪】
せいい‐ひょう【星位表】
せい‐いぶつ【聖遺物】
せいイルデフォンソさいだんが【聖イルデフォンソ祭壇画】
せい‐いん【正員】
せい‐いん【正院】
せい‐いん【成因】
せい‐いん【成員】
せい‐いん【声韻】
せい‐いん【清陰】
せい‐いん【晴陰】
せい‐う【星雨】
せい‐う【晴雨】
せいウォードリュ‐きょうかい【聖ウォードリュ教会】
せいう‐けい【晴雨計】
セイウチ
せいウルスラのせいいぶつばこ【聖ウルスラの聖遺物箱】
せい‐うん【世運】
せい‐うん【青雲】
せい‐うん【星雲】
せい‐うん【盛運】
せい‐うん【聖運】
せいうん‐かい【青雲会】
せいうん‐ぐん【星雲群】
せいうん‐しょう【星雲賞】
せいうん‐せつ【星雲説】
せいうん‐せん【星雲線】
せいうん‐だん【星雲団】
せいうん‐の‐こころざし【青雲の志】
せいうん‐の‐し【青雲の士】
せいうん‐の‐まじわり【青雲の交わり】
せいうん‐ばし【青雲橋】
せい‐えい【清栄】
せい‐えい【盛栄】
せい‐えい【精鋭】
せい‐えい【精衛】
精衛(せいえい)海を塡(うず)む
せいえい‐じゅ【精英樹】
せいエウフェミヤ‐きょうかい【聖エウフェミヤ教会】
せいエカテリニ‐しゅうどういん【聖エカテリニ修道院】
せい‐えき【精液】
せいえき‐けっしょう【精液血漿】
せいエギディウス‐きょうかい【聖エギディウス教会】
せい‐えつ【請謁】
せいエラスムスとせいマウリティウス【聖エラスムスと聖マウリティウス】
せいエルモ‐とりで【聖エルモ砦】
せい‐えん【正円】
せい‐えん【正塩】
せい‐えん【西燕】
せい‐えん【声援】
せい‐えん【清宴／清筵】
せい‐えん【清艶／清婉】
せい‐えん【盛宴／盛讌／盛筵】
せい‐えん【製塩】
せい‐えん【凄艶／凄婉】
せいえん‐そう【正円窓】
せい‐おう【成王】
せい‐おう【西欧】
せい‐おう【聖王】
せいおう‐げんしりょくきせいしゃかいぎ【西欧原子力規制者会議】
せいおう‐げんしりょくきせいしゃきょうかい【西欧原子力規制者協会】
せいおう‐しきかくいじょう【青黄色覚異常】
せいおう‐しゅぎ【西欧主義】
せいおう‐どうめい【西欧同盟】
せいおうぼ【西王母】
西王母(せいおうぼ)が桃(もも)
せいオノス‐きょうかい【聖オノス教会】
せいオラフ‐きょうかい【聖オラフ教会】
せいオレフ‐きょうかい【聖オレフ教会】
せい‐おん【正音】
せい‐おん【声音】
せい‐おん【清音】
せい‐おん【聖恩】
せい‐おん【静音】
せい‐おん【静穏】
せいおん‐がく【声音学】
せいおん‐パソコン【静音パソコン】
せいおん‐ピーシー【静音PC】
せいおん‐マシン【静音マシン】
せいおん‐もじ【声音文字】
せいオーガスティン‐だいしゅうどういん【聖オーガスティン大修道院】
せい‐か【世家】
せい‐か【正価】
せい‐か【正貨】
せい‐か【正課】
せい‐か【生花】
せい‐か【生家】
せい‐か【成果】
せい‐か【西夏】
せい‐か【声価】
せい‐か【制可】
せい‐か【青果】
せい‐か【青華／青花】
せい‐か【斉家】
せい‐か【砌下】
せい‐か【清歌】
せい‐か【盛夏】
せい‐か【勢家】
せい‐か【聖化】
せい‐か【聖火】
せい‐か【聖歌】
せい‐か【精華】
せい‐か【製菓】
せい‐か【製靴】
せい‐か【請暇】
せい‐か【臍下】
せい‐が【星河】
せい‐かい【正解】
せいかい【青海】
せい‐かい【政界】
せい‐かい【清介】
せい‐かい【盛会】
せい‐かい【精解】
せいかい‐けん【制海権】
せいかい‐しょう【青海省】
せいかい‐せいど【姓階制度】
せいか‐カリ【青化カリ】
せい‐かがく【生化学】
せいかがくてき‐さんそようきゅうりょう【生化学的酸素要求量】
せいかがくてき‐にんしん【生化学的妊娠】
せい‐かく【正角】
せい‐かく【正客】
せい‐かく【正格】
せい‐かく【正確】
せい‐かく【生獲】
せい‐かく【性格】
せい‐かく【政客】
せい‐かく【清客】
せい‐かく【精核】
せい‐かく【製革】
せい‐かく【醒覚】
せい‐かく【精確】
せいかく‐いじょう【性格異常】
せいかく‐かつよう【正格活用】
せいかく‐がく【性格学】
せいかく‐けんさ【性格検査】
せいかく‐げき【性格劇】
せい‐かくすい【正角錐】
せいかく‐ずほう【正角図法】
せい‐かくちゅう【正角柱】
せいかく‐はいゆう【性格俳優】
せいかくはたん‐しゃ【性格破綻者】
せいかく‐びょうしゃ【性格描写】
せい‐かげき【正歌劇】
せいか‐しひょう【成果指標】
せいかしゅう【井華集】
せいか‐しゅぎ【成果主義】
せいか‐じ【棲霞寺】
せいカジミエル‐きょうかい【聖カジミエル教会】
せい‐かじゅう【静荷重】
せいか‐じゅんび【正貨準備】
せいか‐ソーダ【青化ソーダ】
せい‐かぞく【聖家族】
せいかぞく【聖家族】
せいかぞく‐きょうかい【聖家族教会】
せいかぞく‐せいどう【聖家族聖堂】
せいかぞくとようじせんれいしゃヨハネ【聖家族と幼児洗礼者ヨハネ】
せいか‐たい【聖歌隊】
せいカタリナ‐しゅうどういん【聖カタリナ修道院】
せいカタリナ‐だいがく【聖カタリナ大学】
せいか‐たんでん【臍下丹田】
せいか‐だい【聖火台】
せいか‐だいがく【清華大学】
せい‐かっこう【背格好／背恰好】
せい‐かつ【正割】
せい‐かつ【生活】
せいかつあんぜん‐ぶ【生活安全部】
せいかつえんじょ‐いん【生活援助員】
せいかつ‐おん【生活音】
せいかつ‐か【生活科】
せいかつかいぜん‐やく【生活改善薬】
せいかつ‐かせき【生活化石】
せいかつかつどう‐たいしゃ【生活活動代謝】
せいかつ‐かん【生活感】
せいかつ‐かん【生活環】
せいかつ‐かんきょう【生活環境】
せいかつ‐かんすう【正割関数】
せいかつ‐がくしゅう【生活学習】
せいかつ‐がっこう【生活学校】
せいかつ‐きのう【生活機能】
せいかつ‐きゅう【生活給】
せいかつ‐きょういく【生活教育】
せいかつ‐きょうどうくみあい【生活協同組合】
せいかつきょうどうくみあい‐れんごうかい【生活協同組合連合会】
せいかつきょうどうくみあいれんごうかい‐グリーンコープれんごう【生活協同組合連合会グリーンコープ連合】
せいかつ‐きょうどうたい【生活共同体】
せいかつ‐く【生活苦】
せいかつ‐くうかん【生活空間】
せいかつクラブじぎょうれんごう‐せいかつきょどうくみあいれんごうかい【生活クラブ事業連合生活協同組合連合会】
せいかつクラブ‐せいきょうれんごうかい【生活クラブ生協連合会】
せいかつ‐けい【生活形】
せいかつ‐けん【生活権】
せいかつ‐げんしょう【生活現象】
せいかつこんきゅうしゃじりつしえん‐せいど【生活困窮者自立支援制度】
せいかつこんきゅうしゃじりつしえん‐ほう【生活困窮者自立支援法】
せいかつ‐ざっか【生活雑貨】
せいかつ‐ざんぎょう【生活残業】
せいかつ‐し【生活史】
せいかつしえんそうだん‐いん【生活支援相談員】
せいかつ‐しどう【生活指導】
せいかつ‐しゃ【生活者】
せいかつしゅうかん‐びょう【生活習慣病】
せいかつしゅうかんびょうよぼう‐けんしん【生活習慣病予防健診】
せいかつ‐じゅんびせつ【生活準備説】
せいかつじょうほう‐ばんぐみ【生活情報番組】
せいかつ‐すいじゅん【生活水準】
せいかつ‐せっけい【生活設計】
せいかつ‐そうおん【生活騒音】
せいかつ‐たんげん【生活単元】
せいかつ‐つづりかた【生活綴り方】
せいかつ‐どうせん【生活動線】
せいかつ‐どうろ【生活道路】
せいかつ‐なん【生活難】
せいかつ‐ねんれい【生活年齢】
せいかつのぎじゅつ【生活の技術】
せいかつ‐の‐しつ【生活の質】
せいかつのたんきゅう【生活の探求】
せいかつ‐の‐とう【生活の党】
せいかつのとうと‐やまもとたろうとなかまたち【生活の党と山本太郎となかまたち】
せいかつ‐は【生活派】
せいかつ‐はいすい【生活排水】
せいかつ‐はんのう【生活反応】
せいかつ‐ひ【生活費】
せいかつ‐ひ【政活費】
せいかつ‐ひつじゅひん【生活必需品】
せいかつふかっぱつ‐びょう【生活不活発病】
せいかつふくししきん‐かしつけせいど【生活福祉資金貸付制度】
せいかつ‐ふじょ【生活扶助】
せいかつ‐ぶっし【生活物資】
せいかつ‐ほご【生活保護】
せいかつほご‐せいど【生活保護制度】
せいかつほご‐ほう【生活保護法】
せいかつ‐ぼうすい【生活防水】
せいかつ‐ようしき【生活様式】
せいかつ‐ようすい【生活用水】
せいかつ‐りょく【生活力】
せいかつろせん‐バス【生活路線バス】
せいカテリーナ‐しゅうどういん【聖カテリーナ修道院】
せいカトリーナ‐しゅうどういん【聖カトリーナ修道院】
せいかどう‐ぶんこ【静嘉堂文庫】
せいか‐ナトリウム【青化ナトリウム】
せいカニス‐だいせいどう【聖カニス大聖堂】
せいかのいち【青果の市】
せいか‐ぶつ【成果物】
せいか‐ぶつ【青化物】
せいか‐ぶつ【青果物】
せいか‐ほう【青化法】
せいかほうしゅうがた‐こうこく【成果報酬型広告】
せいか‐もじ【西夏文字】
せいか‐ゆそう【正貨輸送】
せいか‐ランナー【聖火ランナー】
せいか‐リレー【聖火リレー】
せいか‐ろう【栖霞楼】
せい‐かん【世官】
せい‐かん【正官】
せい‐かん【生還】
せいかん【生還】
せい‐かん【成漢】
せい‐かん【西漢】
せい‐かん【制汗】
せい‐かん【性感】
せい‐かん【星漢】
せい‐かん【穽陥】
せい‐かん【清閑】
せいかん【清韓】
せい‐かん【清鑑】
せい‐かん【盛観】
せい‐かん【精悍】
せい‐かん【精管】
せい‐かん【製缶】
せい‐かん【静閑】
せい‐かん【静観】
せい‐かん【擠陥】
せいかんいん‐の‐みや【静寛院宮】
せいかん‐うん【星間雲】
せいかん‐きゅうしゅう【星間吸収】
せい‐かん‐ぎょう【政官業】
せいかん‐くうかん【星間空間】
せいかん‐けんぽ【政管健保】
せいかん‐げんこう【星間減光】
せい‐かんごし【正看護師】
せい‐かんごふ【正看護婦】
せいかん‐ざい【制汗剤】
せい‐かん‐ざい【政官財】
せいかんししゅう【静観詩集】
せいかん‐じ【清閑寺】
せいかん‐じん【星間塵】
せいかん‐すいせい【星間彗星】
せいかん‐せっか【星間赤化】
せい‐かんせんしょう【性感染症】
せいかん‐たい【性感帯】
せいカンティアヌス‐きょうかい【聖カンティアヌス教会】
せいかん‐トンネル【青函トンネル】
せいかん‐ぶっしつ【星間物質】
せいかん‐ぶんし【星間分子】
せいかん‐ぶんしうん【星間分子雲】
せいかん‐へんこう【星間偏光】
せいかん‐れんらくせん【青函連絡船】
せいかん‐ろん【征韓論】
せいかんろん‐せいへん【征韓論政変】
せい‐が【青蛾】
せい‐が【清華】
せい‐が【清雅】
せい‐が【菁莪】
せい‐が【聖駕】
せい‐が【静臥】
せい‐がい【制外】
せいがいは【青海波】
せいがい‐ふ【聖骸布】
せい‐がく【西学】
せい‐がく【西岳】
せい‐がく【声楽】
せい‐がく【星学】
せい‐がく【聖学】
せい‐がく【聖楽】
せい‐がく【静学】
せいがくいん‐だいがく【聖学院大学】
せいがく‐か【声楽家】
せいがくてきししゅう【静学的詩集】
せいが‐け【清華家】
せいが‐だい【青瓦台】
精(せい)が◦出る
せいガブリエル‐きょうかい【聖ガブリエル教会】
せいガブリエル‐しゅうどういん【聖ガブリエル修道院】
せいが‐もんぜき【清華門跡】
せいガヤネ‐きょうかい【聖ガヤネ教会】
せい‐がん【正眼】
せい‐がん【西岸】
せい‐がん【青眼】
せい‐がん【晴眼】
せい‐がん【聖顔】
せい‐がん【誓願】
せい‐がん【請願】
せいがんかいようせい‐きこう【西岸海洋性気候】
せいがん‐きこう【西岸気候】
せいがん‐けん【請願権】
せいがん‐ざい【制癌剤】
せいがん‐じ【誓願寺】
せいがん‐じゅんさ【請願巡査】
せいがん‐スペクトル【制癌スペクトル】
せいがん‐ちいき【西岸地域】
せいがん‐ちく【西岸地区】
せいがんと‐じ【青岸渡寺】
せいがん‐りき【誓願力】
せい‐き【世紀】
せい‐き【正気】
せい‐き【正規】
せい‐き【生気】
せい‐き【生起】
せい‐き【成規】
せい‐き【西紀】
せい‐き【制規】
せい‐き【性器】
せい‐き【旌旗】
せい‐き【清気】
せい‐き【清規】
せい‐き【清暉／清輝】
せい‐き【盛期】
せい‐き【腥気】
せい‐き【精気】
せい‐き【精機】
せい‐き【精騎】
せいき‐か【正規化】
せいき‐きょくせん【正規曲線】
せい‐きく【製麹】
せいき‐ぐん【正規軍】
せいき‐こよう【正規雇用】
せいきこよう‐ろうどうしゃ【正規雇用労働者】
せいき‐さん【正期産】
せいき‐しゃいん【正規社員】
せい‐きしょうがく【生気象学】
せいきじのこくはく【世紀児の告白】
せいき‐じゅうりょく【正規重力】
せいきじゅん‐ひょうほん【正基準標本】
せいき‐すうはい【性器崇拝】
せいき‐せっぷん【性器接吻】
せいき‐だつ【性器脱】
せいきてき‐せいかく【性器的性格】
せいきのう‐しょうがい【性機能障害】
せいき‐の‐うた【正気歌】
せいきのう‐ふぜん【性機能不全】
せいき‐ひょうげん【正規表現】
せいき‐びょう【世紀病】
せいき‐ぶんぷ【正規分布】
せいき‐まつ【世紀末】
せい‐きゃく【政客】
せい‐きゅう【制球】
せい‐きゅう【性急】
せい‐きゅう【青宮】
せい‐きゅう【聖躬】
せい‐きゅう【精究】
せい‐きゅう【精球】
せい‐きゅう【請求】
せいきゅうき【西宮記】
せいきゅう‐けん【請求権】
せいきゅう‐しょ【請求書】
せい‐きゅうすう【整級数】
せいきゅうせいしゅ‐きょうかい【聖救世主教会】
せいきゅうせいせいしきそせい‐ひんけつ【正球性正色素性貧血】
せいきゅうせい‐ひんけつ【正球性貧血】
せい‐きゅうちゃく【正吸着】
せいきゅう‐もくろみしょ【請求目論見書】
せいきゅう‐りょく【制球力】
せい‐きょ【逝去】
せい‐きょ【盛挙】
せい‐きょう【正教】
せい‐きょう【生協】
せい‐きょう【西教】
せい‐きょう【制教】
せい‐きょう【政況】
せい‐きょう【政教】
せい‐きょう【清興】
せい‐きょう【盛況】
せい‐きょう【聖教】
せい‐きょう【聖経】
せい‐きょう【誠恐】
せい‐きょう【精強】
せい‐きょう【精莢】
せい‐きょういく【性教育】
せい‐きょういん【正教員】
せいきょう‐かい【正教会】
せいきょう‐しゃ【政教社】
せい‐きょうと【清教徒】
せいきょうと【清教徒】
せいきょうと‐かくめい【清教徒革命】
せいきょう‐ぶんり【政教分離】
せいきょうようろく【聖教要録】
せい‐きょく【世局】
せい‐きょく【正極】
せい‐きょく【声曲】
せい‐きょく【政局】
せいきょくるいさん【声曲類纂】
せいきょ‐ほういずほう【正距方位図法】
せい‐ぎり【精切り】
せいき‐ろうどうしゃ【正規労働者】
せいき‐ろん【生気論】
せい‐きん【生擒／生禽】
せい‐きん【制禁】
せい‐きん【青衿／青襟】
せい‐きん【精勤】
せい‐きん【静菌】
せいきん‐たい【生菌体】
せいきん‐は【星菫派】
せいきん‐ワクチン【生菌ワクチン】
せいキーラン‐きょうかい【聖キーラン教会】
せいキーラン‐しゅうどういん【聖キーラン修道院】
せい‐ぎ【正義】
せい‐ぎ【正議】
せい‐ぎ【西魏】
せい‐ぎ【声妓】
せい‐ぎ【盛儀】
せい‐ぎ【精義】
せいぎ‐かん【正義感】
せいぎ‐かん【正義漢】
せいぎのかぶと【正義の兜】
せいぎ‐の‐みかた【正義の味方】
せいぎゅうしゅう【青牛集】
せい‐ぎょ【生魚】
せい‐ぎょ【成魚】
せい‐ぎょ【制御／制禦／制馭】
せいぎょ‐いでんし【制御遺伝子】
せい‐ぎょう【世業】
せい‐ぎょう【正業】
せい‐ぎょう【生業】
せい‐ぎょう【成業】
せい‐ぎょう【盛業】
せい‐ぎょう【聖業】
せい‐ぎょき【盛漁期】
せい‐ぎょく【青玉】
せいぎょくししこうろ【青玉獅子香炉】
せいぎょ‐コード【制御コード】
せいぎょせい‐ティーさいぼう【制御性T細胞】
せいぎょ‐そうち【制御装置】
せいぎょ‐ソフト【制御ソフト】
せいぎょ‐たく【制御卓】
せいぎょてき‐ネクローシス【制御的ネクローシス】
せいぎょ‐ばん【制御盤】
せいぎょ‐プログラム【制御プログラム】
せいぎょ‐ぼう【制御棒】
せいぎょ‐もじ【制御文字】
せいぎょ‐らっか【制御落下】
せい‐ぎん【清吟】
せい‐く【成句】
せい‐く【声区】
せい‐く【聖句】
せい‐くう【晴空】
せいくう‐けん【制空権】
せい‐くらべ【背比べ／背較べ】
せいくる
せい‐くん【正訓】
せい‐くん【聖訓】
せい‐くん【請訓】
せい‐ぐ【性具】
せい‐ぐう【青宮】
せい‐ぐすり【精薬】
せいグマルス‐きょうかい【聖グマルス教会】
せい‐ぐん【西軍】
せい‐ぐん【星群】
せい‐け【清家】
せい‐けい【世系】
せい‐けい【正系】
せい‐けい【正経】
せい‐けい【生計】
せい‐けい【成形】
せい‐けい【成型】
せい‐けい【成蹊】
せい‐けい【西経】
せい‐けい【政刑】
せい‐けい【政経】
せいけい【盛京】
せい‐けい【聖経】
せい‐けい【整形】
せい‐けい【整経】
せいけい‐がた【成形型】
せいけい‐けんでん【聖経賢伝】
せいけい‐げか【整形外科】
せいけいげか‐い【整形外科医】
せいけい‐こう【井陘口】
せい‐けいしき【整形式】
せい‐けいしつ【性形質】
せいけい‐しゅじゅつ【整形手術】
せいけい‐ずほう【星形図法】
せいけい‐だいがく【成蹊大学】
せいけい‐にく【成型肉】
せいけい‐ひ【生計費】
せいけいひ‐しすう【生計費指数】
せいけい‐ひん【成型品】
せいけい‐ろう【霽景楼】
せいけ‐きよし【清家清】
せい‐けってい【性決定】
せい‐けつ【生血】
せい‐けつ【清潔】
せい‐けつ【聖血】
せい‐けん【生検】
せい‐けん【生絹】
せい‐けん【生繭】
せい‐けん【制憲】
せい‐けん【政見】
せい‐けん【政権】
せい‐けん【靖献】
せい‐けん【聖賢】
せい‐けん【精検】
せい‐けん【請見】
せいけんいげん【靖献遺言】
せいけんいこう‐チーム【政権移行チーム】
せいけん‐こうたい【政権交代】
せいけん‐こうやく【政権公約】
せいけん‐じ【清見寺】
せいけん‐とう【政権党】
せいけん‐ほうそう【政見放送】
せいけん‐よとう【政権与党】
せいゲオルギウス‐きょうかい【聖ゲオルギウス教会】
せいゲオルギウスしゃしゅくみあいのしかんたちのかいしょく【聖ゲオルギウス射手組合の士官たちの会食】
せいゲオルギウス‐しゅうどういん【聖ゲオルギウス修道院】
せいゲオルギウス‐だいせいどう【聖ゲオルギウス大聖堂】
せいゲオルギオス‐だいせいどう【聖ゲオルギオス大聖堂】
せいゲオルギ‐きょうかい【聖ゲオルギ教会】
せいゲオルゲ‐きょうかい【聖ゲオルゲ教会】
せい‐げき【正劇】
せい‐げき【静劇】
せい‐げつ【生月】
せい‐げつ【青月】
せい‐げつ【霽月】
せい‐げん【世諺】
せい‐げん【正言】
せい‐げん【正弦】
せい‐げん【西諺】
せい‐げん【声言】
せい‐げん【制限】
せい‐げん【省減】
せい‐げん【誓言】
せいげん‐エンドヌクレアーゼ【制限エンドヌクレアーゼ】
せいげん‐かんじ【制限漢字】
せいげん‐かんすう【正弦関数】
せいげんがい‐はっこう【制限外発行】
せいげん‐きょくせん【正弦曲線】
せいげん‐くんしゅせい【制限君主制】
せいげん‐こういのうりょくしゃ【制限行為能力者】
せいげん‐こうそ【制限酵素】
せいげん‐さいぼう【精原細胞】
せいげん‐さくらひめ【清玄桜姫】
せいげん‐せんきょ【制限選挙】
せいげん‐せんそう【制限戦争】
せい‐げんそ【生元素】
せいげん‐ていり【正弦定理】
せいげん‐ねはば【制限値幅】
せいげん‐は【正弦波】
せいげん‐ぶっけん【制限物権】
せいげん‐ほうか【制限法貨】
せい‐こ【世故】
せい‐こ【西湖】
せい‐こう【正孔】
せい‐こう【正攻】
せい‐こう【正鵠】
せい‐こう【生光】
せい‐こう【生硬】
せい‐こう【成功】
せい‐こう【成稿】
せい‐こう【西郊】
せいこう【西康】
せい‐こう【征行】
せい‐こう【性交】
せい‐こう【性向】
せい‐こう【性行】
せい‐こう【政綱】
せい‐こう【清光】
せい‐こう【清香】
せい‐こう【清康】
せい‐こう【盛行】
せい‐こう【晴好】
せい‐こう【誠惶】
せい‐こう【精工】
せい‐こう【精巧】
せい‐こう【精鉱】
せい‐こう【精鋼】
せい‐こう【製鋼】
せい‐こうい【性行為】
せいこうい‐かんせんしょう【性行為感染症】
せいこう‐うき【晴好雨奇】
せいこう‐うどく【晴耕雨読】
せい‐こうかい【聖公会】
せいこう‐ざん【井崗山】
せい‐こうしょう【性交渉】
せいこう‐スラグ【製鋼スラグ】
せいこう‐せいきょう【誠惶誠恐】
せいこうたん‐きょうかい【聖降誕教会】
せいこう‐ちょう【青紅鳥】
せいこうとうてい‐がた【西高東低型】
せいこう‐の‐へん【靖康の変】
せいこう‐ほう【正攻法】
せいこう‐ほうしゅう【成功報酬】
せいこうほうしゅうがた‐こうこく【成功報酬型広告】
せいこう‐り【成功裏／成功裡】
せい‐こく【正鵠】
せい‐こく【靖国】
せい‐こく【精穀】
正鵠(せいこく)を◦射る
正鵠(せいこく)を◦得る
せい‐こつ【性骨】
せい‐こつ【整骨】
せいこつ‐い【整骨医】
せいこつ‐いん【整骨院】
せいこつ‐し【整骨師】
せいコラムズ‐だいせいどう【聖コラムズ大聖堂】
せいコルマン‐だいせいどう【聖コルマン大聖堂】
せい‐コロイド【正コロイド】
せい‐こん【生痕】
せい‐こん【成婚】
せい‐こん【精根】
せい‐こん【精魂】
せいこん‐かせき【生痕化石】
せいコンスタンティンエレナ‐きょうかい【聖コンスタンティンエレナ教会】
せい‐ご【正誤】
せい‐ご【生後】
せい‐ご【成語】
せい‐ご【省悟】
せい‐ご【勢語】
せいご【鮬】
せい‐ごう【正号】
せい‐ごう【精好】
せい‐ごう【整合】
せいごう‐おり【精好織（り）】
せい‐ごうせい【生合成】
せいごう‐せい【整合性】
せいごう‐ひら【精好平】
せいごおくだん【勢語臆断】
せい‐ごかくけい【正五角形】
せいご‐ひょう【正誤表】
せい‐ごん【誓言】
せい‐さ【性差】
せい‐さ【精査】
せい‐さい【正妻】
せい‐さい【制裁】
せい‐さい【星彩】
せい‐さい【聖祭】
せい‐さい【聖裁】
せい‐さい【精彩／生彩】
せい‐さい【精細】
せいさい‐かぜい【制裁課税】
せい‐さいかん【精細管】
せいさい‐けつぎ【制裁決議】
せいさい‐さいばん【制裁裁判】
せい‐さいぼう【性細胞】
せい‐さいぼう【星細胞】
せい‐さいぼう【精細胞】
せいさ‐いりょう【性差医療】
精彩(せいさい)を放・つ
せい‐さく【正朔】
せい‐さく【制作】
せい‐さく【政策】
せい‐さく【精索】
せい‐さく【製作】
せいさくいいんかい‐ほうしき【製作委員会方式】
せいさく‐かがく【政策科学】
せいさく‐かんちょう【政策官庁】
せいさく‐がい【政策買（い）】
せいさく‐がく【政策学】
せいさく‐きんゆう【政策金融】
せいさく‐きんゆうきかん【政策金融機関】
せいさく‐きんり【政策金利】
せいさくけんきゅう‐だいがくいんだいがく【政策研究大学院大学】
せいさくけんきゅう‐だんたい【政策研究団体】
せいさく‐こうこ【政策公庫】
せいさく‐しんじんるい【政策新人類】
せいさく‐じょうみゃくりゅう【精索静脈瘤】
せいさく‐ず【製作図】
せいさくたんとう‐ひしょ【政策担当秘書】
せいさくちょうさ‐かい【政策調査会】
せいさく‐つう【政策通】
せいさく‐とうし【政策投資】
せいさく‐ひしょ【政策秘書】
せいさく‐ひょうかせいど【政策評価制度】
せいさくひょうかどくりつぎょうせいほうじんひょうか‐いいんかい【政策評価・独立行政法人評価委員会】
せいさく‐ぶかい【政策部会】
せいさくへんこう‐コスト【政策変更コスト】
正朔(せいさく)を奉・ずる
せいさ‐ぐんとう【西沙群島】
せいさ‐けいう【政左経右】
せいさ‐しょとう【西沙諸島】
せいさ‐だいがく【星槎大学】
せい‐さつ【生殺】
せい‐さつ【制札】
せい‐さつ【省察】
せい‐さつ【精察】
せいさつ‐よだつ【生殺与奪】
せいさ‐どうとだいがく【星槎道都大学】
せいサバス‐しゅうどういん【聖サバス修道院】
せい‐さべつ【性差別】
せいサルキス‐しゅうどういん【聖サルキス修道院】
せいサワ‐きょうかい【聖サワ教会】
せい‐さん【正餐】
せい‐さん【生産】
せい‐さん【成算】
せい‐さん【西讃】
