ざ
ざいけ‐そう【在家僧】
ざいけ‐やく【在家役】
ざい‐げん【財源】
ざい‐こ【在庫】
ざい‐こう【在校】
ざいこう‐せい【在校生】
ざいこ‐えいきょう【在庫影響】
ざいこ‐かんり【在庫管理】
ざい‐こく【在国】
ざいこく‐しゅう【在国衆】
ざいこ‐ちょうせい【在庫調整】
ざいこ‐とうし【在庫投資】
ざいこ‐ひん【在庫品】
ざいこ‐りつ【在庫率】
ざい‐こん【罪根】
ざい‐ご【在五】
ざい‐ごう【在郷】
ざい‐ごう【罪業】
ざいごう‐うた【在郷歌／在郷唄】
ざいごう‐ぐんじん【在郷軍人】
ざいごうぐんじん‐びょう【在郷軍人病】
ざいごう‐もの【在郷者】
ざいごがものがたり【在五が物語】
ざいご‐き【在五忌】
ざい‐ごく【在獄】
ざいご‐ちゅうじょう【在五中将】
ざい‐さん【財産】
ざいさん‐か【財産家】
ざいさんかいじ‐てつづき【財産開示手続（き）】
ざいさん‐かんじょう【財産勘定】
ざいさん‐かんり【財産管理】
ざいさんかんり‐けん【財産管理権】
ざいさんかんり‐せいど【財産管理制度】
ざいさんかんりとう‐いにんけいやく【財産管理等委任契約】
ざいさんかんり‐にん【財産管理人】
ざいさん‐く【財産区】
ざいさん‐けい【財産刑】
ざいさん‐けん【財産権】
ざいさん‐ざい【財産罪】
ざいさん‐しゅっし【財産出資】
ざいさん‐しょとく【財産所得】
ざいさん‐ぜい【財産税】
ざいさん‐そうぞく【財産相続】
ザイサン‐トルゴイ
ザイサン‐の‐おか【ザイサンの丘】
ざいさん‐はん【財産犯】
ざいさん‐ぶんよ【財産分与】
ざいさん‐ぶんり【財産分離】
ざいさん‐ほう【財産法】
ざいさん‐もくろく【財産目録】
ざいさん‐りゅうほ【財産留保】
ざい‐ざい【在在】
ざいざい‐しょしょ【在在所所】
ざい‐しき【財色】
ざい‐しつ【在室】
ざい‐しつ【材質】
ざい‐しつ【罪質】
ざいしつ‐ふきゅうきん【材質腐朽菌】
ざい‐しゃ【在社】
ざい‐しゅ【材種】
ざい‐しゅ【罪種】
ざい‐しゅう【罪囚】
ざい‐しゅく【在宿】
ざい‐しょ【在所】
ざい‐しょう【財相】
ざい‐しょう【罪証】
ざい‐しょう【罪障】
罪障(ざいしょう)の山
ざい‐しょく【在職】
ざいしょくろうれいねんきん‐せいど【在職老齢年金制度】
ざいしょ‐そだち【在所育ち】
ざいしょ‐もの【在所者】
ざいじゃりん【摧邪輪】
ざい‐じゅう【在住】
ざい‐じょう【罪状】
ざいじょう‐にんぴ【罪状認否】
ざ‐いす【座椅子／坐椅子】
ざい‐すう【罪数】
ざい‐せ【在世】
ざい‐せ【財施】
ざい‐せい【在世】
ざい‐せい【財政】
ざいせい‐あかじ【財政赤字】
ざいせいあんていか‐ききん【財政安定化基金】
ざいせい‐インフレーション【財政インフレーション】
ざいせい‐か【財政家】
ざいせい‐かんぜい【財政関税】
ざいせい‐がく【財政学】
ざいせい‐きりつ【財政規律】
ざいせい‐けんしょう【財政検証】
ざいせいけんぜんか‐けいかく【財政健全化計画】
ざいせいけんぜんか‐だんたい【財政健全化団体】
ざいせいけんぜんか‐ほう【財政健全化法】
ざいせい‐さいけん【財政再建】
ざいせいさいけん‐だんたい【財政再建団体】
ざいせいさいせい‐きじゅん【財政再生基準】
ざいせいさいせい‐けいかく【財政再生計画】
ざいせいさいせい‐だんたい【財政再生団体】
ざいせい‐ざいさん【財政財産】
ざいせい‐しきん【財政資金】
ざいせいししゅつ‐きぼ【財政支出規模】
ざいせい‐しゅうし【財政収支】
ざいせい‐しゅつどう【財政出動】
ざいせいしゅつどう‐きぼ【財政出動規模】
ざいせい‐しんぎかい【財政審議会】
ざいせい‐せいさく【財政政策】
ざいせいせいどとう‐しんぎかい【財政制度等審議会】
ざいせいちょうせい‐ききん【財政調整基金】
ざいせいちょうせいききん‐つみたてきん【財政調整基金積立金】
ざいせいてき‐じどうぎゃくたい【財政的児童虐待】
ざいせいてき‐ようじぎゃくたい【財政的幼児虐待】
ざいせい‐とうゆうし【財政投融資】
ざいせいとうゆうし‐とくべつかいけい【財政投融資特別会計】
ざいせいとうゆうし‐とくべつかいけいこくさい【財政投融資特別会計国債】
ざいせい‐とっかい【財政特会】
ざいせい‐の‐がけ【財政の崖】
ざいせい‐はん【財政犯】
ざいせい‐ファイナンス【財政ファイナンス】
ざいせい‐ほう【財政法】
ざいせい‐みんしゅしゅぎ【財政民主主義】
ざいせい‐ゆうししきん【財政融資資金】
ざいせいゆうししきん‐とくべつかいけい【財政融資資金特別会計】
ざいせいゆうししきん‐とくべつかいけいこくさい【財政融資資金特別会計国債】
ざいせいりょく‐しすう【財政力指数】
ざい‐せき【在昔】
ざい‐せき【在席】
ざい‐せき【在籍】
ざい‐せき【材積】
ざい‐せき【罪責】
ざい‐せき【罪跡】
ざいせきがた‐しゅっこう【在籍型出向】
ざいせき‐しゅっこう【在籍出向】
ざいせき‐せんじゅう【在籍専従】
ざい‐せん【在線】
ざい‐ぞく【在俗】
ざいぞく‐そう【在俗僧】
ざ‐いた【座板】
ざい‐たい【在隊】
ざい‐たい【罪体】
ざい‐たく【在宅】
ざいたく‐いりょう【在宅医療】
ざいたく‐かいご【在宅介護】
ざいたくかいごしえん‐センター【在宅介護支援センター】
ざいたく‐きそ【在宅起訴】
ざいたく‐きょういく【在宅教育】
ざいたく‐きんむ【在宅勤務】
ざいたく‐ケア【在宅ケア】
ざいたく‐けんしん【在宅健診】
ざいたくじいがく‐そうごうかんりりょう【在宅時医学総合管理料】
ざいたく‐ひなん【在宅避難】
ざいたく‐ふくし【在宅福祉】
ざいたく‐ふとうこう【在宅不登校】
ざいたく‐ホスピス【在宅ホスピス】
ざいたくりょうようしえん‐しんりょうじょ【在宅療養支援診療所】
ざいたくりょうようしえん‐びょういん【在宅療養支援病院】
ざい‐だん【財団】
ざいだん‐ていとう【財団抵当】
ざいだん‐ほうじん【財団法人】
ざい‐ち【在地】
ざいち‐はん【在地判】
ざい‐ちゅう【在中】
ざい‐ちょう【在庁】
ざい‐ちょう【在朝】
ざいちょう‐かんにん【在庁官人】
ざい‐てい【在廷】
ざいてい‐しょうにん【在廷証人】
ざい‐テク【財テク】
ざい‐てん【在天】
ザイテングラート
在天(ざいてん)の霊(れい)
ザイデル
ザイデル‐の‐ごしゅうさ【ザイデルの五収差】
ザイデル‐しゅうさ【ザイデル収差】
ざい‐とう【在島】
ざい‐とう【財投】
ざいとう‐きかん【財投機関】
ざいとうきかん‐さい【財投機関債】
ざいとう‐さい【財投債】
ざいとう‐とっかい【財投特会】
ざい‐とく【在特】
ざい‐にち【在日】
ざいにち‐べいぐん【在日米軍】
ざいにちべいぐんちゅうりゅうけいひ‐ふたん【在日米軍駐留経費負担】
ざいにほん‐だいかんみんこくみんだん【在日本大韓民国民団】
ざいにほん‐ちょうせんじんそうれんごうかい【在日本朝鮮人総連合会】
ざい‐にん【在任】
ざい‐にん【罪人】
ざいにん‐とくれい【在任特例】
ざい‐のう【財嚢】
ざい‐はん【在判】
ざい‐はん【在藩】
ざい‐ばつ【財閥】
ざいばつ‐かいたい【財閥解体】
ざい‐ばん【在番】
ざい‐ひ【在否】
ざい‐ふ【在府】
ザイフェン
さい‐ぶく【摧伏】
ざい‐ふり【采振り】
ざいふり‐ぼく【采振木】
ざい‐ぶつ【財物】
ざい‐べい【在米】
さいほう【財宝】
ざい‐ほう【財宝】
ざい‐ほう【罪報】
財宝(ざいほう)は地獄の家苞(いえづと)
ざい‐ほり【ざい掘り】
ざい‐ほん【財本】
ざい‐まい【在米】
ざい‐みょう【在名】
ざい‐みん【在民】
ざいみんぶのきょうけうたあわせ【在民部卿家歌合】
ざい‐む【財務】
ざいむ‐かいけい【財務会計】
ざいむかいけいきじゅん‐しんぎかい【財務会計基準審議会】
ざいむ‐かん【財務官】
ざいむ‐きょく【財務局】
ざいむ‐しょう【財務省】
ざいむしょう‐しょうけん【財務省証券】
ざいむ‐しょひょう【財務諸表】
ざいむ‐だいじん【財務大臣】
ざいむ‐ぶんせき【財務分析】
ざい‐めい【在銘】
ざい‐めい【罪名】
ざい‐もく【材木】
ざいもく‐いわ【材木岩】
ざいもく‐ざ【材木座】
ざいもく‐ぶぎょう【材木奉行】
ざいもく‐や【材木屋】
ざいもくや‐ふう【材木屋風】
ざい‐もつ【財物】
ざい‐や【在野】
ざい‐よう【財用】
ざい‐よく【財欲】
ざい‐らい【在来】
ざいらい‐さくもつ【在来作物】
ざいらい‐しゅ【在来種】
ざいらい‐せん【在来線】
ざいらい‐やさい【在来野菜】
ざ‐いり【座入り】
ざい‐りゅう【在留】
ざいりゅうかんり‐せいど【在留管理制度】
ざいりゅう‐カード【在留カード】
ざいりゅう‐きかん【在留期間】
ざいりゅう‐しかく【在留資格】
ざいりゅうしかく‐しんさ【在留資格審査】
ざいりゅう‐しんさ【在留審査】
ざいりゅう‐とくべつきょか【在留特別許可】
ざいりゅう‐ほうじん【在留邦人】
ざい‐りょう【材料】
ざいりょう‐かがく【材料科学】
ざいりょうきょうじゃく‐がく【材料強弱学】
ざいりょう‐こうがく【材料工学】
ざいりょう‐しけん【材料試験】
ざいりょう‐しけんき【材料試験機】
ざいりょうしけん‐げんしろ【材料試験原子炉】
ざいりょう‐しけんろ【材料試験炉】
ざいりょう‐じょうほうかがく【材料情報科学】
ざいりょう‐ひ【材料費】
ざいりょう‐りきがく【材料力学】
ざいりょう‐リサイクル【材料リサイクル】
ざい‐りょく【財力】
ザイル
ざい‐るい【罪累】
ざい‐れい【罪例】
ザイレン
ざいわり‐ぶね【氷割船】
ざ‐いん【座員】
ざ‐いん【座隠／坐隠】
ザイン
ザイール
ザイール‐モスク
ざ‐う【座右】
ザウアークラウト
ザウジ
ぞうろ・う【候ふ】
ザウルス
ざえ【才】
ざえ‐が・る【才がる】
ざえざえ・し【才才し】
ざえ‐なのり【才名乗り】
ざえ‐の‐おのこ【才の男】
ざ‐おう【蔵王】
ざおう‐おんせん【蔵王温泉】
ざおう‐こくていこうえん【蔵王国定公園】
ざおう‐ごんげん【蔵王権現】
ざおう‐さん【蔵王山】
ざおう‐どう【蔵王堂】
ざ‐か【座下】
ざ‐かく【座客／坐客】
ざ‐かた【座方】
ザカリアス‐ひろば【ザカリアス広場】
テーラー
ざ‐かん【座棺／坐棺】
ザカート
ざ‐が【座臥／坐臥】
ザガイン
ざ‐がく【座学】
ざ‐がしら【座頭】
座(ざ)が白(しら)・ける
座(ざ)が長(なが)・い
ざ‐がなもの【座金物】
ざ‐がね【座金】
ざきみぐすく‐あと【座喜味城跡】
ざきみじょう‐あと【座喜味城跡】
ざ‐きょう【座興】
ザキントス‐とう【ザキントス島】
ざ‐ぎょう【ざ行／ザ行】
ざ‐ぎょう【座業／坐業】
ざく
ざく‐ぎり【ざく切り】
ざく‐ざく
ザクースカ
ザクセン
ザクセン‐あお【ザクセン青】
ザクセン‐アンハルト
ざく‐ぜに【ざく銭】
ざ‐くつ【座屈】
ざくつ‐かじゅう【座屈荷重】
ザクーマ‐こくりつこうえん【ザクーマ国立公園】
ざくり
ざく‐ろ【石榴／柘榴】
ざくろ‐いし【石榴石】
ざくろ‐ぐち【石榴口】
ざくろ‐そう【石榴草】
ざくろのせいぼ【柘榴の聖母】
ざくろ‐ばな【石榴鼻】
ざ‐ぐ【座具／坐具】
ザグアン
ざ‐ぐう【座隅】
ざ‐ぐみ【座組（み）】
ざ‐ぐり【座繰り／坐繰り】
ざぐり‐いと【座繰り糸】
ザグレブ
ザグレブ‐だいせいどう【ザグレブ大聖堂】
ザ‐グレート
ざ‐け【邪気】
ざ‐こ【雑魚／雑喉】
ざ‐こう【座功】
ざ‐こう【座高／坐高】
ザコウマ‐こくりつこうえん【ザコウマ国立公園】
ざ‐こつ【座骨／坐骨】
ざ‐こつ【挫骨】
ざこつかいめんたい‐きん【坐骨海綿体筋】
ざこつ‐かし【坐骨下枝】
ざこつ‐きょく【坐骨棘】
ざこつ‐けっせつ【坐骨結節】
ざこつ‐し【坐骨枝】
ざこつ‐しんけい【座骨神経】
ざこつ‐しんけいつう【座骨神経痛】
ざこつびこつ‐きん【坐骨尾骨筋】
ざこ‐ね【雑魚寝／雑居寝】
ざこのすむろじ【雑魚の棲む路地】
雑魚(ざこ)の魚(とと)交(ま)じり
ざこ‐ば【雑魚場】
ざこば【雑喉場】
ザコパネ
ざ‐ご【座五】
ざ‐ごうしゃく【座講釈】
ザゴラ
ザゴルスク
ざ‐さ【座作／坐作】
ざさ‐しんたい【座作進退】
ざさまさぬ‐ひほう【座不冷秘法】
ざ‐さん【座参／坐参】
ザ‐サン
ざ‐ざい【剉剤】
ざ‐ざい【座剤／坐剤】
ざざ‐むし【ざざ虫】
ざざ‐めか・す
ざざんざ
ざざんざ‐ぶし【ざざんざ節】
ざ‐し【座視／坐視】
ざし【差し／指し】
ざ‐しき【座敷】
ざしき‐あそび【座敷遊び】
ざしき‐あんどん【座敷行灯】
ざしき‐いぬ【座敷犬】
ざしき‐うた【座敷歌】
ざしき‐おどり【座敷踊（り）】
ざしき‐ぎ【座敷着】
ざしき‐げい【座敷芸】
ざしき‐じょうるり【座敷浄瑠璃】
ざしき‐のう【座敷能】
ざしき‐のぼり【座敷幟】
ざしき‐もち【座敷持（ち）】
ざしき‐ろう【座敷牢】
ざしき‐わらし【座敷童】
座(ざ)して食(く)らえば山(やま)も空(むな)し
ざ‐しゃ【座射／坐射】
ザ‐シャード
ざ‐しょ【座所】
ざ‐しょう【座商／坐商】
ざ‐しょう【座礁／坐礁】
ざ‐しょう【挫傷】
ざ‐じょう【座上／坐上】
ざしょう‐しさん【座礁資産／坐礁資産】
ざ‐しょく【座食／坐食】
ざ‐しょく【座職／坐職】
ざ‐じょう【座乗／坐乗】
座上(ざじょう)の空論(くうろん)
ざ‐す【座主】
ざ‐す【座州／坐洲】
ざ・す【座す／坐す】
ざ‐すい【座睡／坐睡】
ザスパ‐くさつ【ザスパ草津】
ザスパくさつ‐ぐんま【ザスパクサツ群馬】
ざ・する【座する／坐する】
ざ‐せき【座席】
ざせき‐キロ【座席キロ】
ざせき‐してい【座席指定】
ざせきよやく‐システム【座席予約システム】
ざ‐せつ【挫折】
ざせるとうぎゅうし【座せる闘牛士】
ざ‐ぜん【座前】
ざ‐ぜん【座禅／坐禅】
ざぜんざんまいきょう【坐禅三昧経】
ざぜん‐そう【座禅草】
ざぜん‐ぶすま【座禅衾】
ざぜん‐まめ【座禅豆】
ざぜんようじんき【坐禅用心記】
ざ‐そう【座葬／坐葬】
ざ‐そう【挫創】
ざ‐そう【痤瘡】
ざ‐ぞう【座像／坐像】
ざ‐たく【座卓／坐卓】
ザ‐ダイヤモンド
ザダル
ざ‐だん【座談】
ざだん‐かい【座談会】
ザチシエ
ざ‐ちゅう【座中】
ざ‐ちょう【座長】
ざっ‐か【雑家】
ざっ‐か【雑貨】
ざっ‐か【雑歌】
ざっ‐かい【雑芥】
ざっかけ‐な・い
ざっ‐かん【雑感】
ざっ‐かん【雑観】
ざっ‐き【雑記】
ざっ‐き【雑器】
ざっき‐ちょう【雑記帳】
ざっ‐きょ【雑居】
ざっ‐きょう【雑協】
ざっ‐きょく【雑曲】
ざっきょ‐ち【雑居地】
ざっきょ‐ビル【雑居ビル】
ざっきょ‐ぼう【雑居房】
ざっ‐きん【雑菌】
ザッキン
ザック
ざっく
ざっく‐ざっく
ザックス
ざっく‐ばらん
ざっくり
ざっ‐けん【雑犬】
ざっ‐けん【雑件】
ざっ‐こ【雑戸】
ざっ‐こう【雑交】
ざっ‐こう【雑考】
ざっ‐こく【雑穀】
ざっ‐こん【雑婚】
ざっ‐さい【雑載】
ざっ‐さん【雑纂】
ざっ‐し【雑紙】
ざっ‐し【雑誌】
ざっ‐しき【雑色】
ざっしき‐かんとう【雑色官稲】
ざっしき‐でん【雑色田】
ざっしふう‐しょせき【雑誌風書籍】
ざっ‐しゅ【雑修】
ざっ‐しゅ【雑酒】
ざっ‐しゅ【雑種】
ざっ‐しゅうにゅう【雑収入】
ざっしゅ‐きょうせい【雑種強勢】
ざっしゅ‐さいぼう【雑種細胞】
ざっしゅ‐だいいちだい【雑種第一代】
ざっしゅ‐ふねんせい【雑種不稔性】
ざっしゅぶんか【雑種文化】
ざっ‐しょ【雑書】
ざっ‐しょう【雑掌】
ざっ‐しょう【雑餉】
ざっしょう‐ぶぎょう【雑掌奉行】
ざっ‐しょく【雑色】
ざっ‐しょく【雑食】
ざっしょく‐せい【雑食性】
ざっしょく‐たい【雑色体】
ざっ‐せつ【雑節】
ざっ‐せつ【雑説】
ざっ‐そ【雑訴】
ざっ‐そう【雑草】
ざっそうえん【雑草園】
ざっ‐そく【雑則】
ざっそ‐けつだんしょ【雑訴決断所】
ざっ‐そつ【雑卒】
ざっ‐そん【雑損】
ざっそん‐こうじょ【雑損控除】
ざつ‐そんしつ【雑損失】
ざっ‐た【雑多】
ざっ‐たい【雑体】
ざっ‐ちょ【雑著】
ザッツ
ザッツ
ざっ‐てい【雑体】
ざっ‐と
ざっ‐とう【雑踏／雑沓／雑鬧】
ザッハトルテ
ザッハートルテ
ざっ‐ぱい【雑俳】
ざっ‐ぱい【雑輩】
ざっ‐ぱく【雑駁】
ざっ‐ぴ【雑費】
ザッピオン
ざっ‐ぴつ【雑筆】
ざっ‐ぴょう【雑兵】
ざっ‐ぴん【雑品】
ザッピング
ざっぷり
ざっ‐ぷん【雑粉】
ザッヘル‐マゾッホ
ざっ‐ぽう【雑袍】
ざっ‐ぽう【雑報】
ざっぽう‐か【雑方家】
ざっ‐ぽん【雑本】
ざつ【雑】
ざつ【雑〔雜〕】
ざつ‐えい【雑詠】
ざつ‐えき【雑役】
ざつ‐えき【雑益】
ざつ‐おん【雑音】
ざつおん‐でんあつ【雑音電圧】
ざつ‐かぶ【雑株】
ざつ‐がく【雑学】
ざつ‐がく【雑楽】
ざ‐つき【座付（き）】
ざつき‐さくしゃ【座付（き）作者】
ざつ‐きょうげん【雑狂言】
ざつ‐ぎ【雑技／雑伎】
ざつ‐ぎょう【雑業】
ざつ‐ぎょぎょう【雑漁業】
ざつ‐ぐ【雑具】
ざつ‐げい【雑芸】
ざつ‐げき【雑劇】
ざつ‐ごん【雑言】
ざつごん‐こし【雑言古詩】
ざつごん‐たい【雑言体】
ざつ‐しょとく【雑所得】
ざつ‐じ【雑事】
ざつ‐じゅう【雑糅】
ざつ‐ぜい【雑税】
ざつ‐ぜん【雑然】
ざつ‐だい【雑題】
ざつ‐だん【雑談】
ざつ‐どく【雑読】
ざつ‐にく【雑肉】
ざつ‐ねん【雑念】
ざつ‐のう【雑嚢】
ざつ‐はいすい【雑排水】
ざつ‐ぶつ【雑物】
ざつ‐ぶん【雑文】
ざつ‐ぼく【雑木】
ざつ‐み【雑味】
ざつ‐む【雑務】
ざつむ‐さた【雑務沙汰】
ざつもう‐しょく【雑毛色】
ざつ‐よう【雑用】
ざつ‐よう【雑徭】
ざつ‐りょ【雑慮】
ざつ‐ろく【雑録】
ざつ‐わ【雑話】
ざ‐とう【座頭】
ざとう‐がね【座頭金】
ざとう‐ぎょうぎ【座頭行儀】
ざとう‐くじら【座頭鯨】
ざとう‐むし【座頭虫】
ザトペック
ざ‐どうじょう【坐道場】
ザナドゥー
ざ‐なみ【座並（み）／座次】
ザナミビル
ざ‐なり【座成り／座形】
ざ◦なり
座(ざ)に堪(た)え◦ない
座(ざ)に直・る
ざ‐にん【座人】
ざ‐ね【実／核】
ざ‐はい【座拝／坐拝】
ざ‐はい【座配】
ザハメナ‐こくりつこうえん【ザハメナ国立公園】
ザハラーン
ザハリアーシュ‐ひろば【ザハリアーシュ広場】
ザハレ
ザハロフ
ざ‐ばらい【座払ひ】
ザ‐バレー
ざ‐ひょう【座標】
ざひょう‐けい【座標系】
ざひょう‐じく【座標軸】
ざひょう‐へいめん【座標平面】
ざひょう‐へんかん【座標変換】
ざひょう‐めん【座標面】
ザビエル
ザファラン‐しゅうどういん【ザファラン修道院】
ざ‐ぶとん【座布団／座蒲団】
ザフレ
ざぶ‐ざぶ
ざ‐ぶつ【座仏】
ざぶり
ざぶん
ザプリツェ‐じょう【ザプリツェ城】
ざ‐ほう【座法／坐法】
ざ‐ぼう【坐亡】
ざ‐ぼう【坐忘】
ざ‐ぼうき【座箒】
ざ‐ぼし【座星】
ザボン
ザポリージャ
ザポロージエ
さま【様／方】
ざま【座間】
ざま【様／態】
様(ざま)あ見(み)やがれ
様(ざま)あ見(み)ろ
ざま‐キャンプ【座間キャンプ】
ざまく
ざま‐し【座間市】
ざま・す
ざます
様(ざま)は無(な)・い
ざまみ‐じま【座間味島】
ザ‐マル
様(ざま)を見(み)ろ
ザミャーチン
ザミン‐ウード
ザミーンダール
ザムザム‐の‐いずみ【ザムザムの泉】
ザムザム‐の‐いど【ザムザムの井戸】
ザンボア【朱欒】
さ‐め・く
ざ‐めつ【挫滅】
ざめつ‐しょうこうぐん【挫滅症候群】
ざ◦めり
ざ‐めん【座面】
ザメンホフ
ザモシチ
ざ‐もち【座持ち】
ざ‐もと【座元／座本】
ざ‐やく【座役】
ざ‐やく【座薬／坐薬】
ざや‐め・く
ざ‐ゆう【座右】
ざゆう‐の‐めい【座右の銘】
ざ‐よく【座浴／坐浴】
ざら
ざら‐がみ【ざら紙】
ざら‐ざら
ざ◦らし
ざら‐つ・く
ざら‐ば【ざら場】
ざらば‐ほうしき【ざら場方式】
ざら‐め【粗目】
ざら‐め・く
ざらめ‐とう【粗目糖】
ざらめ‐ゆき【粗目雪】
ざらり
ざり【砂利】
ざり
ざ◦り
ザリア
ざり‐がに【蝲蛄】
ざり‐ざり
ざ‐りょう【座料】
ざる
ざる【笊】
ざ・る【戯る】
ザルカ
ざる‐がい【笊貝】
ザルコマイシン
ざる‐ころがし【笊転がし】
ざる‐ご【笊碁】
ザルジス
ざる‐そば【笊蕎麦】
ザルツカンマーグート
ザルツブルク
ザルツブルク‐だいせいどう【ザルツブルク大聖堂】
ザルツマン
ザルツマン‐ほう【ザルツマン法】
ざる‐べから◦ず
ざる‐ほう【笊法】
ざる‐みみ【笊耳】
ざる‐を‐え◦ない【ざるを得ない】
ざれ【戯れ】
ざ‐れい【座礼／坐礼】
ざれ‐うた【戯れ歌】
ざれ‐え【戯れ絵】
ざれ‐がき【戯れ書き】
ざれ‐く【戯れ句】
ざれ‐ごと【戯れ言】
ざれ‐ごと【戯れ事】
ざれごと‐うた【戯れ言歌】
ざれ‐ごころ【戯れ心】
ざれ‐ば・む【戯ればむ】
ざれ‐ふで【戯れ筆】
ざ・れる【戯れる】
ザ‐ロウズ
ざ‐ろく【座彔／坐彔】
ザロモンこうきょうきょく【ザロモン交響曲】
ざ‐ろん【座論】
ざろん‐ばい【座論梅】
ざわ‐ざわ
さわ‐だ・つ【騒立つ】
ざわ‐つ・く
ざわ‐めき
ざわ‐め・く
さわり【触り】
ザワークラウト
ザ‐ワールド
座(ざ)を組・む
座(ざ)を醒(さ)ま・す
座(ざ)を占(し)・める
座(ざ)を取り持・つ
座(ざ)を外・す
座(ざ)を持・つ
さん【餐】
さん【山】
ざん【残】
ざん【斬】
ざん【斬】
ざん【讒】
ざん【残〔殘〕】
ざん【惨】
ざん【斬】
ざん【慙】
ざん【暫】
ざん【竄】
ざん【懺】
ざん【讒】
ざん‐い【慙恚／慚恚】
ざん‐う【残雨】
ざん‐えい【残映】
ざん‐えい【残影】
ざん‐えん【残炎／残焔】
ざん‐えん【残煙／残烟】
ざん‐おう【残桜】
ざん‐おう【残鶯】
ざん‐か【残火】
ざん‐か【残花】
ざん‐かい【残壊】
ざん‐かい【残懐】
ざん‐かい【慙悔／慚悔】
ざん‐かく【斬獲】
ざんかすえおきがた‐ローン【残価据（え）置（き）型ローン】
ざんかせっていがた‐クレジット【残価設定型クレジット】
ざんかせっていがた‐ローン【残価設定型ローン】
ざんかせってい‐クレジット【残価設定クレジット】
ざんかせってい‐ローン【残価設定ローン】
ざん‐かん【残寒】
ざん‐かん【残簡／残翰】
ざん‐かん【斬奸】
ざん‐かん【慙汗／慚汗】
ざん‐かん【讒陥】
ざんかん‐じょう【斬奸状】
ざんかん‐れいぼく【残簡零墨】
ざん‐がい【残害】
ざん‐がい【残骸】
ざん‐がく【残額】
ざん‐がん【巉巌】
ざん‐き【残基】
ざん‐き【慙愧／慚愧】
ざん‐き【讒毀】
ざん‐きゅう【残丘】
ざん‐きょう【残響】
ざんきょう‐けい【残響計】
ざんきょう‐しつ【残響室】
ざんきょう‐じかん【残響時間】
ざんき‐りょう【残気量】
ざん‐きん【残金】
ざん‐ぎく【残菊】
ざんぎく‐の‐えん【残菊の宴】
ざんぎくものがたり【残菊物語】
ざん‐ぎゃく【残虐／惨虐】
ざん‐ぎょう【残業】
ざんぎょうだいゼロ‐せいど【残業代ゼロ制度】
ざん‐ぎり【散切り】
ざんぎり‐あたま【散切り頭】
ざんぎり‐きょうげん【散切り狂言】
ざんぎり‐もの【散切り物】
ザンクト‐アントン
ザンクト‐ウォルフガング
ザンクト‐ガレン
ザンクトガレン‐しゅうどういん【ザンクトガレン修道院】
ザンクト‐ギルゲン
ザンクト‐ゴアルスハウゼン
ザンクト‐ゴアール
ザンクトシュテファン‐きょうかい【ザンクトシュテファン教会】
