ほ【帆】
ほうしょく【宝飾】
ほうしょく【飽食】
ほうしん【放心】
ほうしん【方針】
ほうしん【方針】
ほうしん【砲身】
ほうしんがさだまらない【方針が定まらない】
ほうしんのしゅうせい【方針の修正】
ほうしんをてんかんする【方針を転換する】
ほうじ【法事】
ほうじしんぶん【邦字新聞】
ほうじちゃ【焙じ茶】
ほうじゅう【放縦】
ほうじゅつ【砲術】
ほうじゅん【芳醇】
ほうじゅん【豊潤】
ほうじょ【幇助】
ほうじょう【豊饒】
ほうじょうえ【放生会】
ほうじょうきたい【胞状奇胎】
ほうじる【報じる】
ほうじる【奉じる】
ほうじる【焙じる】
ほうじん【方陣】
ほうじん【法人】
ほうじん【法人】
ほうじん【邦人】
ほうじんしょゆう【法人所有】
ほうじんぜい【法人税】
ほうじんぜいりつ【法人税率】
ほうじんぜいをけいげんする【法人税を軽減する】
ほうすい【放水】
ほうすい【方錐】
ほうすいき【豊水期】
ほうず【方図】
ほうせい【方正】
ほうせい【法制】
ほうせい【砲声】
ほうせい【縫製】
ほうせいしんぎかい【法制審議会《法務省の》】
ほうせいをしこうする【法制を施行する】
ほうせき【宝石】
ほうせきばこ【宝石箱】
ほうせつ【包摂】
ほうせん【奉遷】
ほうせん【法線】
ほうせんか【鳳仙花】
ほうそ【硼素】
ほうそう【包装】
ほうそう【放送】
ほうそう【放送】
ほうそう【法曹】
ほうそう【疱瘡】
ほうそうとつうしんのゆうごう【放送と通信の融合】
ほうそうないようへのこっかのかいにゅう【放送内容への国家の介入】
ほうそうのじゆう【放送の自由】
ほうそうのじりつ【放送(局)の自律】
ほうそうばんぐみ【放送番組】
ほうそうばんぐみ【放送番組】
ほうそうめでぃあ【放送メディア】
ほうそうめでぃあ【放送メディア】
ほうそうようのとう【放送用の塔】
ほうそうりんり【放送倫理】
ほうそうりんりにいはんする【放送倫理に違反する】
ほうそく【法則】
ほうぞう【包蔵】
ほうたい【包帯繃帯】
ほうたん【放胆】
ほうだい【砲台】
ほうだん【放談】
ほうだん【砲弾】
ほうち【報知】
ほうち【放置】
ほうち【法治】
ほうちく【放逐】
ほうちゃく【逢着】
ほうちょう【包丁庖丁】
ほうちょう【放鳥】
ほうっておく【放って置く】
ほうてい【奉呈】
ほうてい【法定】
ほうてい【法廷】
ほうていきゅうじつ【法定休日】
ほうていしき【方程式】
ほうていでんせんびょう【法定伝染病】
ほうていのきかん【法定の機関】
ほうていのけってい【法定の決定】
ほうてき【放擲】
ほうてき【法的】
ほうてきあどばいす【法的アドバイス】
ほうてきあんていせい【法的安定性】
ほうてきあんていせいのけつじょ【法的安定性の欠如】
ほうてきうらづけ【法的裏付け】
ほうてききょうせいりょく【法的強制力】
ほうてきけんり【法的[法律上の]権利】
ほうてきこうりょく【法的効力】
ほうてきし【法的死】
ほうてきし【法的死】
ほうてきとらぶる【法的トラブル】
ほうてきなしえん【法的な支援】
ほうてきなぬけみち【法的な抜け道】
ほうてきなねんれい【(飲酒や喫煙に対する)法的な年齢】
ほうてきにけっこんしている【法的に結婚している】
ほうてきふんそう【法的紛争】
ほうてん【ほうてん(奉天)】
ほうてん【宝典】
ほうてん【法典】
ほうでん【放電】
ほうと【方途】
ほうとう【宝刀】
ほうとう【放蕩】
ほうとうむすこ【放蕩息子】
ほうどう【報道】
ほうどう【報道】
ほうどうかめらまん【報道カメラマン】
ほうどうがわのりんり【報道側の倫理】
ほうどうきかん【報道機関】
ほうどうきかん【報道機関】
ほうどうきかんとのいんたびゅー【報道機関とのインタビュー】
ほうどうきかんとのいんたびゅーで、かれはそのじじつをあきらかにした【報道機関とのインタビューで、彼はその事実を明らかにした】
ほうどうきかんのきしゃ【報道機関の記者】
ほうどうきかんのしめい【報道機関の使命】
ほうどうきかんのよろんちょうさ【報道機関の世論調査】
ほうどうきせい【報道[メディア]規制】
ほうどうきせい【報道規制】
ほうどうきせいをかける【報道規制をかける】
ほうどうしゃしん【報道写真】
ほうどうじんのしゅざい【報道陣の取材】
ほうどうとうせいをかんわする【報道統制を緩和する】
ほうどうとうせいをかんわする【報道統制を緩和する】
ほうどうにかいにゅうする【報道に介入する】
ほうどうばんぐみ【報道番組】
ほうどうへのとうせい【報道への統制】
ほうどうをせいやくする【報道を制約する】
ほうどうをてんけんする【(日々の)報道を点検する】
ほうなん【法難】
ほうにち【訪日】
ほうにちかんこうきゃく【訪日観光客】
ほうにちきゃく【訪日(外国人)客】
ほうにちきゃくすう【訪日客数】
ほうにち（がいこくじん）きゃく【訪日(外国人)客】
ほうにふれるこういはしていない【法に触れる行為はしていない】
ほうにょう【放尿】
ほうにん【放任】
ほうねつ【放熱】
ほうねん【放念】
ほうねん【豊年】
ほうのう【奉納】
ほうのしはい【法の支配】
ほうのしはいからのいつだつ【法の支配からの逸脱】
ほうのせいしん【法の精神】
ほうのせいしんをいつだつする【法の精神を逸脱する】
ほうはい【奉拝】
ほうはい【澎湃】
ほうはつ【蓬髪】
ほうばい【傍輩朋輩】
ほうひ【包皮】
ほうひ【放屁】
ほうひ【法匪】
ほうび【褒美】
ほうふ【ほうふ(蚌埠)】
ほうふ【抱負】
ほうふ【豊富】
ほうふく【報復】
ほうふく【報復】
ほうふく【法服】
ほうふくこうい【報復行為】
ほうふくこういをおこなう【報復行為を行なう】
ほうふくぜっとう【抱腹絶倒】
ほうふくそち【報復措置】
ほうふくそち【報復措置】
ほうふくてろのこうげき【(…に対する)報復テロの攻撃】
ほうふくのれんさ【報復の連鎖】
ほうふくぼうりょくのれんさがやまない【(目には目をという)報復暴力の連鎖がやまない[止まらない］】
ほうふくをおそれてきょうじゅつをしぶる【報復を恐れて供述を渋る】
ほうふくをおそれる【報復を恐れる】
ほうふくをちかう【(…に対する)報復を誓う】
ほうふくをふせぐ【報復を防ぐ】
ほうふつ【髣髴彷彿】
ほうふなけいけん【豊富な経験】
ほうふなちしき【豊富な知識】
ほうぶつせん【放物線】
ほうぶつめん【放物面】
ほうぶん【法文】
ほうぶん【邦文】
ほうへい【砲兵】
ほうべん【方便】
ほうほう【方法】
ほうほうのてい【ほうほうの体】
ほうぼう【方方】
ほうぼう【魴鮄】
ほうぼく【放牧】
ほうまつ【泡沫】
ほうまん【放漫】
ほうまん【豊満】
ほうまん【飽満】
ほうまんざいせい【放漫財政】
ほうみょう【法名】
ほうむ【法務】
ほうむる【葬る】
ほうめい【芳名】
ほうめん【放免】
ほうめん【方面】
ほうもう【法網】
ほうもつ【宝物】
ほうもん【砲門】
ほうもん【訪問】
ほうもん【訪問】
ほうもんかいご【訪問介護】
ほうもんかいご【訪問介護】
ほうもんかいごをかいしする【訪問介護を開始する】
ほうもんかんご【訪問看護】
ほうもんかんごし【訪問看護師】
ほうもんけん【訪問権】
ほうもんしんりょう【訪問診療】
ほうもんちょうさ【訪問調査】
ほうもんのきゃんせる【(公式)訪問のキャンセル】
ほうもんはんばい【訪問販売】
ほうもんはんばい【訪問販売】
ほうもんりはびり【(介護予防)訪問リハビリ(テーション)】
ほうもんをさける【訪問(するのを)を避ける】
ほうやく【邦訳】
ほうゆう【朋友】
ほうよう【包容】
ほうよう【抱擁】
ほうよう【法要】
ほうようりょく【包容力】
ほうよく【豊沃】
ほうらくのきけん【(橋梁)崩落の危険】
ほうらつ【放埒】
ほうり【法理】
ほうりあげる【放り上げる】
ほうりがく【法理学】
ほうりき【法力】
ほうりこむ【放り込む】
ほうりだす【放り出す】
ほうりつ【法律】
ほうりつじむしょ【法律事務所】
ほうりつそうだん【法律相談】
ほうりつのしこう【法律の施行】
ほうりつのしこうび【法律の施行日】
ほうりなげる【放り投げる】
ほうりゅう【放流】
ほうりょう【豊漁】
ほうりん【法輪】
ほうる【放る抛る】
ほうれい【法令】
ほうれい【法例】
ほうれい【豊麗】
ほうれつ【放列砲列】
ほうれんそう【菠薐草】
ほうろう【報労】
ほうろう【放浪】
ほうろう【琺瑯】
ほうろく【焙烙】
ほうわ【法話】
ほうわ【飽和】
ほうわしぼうさん【飽和脂肪酸】
ほう－【訪－】
ほえき【補液】
ほえごえ【吠え声吼え声】
ほえづら【吠え面】
ほえる【吠える吼える】
ほお【朴】
ほお【頬】
ほおあか【頬赤】
ほおかぶり【頬被り】
ほおじろ【頬白】
ほおじろがも【頬白鴨】
ほおずき【酸漿鬼灯】
ほおずり【頬ずり】
ほおづえ【頬杖】
ほおのき【朴の木】
ほおばる【頬張る】
ほおひげ【頬髯】
ほおべに【頬紅】
ほおぼね【頬骨】
ほおん【保温】
ほか【外他】
ほかく【捕獲】
ほかく【補角】
ほかけぶね【帆掛け船】
ほかげ【帆影】
ほかげ【火影灯影】
ほかつ【保活】
ほかとのるいじ【他との類似《剽窃》】
ほかのいきものときょうせいする【他の生き物と共生する】
ほかのいきものとのきょうぞん【他の生き物との共存】
ほかのくにぐにときょうちょうしてうごく【他の国々と強調して動く】
ほかのしゅうきょう【他の宗教】
ほかのしゅようつうかにたいして【他の主要通貨に対して】
ほかのじちたいのさんこう【他の自治体の参考】
ほかのちいきからこのちへのいじゅうしゃがふえている【他の地域からこの地への移住者が増えている】
ほかのちいきのさんこう【他の地域の参考】
ほかのとどうふけんのさんこう【他の都道府県の参考】
ほかのにっていをけんとうする【他の日程を検討する】
ほかのもんだいにえいきょうをあたえる【他の問題に影響を与える】
ほかのやとう【他の野党】
ほかのわだい【(夜遊びや)他の話題】
ほかほか
ほかん【保管】
ほかん【保管】
ほかん【補完】
ほかん【補巻】
ほかんしせつ【保管施設】
ほかんじょうきょう【保管状況】
ほかんそち【補完措置】
ほかんばしょ【(ファイルの)保管場所】
ほかんりょう【保管料】
ほがらか【朗らか】
ほきゅう【捕球】
ほきゅう【補給】
ほきゅう【補給】
ほきゅうきち【補給基地[拠点]】
ほきゅうきん【補給金】
ほきゅうぶっし【補給物資】
ほきゅうろ【(…への)補給路】
ほきょう【補強】
ほきょう【補強】
ほきょうこうじ【補強工事】
ほきん【保菌】
ほくい【北緯】
ほくおう【北欧】
ほくがん【北岸】
ほくげん【北限】
ほくじょう【北上】
ほくせい【北西】
ほくそえむ【北叟笑む】
ほくたん【北端】
ほくちょう【北朝】
ほくとう【北東】
ほくとしちせい【北斗七星】
ほくぶ【北部】
ほくべい【北米】
ほくほく
ほくほくせい【北北西】
ほくほくとう【北北東】
ほくよう【北洋】
ほくりくしんかんせん【北陸新幹線】
ほくろ【黒子】
ほぐす【解す】
ほぐれる【解れる】
ほけきょう【法華経】
ほけつ【補欠】
ほけつせんきょ【補欠選挙】
ほけん【保健】
ほけん【保健】
ほけん【保険】
ほけん【保険】
ほけんえいせい【保健衛生】
ほけんかんゆういん【保険勧誘員】
ほけんがいしゃ【保険会社】
ほけんきのうしょくひん【保健機能食品】
ほけんきゅうふのすいじゅん【保険給付の水準】
ほけんぎょうかい【保険業界】
ほけんけいやく【保険契約】
ほけんけいやくしゃ【保険契約者】
ほけんし【保健師】
ほけんしどう【保健指導】
ほけんしょうけん【保険証券】
ほけんしんりょう【保険診療】
ほけんじょ【保健所】
ほけんたいいく【保健体育《教科》】
ほけんりょう【保険料《掛け金》】
ほけんりょうをおさめる【保険料を納める】
ほけんりょうをけいげんする【保険料を軽減する】
ほけんをかいやくする【保険を解約する】
ほけんをけいやくする【保険を契約する[に入る]】
ほげい【捕鯨】
ほげた【帆桁】
ほこ【矛】
ほこう【歩行】
ほこう【補講】
ほこうしゃゆうせん【歩行者優先(だ)】
ほこうしゃゆうせんのうんてん【歩行者優先の運転】
ほこさき【矛先】
ほこら【祠】
ほこらか【誇らか】
ほこらしい【誇らしい】
ほこり【埃】
ほこり【誇り】
ほこり【誇り】
ほこりをかなぐりすてる【誇りをかなぐり捨てる】
ほこりをさいにんしきする【誇りを再認識する】
ほこりをつちかう【(…への)誇りを培う】
ほこりをにほんにとりもどす【(希望と)誇りを日本に取り戻す】
ほこりをふかくきずつけられた【誇りを深く傷付けられた】
ほこりをふみにじる【誇りを踏みにじる】
ほこりをもってきこくする【誇りを持って帰国する】
ほこる【誇る】
ほこるべきいぎょう【(われわれが)誇るべき偉業】
ほころばせる【綻ばせる】
ほころび【綻び】
ほころびる【綻びる】
ほご【保護】
ほご【保護】
ほご【反古反故】
ほご【補語】
ほごかんさつ【保護観察】
ほごかんさつ【保護観察】
ほごかんさつかん【保護観察官】
ほごがひつようなさかな【保護が必要な魚】
ほごきかん【保護期間】
ほごされているひみつ【保護されている秘密】
ほごしゅぎてきうごき【保護主義的動き】
ほごしゅぎてきなそち【保護主義的な措置】
ほごぼうえき【保護貿易】
ほごをひつようとする【保護を必要とする】
ほさ【補佐輔佐】
ほさき【穂先】
ほさつ【捕殺】
ほさつ【補殺】
ほざく
ほし【星】
ほし【星】
ほしあかり【星明かり】
ほしい【欲しい】
ほしい【糒】
ほしいまま【縦恣】
ほしうお【干し魚乾し魚】
ほしうらない【星占い《個々の占い》】
ほしうらない【星占い】
ほしかげ【星影】
ほしがき【干し柿】
ほしがた【星型】
ほしがらす【星烏】
ほしがる【欲しがる】
ほしくさ【干し草】
ほしぞら【星空】
ほしぞら【星空】
ほしつけしょうすい【保湿化粧水】
ほしづきよ【星月夜】
ほしとりひょう【星取り表】
ほしにねがいをかける【星に願いをかける】
ほしはじろ【星羽白】
ほしば【干し場】
ほしぶどう【干しぶどう】
ほしまわり【星回り】
ほしもの【干し物】
ほしゃく【保釈】
ほしゃくきん【保釈金】
ほしゃしぶんりしきしんごう【歩車分離式(交通)信号】
ほしゃぶんり【歩車分離】
ほしゅ【保守】
ほしゅ【捕手】
ほしゅう【補修】
ほしゅう【補修】
ほしゅう【補習】
ほしゅうこうじ【補修工事】
ほしゅうさぎょう【(…の)補修作業】
ほしゅうにじゅうぶんなじかんをかける【補修に十分な時間をかける】
ほしゅうをひつようとする【補修を必要とする】
ほしゅけいやく【保守[メンテナンス]契約】
ほしゅてんけん【保守点検】
ほしょう【保証】
ほしょう【保証】
ほしょう【保障】
ほしょう【歩哨】
ほしょう【補償】
ほしょう【補償】
ほしょうきかん【保証期間】
ほしょうきゅうふ【補償給付】
ほしょうきん【保証金】
ほしょうきん【保証金】
ほしょうきん【補償金】
ほしょうきん【補償金】
ほしょうきんのしはらい【補償金の支払い】
ほしょうけいやく【保証契約】
ほしょうこうしょう【補償交渉】
ほしょうしょ【保証書】
ほしょうせいど【補償制度】
ほしょうにおうじる【補償に応じる】
ほしょうにふみだす【補償に踏み出す】
ほしょうにん【保証人】
ほしょうにん【保証人】
ほしょうのさ【補償の差】
ほしょうもんだい【(…に関する)補償問題】
ほしょうをうける【補償を受ける[得る]】
ほしょうをせいきゅうする【補償を請求する】
ほしょうをもうしでる【補償を申し出る】
ほしょうをもとめる【補償を求める】
ほしょうをようきゅうする【補償を要求する】
ほしょく【捕食】
ほしょく【補色】
ほしをかんさつする【星を観察する】
ほしん【保身】
ほじ【保持】
ほじくる【穿る】
ほじゅう【補充】
ほじょ【補助】
ほじょ【補助】
ほじょいん【補助員】
ほじょきょうざい【(英語の)補助教材】
ほじょきょうざい【補助教材】
ほじょきん【補助金】
ほじょきん【補助金】
ほじょきんせいどのしゅうりょう【補助金制度の終了】
ほじょきんづけののうぎょうせいさく【補助金漬けの農業政策】
ほじょきんのうけとりにん【補助金の受取人】
ほじょきんをうけたきぎょう【補助金を受けた企業】
ほじょきんをうけとる【(…から)補助金を受け取る】
ほじょきんをさくげんする【(…への)補助金を削減する】
ほじょきんをしきゅうする【(…へ)補助金を支給する】
ほじょきんをつづけてだす【補助金を続けて出す】
ほじょきんをとうけつする【(…への)補助金を凍結する】
ほじょきんをばらまく【補助金をばらまく】
ほじょきんをひきあげる【(…向けの)補助金を引き上げる】
ほじょきんをふやす【(…向けの)補助金を増やす】
ほじょけん【補助犬】
ほじょこうつうきかん【(交通渋滞緩和のための)補助交通機関】
ほじょたんく【補助タンク】
ほじょどうりょくそうち【補助動力装置】
ほじょぶれーき【補助ブレーキ《ハンドブレーキなど、運転中に使うフットブレーキとは別のもの》】
ほじょぶれーき【補助ブレーキ】
ほじる【穿る】
ほす【干す乾す】
ほすい【補水】
ほすう【歩数】
ほすぴたりてぃーのせいしん【ホスピタリティーの精神】
ほせい【補正】
ほせいよさんあん【補正予算案】
ほせいよさんによるけいきたいさく【補正予算による景気対策】
ほせいよさんのがいよう【補正予算の概要】
ほせん【保線】
ほぜいかもつ【保税貨物】
ほぜいそうこ【保税倉庫】
ほぜいちいき【保税地域】
ほぜいひん【保税品】
ほぜん【保全】
ほそい【細い】
ほそいつうろ【細い通路】
ほそう【舗装】
ほそうぐ【補装具】
ほそうされたろめん【舗装された路面】
ほそうで【細腕】
ほそうどうろ【舗装道路】
ほそおもて【細面】
ほそがき【細書き】
ほそく【捕捉】
ほそく【歩測】
ほそく【補則】
ほそく【補足】
ほそごし【細腰】
ほそづくり【細作り】
ほそながい【細長い】
ほそびき【細引き】
ほそぼそ【細細】
ほそみ【細身】
ほそみち【細道】
ほそめ【細め】
ほそめ【細目】
ほそめる【細める】
ほそる【細る】
ほぞ【臍】
ほぞん【保存】
ほぞん【保存】
ほぞんぎじゅつ【保存技術】
ほぞんこうい【保存行為】
ほぞんさく【保存策】
ほぞんしょく【保存食】
ほぞんしょり【保存処理】
ほぞんちりょう【保存治療】
ほぞんりょうほう【保存療法】
ほたてがい【帆立貝】
ほたる【蛍】
ほだされる【絆される】
ほちゅう【補注】
ほちゅうあみ【捕虫網】
ほちょう【歩調】
ほちょうき【補聴器】
ほっ
ほっかい【北海】
ほっき【発起】
ほっきょく【北極】
ほっきょくこく【北極国(家)】
ほっく【発句】
ほっけ
ほっけ【法華】
ほっこく【北国】
ほっさ【発作】
ほっしん【発心】
ほっしん【発疹】
ほっす【払子】
ほっする【欲する】
ほっそく【発足】
ほっそり
ほったてごや【掘っ建て小屋】
ほったらかす
ほったん【発端】
ほっと
ほっとう【発頭】
ほっとらいんのかいせつ【ホットラインの開設】
ほっとらいんをかいせつする【(AとBの間に)ホットラインを開設する】
ほっぴょうよう【北氷洋】
ほっぺ【頬っぺ】
ほっほ
ほっぽう【北方】
ほつれ【解れ】
ほつれる【解れる】
ほづな【帆綱】
ほてい【布袋】
ほてい【補訂】
ほてつ【補綴】
ほてり【火照り】
ほてる【火照る】
ほてるにちぇっくいんする【ホテルにチェックインする】
ほてるにへやをよやくする【ホテルに部屋を予約する】
ほてるのうんえい【ホテルの運営】
ほてるのけんせつ【ホテルの建設】
ほてるのけんちく【ホテルの建築】
ほてるのげんかん【ホテルの玄関】
ほてるのへや【ホテルの部屋】
ほてるのへやをよやくする【ホテルの部屋を予約する】
ほてるのようい【ホテルの用意】
ほてるぶそく【ホテル不足】
ほてるをちぇっくあうとする【ホテルをチェックアウトする】
ほてん【補填】
ほとけ【仏】
ほととぎす【時鳥子規不如帰】
ほとばしる【迸る】
ほとばしるじしん【ほとばしる自信】
ほとほと
ほとぼり
ほとり【辺】
ほとんど【殆ど】
ほとんどのすべてのねんれいそうで【ほとんどの全ての年齢層で】
ほど【程】
ほどあい【程合い】
ほどう【歩道】
ほどう【舗道】
ほどう【補導】
ほどく【解く】
ほどける【解ける】
ほどこし【施し】
ほどこす【施す】
ほどちかい【程近い】
ほどとおい【程遠い】
ほどなく【程無く】
ほどへて【程経て】
ほどほど【程程】
ほどよい【程好い】
ほどよいきんこう【ほどよい均衡】
ほなみ【穂波】
ほにゃらら【ほにゃらら】
ほにゅう【哺乳】
ほね【骨】
ほねおしみ【骨惜しみ】
ほねおり【骨折り】
ほねおる【骨折る】
ほねがい【骨貝】
ほねぐみ【骨組み】
ほねっぷし【骨っ節】
ほねっぽい【骨っぽい】
ほねつぎ【骨接ぎ】
ほねなし【骨無し】
ほねぬき【骨抜き】
ほねぬきあん【骨抜き案】
ほねのおれるこうしょう【骨の折れる[難しい]交渉】
ほねのおれるにんむ【骨の折れる任務】
ほねばる【骨張る】
ほねぶと【骨太】
ほねぼそ【骨細】
ほねみ【骨身】
ほねやすみ【骨休み】
ほねやすめ【骨休め】
ほのお【炎】
ほのお【炎焔】
ほのおをみつめる【炎を見つめる】
ほのおをみる【炎を見る】
ほのか【仄か】
ほのぐらい【仄暗い】
ほのじろむ【仄白む】
ほのぼの【仄仄】
ほのめかす【仄めかす】
ほのめく【仄めく】
ほの－【仄－】
ほはば【歩幅】
ほばく【捕縛】
ほばしら【帆柱】
ほひつ【補筆】
ほふ【保父】
ほふく【匍匐】
ほふる【屠る】
ほへい【歩兵】
ほほ【頬】
ほほえましい【微笑ましい】
ほほえみ【微笑み】
ほほえむ【微笑む】
ほほー
ほぼ30ねんものていけいをかいしょうする【ほぼ30年もの提携を解消する】
ほぼ【保母】
ほぼ【略】
ほまえせん【帆前船】
ほまれ【誉れ】
ほむら【炎】
ほめそやす【褒めそやす】
ほめたたえる【褒め称える】
ほめちぎる【褒めちぎる】
ほめる【褒める誉める】
ほや【海鞘】
ほや【火屋】
ほやほや
ほゆう【保有】
ほゆうしせつのふそく【保育施設の不足】
ほよう【保養】
ほら
ほら【法螺】
ほら【洞】
ほらあな【洞穴】
ほらがい【法螺貝】
ほり【堀濠】
ほり【彫り】
ほりあげ【彫り上げ】
ほりあげる【彫り上げる】
ほりあてる【掘り当てる】
ほりおこす【掘り起こす】
ほりかえす【掘り返す】
ほりごたつ【掘り火燵】
ほりさげる【掘り下げる】
ほりだしもの【掘り出し物】
ほりだす【掘り出す】
ほりぬきいど【掘り抜き井戸】
ほりぬく【掘り抜く】
ほりばた【堀端】
ほりもの【彫り物】
ほりゅう【保留】
ほりょ【捕虜】
ほりわり【掘り割り掘割】
ほる【彫る】
ほる【掘る】
ほるむずかいきょう【ホルムズ海峡】
ほれこむ【惚れ込む】
ほれぼれ【惚れ惚れ】
ほれる【惚れる】
ほれる【掘れる】
ほろ【幌】
ほろっ
ほろにがい【ほろ苦い】
ほろにがいきおく【ほろ苦い記憶】
ほろばしゃ【幌馬車】
ほろびる【滅びる亡びる】
ほろほろ
ほろぼす【滅ぼす亡ぼす】
ほろよい【ほろ酔い】
ほろり
ほん【本】
ほんあん【翻案】
ほんい【本位】
ほんい【本意】
ほんい【翻意】
ほんいきごう【本位記号】
ほんいんぼう【本因坊】
ほんえい【本営】
ほんか【本科】
ほんかい【本懐】
ほんかいぎ【本会議】
ほんかいぎをかいかいする【(…の)本会議を開会する】
ほんかく【本格】
