み【実】
みきわめる【見極める】
みぎ【右】
みぎ【右】
みぎあし【右足】
みぎうえ【右上】
みぎうち【右打ち】
みぎうで【右腕】
みぎうで【右腕】
みぎうでだっただんせい【右腕だった男性】
みぎかたあがり【右肩上がり】
みぎがき【右書き】
みぎがわ【右側】
みぎがわ【右側】
みぎがわつうこう【右側通行《掲示》】
みぎがわつうこう【右側通行《掲示》】
みぎきき【右利き】
みぎききである【右利きである】
みぎした【右下】
みぎて【右手】
みぎて【右手】
みぎなげ【右投げ】
みぎのはい【右の肺】
みぎひだり【右左】
みぎほほ【右頬】
みぎまえ【右前】
みぎまき【右巻き】
みぎまわり【右回り】
みぎめ【右目】
みぎよつ【右四つ】
みぎり【砌】
みぎれい【身奇麗身綺麗】
みぎわ【汀渚】
みくだす【見下す】
みくだりはん【三下り半三行半】
みくびる【見縊る】
みくらべる【見比べる】
みぐるしい【見苦しい】
みぐるみ【身ぐるみ】
みけ【三毛】
みけいけん【未経験[不慣れ]】
みけいけん【未経験】
みけつ【未決】
みけねこ【三毛猫】
みけん【未見】
みけん【眉間】
みこ【巫女】
みこうかい【未公開】
みこうかいかぶ【未公開株】
みこし【御輿神輿】
みこす【見越す】
みこまれるそんしつ【見込まれる損失】
みこみ【見込み】
みこみのあるかいて【見込みのある買い手[見込み客]】
みこむ【見込む】
みこん【未婚】
みごたえ【見応え】
みごと【見事】
みごなし【身ごなし】
みごもる【身籠もる】
みごろ【見頃】
みごろ【身頃】
みごろし【見殺し】
みさい【未済】
みさいるうんぱんしゃりょう【ミサイル運搬車両】
みさいるかいはつ【ミサイル(の)開発】
みさいるかいはつ【ミサイル開発】
みさいるがそのくにのきんかいにらっかしそうだ【ミサイルがその国の近海に落下しそうだ】
みさいるきち【ミサイル基地】
みさいるぎじゅつ【ミサイル技術】
みさいるぎじゅつ【ミサイル技術】
みさいるぎじゅつ【ミサイル技術】
みさいるぎじゅつをかいはつする【ミサイル技術を開発する】
みさいるくちくかん【ミサイル駆逐艦】
みさいるこうげき【ミサイル攻撃】
みさいるこうげき【ミサイル攻撃】
みさいるじっけん【ミサイル実験】
みさいるとうさいのかんせん【ミサイル搭載の艦船】
みさいるのきょうい【ミサイルの脅威】
みさいるのせいのう【ミサイルの性能】
みさいるのぞうきょう【ミサイルの増強】
みさいるはっしゃ【ミサイル発射】
みさいるぼうえいしすてむ【(最新鋭の)ミサイル防衛システム】
みさいるをうんぱんする【ミサイルを運搬する】
みさいるをうんぱんする【ミサイルを運搬する】
みさいるをかいたいする【ミサイルを解体する】
みさいるをけんぞうする【ミサイルを建造する】
みさいるをげいげきする【ミサイルを迎撃する】
みさいるをはいびする【ミサイルを(実戦)配備する】
みさいるをはっしゃする【ミサイルを発射する】
みさいるをほゆうする【ミサイルを保有する】
みさお【操】
みさかい【見境】
みさき【岬】
みさげはてた【見下げ果てた】
みさげる【見下げる】
みさご【鶚】
みさだめ【見定め】
みさだめる【見定める】
みざるきかざるいわざる【見猿聞か猿言わ猿】
みしっ
みしみし
みしゅう【未収】
みしゅうがくじどう【未就学児童】
みしょう【実生】
みしょう【未詳】
みしょうにんこっか【未承認国家】
みしようねんりょう【未使用燃料】
みしらぬ【見知らぬ】
みしり【見知り】
みしる【見知る】
みじかい【短い】
みじかいめんかい【短い面会】
みじかめ【短め】
みじたく【身仕度】
みじめ【惨め】
みじゅく【未熟】
みじろぎ【身動ぎ】
みじろぐ【身動ぐ】
みじん【微塵】
みじんこ【微塵子】
みす【御簾】
みすい【未遂】
みすえる【見据える】
みすかす【見透かす】
みすぎ【身過ぎ】
みすごす【見過ごす】
みすしょっと【ミスショット《テニスバスケットで》】
みすてる【見捨てる】
みすとふんすい【ミスト噴水】
みすぷりんと【ミスプリント[誤植]】
みすぼらしい【見窄らしい】
みすます【見澄ます】
みすまっち【(AとBの間の)ミスマッチ】
みすみす
みする【魅する】
みすわーるど【ミスワールド(優勝者)】
みすをかくす【ミスを隠す】
みすをさそう【ミスを誘う】
みすをしてきする【ミスを指摘する】
みすをする【ミスをする】
みすをちぇっくする【ミスをチェックする】
みすをぼうしする【ミスを防止する】
みず【水】
みず【水】
みずあか【水垢】
みずあげ【水揚げ】
みずあそび【水遊び】
みずあび【水浴び】
みずあめ【水飴】
みずあらい【水洗い】
みずいらず【水入らず】
みずいり【水入り】
みずいろ【水色】
みずうみ【湖】
みずうみをいっしゅうする【湖を一周する】
みずおけ【水桶】
みずかがみ【水鏡】
みずかき【水掻き蹼】
みずかけろん【水掛け論】
みずかげん【水加減】
みずかさ【水嵩】
みずかまきり【水蟷螂】
みずから【自ら】
みずからのことばで【自らの言葉で】
みずからのはつげんにせきにんをもつ【自らの発言に責任を持つ】
みずからのほこり【自らの誇り】
みずからのまちがいをみとめるゆうき【自らの間違いを認める勇気】
みずが…からもれている【水が…から漏れている】
みずがめ【水瓶】
みずき【水木】
みずききん【水飢饉水饑饉】
みずきり【水切り】
みずぎ【水着】
みずぎわ【水際】
みずぎわだつ【水際立つ】
みずくさ【水草】
みずくさい【水臭い】
みずぐすり【水薬】
みずけ【水気】
みずけむり【水煙】
みずげい【水芸】
みずご【水子】
みずごけ【水苔】
みずごり【水垢離】
みずさいばい【水栽培】
みずさかずき【水杯】
みずさきあんない【水先案内】
みずさし【水差し】
みずさし【水指】
みずしごと【水仕事】
みずしぶき【水飛沫】
みずしょうばい【水商売】
みずしらずの【見ず知らずの】
みずすまし【水澄まし】
みずぜめ【水攻め】
みずぜめ【水責め】
みずたき【水炊き】
みずたま【水玉】
みずたまもよう【水玉模様】
みずたまり【水溜まり】
みずっぽい【水っぽい】
みずでっぽう【水鉄砲】
みずとり【水鳥】
みずどけい【水時計】
みずな【水菜】
みずに【水煮】
みずぬき【水抜き】
みずのあわ【水の泡】
みずのきょうきゅう【水の供給】
みずのきょうきゅう【水の供給】
みずのけつぼう【水の欠乏[水不足]】
みずのみ【水飲み】
みずはけ【水捌け】
みずば【水場】
みずばかり【水秤】
みずばしょう【水芭蕉】
みずばしら【水柱】
みずばな【水洟】
みずばら【水腹】
みずひき【水引き】
みずびたし【水浸し】
みずびたしになる【水浸しになる】
みずぶき【水拭き】
みずぶくれ【水膨れ】
みずぶそく【水不足】
みずぶそく【水不足】
みずぶとり【水太り】
みずへび【水蛇】
みずべ【水辺】
みずほ【瑞穂】
みずぼうそう【水疱瘡】
みずまくら【水枕】
みずまし【水増し】
みずみずしい【瑞瑞しい】
みずむし【水虫】
みずもの【水物】
みずもれ【水漏れ】
みずや【水屋】
みずようかん【水羊羹】
みずわり【水割り】
みずをじゅんかんさせる【水を循環させる】
みずをじょうかする【水を浄化する】
みせ【店】
みせ【店】
みせいねん【未成年】
みせいねんこうけんにん【未成年後見人】
みせいり【未整理】
みせかけ【見せ掛け】
みせかける【見せ掛ける】
みせがね【見せ金】
みせがまえ【店構え】
みせさき【店先】
みせさきで【店先で】
みせしめ【見せしめ】
みせじまい【店仕舞い】
みせつ【未設】
みせつける【見せ付ける】
みせどころ【見せ所】
みせのきゅうぎょう【店の休業】
みせば【見せ場】
みせばん【店番】
みせびらかす【見せびらかす】
みせびらき【店開き】
みせもの【見世物】
みせられる【魅せられる】
みせる【見せる】
みせをうしなう【店を失う】
みせをけいえいする【店を経営する】
みせをたたむ【店を畳む】
みせをだす【店を出す[開く]】
みぜに【身銭】
みぜん【未然】
みそ【味噌】
みそか【三十日晦日】
みそぎ【禊】
みそくそ【味噌糞】
みそこなう【見損なう】
みそさざい【鷦鷯】
みそしき【未組織】
みそじ【三十路】
みそっかす【味噌っ滓】
みそっぱ【味噌っ歯】
みそはぎ【禊萩千屈萩】
みそめる【見初める】
みそら【身空】
みそれる【見逸れる】
みぞ【溝】
みぞう【未曽有】
みぞうのきき【未曽有の危機】
みぞうのきぼ【未曽有の規模】
みぞうのきょうい【未曽有の脅威】
みぞうのさいがい【未曾有の災害】
みぞうのひげき【未曽有の悲劇】
みぞおち【鳩尾】
みぞごい【溝五位】
みぞれ【霙】
みたけ【身丈】
みたす【満たす】
みたて【見立て】
みたてる【見立てる】
みたところ【見たところ】
みたま【御霊】
みため【見た目】
みたらし【御手洗】
みだし【見出し】
みだしなみ【身嗜み】
みだす【乱す】
みだら【淫ら】
みだり【妄り】
みだれ【乱れ】
みだれがみ【乱れ髪】
みだれがみ【乱れ髪】
みだれとぶ【乱れ飛ぶ】
みだれる【乱れる】
みち【未知】
みち【道】
みち【道】
みちあふれる【満ち溢れる】
みちあんない【道案内】
みちいと【道糸】
みちかけ【満ち欠け】
みちがえる【見違える】
みちくさ【道草】
みちしお【満ち潮】
みちしるべ【道標】
みちじゅん【道順】
みちすう【未知数】
みちすがら【道すがら】
みちすじ【道筋】
みちすじ【道筋】
みちすじをえがく【(…に向けての)道筋を描く】
みちたりる【満ち足りる】
みちづれ【道連れ】
みちならぬ【道ならぬ】
みちなり【道なり】
みちにまよう【(森の中で)道に迷う】
みちのういるす【未知のウイルス】
みちのえき【道の駅】
みちのえき【道の駅】
みちのえき【道の駅】
みちのさいきんからひとのいのちをまもる【未知の細菌から人の命を守る】
みちのり【道程】
みちばた【道端】
みちひ【満ち干】
みちびき【導き】
みちびく【導く】
みちみち【道道】
みちゃく【未着】
みちゆく【道行く】
みちる【満ちる】
みぢか【身近】
みぢかなせいひん【身近な製品】
みぢかなどうぶつ【身近な動物】
みっか【三日】
みっかい【密会】
みっかかんのほうもん【(…への)3日間の訪問】
みっきょう【密教】
みっけい【密計】
みっこう【密航】
みっこうをこころみる【密航を試みる】
みっこく【密告】
みっさつ【密殺】
みっし【密使】
みっしつ【密室】
みっしつじんじ【密室人事】
みっしつのようす【密室の様子】
みっしゅう【密集】
みっしょ【密書】
みっしょんすくーる【ミッションスクール《宗教団体が運営する》】
みっせい【密生】
みっせつ【密接】
みっせつなかんけい【(…との)密接[緊密]な関係】
みっそう【密葬】
みっそう【密送】
みっちゃく【密着】
みっちり
みっつ【三つ】
みっつう【密通】
みっつのきーわーど【(持続可能な経済成長のための)３つのキーワード】
みっつのようそからなる【３つの要素から成る[構成される]】
みってい【密偵】
みっともない
みっぷう【密封】
みっぺい【密閉】
みっぺいがたでんち【密閉型電池】
みっぺいがたばってりー【密閉型バッテリー】
みっぺいせいのたかいますく【密閉性の高いマスク】
みつ【密】
みつ【蜜】
みつあみ【三つ編み】
みつうん【密雲】
みつおり【三つ折り】
みつかる【見付かる】
みつぎ【密議】
みつぎ【貢ぎ】
みつくち【三つ口】
みつくろう【見繕う】
みつぐ【貢ぐ】
みつぐみ【三つ組】
みつける【見付ける】
みつげつ【蜜月】
みつご【三つ子】
みつしゅっこく【密出国】
みつじ【密事】
みつぞう【密造】
みつぞろい【三揃い】
みつだん【密談】
みつど【密度】
みつどもえ【三つ巴】
みつにゅうこく【密入国】
みつば【三つ葉】
みつばい【密売】
みつばい【密売】
みつばいにん【密売人】
みつばいねっとわーく【(麻薬)密売ネットワーク】
みつばいひん【密売品】
みつばち【蜜蜂】
みつぼうえき【密貿易】
みつぼたんのうわぎ【三つボタンの上着】
みつまた【三つ叉三つ股】
みつまた【三椏】
みつまめ【蜜豆】
みつめる【見詰める】
みつもり【見積もり】
みつもり【見積もり】
みつもりかかく【見積もり価格[額]】
みつもりしょ【見積もり書】
みつもりどおりにやらせようとする【見積もり通りにやらせようとする】
みつもりをさくせいする【見積もりを作成する[立てる]】
みつもりをだす【見積もりを出す】
みつもりをもらう【(…から)見積もりを貰う】
みつもる【見積もる】
みつやく【密約】
みつやく【密約】
みつやくぶんしょ【密約文書】
みつやくをむすぶ【密約を結ぶ】
みつゆ【密輸】
みつゆしゅつ【密輸出】
みつゆにゅう【密輸入】
みつゆび【三つ指】
みつゆびかもめ【三趾鴎】
みつりょう【密猟密漁】
みつりん【密林】
みつろう【蜜蝋】
みてい【未定】
みてくれ【見て呉れ】
みてとる【見て取る】
みとう【未到】
みとう【未踏】
みとおし【見通し】
みとおす【見通す】
みとがめる【見咎める】
みとどける【見届ける】
みとめ【認め】
みとめる【認める】
みとりず【見取り図】
みとる【看取る】
みとる【見取る】
みとれる【見とれる】
みどく【味読】
みどころ【見所見処】
みどり【緑】
みどりいろにひかるさいぼう【緑色に光る細胞】
みどりご【嬰児】
みどりにいろづく【緑に色づく】
みな【皆】
みなおす【見直す】
みなぎる【漲る】
みなげ【身投げ】
みなごろし【皆殺し】
みなさん【皆さん】
みなしご【孤児】
みなしろうどうじかんせい【みなし労働時間制】
みなす【見做す】
みなと【港】
みなと【港】
みなとにたちよる【港に立ち寄る】
みなとにむかう【港に向かう】
みなとのうんえい【港の運営】
みなとのうんえい【港の運営】
みなとのふっきゅうさぎょう【港の復旧作業】
みなとのみりょく【港の魅力】
みなとをけんせつする【港を建設[造]する】
みなとをけんせつする【港を建設する】
みなとをとおる【港を通る[通過する]】
みなまたびょう【水俣病】
みなみ【南】
みなみ【南】
みなみあじあ【南アジア】
みなみあるぷす【南アルプス】
みなみかいきせん【南回帰線】
みなみかぜ【南風】
みなみしなかい【南シナ海】
みなみじゅうじせい【南十字星】
みなみのそら【南の空】
みなみはんきゅう【南半球】
みなみアフリカ【南アフリカ】
みなみシナかい【南シナ海】
みなもと【源】
みならい【見習い】
みならう【見習う】
みなり【身形】
みなれる【見慣れる】
みにくい【見難い】
みにくい【醜い】
みにちゅあのう【ミニチュア脳】
みにばぶる【ミニ[小規模]バブル】
みぬく【見抜く】
みぬふり【見ぬ振り】
みね【峰】
みねうち【峰打ち】
みの【蓑】
みのう【未納】
みのうえ【身の上】
みのかさご【蓑笠子】
みのがし【見逃し】
みのがす【見逃す】
みのけ【身の毛】
みのこす【見残す】
みのしろきん【身の代金】
みのしろきんのようきゅう【身代金の要求】
みのたけ【身の丈】
みのたけにあったせいかつをする【身の丈に合った生活をする】
みのほど【身の程】
みのほどをわきまえないひと【身の程をわきまえない人】
みのまわり【身の回り】
みのまわりのいきもの【身の回りの生き物】
みのむし【蓑虫】
みのり【実り】
みのりあるであい【実りある出会い】
みのる【実る】
みはからう【見計らう】
みはっけん【未発見】
みはっこう【未発行】
みはったつ【未発達】
みはっぴょう【未発表】
みはてぬ【見果てぬ】
みはなす【見離す見放す】
みはば【身幅】
みはらい【未払い】
みはらし【見晴らし】
みはらす【見晴らす】
みはり【見張り】
みはる【見張る】
みばえ【見栄え見映え】
みひつのこい【未必の故意】
みひとつ【身一つ】
みひらき【見開き】
みひらく【見開く】
みびいき【身贔屓】
みびょう【未病】
みびょう【未病】
みふうずら【三斑鶉】
みふたつ【身二つ】
みぶり【身振り】
みぶるい【身震い】
みぶん【身分】
みぶん【身分】
みぶんがあんていしたけんきゅうしゃたち【身分が安定した研究者たち】
みぶんがふよされる【身分が付与される】
みぶんしょうめいしょ【身分証明書】
みぶんしょうめいをけいたいする【身分証明(書)を携帯する】
みぶんをうしなう【身分を失う】
みぶんをしめすしょうめいしょ【身分を示す証明書】
みぶんをはなれる【身分を離れる】
みほん【見本】
みほん【見本】
みほんをおくる【見本を送る】
みほんをていきょうする【(…の)見本を提供する】
みほんをにゅうしゅする【(…の)見本を入手する】
みほんをみせる【(人に)見本を見せる】
みぼうじん【未亡人】
みまい【見舞い】
みまい【見舞い】
みまいきゃく【見舞い客】
みまいきん【見舞い金】
みまいのめっせーじ【(…への)見舞いのメッセージ】
みまいをのべる【見舞いを述べる】
みまう【見舞う】
みまがう【見紛う】
みまもりきのう【(高齢者)見守り機能】
みまもる【見守る】
みまわす【見回す】
みまわり【見回り】
みまわる【見回る】
みまん【未満】
みみ【耳】
みみ【耳】
みみあか【耳垢】
みみあたらしい【耳新しい】
みみあて【耳当て】
みみうち【耳打ち】
みみおおい【耳覆い】
みみかき【耳掻き】
みみかき【耳掻き】
みみかざり【耳飾り[イアリング]】
みみかざり【耳飾り】
みみがくもん【耳学問】
みみくそ【耳屎耳糞】
みみざとい【耳聡い】
みみざわり【耳触り】
みみざわり【耳障り】
みみず【蚯蚓】
みみずく【木菟】
みみせん【耳栓】
みみせん【耳栓】
みみそうじ【耳掃除】
みみたぶ【耳朶】
みみだれ【耳垂れ】
みみっちい
みみどおい【耳遠い】
みみなり【耳鳴り】
みみなれる【耳慣れる】
みみにきこえるおと【耳に聞こえる音】
みみのうしろに【耳の後ろに】
みみのびょうき【耳の病気】
みみもと【耳元耳許】
みみもとで【耳元で】
みみより【耳寄り】
みみわ【耳輪耳環】
みみをうたがう【耳を疑う】
みみをふさぐようなそうおん【耳をふさぐような騒音】
みむき【見向き】
みめ【見目】
みめい【未明】
みもしらぬ【見も知らぬ】
みもだえ【身悶え】
みもち【身持ち】
みもと【身元身許】
みもとふめいのいたい【身元不明の遺体】
みもの【見物】
みゃく【脈】
みゃくうつ【脈打つ】
みゃくどう【脈動】
みゃくはく【脈拍脈搏】
みゃくみゃく【脈脈】
みゃくらく【脈絡】
みゃー
みや【宮】
みやけ【宮家】
みやげ【土産】
みやげ【土産】
みやげものてん【みやげ物店】
みやこ【都】
みやこどり【都鳥】
みやこわすれ【都忘れ】
みやさま【宮様】
みやすい【見易い】
みやだいく【宮大工】
みやづかえ【宮仕え】
みやび【雅】
みやびやか【雅やか】
みやぶる【見破る】
みやま【深山】
みやまいり【宮参り】
みやまがらす【深山烏】
みやまほおじろ【深山頬白】
みやる【見遣る】
みゅーるはじょせいようのはでなはきもののいっしゅだ【ミュールは女性用の派手な履物の一種だ】
みょう【妙】
みょうあん【妙案】
みょうおん【妙音】
みょうが【冥加】
みょうが【茗荷】
みょうぎ【妙技】
みょうけい【妙計】
みょうごにち【明後日】
みょうごねん【明後年】
みょうさく【妙策】
みょうしゅ【妙手】
みょうしゅん【明春】
みょうじ【名字苗字】
みょうじょう【明星】
みょうせき【名跡】
みょうだい【名代】
みょうちょう【明朝】
みょうに【妙に】
みょうにち【明日】
みょうねん【明年】
みょうばん【明晩】
みょうばん【明礬】
みょうみ【妙味】
みょうやく【妙薬】
みょうり【冥利】
みょうり【名利】
みょうれい【妙齢】
みよ【御代】
みよい【見好い】
みよう【見様】
みより【身寄り】
みらい【未来】
みらい【未来】
みらいかー【未来カー[未来車]】
みらいかー【未来カー】
みらいしこうのかんけい【未来志向の(相互)関係】
みらいしこうのきょうどうぶんしょ【未来志向の共同文書】
みらいしこうのにちべいかんけい【未来志向の日米関係】
みらいじゅうたく【未来住宅】
みらいず【未来図[未来のビジョン]】
みらいにむかってすすんでいく【未来に向かって進んで行く】
みらいにむけてえがくすがた【未来に向けて描く姿】
みらいのさいなん【未来の災難】
みらいのじぎょうはってん【未来の事業発展】
みらいのびじょん【(…ための)未来のビジョン】
みらいのゆたかさのもでるをしめす【未来の豊かさのモデルを示す】
みらいへのとうしとなるいんふらせいび【未来への投資となるインフラ整備】
みらいへのふあん【未来への不安】
みらいをきりひらく【未来を切り開く】
みらいをともにきずく【未来を共に築く】
みらいをみすえる【未来を見すえる】
みらーさいと【ミラーサイト《インターネットで》】
みらーれすかめら【ミラーレス(一眼レフ)カメラ】
みりょう【未了】
みりょう【魅了】
みりょく【魅力】
みりょく【魅力】
みりょくあるかいしゃ【魅力ある会社】
みりょくあるしごと【魅力ある仕事】
みりょくあるでざいん【魅力あるデザイン】
みりょくあるでざいん【魅力あるデザイン】
みりょくあるりょこうさき【魅力ある旅行先】
みりょくてきなかんこうすぽっと【魅力的な観光スポット】
みりょくてきながいかん【魅力的な外観】
みりょくてきなしじょう【魅力的な市場】
みりょくてきなじぎょう【魅力的な事業】
みりょくてきなじぎょうをてんかいしているちゅうしょうきぎょう【魅力的な事業を展開している中小企業】
みりょくてきなせいひん【魅力的な製品】
みりょくてきなちゅうしょうきぎょう【魅力的な中小企業】
みりょくてきなてーま【魅力的なテーマ】
みりょくてきなばしょ【(…にとって)魅力的な場所】
みりょくてきなびじょん【魅力的なビジョン】
みりょくのあるきょうぎ【魅力のある競技】
みりょくのあるしょうひん【魅力のある商品】
みりょくをいかす【魅力を生かす】
みりん【味醂】
みりんかい【未臨界】
みる【見る】
みる【診る】
みるからに【見るからに】
みるがい【海松貝】
みるみる【見る見る】
みるめ【見る目】
みれん【未練】
みれんがましい【未練がましい】
みわく【魅惑】
みわけ【見分け】
みわける【見分ける】
みわすれる【見忘れる】
みわたす【見渡す】
みをきるかいかく【身を切る改革】
みん【明】
みんい【民意】
みんいく【眠育】
みんいのうねり【民意のうねり】
みんいをはんえいしたぎいんたち【民意を反映した議員たち】
みんえい【民営】
みんえいかによるゆがみ【民営化によるゆがみ】
みんえいかのりてん【民営化の利点】
みんえいきぎょう【民営企業】
みんか【民家】
みんかからあがるほのお【民家から上がる炎】
みんかのにわ【民家の庭】
みんかん【民間】
みんかんいべんと【民間イベント】
みんかんがいこう【民間外交】
みんかんがいこうをあとおしする【民間外交を後押しする】
みんかんがいしゃ【民間[民営]会社】
みんかんきぎょうのじんざい【民間企業の人材】
みんかんきゅうよ【民間給与】
みんかんこうくう【民間航空】
みんかんこうじ【民間工事】
みんかんしゅっしんのだいじん【民間出身の大臣】
みんかんしゅどうのけいきかいふく【民間主導の景気回復】
みんかんだんたい【民間(の)団体】
みんかんとうし【民間投資】
みんかんのえんじょ【民間の援助】
みんかんへのゆうし【民間への融資】
みんかんよそう【民間予想】
みんぐ【民具】
みんけん【民権】
みんげい【民芸】
みんしゅ【民主】
みんしゅう【民衆】
みんしゅかうんどう【民主化運動】
みんしゅかうんどうしゅうかい【民主化運動集会】
みんしゅかだんあつ【民主化(勢力への)弾圧】
みんしゅかのせいこうもでる【民主化の成功モデル】
みんしゅかのようきゅう【民主化の要求】
みんしゅかぷろせす【民主化プロセス】
みんしゅかへのうねり【民主化へのうねり】
みんしゅく【民宿】
みんしゅしゅぎしゃかいのはってん【民主主義社会の発展】
みんしゅしゅぎしゃかいをけいせいする【民主主義社会を形成する】
みんしゅしゅぎのきばん【民主主義の基盤】
みんしゅしゅぎのきほん【民主主義の基本】
みんしゅしゅぎのこんかん【民主主義の根幹】
みんしゅしゅぎのはってん【(この国の)民主主義の発展】
みんしゅせいじ【民主政治】
みんしゅせいじのりねん【民主政治の理念】
みんしゅてきせいけんへのいこう【民主的政権への移行】
みんしん【民心】
みんじ【民事】
みんじさいせい【民事再生】
みんじさいせいてつづきちゅう【民事再生手続き中】
みんじふかいにゅう【民事不介入】
みんじゅ【民需】
みんじゅのかいふく【民需の回復】
みんじょう【民情】
みんせい【民政】
みんせい【民生】
みんせいいかん【民政移管】
みんせん【民選】
みんぞく【民俗】
みんぞく【民族】
みんぞく【民族】
みんぞくさべつ【民族差別】
みんぞくせいさく【民族政策】
みんぞくのほこり【民族の誇り】
みんぞくぶよう【民族舞踊】
みんぞくぶんか【民族文化】
みんぞくぶんか【民族文化】
みんぞくぶんか【民族文化】
みんぞくぶんかをそんちょうする【民族文化を尊重する】
みんぞくへのさべつ【民族への差別】
みんぞくりょうり【民族料理】
みんだん【民団】
みんちょう【明朝】
みんていけんぽう【民定憲法】
みんど【民度】
みんな【皆】
みんななんだいばかりだ【みんな難題ばかりだ】
みんなのよそうをうらぎって【皆の予想を裏切って[に反して]】
みんぱく【民泊】
みんぱくぶもん【民泊部門】
みんぺい【民兵】
みんぼう【民望】
みんぽう【民放】
みんぽう【民法】
みんぽうのきてい【民法の規定】
みんみんぜみ【みんみん蝉】
みんゆう【民有】
みんよう【民謡】
みんりょく【民力】
みんわ【民話】
みーがんほう【ミーガン法】
サンピエールとう【サンピエール島ミクロン島】
ミ
ミイラ
ミキサー
ミキシング
ミクロ
ミクロネシア
ミクロン
ミクロンとう【ミクロン島】
ミケーネ
ミコノスとう【ミコノス島】
ミサ
ミサイル
ミサイル
ミシガン
ミシシッピ
ミシッ
ミシュラン
ミシン
ミス
ミス
ミス
ミスキャスト
ミスキャスト
ミスコン
ミスショット
ミスター
ミステリー
ミスプリント
ミスマッチ
ミスリーディング
ミスリード
ミズ
ミズーリ
ミセス
ミックス
ミッション
ミッションスクール
ミット
ミッドウェーしょとう【ミッドウェー諸島】
ミッドグラモーガンしゅう【ミッドグラモーガン州】
ミッドフィールダー
ミッドランド
ミップス
ミディ
ミディアム
ミトコンドリア
ミトン
ミドル
ミドルきゅう【ミドル級】
ミドルズブラ
ミドルネーム
ミナスジェライスしゅう【ミナスジェライス州】
ミニせいとう【ミニ政党】
ミニアチュア
ミニカー
ミニコミ
ミニコン
ミニサイクル
ミニサッカー
ミニスカート
ミニチュア
ミニディスク
ミニバイク
ミニバイク
ミニバス
ミニバン
ミニマム
ミニマリスト
ミニマリズム
ミネアポリス
ミネストローネ
ミネソタしゅう【ミネソタ州】
ミネラル
ミネルバ
ミノタウロス
ミモザ
ミャンマー
ミャー
ミュンヘン
ミュージカル
ミュージシャン
ミューズ
ミューズがわ【ミューズ川】
ミュール
ミラクル
ミラノ
ミランダじゅんそく【ミランダ準則】
ミラー
ミラー
ミラージュ
ミラーボール
ミリ
ミリは【ミリ波】
ミリオネア
ミリオン
ミリグラム
ミリセカンド
ミリタリールック
ミリバール
ミリミクロン
ミリメートル
ミリリットル
ミルウォーキー
ミルク
ミルクアレルギー
ミルフィーユ
ミレニアム
ミロスとう【ミロス島】
ミンク
ミンクくじら【ミンク鯨】
ミンスク
ミンダナオとう【ミンダナオ島】
ミント
ミー
ミーッミーッ
ミーティング
ミート
ミート
ミードこ【ミード湖】
ミーハー
ミーミル
ミールソリューション
－み
－みせる【－見せる】
－みたい
みあいけっこん【見合い結婚】
みあいじゃしん【見合い写真】
みうけきん【身請け金】
みえぼう【見栄坊】
みおくりにん【見送り人】
みかいしゃかい【未開社会】
