(ビデオ)ゲームソフト
げんきんをきゅうふする【現金を給付する】
げんきんをけいたいする【現金を携帯する[持ち歩く]】
げんきんをけいたいする【現金を携帯する】
げんきんをひきだす【(ATMで)現金を引き出す】
げんきんをひろう【(持ち主不明の)現金を拾う】
げんぎ【原義】
げんぎょう【現業】
げんくん【元勲】
げんけい【原型】
げんけい【原形】
げんけい【減刑】
げんけいしつ【原形質】
げんげ【紫雲英】
げんげつ【弦月】
げんこ【拳固】
げんこう【原稿】
げんこう【原鉱】
げんこう【現行】
げんこう【言行】
げんこうあん【現行案】
げんこういっち【言行一致】
げんこうけんぽう【現行憲法】
げんこうのきてい【現行の規定】
げんこうのけいかく【現行の計画】
げんこく【原告】
げんこくのうったえ【原告の訴え】
げんこくのうったえをしりぞける【原告の訴えを退ける】
げんこくのうったえをみとめる【原告の訴えを認める】
げんこくのしんぞく【原告の親族】
げんこつ【拳骨】
げんこん【現今】
げんご【原語】
げんご【言語】
げんご【言語】
げんごう【元号】
げんごうんようりょく【言語運用(能)力】
げんごおん【言語音】
げんごか【言語化】
げんごかんかく【言語感覚】
げんごがく【言語学】
げんごがくしゃ【言語学者】
げんごがくてきあぷろーち【言語学的アプローチ】
げんごこうぞう【言語構造】
げんごしゅうとく【言語(の)習得】
げんごしょうがい【言語障害】
げんごによってさべつされないびょうどう【言語によって差別されない平等】
げんごのうりょく【言語能力】
げんごのちがい【言語の違い】
げんごりょうほう【言語療法】
げんごろう【源五郎】
げんごをぜっするするざんぎゃくこうい【言語を絶する残虐行為】
げんさい【減債】
げんさい【減災】
げんさいをはかる【減災をはかる】
げんさく【原作】
げんさく【減作】
げんさくどうぶつ【原索動物】
げんさん【原産】
げんさん【減産】
げんさんち【原産地】
げんさんちきそく【原産地規則《貿易で》】
げんさんちきそく【原産地規則】
げんさんちきそく【原産地規則】
げんざい…てんがかいさいちゅうだ【現在…展が開催中だ】
げんざい【原罪】
げんざい【現在】
げんざいうんこうされているこうくうき【現在運行されている航空機】
げんざいこうりょくをゆうするほうりつ【現在効力を有する法律】
げんざいのえんちょうせんじょうでそのかつどうをつづける【現在の延長線上でその活動を続ける】
げんざいのかいしゃにいっしょうつとめる【現在の会社に一生勤める】
げんざいのきじゅん【現在の基準】
げんざいのきじゅんでは【現在の基準では】
げんざいのすいじゅんをいじする【現在の水準を維持する】
げんざいのせいかつのしつをいじする【現在の生活の質を維持する】
げんざいのぜいりつをいじする【現在の税率を維持する】
げんざいのたちばをかえる【現在の立場を変える】
げんざいのたてもの【現在の建物】
げんざいのちつじょをいじする【現在の秩序を維持する】
げんざいのていぼう【現在の堤防】
げんざいのとりくみ【(…に対する)現在の取り組み】
げんざいのよさんきぼをいじする【現在の予算規模を維持する】
げんざいほとんどのえあこんがでんきをつかっている【現在ほとんどのエアコンが電気を使っている】
げんざいりょう【原材料】
げんざいりょうだか【原材料高】
げんざい１どるが９０えんだいだ【現在１ドルが９０円台だ】
げんし【原始】
げんし【原子】
げんし【原子】
げんし【原紙】
げんし【原資】
げんし【幻視】
げんし【減資】
げんしえねるぎー【原子エネルギー】
げんしかく【原子核】
げんしばくだん【原子爆弾】
げんしばくだん【原子爆弾】
げんしばくだんのひがいしゃ【原子爆弾の被害者】
げんしばんごう【原子番号】
げんしぶつりがく【原子物理学】
げんしへいき【原子(力)兵器】
げんしゅ【元首】
げんしゅ【原種】
げんしゅ【原酒】
げんしゅ【厳守】
げんしゅう【減収】
げんしゅく【厳粛】
げんしゅくなかんじをあたえる…のたんじょう【厳粛な感じを与える…の誕生】
げんしゅつ【現出】
げんしょ【原初】
げんしょ【原書】
げんしょ【厳暑】
げんしょう【減少】
げんしょう【現象】
げんしょう【現象】
げんしょう【舷檣】
げんしょく【原色】
げんしょく【減食】
げんしょく【現職】
げんしょくのしゅしょう【現職の首相】
げんしりょく【原子力】
げんしりょく【原子力】
げんしりょく【原子力】
げんしりょくあんぜんいいんかい【原子力安全委員会】
げんしりょくあんぜんいいんかい【原子力安全委員会】
げんしりょくあんぜんきじゅん【原子力安全基準】
げんしりょくあんぜんこうがく【原子力安全工学】
げんしりょくあんぜんせいへのきせいそち【原子力安全性への規制措置】
げんしりょくきせいいいんかい【原子力規制委員会】
げんしりょくきせいちょう【原子力規制庁】
げんしりょくきせいちょう【原子力規制庁】
げんしりょくきょうてい【原子力協定】
げんしりょくきょうりょく【原子力協力】
げんしりょくぎじゅつ【原子力技術】
げんしりょくぎじゅつをびちくするひつようせい【原子力技術を蓄積する必要性】
げんしりょくぎょうかい【原子力業界】
げんしりょくくうぼ【原子力空母】
げんしりょくけんきゅう【原子力(の)研究】
げんしりょくこうがく【原子力工学】
げんしりょくさいがい【原子力災害】
げんしりょくさいがい【原子力災害】
げんしりょくしせつ【原子力施設】
げんしりょくじこ【原子力事故】
げんしりょくせいさく【原子力政策】
げんしりょくせんすいかん【原子力潜水艦】
げんしりょくそんがい【原子力損害】
げんしりょくそんがい【原子力損害】
げんしりょくのせんもんか【原子力(分野)の専門家】
げんしりょくのへいわりよう【原子力の平和利用】
げんしりょくはつでん【原子力発電】
げんしりょくはつでん【原子力発電】
げんしりょくはつでんぎじゅつ【原子力発電(の)技術】
げんしりょくはつでんしょ【原子力発電所】
げんしりょくはつでんのひりつ【原子力発電の比率】
げんしりょくへのいぞん【原子力への依存】
げんしりょくへのいぞんどをへらす【原子力への依存度を減らす】
げんしろ【原子炉】
げんしろかくのうようき【原子炉格納容器】
げんしろかくのうようき【原子炉格納容器】
げんしろかくのうようきをみっぺいする【原子炉格納容器を密閉する】
げんしろこうがく【原子炉工学】
げんしろたてや【原子炉建屋】
げんしろのうんてん【原子炉の運転】
げんしろのうんてんじっせき【原子炉の運転実績】
げんしろのていし【原子炉の停止】
げんしろのれいきゃく【原子炉の冷却】
げんしろめーかー【原子炉メーカー】
げんしん【原審】
げんじ【言辞】
げんじつ【現実】
げんじつ【現実】
げんじつからめをそらす【現実から目をそらす】
げんじつがゆめのようにおもわれた【現実が夢のように思われた】
げんじつしゅぎ【現実主義】
げんじつしゅぎしゃ【現実主義者】
げんじつせかい【現実(の)世界】
げんじつせかいたいかそうせかい【現実世界対仮想世界】
げんじつてきあぷろーち【現実的アプローチ】
げんじつてきかいけつ【現実的解決(策)】
げんじつてきがいこう【現実的外交】
げんじつてきぎろん【現実的議論】
げんじつてきけいかく【現実的計画】
げんじつてきこうやく【現実的公約】
げんじつてきじょうほ【現実的譲歩】
げんじつてきせいさく【現実的政策】
げんじつてきせんたくし【(唯一の)現実的選択肢】
げんじつてきていあん【現実的提案】
げんじつてきでないけんかい【現実的でない[非現実的]見解】
げんじつてきなかんがえ【現実的な考え(方)】
げんじつてきなせんたく【現実的な選択】
げんじつてきなたいあん【現実的な対案】
げんじつてきなはんだんである【現実的な判断である】
げんじつてきなほうさく【現実的な方策】
げんじつてきなもくひょう【(…に対しての)現実的な目標】
げんじつてきなやりかた【現実的なやり方】
げんじつてきもんだい【現実的問題】
げんじつとうひ【現実逃避(癖)】
げんじつとうひしゅぎしゃ【現実逃避主義者】
げんじつにあっていない【現実に合っていない】
げんじつにあっている【現実に合っている】
げんじつにたいおうする【現実に対応する】
げんじつには【現実には】
げんじつはそうあまくない【現実はそう甘くない】
げんじつばなれである【現実離れ[非現実的]である】
げんじつみのあるきょうい【現実味のある脅威】
げんじつろせん【現実路線】
げんじつをうけとめる【現実を受けとめる[受け入れる]】
げんじつをかえる【現実を変える】
げんじつをちょくしする【現実を直視する】
げんじつをふまえたたいさく【現実を踏まえた対策】
げんじつをみすえる【現実を見すえる】
げんじてん【現時点】
げんじゅう【厳重】
げんじゅうこうぎ【厳重(な)抗議】
げんじゅうしょ【現住所】
げんじゅうなけいこく【厳重な警告】
げんじゅうみん【原住民】
げんじゅつ【幻術】
げんじょう【原状】
げんじょう【現状】
げんじょういじ【現状維持】
げんじょういじのしんり【現状維持の心理】
げんじょういじのたちばでいどむ【現状維持の立場で臨む】
げんじょうのへんこうをこころみる【現状の変更を試みる】
げんじょうへんこうのこころみ【現状変更の試み】
げんじょうへんこうをいとする【現状変更を意図する】
げんじょうへんこうをする【現状変更をする】
げんじょうをかいぜんする【現状を改善する】
げんじょうをかえようとするうごき【現状を変えようとする動き】
げんじょうをかんがえれば【現状を考えれば】
げんじる【減じる】
げんじん【原人】
げんすい【元帥】
げんすい【減水】
げんすいばく【原水爆】
げんすいばくきんしうんどう【原水爆禁止運動】
げんすいばくきんしせかいたいかい【原水爆禁止世界大会】
げんすう【減数】
げんすん【原寸】
げんず【原図】
げんせ【現世】
げんせい【原生】
げんせい【厳正】
げんせい【現勢】
げんせいけんのふうちょう【(異論を認めない)現政権の風潮】
げんせいなそうさ【厳正な捜査】
げんせいにはんだんする【厳正に判断する】
げんせき【原石】
げんせき【言責】
げんせきち【原籍地】
げんせだいのせきにん【現世代の責任】
げんせつ【言説】
げんせん【厳選】
げんせん【源泉】
げんぜい【減税】
げんぜん【厳然】
げんぜん【現前】
げんそ【元素】
げんそう【幻想】
げんそう【幻想】
げんそう【現送】
げんそう【舷窓】
げんそうか【幻想家】
げんそうきょく【幻想曲】
げんそうてきうつくしさ【幻想的美しさ】
げんそうてきけいけん【幻想的経験】
げんそうをいだく【幻想を抱く】
げんそうをおこさせる【幻想を起こさせる】
げんそく【原則】
げんそく【原則】
げんそく【減速】
げんそく【舷側】
げんそくとして【原則として】
げんそくにがっちしている【(その)原則に合致している】
げんそくにしたがう【(その)原則に従う】
げんそくにそって【(その)原則に沿って】
げんそくにはんして【(その)原則に反して】
げんそくにはんする【(その)原則に反する】
げんそくにもとづいて【(その)原則に基づいて】
げんそくろん【原則論】
げんそくをおかす【(その)原則を犯す[破る、逸脱する]】
げんそくをけいしする【(その)原則を軽視する】
げんそくをこしゅする【(その)原則を固守[墨守]する】
げんそくをそんちょうする【(その)原則を尊重する】
げんそくをまもる【(その)原則を守る】
げんそん【厳存】
げんそん【玄孫】
げんそん【現存】
げんそんそんしつ【減損損失】
げんぞう【現像】
げんぞく【還俗】
げんたい【原隊】
げんたい【減退】
げんたいせいのみなおしがかんようだ【現体制の見直しが肝要だ】
げんたん【減反】
げんだい【原題】
げんだい【現代】
げんだい【現代】
げんだいか【(経済の)現代化】
げんだいかがく【現代科学】
げんだいし【現代史】
げんだいし【現代詩】
げんだいしゃかい【現代(の)社会】
げんだいしゃかい【現代社会《教科としての》】
げんだいじん【現代人】
げんだいせん【現代戦】
げんだいにほんのどだい【現代日本の土台】
げんだいのどれいせいど【現代の奴隷制度】
げんだいびじゅつ【現代美術】
げんだいぶんがく【現代文学】
げんだいぶんめい【現代文明】
げんだいぶんめい【現代文明】
げんち【現地】
げんち【現地】
げんち【言質】
げんちく【減築】
げんちご【現地語】
げんちじょうせい【現地情勢】
げんちせいさん【(海外での)現地生産】
げんちちょうさ【現地[実地]調査】
げんちちょうさ【現地調査】
げんちでせいさんする【(その製品を)現地で生産する】
げんちのはってんをたすける【現地の発展を助ける】
げんちのほうどう【現地の報道】
げんちほうじん【現地法人】
げんちほぞん【(遺跡の)現地保存】
げんちゅう【原注】
げんちゅう【原虫】
げんちょ【原著】
げんちょう【幻聴】
げんつき【原付き】
げんてい【舷梯】
げんてい【限定】
げんていてきえいきょう【(…への)限定的影響】
げんていばん【限定版】
げんてん【原典】
げんてん【原点】
げんてん【減点】
げんとう【厳冬】
げんとう【幻灯】
げんとう【舷灯】
げんとう【舷頭】
げんとして【厳として】
げんど【限度】
げんどう【言動】
げんどうき【原動機】
げんどうりょく【原動力】
げんなま【現生】
げんなり
げんに【厳に】
げんに【現に】
げんにん【現任】
げんのう【玄翁】
げんのうやくまい【減農薬米】
げんのしょうこ【現の証拠】
げんはんけつ【原判決】
げんば【現場】
げんば【現場】
げんばいし【現場医師】
げんばいり【現場入り】
げんばかんりしゃそう【現場管理者層】
げんばく【原爆】
げんばくいれいひ【原爆慰霊碑】
げんばけいけん【現場(での)経験】
げんばけいけん【現場(での)経験】
げんばせきにんしゃ【現場責任者[監督]】
げんばつ【厳罰】
げんばのこえ【現場の声】
げんばのこえ【現場の声】
げんばのさぎょういんたち【現場の作業員たち】
げんばのじったい【現場の実態】
げんばをしらべる【(事故の)現場を調べる】
げんばん【原板】
げんばん【原盤】
げんぱい【減配】
げんぱつ【原発】
げんぱついぞんからだっする【原発依存から脱する】
げんぱつさいかどうへのじぜんどうい【原発再稼働への事前同意】
げんぱつじこによるおせん【原発事故による汚染】
げんぱつじこのきけんせいをていげんさせる【原発事故の危険性を低減させる】
げんぱつぜろしゃかい【原発ゼロ社会】
げんぱつにいぞんしないしゃかい【原発に依存しない社会】
げんぱつにたよらないあんぜんなしゃかい【原発に頼らない安全な社会】
げんぱつりっち【原発立地】
げんぱつりっちじちたい【原発立地自治体】
げんぱつをいじする【(ある程度の)原発を維持する】
げんぱつをうんえいする【原発を運営する】
げんぱつをけいぞくする【原発を継続(運転)する】
げんぱん【原版】
げんぴん【現品】
げんふくしゃちょうをしゃちょうにきようする【現副社長を社長に起用する】
げんぶがん【玄武岩】
げんぶつ【原物】
げんぶつ【現物】
げんぶつとりひき【現物(株)取り引き】
げんぶつにいく【見物[観光]に行く】
げんぶん【原文】
げんぶんいっち【言文一致】
げんぷ【厳父】
げんぷう【厳封】
げんぷく【元服】
げんぼ【原簿】
げんぼく【原木】
げんぽう【減俸】
げんぽう【減法】
げんぽん【原本】
げんまい【玄米】
げんみつ【厳密】
げんむ【幻夢】
げんめい【原名】
げんめい【厳命】
げんめい【言明】
げんめつ【幻滅】
げんめん【原綿】
げんめん【減免】
げんもう【原毛】
げんもん【舷門】
げんや【原野】
げんやしょうほう【原野商法】
げんゆ【原油】
げんゆ【原油】
げんゆう【現有】
げんゆかかくのきゅうらく【原油価格の急落】
げんゆかかくは１ばれる１００どるのおおだいをとっぱした【原油価格は１バレル１００ドルの大台を突破した】
げんゆのとりひき【原油の取引】
げんゆのゆしゅつ【原油の輸出】
げんゆぶそく【原油不足】
げんゆゆそうのだいどうみゃく【原油輸送の大動脈】
げんり【原理】
げんりゅう【源流】
げんりょう【原(材)料】
げんりょう【原料】
げんりょう【減量】
げんろう【元老】
げんろん【原論】
げんろん【言論】
げんろんだんあつ【言論弾圧】
げんろんとうせいをつよめる【言論統制を強める】
げんろんのじゆう【言論の自由】
げんろんのじゆうのせいやく【言論の自由の制約】
げんろんのじゆうへのかいにゅう【言論の自由への介入】
げんろんのじゆうへのかんしょう【言論の自由への干渉】
げんわ【原話】
げんわく【幻惑眩惑】
げー
げーげー
げーむかいはつ【(ビデオ)ゲーム開発】
げーむかいはつ【ゲーム開発】
げーむかいはつしゃ【ゲーム開発者】
げーむがいしゃ【(ビデオ)ゲーム会社】
げーむがいしゃ【(ビデオ)ゲーム会社】
げーむき【ゲーム機】
げーむけいじばん【ゲーム掲示板】
げーむをする【ゲームをする】
げーむをだうんろーどする【ゲームをダウンロードする】
だいがくにゅうししーずん【大学入試[受験]シーズン】
ゲイ
ゲイン
ゲコゲコ
ゲシュタポ
ゲスト
ゲゼルシャフト
ゲタゲタ
ゲッ
ゲッチンゲン
ゲッツー
ゲットー
ゲティスバーグ
ゲノム
ゲバ
ゲバルト
ゲフィオン
ゲマインシャフト
ゲラ
ゲラゲラ
ゲリマンダー
ゲリラ
ゲル
ゲルド
ゲルマニウム
ゲルマン
ゲレンデ
ゲロゲロ
ゲー
ゲーゲー
ゲージ
ゲーッ
ゲーップ
ゲート
ゲートボール
ゲートル
ゲーム
ゲーム
ゲームアプリ
ゲームセンター
ゲーリ
－げ【－気】
－げん【－減】
げいいんばしょく【鯨飲馬食】
げいげきせんとうき【迎撃戦闘機】
げいげきミサイル【迎撃ミサイル】
げいこつ【鯨骨】
げいごうしゅぎ【迎合主義】
げいごうしゅぎしゃ【迎合主義者】
げいしゃや【芸者屋】
げいじゅつあいこうか【芸術愛好家】
げいじゅついん【芸術院（会員）】
げいじゅつか【芸術家】
げいじゅつかい【芸術界】
げいじゅつさい【芸術祭】
げいじゅつしじょうしゅぎ【芸術至上主義】
げいじゅつだいがく【芸術大学】
げいじゅつひん【芸術（作）品】
げいじゅつりょうほう【芸術療法】
げいたっしゃ【芸達者】
げいのうかい【芸能界】
げいのうじん【芸能人】
げかい【外科医】
げかいいん【外科医院】
げかしゅじゅつ【外科手術】
げかびょうとう【外科病棟】
げきさっか【劇作家】
げきさっか【劇作家】
げきしょうかんえん【劇症肝炎】
げきじょうがい【劇場街】
げきじょうちゅうけい【劇場中継】
げきせんち【激戦地】
げきだんいん【劇団員】
げきちゅうげき【劇中劇】
げきひょうか【劇評家】
げきひょうきじ【劇評記事】
げさくしゃ【戯作者】
げしゅくだい【下宿代】
げしゅくにん【下宿人】
げしゅくや【下宿屋】
げじげじまゆ【げじげじ眉】
げすいかん【下水管】
げすいこう【下水溝】
げすいこうじ【下水工事】
げすいしょりじょう【下水処理場】
げすいどう【下水道】
げそくばん【下足番】
げたばきじゅうたく【下駄履き住宅】
げたばこ【下駄箱】
げたや【下駄屋】
げっかひょうじん【月下氷人】
げっかびじん【月下美人】
げっかんざっし【月刊雑誌】
げっきゅう【月丘】
げっきゅうとり【月給取り】
げっきゅうび【月給日】
げっきゅうぶくろ【月給袋】
げっけいかた【月経過多】
げっけいこんなんしょう【月経困難症】
げっけいしゅうき【月経周期】
げっけいしょうがい【月経障害】
げっけいじ【月経時】
げっけいぜんしょうこうぐん【月経前症候群】
げっけいたい【月経帯】
げっけいつう【月経痛】
げっけいふじゅん【月経不順】
げっけいへいしき【月経閉止期】
げっぷはんばい【月賦販売】
げつまつざんだか【月末残高】
げつまつばらい【月末払い】
げつまつわたし【月末渡し】
げつめんきち【月面基地】
げつめんしゃ【月面車】
げつめんちゃくりく【月面着陸】
げつれいかいぎ【月例会議】
げつれいコンペ【月例コンペ】
げてものぐい【下手物食い】
げてものしゅみ【下手物趣味】
げどくざい【解毒剤】
げねつざい【解熱剤】
げねつりょうほう【解熱療法】
げばひょう【下馬評】
げりどめ【下痢止め】
げんあつしつ【減圧室】
げんあつべん【減圧弁】
げんえきこうほ【現役候補】
げんえんしょうゆ【減塩醤油】
げんえんしょく【減塩食】
げんえんしょくひん【減塩食品】
げんかいかかく【限界価格】
げんかいけんびきょう【限界顕微鏡】
げんかいこうよう【限界効用】
げんかいじょうきょう【限界状況】
げんかいそくど【限界速度】
げんかいりえき【限界利益】
げんかかんり【原価管理】
げんかくざい【幻覚剤】
げんかくざいしようしゃ【幻覚剤使用者】
げんかくしょう【幻覚症】
げんかけいさん【原価計算】
げんかしょうきゃく【減価償却】
げんかしょうきゃくじゅんびきん【減価償却準備金】
げんかしょうきゃくひ【減価償却費】
げんかしょうきゃくまえりえき【減価償却前利益】
げんかみつもり【原価見積り】
げんかりつ【原価率】
げんかんさき【玄関先】
げんかんばらい【玄関払い】
げんかんばん【玄関番】
げんがくがっそう【弦楽合奏】
げんがくしじゅうそう【弦楽四重奏】
げんがくしゃ【衒学者】
げんがくだん【弦楽（合奏）団】
げんがっき【弦楽器】
げんきんうり【現金売り】
げんきんかきとめ【現金書留】
げんきんかんじょう【現金勘定】
げんきんがい【現金買い】
げんきんがかり【現金係】
げんきんきゅうふ【現金給付】
げんきんきゅうよ【現金給与】
げんきんしゅうにゅう【現金収入】
げんきんじどうあずけいれしはらいき【現金自動預入支払機】
げんきんじどうしはらいき【現金自動支払機】
げんきんすいとうぼ【現金出納簿】
げんきんせいか【現金正価】
げんきんとりひき【現金取引】
げんきんとりひき【現金取引（勘定）】
げんきんどんや【現金問屋】
げんきんばらい【現金（引き換え）払い】
げんきんまえわたしし【現金前渡し】
げんきんゆそうしゃ【現金輸送車】
げんきんわりびき【現金割引】
げんぎょういん【現業員】
げんけいしつたい【原形質体】
げんけいしつぶんり【原形質分離】
げんこうはん【現行犯】
げんこうほう【現行法】
げんこうようし【原稿用紙】
げんこうりょう【原稿料】
げんこうろく【言行録】
げんごがく【言語学】
げんごがくしゃ【言語学者】
げんごきょうせい【言語矯正】
げんごけいたいがく【言語形態学】
げんごしゃかいがく【言語社会学】
げんごしょうがい【言語障害】
げんごしょうがいしゃ【言語障害者】
げんごしんりがく【言語心理学】
