よ
ようぎをひにんする【容疑を否認する】
ようぎをみとめる【容疑を認める】
ようぎん【洋銀】
ようくん【幼君】
ようぐ【用具】
ようけい【養鶏】
ようけつ【溶血】
ようけん【洋犬】
ようけん【用件】
ようけん【要件】
ようけん【要件】
ようけんのていじ【要件の提示】
ようけんのめいさい【要件の明細[明示]】
ようけんをめいきする【要件を明記する】
ようけんをゆるめる【要件を緩める】
ようげき【要撃】
ようげん【用言】
ようこう【洋行】
ようこう【要綱】
ようこう【要項】
ようこう【陽光】
ようこうろ【溶鉱炉】
ようこそ
ようご【擁護】
ようご【用語】
ようご【用語】
ようご【養護】
ようごかいせつ【用語解説】
ようごさくいん【用語索引】
ようごじてん【(不動産)用語辞典】
ようごのあんき【用語の暗記】
ようごをあんきする【用語を暗記する】
ようごをつかう【(野球)用語を使う】
ようさい【洋菜】
ようさい【洋裁】
ようさい【要塞】
ようさいるい【葉菜類】
ようさん【葉酸】
ようさん【養蚕】
ようざい【溶剤】
ようざい【用材】
ようし【容姿】
ようし【洋紙】
ようし【用紙】
ようし【要旨】
ようし【陽子】
ようし【養子】
ようしえん【要支援《介護保険法》】
ようしえんぐみ【養子縁組】
ようしき【様式】
ようしき【洋式】
ようしし【養嗣子】
ようしせんちりょう【陽子線治療】
ようしせんちりょうではがんびょうそうのみのはかいがかのうだ【陽子線治療ではがん病巣のみの破壊が可能だ】
ようしつ【洋室】
ようしゃ【容赦】
ようしゅ【洋種】
ようしゅ【洋酒】
ようしゅつ【溶出】
ようしゅん【陽春】
ようしょ【洋書】
ようしょ【要所】
ようしょう【幼少】
ようしょう【要衝】
ようしょく【容色】
ようしょく【洋食】
ようしょく【要職】
ようしょく【養殖】
ようしん【葉身】
ようじ【幼児】
ようじ【幼児】
ようじ【幼時】
ようじ【楊枝】
ようじ【用事】
ようじ【用字】
ようじあずかりじょ【幼児預かり所】
ようじぎゃくたい【幼児虐待】
ようじしぼうりつ【幼児死亡率】
ようじのしゃしん【幼児の写真】
ようじへのせっしゅ【幼児への接種】
ようじへのぞうきいしょく【幼児への臓器移植】
ようじほいくりょう【幼児保育料】
ようじむけがんぐ【幼児向け玩具】
ようじゅつ【妖術】
ようじょ【幼女】
ようじょ【養女】
ようじょう【洋上】
ようじょう【養生】
ようじょうきゅうゆ【洋上給油】
ようじょうきゅうゆぎじゅつ【洋上給油技術】
ようじようりーど【幼児用リード[ひも]】
ようじをあずかる【(一歳から五歳の)幼児を預かる】
ようじん【用心】
ようじん【要人】
ようじんのおうらい【要人の往来】
ようす【様子】
ようす【様子】
ようすい【揚水】
ようすい【用水】
ようすい【羊水】
ようすこう【揚子江】
ようすみのしせい【様子見の姿勢】
ようする【擁する】
ようする【要する】
ようするに【要するに】
ようすをかんさつする【様子を観察する】
ようすをほうどうする【様子を報道する】
ようず【要図】
ようずみ【用済み】
ようせい【妖精】
ようせい【幼生】
ようせい【要請】
ようせい【要請】
ようせい【陽性】
ようせい【養成】
ようせいされたくうばく【(政府から)要請された空爆】
ようせいされたけいかくへんこう【要請された計画変更】
ようせいするけんり【(…を)要請する権利】
ようせいのあるぶんや【(社会的)要請のある分野】
ようせいはんのう【陽性反応】
ようせき【容積】
ようせつ【夭折】
ようせつ【溶接】
ようせん【用箋】
ようせん【用船傭船】
ようそ【沃素】
ようそ【要素】
ようそ【要素】
ようそう【様相】
ようそう【洋装】
ようそぎじゅつ【要素技術】
ようそしゅぎ【要素主義《美術などで》】
ようそひよう【要素費用《経済学などで》】
ようそをこうりょする【要素を考慮する】
ようたし【用足し】
ようたつ【用達】
ようだ【様だ】
ようだい【容体容態】
ようだてる【用立てる】
ようだん【溶断】
ようだん【用談】
ようだん【要談】
ようだんす【用箪笥】
ようち【夜討ち】
ようち【幼稚】
ようち【用地】
ようち【要地】
ようちえん【幼稚園】
ようちえんににゅうえんする【幼稚園に入園する】
ようちないいぶん【幼稚な言い分】
ようちばいしゅう【用地買収】
ようちゅう【幼虫】
ようちゅうい【要注意】
ようつい【腰椎】
ようつう【腰痛】
ようてい【要諦】
ようてん【要点】
ようてん【陽転】
ようでんき【陽電気】
ようでんし【陽電子】
ようと【用途】
ようとう【羊頭】
ようとして【杳として】
ようとん【養豚】
ようど【用度】
ようどうさくせん【陽動作戦】
ような【様な】
ようなし【洋梨】
ように【様に】
ようにく【羊肉】
ようにん【容認】
ようにん【容認】
ようにんしがたいはつげん【容認しがたい発言】
ようねん【幼年】
ようはい【遙拝】
ようばい【溶媒】
ようひし【羊皮紙】
ようひん【洋品】
ようひん【用品】
ようひん【用品】
ようび【曜日】
ようふ【妖婦】
ようふ【養父】
ようふう【洋風】
ようふく【洋服】
ようふぼ【養父母】
ようぶ【洋舞】
ようぶん【養分】
ようへい【傭兵】
ようへい【用兵】
ようへい【葉柄】
ようべん【用便】
ようほいちげんか【幼保一元化】
ようほう【用法】
ようほう【養蜂】
ようぼ【養母】
ようぼう【容貌】
ようぼう【要望】
ようぼう【要望】
ようぼうしょ【要望書】
ようぼうのたようか【要望の多様化】
ようぼうのまるのみ【要望の丸呑み】
ようま【洋間】
ようまく【羊膜】
ようみゃく【葉脈】
ようむ【用務】
ようむ【要務】
ようむき【用向き】
ようめい【幼名】
ようめい【用命】
ようもう【羊毛】
ようもう【養毛】
ようやく【漸く】
ようやく【要約】
ようゆう【溶融熔融】
ようよう【洋洋】
ようらん【揺籃】
ようらん【洋蘭】
ようらん【要覧】
ようりく【揚陸】
ようりつ【擁立】
ようりょう【容量】
ようりょう【用量】
ようりょう【要領】
ようりょく【揚力】
ようりょくそ【葉緑素】
ようりょくたい【葉緑体】
ようれい【用例】
ようれき【陽暦】
ようろ【要路】
ようろう【養老】
よか【予科】
よか【余暇】
よかく【予覚】
よかく【余角】
よかぜ【夜風】
よかつ【余割】
よからぬ【良からぬ】
よかれ【良かれ】
よかれあしかれ【良かれ悪しかれ】
よかん【予感】
よかん【余寒】
よき【予期】
よきしないとらぶる【予期しないトラブル】
よきせぬいへん【予期せぬ異変】
よきせぬひがい【予期せぬ被害】
よきせぬもんだい【予期せぬ問題】
よきょう【余興】
よきん【預金】
よきん【預金】
よきんがんぽんごひゃくまんえんとりそく【預金元本500万円と利息】
よきんきんり【(銀行)預金金利】
よきんきんり【預金金利】
よきんしゃ【預金者】
よきんしゃほご【預金者保護】
よきんする【預金する】
よきんのひきだし【預金の引き出し】
よきんりし【預金利子】
よきんりゅうしゅつ【預金流出】
よきんをひきだす【預金を引き出す】
よぎ【余技】
よぎ【夜着】
よぎしゃ【夜汽車】
よぎない【余儀ない】
よぎり【夜霧】
よぎる【過ぎる】
よく【欲】
よく【翼】
よく【良く好く】
よくあさ【翌朝】
よくあつ【抑圧】
よくあつからかいほうされる【抑圧から解放される】
よくあるぎもん【よくある疑問】
よくきおくする【よく[しっかり]記憶する】
よくきれるないふ【よく切れるナイフ】
よくげつ【翌月】
よくし【抑止】
よくし【抑止】
よくしこうか【抑止効果】
よくしこうか【抑止効果】
よくしさく【抑止策】
よくしせんりゃく【抑止戦略】
よくしつ【浴室】
よくしつけられたこども【よくしつけられた[しつけのよい]子供】
よくしゅう【翌週】
よくしゅるい【翼手類】
よくしられたいいまわし【よく知られた言い回し】
よくしりょくをいじする【抑止力を維持する】
よくしりょくをきょうかする【抑止力を強化する[高める、補強する]】
よくじつ【翌日】
よくじょう【欲情】
よくじょう【浴場】
よくする【浴する】
よくする【良くする能くする】
よくせい【抑制】
よくせい【抑制】
よくせいさく【抑制策】
よくせいするしくみ【(…を)抑制する仕組み】
よくせいてきなけんかい【抑制的な見解】
よくせいてきなたいおう【(人の…に対する)抑制的な対応】
よくせいにゆうこうである【(…の)抑制に有効である[効果がある]】
よくせいのこうか【抑制の効果】
よくそう【浴槽】
よくとく【欲得】
よくど【沃土】
よくないすたいる【よくないスタイル[姿]】
よくねん【翌年】
よくはたらいたあと、いきぬきをする【よく働いたあと、息抜きする】
よくばらんすのとれたえねるぎーせいさく【良くバランスの取れたエネルギー政策】
よくばり【欲張り】
よくばる【欲張る】
よくばん【翌晩】
よくふか【欲深】
よくぼう【欲望】
よくめ【欲目】
よくや【沃野】
よくよう【抑揚】
よくよう【浴用】
よくよく
よくよく－【翌翌－】
よくりゅう【抑留】
よく－【翌－】
よけい【余計】
よけいなはつげんをする【余計な発言をする】
よけつ【預血】
よける【避ける】
よけん【予見】
よげん【予言】
よげん【余弦】
よげん【預言】
よこ【横】
よこあい【横合い】
よこあな【横穴】
よこいっせん【横一線】
よこいと【横糸緯糸】
よこう【予行】
よこう【余光】
よこうえんしゅう【予行演習】
よこうけみ【横受身《柔道》】
よこうれんしゅう【予行練習】
よこおよぎ【横泳ぎ】
よこかぜ【横風】
よこがお【横顔】
よこがき【横書き】
よこがみやぶり【横紙破り】
よこぎ【横木】
よこぎる【横切る】
よこく【予告】
よこく【予告】
よこくきじ【予告記事】
よこくされたはきょく【予告された破局】
よこくをかきこむ【(ネットに)予告を書き込む】
よこぐみ【横組み】
よこぐるま【横車】
よこざま【横様】
よこしま【邪ま】
よこじく【横軸】
よこじま【横縞】
よこす【寄越す】
よこすべり【横滑り】
よこずき【横好き】
よこずわり【横座り】
よこたえる【横たえる】
よこたわる【横たわる】
よこだおし【横倒し】
よこだき【横抱き】
よこちょう【横町】
よこつら【横面】
よこづけ【横付け】
よこづな【横綱】
よこて【横手】
よことび【横跳び】
よこどり【横取り】
よこなが【横長】
よこながし【横流し】
よこながれ【横流れ】
よこなぎ【横薙ぎ】
よこなぐり【横殴り】
よこなみ【横波】
よこはば【横幅】
よこばい【横這い】
よこばら【横腹】
よこぶえ【横笛】
よこぶとり【横太り】
よこぶり【横降り】
よこみち【横道】
よこむき【横向き】
よこめ【横目】
よこもじ【横文字】
よこやり【横槍】
よこゆれ【横揺れ】
よこれんぼ【横恋慕】
よころびのことば【喜びの言葉[声]】
よこわり【横割り】
よご【予後】
よごす【汚す】
よごと【夜毎】
よごれ【汚れ】
よごれたといれ【汚れたトイレ】
よごれる【汚れる】
よさ【良さ善さ】
よさん【予算】
よさん【予算】
よさんあつりょく【予算圧力】
よさんあん【予算案】
よさんあんのしょうにん【予算案の承認】
よさんいいんかい【予算委員会】
よさんきょうしょ【予算教書《米国》】
よさんさくげん【予算削減】
よさんさてい【予算査定《財務省の》】
よさんそうがく【予算総額[総予算]】
よさんそち【(巨額の)予算措置】
よさんちょうか【予算超過】
よさんてきせいやく【予算的制約】
よさんのがいさんようきゅう【予算の概算要求】
よさんのやりくり【予算のやり繰り】
よさんはいぶん【予算配分】
よさんはいぶん【予算配分】
よさんへんせいさぎょう【予算編成作業】
よさんへんせいのおくれ【予算編成の遅れ】
よさんようきゅうがくをあっしゅくする【予算要求額を圧縮する】
よさんわく【予算枠】
よさんをかくほする【予算を確保する】
よさんをくむ【予算を組む】
よさんをはいぶんする【予算を配分する】
よさんをようきゅうする【予算を要求する】
よざい【余罪】
よざい【余財】
よざくら【夜桜】
よざくら【夜桜】
よし
よし【由】
よし【葦】
よしあし【善し悪し】
よしがも【葦鴨】
よしきた【よし来た】
よしきり【葦切】
よしごい【葦五位】
よしず【葦簾葭簀】
よしのざくら【吉野桜】
よしみ【誼】
よしゅう【予習】
よしん【予審】
よしん【予診】
よしん【余震】
よしんば【縦しんば】
よじ【余事】
よじげん【四次元】
よじのぼる【攀じ登る】
よじょう【余剰】
よじょう【余情】
よじょうしょくひん【余剰食品】
よじょうでんりょくかいとりせいど【余剰電力買い取り制度】
よじょうでんりょくのかいとり【余剰電力の買い取り】
よじょうはん【四畳半】
よじる【捩る】
よじれる【捩れる】
よじん【余人】
よじん【余燼】
よすが【縁】
よすぎ【世過ぎ】
よすてびと【世捨て人】
よすみ【四隅】
よせ【寄席】
よせあつめ【寄せ集め】
よせあつめる【寄せ集める】
よせい【余勢】
よせい【余生】
よせかける【寄せ掛ける】
よせがき【寄せ書き】
よせぎ【寄せ木】
よせぎれ【寄せ切れ】
よせつ【余接】
よせつける【寄せ付ける】
よせて【寄せ手】
よせなべ【寄せ鍋】
よせむね【寄せ棟】
よせる【寄せる】
よせんAぐみ【予選A組】
よせん【予選】
よせん【予選】
よせんかい【予選会】
よせんかいじょう【予選会場】
よせんかくくみ【予選各組】
よせんさんかしゃ【予選参加者】
よせんだいさんくみ【予選第３組】
よせんつうかしゃ【予選通過者】
よせんはいたい【予選敗退】
よせんをとっぱする【予選を突破する】
よそ【余所他所】
よそう【予想】
よそう【予想】
よそう【装う】
よそうがく【予想額】
よそうされる…のぴーく【予想される…のピーク】
よそうされるうよきょくせつ【予想される紆余曲折】
よそうされるていこう【予想される抵抗】
よそうされるとらぶる【予想されるトラブル】
よそうされるりあげ【予想される利上げ】
よそうしんろ【(台風の)予想(される)進路】
よそうどおりにきのうする【予想通りに機能する】
よそうりえき【予想利益】
よそうをうわまわるかずのさんかしゃ【予想を上回る数の参加者】
よそおい【装い】
よそおう【装う】
よそく【予測】
よそく【予測】
よそくされるししゃすう【予測される死者数】
よそくず【予測(地)図《地震動天気などの》】
よそくち【予測値】
よそくどおりに【予測通りに】
よそくふかのうないへん【予測不可能な異変】
よそくふのう【予測不能(性)】
よそくほうしき【予測方式《経済数値などの》】
よそくほうほう【予測方法】
よそくをこうひょうする【(…の)予測を公表する】
よそごと【余所事】
よそながら【余所ながら】
よそみ【余所見】
よそめ【余所目】
よそもの【余所者】
よそゆき【余所行き】
よそよそしい【余所余所しい】
よぞら【夜空】
よぞら【夜空】
よた【与太】
よたか【夜鷹】
よたく【余沢】
よたく【預託】
よたもの【与太者】
よたよた
よたる【与太る】
よだれ【涎】
よだん【予断】
よだん【余談】
よち【予知】
よち【余地】
よち【余地】
よちょう【予兆】
よちょうをかんしする【(噴火の)予兆を監視する】
よちょきん【預貯金】
よちよち
よっか【四日】
よっきゅう【欲求】
よっつ【四つ】
よって【因って依って拠って】
よってたかって【寄って集って】
よっぱらい【酔っ払い】
よっぱらう【酔っ払う】
よつ【四つ】
よつあし【四つ足】
よつおり【四つ折り】
よつかど【四つ角】
よつぎ【世継ぎ】
よつぎり【四つ切り】
よつであみ【四つ手網】
よつめ【四つ目】
よつゆ【夜露】
よつんばい【四つん這い】
よづり【夜釣り】
よてい【予定】
よてい【予定】
よていされたいべんと【予定されたイベント】
よていされるしょうひぜいひきあげ【予定される消費税引き上げ】
よていじこく【(…)予定時刻】
よていち【予定[候補]地】
よていひょう【予定表】
よていより５かげつおくれで【予定より５か月遅れで】
よていをすうじかんはやめて【予定を数時間早めて】
よていをとりやめる【予定を取りやめる】
よてき【余滴】
よとう【与党】
よとうぎいん【与党議員】
よとうとやとうのりがいのぶつかりあい【与党と野党の利害のぶつかり合い】
よとうむし【夜盗虫】
よとぎ【夜伽】
よとく【余得】
よとく【余徳】
よどおし【夜通し】
よどみ【淀み澱み】
よどむ【淀む】
よどむ【澱む】
よどんだくうき【よどんだ空気】
よなおし【世直し】
よなか【夜中】
よなが【夜長】
よなき【夜泣き】
よなき【夜鳴き】
よなべ【夜鍋】
よなよな【夜な夜な】
よなれる【世慣れる世馴れる】
よにげ【夜逃げ】
よにも【世にも】
よねつ【予熱】
よねつ【余熱】
よねん【余念】
よのつね【世の常】
よのなか【世の中】
よのならい【世の習い】
よは【余波】
よはく【余白】
よばい【夜這い】
よばれる【呼ばれる】
よばわり【呼ばわり】
よばん【夜番】
よび【予備】
よび【予備】
よびあげる【呼び上げる】
よびあつめる【呼び集める】
よびいれる【呼び入れる】
よびうり【呼び売り】
よびおこす【呼び起こす】
よびかいだん【予備会談】
よびかけ【呼び掛け】
よびかける【呼び掛ける】
よびかわす【呼び交わす】
よびこ【呼び子】
よびこう【予備校】
よびこうこうし【予備校講師】
よびこうせい【予備校生】
よびこみ【呼び込み】
よびこむ【呼び込む】
よびごえ【呼び声】
よびしけん【予備試験】
よびじっけん【予備実験】
よびじっけん【予備実験】
よびすて【呼び捨て】
よびせつび【予備設備】
よびせんべつ【予備選別[審査]】
よびたてる【呼び立てる】
よびだし【呼び出し】
よびだす【呼び出す】
よびちしき【予備知識】
よびつける【呼び付ける】
よびとめる【呼び止める】
よびな【呼び名】
よびなれる【呼び慣れる】
よびにくる【呼びに来る】
よびにやる【呼びにやる】
よびにゆく【呼びに行く】
よびね【呼び値】
よびのかぎ【予備の[合]鍵】
よびのしんしつ【予備の寝室】
よびのでんきゅう【予備の電球】
よびみず【呼び水】
よびもどす【呼び戻す】
よびもの【呼び物】
よびや【呼び屋】
よびょう【余病】
よびよせる【呼び寄せる】
よびりん【呼び鈴】
よふかし【夜更かし】
よふけ【夜更け】
よぶ【呼ぶ】
よぶん【余分】
よほう【予報】
よほうえん【(台風の)予報円】
よほど【余程】
よぼう【予防】
よぼう【予防】
よぼうこうか【予防効果】
よぼうさく【(…の)予防策】
よぼうしょち【予防処置】
よぼうせっしゅのちゅうしゃきのつかいまわしによって【予防接種の注射器の使い回しによって】
よぼうせん【予防線】
よぼうそち【予防措置】
よぼうてきこうげき【予防的[先制]攻撃】
よぼうてきひなん【予防的避難】
よぼよぼ
よまいごと【世迷い言】
よませる【読ませる】
よまつり【夜祭り】
よまわり【夜回り】
よみ【読み】
よみあげる【読み上げる】
よみあやまり【読み誤り】
よみあやまる【読み誤る】
よみあわせ【読み合わせ】
よみあわせる【読み合わせる】
よみおとす【読み落とす】
よみかえす【読み返す】
よみかき【読み書き】
よみかた【読み方】
よみがえる【蘇る甦る】
よみきかせる【読み聞かせる】
よみきり【読み切り】
よみきる【読み切る】
よみくだす【読み下す】
よみこなす【読みこなす】
よみこむ【詠み込む】
よみこむ【読み込む】
よみごたえ【読み応え】
よみさす【読み止す】
よみじ【黄泉路】
よみすごす【読み過ごす】
よみすすむ【読み進む】
よみすて【読み捨て】
よみせ【夜店】
よみだす【読み出す】
よみち【夜道】
よみちがえる【読み違える】
よみつぐ【読み継ぐ】
よみて【読み手詠み手】
よみで【読みで】
よみとりき【読み取り機】
よみとる【読み取る】
よみながす【読み流す】
よみのくに【黄泉の国】
よみびと【詠み人】
よみふける【読み耽る】
よみふだ【読み札】
よみもの【読み物】
よみや【夜宮宵宮】
よむ【詠む】
よむ【読む】
よめ【夜目】
よめ【嫁】
よめい【余命】
よめいびり【嫁いびり】
よめいり【嫁入り】
よめな【嫁菜】
よめる【読める】
よもぎ【艾蓬】
よもすがら【夜もすがら】
よもやのらくせん【よもやの落選】
よもやまばなし【四方山話】
よやく【予約】
よやくうけつけ【予約受け付け】
よやくのきゃんせる【予約のキャンセル】
よやくをきゃんせるする【予約をキャンセルする】
よやとう【与野党】
よやとうのこうぼう【与野党の攻防】
よゆう【余裕】
よゆう【余裕】
よゆうのあるせたい【(経済的に)余裕のある世帯】
よゆうのないれっしゃだいや【余裕のない列車ダイヤ】
よゆうをうしなう【(精神的な)余裕を失う】
よよと
より【寄り】
より【縒り】
よりあい【寄り合い】
よりあつまり【寄り集まり】
よりあつまる【寄り集まる】
よりあわせる【縒り合わせる】
よりあんぜんなみらい【より安全な未来】
よりいと【縒り糸】
よりかかる【寄り掛かる】
よりきり【寄り切り】
よりけり
よりしんかしたとうごうにむけて【より深化した統合に向けて】
よりすがる【寄り縋る】
よりそう【寄り添う】
よりたおし【寄り倒し】
よりつき【寄り付き】
よりつく【寄り付く】
よりどころ【拠り所】
よりどり【選り取り】
よりによって【選りに選って】
よりひろいかんてんから…にたいしょする【より広い観点から…に対処する】
よりみ【寄り身】
よりみち【寄り道】
よりめ【寄り目】
よりょく【余力】
よりよい【より良い】
よりよいみらい【より良い未来】
よりれべるのたかいとうめいせいをきたいする【よりレベルの高い透明性を期待する】
よる【因る由る依る】
よる【夜】
よる【寄る】
よる【拠る】
よる【縒る】
よるのきんむ【夜の勤務[夜勤]】
よるひる【夜昼】
よるべ【寄る辺】
よれい【予鈴】
よれよれ
よろい【鎧】
よろいど【鎧戸】
よろける
よろこばしい【喜ばしい悦ばしい】
よろこばす【喜ばす】
よろこび【喜び】
よろこび【喜び悦び】
よろこびにみちる【喜びに満ちる[でいっぱいになる]】
よろこびのしゅんかん【喜びの瞬間】
よろこびのひょうじょう【喜びの表情[色]】
よろこびをあらわす【喜びを表す】
よろこびをかたる【喜びを語る】
よろこぶ【喜ぶ悦ぶ】
よろしい【宜しい】
よろしき【宜しき】
よろしく【宜しく】
よろず【万】
よろっ
よろめく
よろよろ
よろん【世論】
よろん【世論輿論】
よろんがにぶんされている【世論が二分されている】
よろんがわれている【世論が割れている】
よろんちょうさ【世論調査】
よろんちょうさのこーるせんたー【世論調査のコールセンター】
よろんにみみをかたむける【世論に耳を傾ける】
よろんのあとおし【世論の後押し】
よろんのいっち【世論の一致】
よろんのしじりつ【世論の支持率】
よろんのどうこうをさぐる【世論の動向を探る】
よろんのはんたい【世論の反対】
よろんのはんのうはきびしい【世論の反応は厳しい】
よろんのめ【世論の目】
よろんのりかい【世論の理解】
よわ【夜半】
よわい【弱い】
よわい【齢】
よわいあくしゅ【弱い握手】
よわいどる【弱いドル】
よわいぶぶん【弱い部分】
よわき【弱き】
よわき【弱気】
よわごし【弱腰】
よわごしがいこう【弱腰(な)外交】
よわごしがいこう【弱腰外交】
よわごしがいこう【弱腰外交】
よわさ【弱さ】
よわせる【酔わせる】
よわたり【世渡り】
よわね【弱音】
よわび【弱火】
よわふくみ【弱含み】
よわまる【弱まる】
よわみ【弱み】
よわむし【弱虫】
よわめる【弱める】
よわよわしい【弱弱しい】
よわりはてる【弱り果てる】
よわりめ【弱り目】
よわる【弱る】
よん【四】
よんきゅう【四球】
よんく【四駆】
よんじゅう【四十】
よんじゅうぎせきをかくとくする【(参議院で)４０議席を獲得する】
よんじゅうぎせきをかくほする【４０議席を確保する】
よんそくほこうろぼっと【四足歩行ロボット】
よんそくほこうろぼっとのせいぎょ【四足歩行ロボットの(柔軟な)制御】
よんどころない【拠ん所無い】
よんばい【四倍】
よんぱくいつかのつあー【4泊5日のツアー】
よんひゃく【四百】
よんびょうし【四拍子】
よんぶさく【四部作】
よんりん【四輪】
よんわりのかいとうしゃが…にこうていてきだった【４割の回答者が…に肯定的だった】
よーろっぱのいちぶのくにぐに【ヨーロッパの一部の国々】
よーろっぱやあめりかのしゃかい【ヨーロッパやアメリカの社会】
クリスマスシーズン
ヨイショ
ヨガ
ヨセフ
ヨセミテ
ヨット
ヨナ
ヨハネ
ヨハネスバーグ
ヨルダン
ヨーク
ヨークみさきはんとう【ヨーク岬半島】
ヨークシャー
ヨークシャーテリア
ヨーグルト
ヨース【ヨース〈麗水〉】
ヨーデル
ヨード
ヨーヨー
ヨーロッパ
－よう
－よう【－様】
－よう【－葉】
－よがしに
－よけ【－除け】
－より
－より【－寄り】
よあつそうち【与圧装置】
よあつふく【与圧服】
よいんじょうじょう【余韻嫋嫋じょうじょう】
よういくいん【養育院】
よういくしゃ【養育者】
よういくひ【養育費】
よういしゅうとう【用意周到】
ようえきけん【用益権】
ようえきけんしゃ【用益権者】
ようかあえん【沃化亜鉛】
ようかいえき【溶解液】
ようかいごどにんてい【要介護度認定】
ようかいせい【溶解性】
ようかいど【溶解度】
ようかいねつ【溶解熱】
ようかいへんげ【妖怪変化】
ようかいりょく【溶解力】
ようかいタンク【溶解タンク】
ようかぎん【沃化銀】
ようかぶつ【沃化物】
ようかんいろ【羊羹色】
ようがか【洋画家】
ようがかん【洋画館】
ようがしや【洋菓子屋】
ようがんりゅう【溶岩流】
ようきほうそうリサイクルほう【容器包装リサイクル法】
ようきょうせいさく【容共政策】
ようきょうは【容共派】
ようきょくせん【陽極線】
ようぎしゃ【容疑者】
ようぎょいけ【養魚池】
ようぎょうか【窯業家】
ようぎょか【養魚家】
ようぎょじょう【養魚場】
ようぎょそう【養魚槽】
ようけいか【養鶏家】
ようけいぎょう【養鶏業】
ようけいじょう【養鶏場】
ようげきせんとうき【要撃戦闘機】
ようごがっきゅう【養護学級［学校］】
ようごきょうゆ【養護教諭】
ようごしせつ【養護施設】
ようごしゅう【用語集】
ようごほう【用語法】
ようごろうじんホーム【養護老人ホーム】
ようさいがっこう【洋裁学校】
ようさいし【洋裁師】
ようさいちたい【要塞地帯】
ようさんか【養蚕家】
ようさんぎょう【養蚕業】
ようしえんぐみ【養子縁組】
ようしせんりょうほう【陽子線療法】
