「どういつろうどうどういつちんぎん」【「同一労働同一賃金」】
どうけい【憧憬】
どうけつ【洞穴】
どうける【道化る】
どうけん【同権】
どうこう【動向】
どうこう【動向】
どうこう【同好】
どうこう【同行】
どうこう【如何斯う】
どうこう【瞳孔】
どうこういきょく【同工異曲】
どうこく【同国】
どうこく【慟哭】
どうこん【同根】
どうこんしき【銅婚式】
どうごはんぷく【同語反復】
どうさ【動作】
どうさ【動作】
どうさつ【洞察】
どうさつりょく【洞察力】
どうさつりょくにかける【洞察力に欠ける】
どうさをつづける【動作を続ける】
どうさん【動産】
どうざ【同座】
どうざい【同罪】
どうざん【銅山】
どうし【動詞】
どうし【同士】
どうし【同志】
どうし【導師】
どうし【道士】
どうした【如何した】
どうしつ【同室】
どうしつ【同質】
どうして【如何して】
どうしても【如何しても】
どうしはにほんのがいむだいじんとかいだんした【同氏は日本の外務大臣と会談した】
どうしゃ【同車】
どうしゃせいひんのらいんあっぷ【同社製品のラインアップ[製品群]】
どうしゃのこんぴゅーたーしすてむがこしょうした【同社のコンピューターシステムが故障した】
どうしゃはじんこうえねるぎーとうをかいはつした【同社は人工エネルギー島を開発した】
どうしゅ【同種】
どうしゅうせい【道州制】
どうしゅく【同宿】
どうしょ【同所】
どうしょ【同書】
どうしょういむ【同床異夢】
どうしょく【銅色】
どうしょくぶつ【動植物】
どうしん【同心】
どうしん【童心】
どうしんえん【同心円】
どうしんえんじょうにひろがる【同心円状に広がる】
どうしんえんじょうのひなんくいき【同心円状の避難区域】
どうじ【同時】
どうじ【童子】
どうじく【動軸】
どうじく【同軸】
どうじたはつてろ【同時多発テロ】
どうじたはつてろをふせぐ【同時多発テロを防ぐ】
どうじだい【同時代】
どうじつ【同日】
どうじつうやく【同時通訳】
どうじつうやくしゃ【同時通訳者】
どうじめ【胴締め】
どうじょ【童女】
どうじょう【同上】
どうじょう【同乗】
どうじょう【同情】
どうじょう【同情】
どうじょう【道場】
どうじる【動じる】
どうじん【同人】
どうすい【導水】
どうすう【同数】
どうすれば【如何すれば】
どうすん【同寸】
どうずる【動ずる】
どうせ
どうせい【動勢】
どうせい【動静】
どうせい【同姓】
どうせい【同性】
どうせい【同棲】
どうせいあいけんお【同性愛嫌悪(症)】
どうせいかっぷる【同性カップル】
どうせいかっぷるのしゃいん【同性カップルの社員】
どうせいけっこん【同性(同士の)結婚】
どうせいこん【同性婚】
どうせいぱーとなーしっぷしょうめい【同性パートナーシップ証明書】
どうせいぱーとなーしっぷじょうれい【同性パートナーシップ条例】
どうせき【同席】
どうせだいのひとびと【同世代の人びと】
どうせん【動線】
どうせん【同船】
どうせん【導線】
どうぜい【同勢】
どうぜん【同前】
どうぜん【同然】
どうそう【同窓】
どうそじん【道祖神】
どうそたい【同素体】
どうぞ【何卒】
どうぞう【銅像】
どうぞおげんきで【どうぞお元気で】
どうぞく【同族】
どうたい【動体】
どうたい【動態】
どうたい【同体】
どうたい【導体】
どうたい【胴体】
どうたく【銅鐸】
どうだん【同断】
どうち【同値】
どうちゃく【同着】
どうちゃく【撞着】
どうちゅう【道中】
どうちょう【同調】
どうてい【同定】
どうてい【童貞】
どうてい【道程】
どうていこ【どうてい(洞庭)湖】
どうてき【動的】
どうてきぼうえいりょく【動的防衛力】
どうてん【動転】
どうてん【同点】
どうでも
どうとう【同等】
どうとうのはたらきにたいしてどうとうのちんぎんやたいぐうをほしょうする【同等の働きに対して同等の賃金や待遇を保障する】
どうとく【道徳】
どうとく【道徳】
どうとくきょういく【道徳教育】
どうとくしん【道徳心】
どうとくてきなせんたく【道徳的な選択】
どうとくのじゅぎょう【道徳の授業】
どうどう【堂堂】
どうどうめぐり【堂堂巡り】
どうなが【胴長】
どうなりと
どうにか
どうにも
どうにゅう【導入】
どうにゅう【導入】
どうにん【同人】
どうねん【同年】
どうねんぱい【同年輩】
どうの
どうのこうの
どうはい【同輩】
どうはかん【導波管】
どうはん【同伴】
どうばん【銅板】
どうばん【銅版】
どうひょう【道標】
どうびょう【同病】
どうふう【同封】
どうふく【同腹】
どうぶつ【動物】
どうぶつ【動物】
どうぶつえん【動物園】
どうぶつぎゃくたい【動物虐待】
どうぶつせいのたべもの【動物性の食べ物】
どうぶつせんもんか【動物専門家】
どうぶつたちのえさがすくないくらいもり【動物たちのエサが少ない暗い森】
どうぶつとのきょうぞん【動物との共存】
どうぶつとのきょうぞん【動物との共存】
どうぶつにかんするしんわ【動物に関する神話】
どうぶつびょういん【動物病院】
どうぶつびょういん【動物病院】
どうぶつりょうほう【動物(介在)療法】
どうぶつをさつしょぶんする【動物を殺処分する】
どうぶるい【胴震い】
どうぶん【同文】
どうほう【同胞】
どうほうのせいしん【同胞の精神】
どうまき【胴巻き】
どうまごえ【胴間声】
どうまわり【胴回り】
どうみゃく【動脈】
どうみゃく【動脈】
どうみゃくのせんたん【動脈の先端】
どうめい【同名】
どうめい【同盟】
どうめい【同盟】
どうめいこく【同盟国】
どうめいし【動名詞】
どうめいのけいぞく【同盟(関係)の継続】
どうめいをいじする【同盟を維持する】
どうめいをきょうかする【同盟を強化する】
どうめいをゆるがす【同盟を揺るがす】
どうめだる【(オリンピックの)銅メダル】
どうも
どうもう【獰猛】
どうもく【瞠目】
どうもと【胴元】
どうもん【同門】
どうやって
どうやら
どうやらこうやら
どうゆう【同憂】
どうよう【動揺】
どうよう【同様】
どうよう【童謡】
どうようのあん【同様の案】
どうようのげんしょうをかんそくする【同様の現象を観測する】
どうようのふせいがおこりうる【同様の不正が起こりうる】
どうよく【胴欲】
どうらく【道楽】
どうらん【動乱】
どうらん【胴乱】
どうらんのれきし【動乱の歴史】
どうり【道理】
どうりきがく【動力学】
どうりつ【同率】
どうりょう【同僚】
どうりょう【同量】
どうりょうへのらんぼう【同僚への乱暴】
どうりょく【動力】
どうりょく【動力】
どうりょくきかい【動力機械】
どうりょくきょうきゅう【動力供給】
どうりょくげん【動力源】
どうりょくしげん【動力資源】
どうりをわきまえたひと【道理をわきまえた人】
どうりをわきまえないひと【道理をわきまえない人】
どうりん【動輪】
どうるい【同類】
どうれつ【同列】
どうろ【道路】
どうろ【道路】
どうろけいかく【道路計画】
どうろけんせつ【道路建設】
どうろこうじ【道路工事】
どうろこうつうじょうほうつうしんしすてむ【道路交通情報通信システム】
どうろこうつうほう【道路交通法】
どうろじゅうたい【道路渋滞】
どうろじゅうたいをふせぐ【道路渋滞を防ぐ】
どうろせいびけいかく【道路整備計画】
どうろちず【(…の)道路地図】
どうろちず【道路地図】
どうろのいじ【道路の維持】
どうろのいじかんりひ【道路の維持管理費】
どうろのいじかんりをする【道路の維持管理をする】
どうろのふっきゅう【道路の復旧】
どうろのふっきゅうこうじをする【道路の復旧工事を(素早く)する】
どうろのふっきゅうさぎょうがおもうようにすすんでいない【道路の復旧作業が思うように進んでいない】
どうろのほしゅう【道路の補修】
どうろひょうしき【道路標識】
どうろひょうしき【道路標識】
どうろわき【道路脇】
どうろわきのかんばんのらんりつをふせぐ【道路脇の看板の乱立を防ぐ】
どうろをほしゅうする【道路を補修する】
どうわ【同和】
どうわ【童話】
どう－【同－】
どえらい
どおりで【通りで】
どかぐい【どか食い】
どかす【退かす】
どかた【土方】
どかっ
どかどか
どかゆき【どか雪】
どかり
どかん
どかん【土管】
どがいし【度外視】
どがま【土竈土窯】
どがま【土釜】
どき【土器】
どき【怒気】
どきっと
どきどき
どきゅうかん【弩級艦】
どきゅめんたりーえいが【ドキュメンタリー映画】
どきゅめんたりーえいがのないよう【ドキュメンタリー映画の内容】
どきゅめんたりーばんぐみ【ドキュメンタリー番組】
どきょう【度胸】
どきょう【読経】
どきり
どきん
どきんどきん
どぎつい
どぎまぎ
どぎも【度胆】
どく【毒】
どく【毒】
どく【退く】
どくえい【独泳】
どくえん【独演】
どくが【毒牙】
どくが【毒蛾】
どくがく【独学】
どくがす【毒ガス】
どくがすこうげき【毒ガス攻撃】
どくがん【独眼】
どくきのこ【毒きのこ】
どくぎょ【毒魚】
どくけ【毒気】
どくけし【毒消し】
どくご【独語】
どくごかん【読後感】
どくさい【独裁】
どくさい【独裁】
どくさいけいこうをつよめる【独裁傾向を強める】
どくさいこっか【独裁国家[主義国]】
どくさいこっか【独裁国家】
どくさいしゃ【独裁者】
どくさいせいじ【独裁政治】
どくさいせいじへのあきらかなうごき【独裁政治への明らかな動き】
どくさいだとう【独裁(の)打倒】
どくさいてきなせいじしどうしゃ【独裁的な政治指導者】
どくさいにはんたいする【独裁に反対する】
どくさいのはいしをもとめる【独裁の廃止を求める】
どくさいをしく【独裁を敷く】
どくさいをひていする【独裁を否定する】
どくさいをひはんする【独裁を批判する】
どくさつ【毒殺】
どくしゃ【読者】
どくしゃ【読者】
どくしゃがえらぶにゅーす【読者が選ぶニュース】
どくしゃく【独酌】
どくしゃそう【読者層】
どくしゃのこえ【読者の声[意見]】
どくしゃのこめんと【読者のコメント】
どくしゅ【毒手】
どくしゅう【独習】
どくしょ【読書】
どくしょ【読書】
どくしょう【独唱】
どくしょしつ【読書室】
どくしょのたのしさ【読書の楽しさ】
どくしょのたのしさをしる【読書の楽しさを知る】
どくしょは…によい【読書は…に良い】
どくしょはどくしゃに…をもたらしてくれる【読書は読者に…をもたらしてくれる】
どくしょりょく【読書力】
どくしょをきらう【読書を(とても)嫌う】
どくしょをこのむ【読書を好む】
どくしん【独身】
どくしんじゅつ【読唇術】
どくしんじゅつ【読唇術】
どくしんじゅつ【読心術】
どくしんじょせい【独身女性】
どくじ【独自】
どくじしょく【独自色】
どくじのいんたびゅー【独自のインタビュー】
どくじのぎじゅつ【独自の技術】
どくじのぎじゅつで…をせいぞうする【独自の技術で…を製造する】
どくじのしんか【独自の進化】
どくじのはっそう【独自の発想】
どくじのまーく【独自のマーク】
どくじゃ【毒蛇】
どくじん【毒刃】
どくする【毒する】
どくず【読図】
どくせい【毒性】
どくせい【毒性】
どくせいがよわめられたさいきん【毒性が弱められた細菌】
どくせいのあるがす【毒性のあるガス】
どくせいのつよいういるす【毒性の強いウイルス】
どくせいのつよいういるす【毒性の強いウイルス】
どくせいをよわめたういるす【毒性を弱めたウイルス】
どくせいをよわめたういるす【毒性を弱めたウイルス】
どくせん【毒腺】
どくせん【独占】
どくせん【独占】
どくせんかかく【独占価格】
どくせんきぎょう【独占企業】
どくせんきんしほう【独占禁止法】
どくせんしほん【独占資本】
どくせんをてっぱいする【独占を撤廃する】
どくせんをほじする【独占を保持する】
どくせんをまもる【独占を守る】
どくせんインタビュー【独占インタビュー[会見]】
どくぜつ【毒舌】
どくぜん【独善】
どくぜんてきこうい【独善的[利己的]行為】
どくぜんてきこうどう【独善的[利己的]行動】
どくぜんてきなしせい【独善的な姿勢】
どくぜんてきなろんり【独善的な論理】
どくそ【毒素】
どくそう【毒草】
どくそう【独創】
どくそう【独奏】
どくそう【独走】
どくそうせいでちょうせんする【独創性で挑戦する】
どくそうてきあぷろーち【独創的アプローチ】
どくそうてきなどらま【独創的なドラマ】
どくたけ【毒茸】
どくだみ【蕺草】
どくだん【独断】
どくだんじょう【独壇場】
どくづく【毒づく】
どくとく【独特】
どくとくのそしき【独特の組織】
どくどく
どくどくしい【毒毒しい】
どくにんじん【毒人参】
どくは【読破】
どくはく【独白】
どくふ【毒婦】
どくふ【読譜】
どくぶつ【毒物】
どくぶつ【毒物】
どくへび【毒蛇】
どくほうにあまくだりする【独法に天下りする】
どくぼう【独房】
どくみ【毒味毒見】
どくむし【毒虫】
どくや【毒矢】
どくやく【毒薬】
どくよけ【毒除け】
どくりつ【独立】
どくりついいんかい【《中立性を保つための》独立委員会[第三者委員会]】
どくりつうんどう【独立運動】
どくりつしんのけつじょ【独立心の欠如】
どくりつせいがたかいそしき【(完全な)独立性が高い組織】
どくりつせいやちゅうりつせいがたかいそしき【独立性や中立性が高い組織】
どくりょう【読了】
どくりょく【独力】
どくろ【髑髏】
どくわ【独和】
どくわ【独話】
どくガス【毒ガス】
どぐう【土偶】
どける【退ける】
どけん【土建】
どげざ【土下座】
どこ【何処】
どこう【土工】
どこか【何処か】
どこそこ【何処其処】
どことなく【何処となく】
どこにしゅうしょくするにもけいけんがひつようならば、どうやってさいしょのけいけんをするのだろう【どこに就職するにも経験が必要ならば、どうやって最初の経験をするのだろう】
どこまで【何処まで】
どこも【何処も】
どこやら【何処やら】
どこら【何処ら】
どこらへん【何処ら辺】
どこんじょう【ど根性】
どごう【怒号】
どさくさ
どさっ
どさどさ
どさまわり【どさ回り】
どさんこ【道産子】
どざえもん【土左衛門】
どしがたい【度し難い】
どしつ【土質】
どしどし
どしゃ【土砂】
どしゃさいがい【土砂災害】
どしゃさいがいけいかいじょうほう【土砂災害警戒情報】
どしゃどしゃ
どしゃぶり【土砂降り】
どしょうぼね【土性骨】
どしん
どしんどしん
どじ
どじょう【土壌】
どじょう【土壌】
どじょう【泥鰌】
どじょううりょうしすう【土壌雨量指数】
どじょうおせん【土壌汚染】
どじょうのしつ【土壌の質】
どじょうをおせんじょきょする【土壌を汚染除去する】
どじょうをかいりょうする【土壌を改良する】
どじょうをちょうさする【土壌を調査する】
どす
どすう【度数】
どすぐろい【どす黒い】
どすっ
どすどす
どする【度する】
どすん
どすんどすん
どせい【土星】
どせい【土製】
どせい【怒声】
どせき【土石】
どそう【土葬】
どそく【土足】
どぞう【土蔵】
どぞく【土俗】
どぞく【土賊】
どたぐつ【どた靴】
どたどた
どたばた
どたり
どたん
どたんば【土壇場】
どたんば【土壇場】
どたんばたん
どたんばでけんめいなはんだんをくだす【土壇場で賢明な判断を下す】
どたんばでごういにこぎつける【土壇場で合意にこぎつける】
どたんばでのえんき【土壇場での延期】
どたんばでのえんき【土壇場での延期】
どたんばでのぎゃくてん【土壇場での逆転】
どたんばでほうこうてんかんする【土壇場で方向転換する】
どたんばでほこをおさめる【土壇場で矛を収める】
どたんばのけつだん【土壇場の決断】
どたんばまで【土壇場まで】
どだい
どだい【土台】
どだい【土台】
どちゃく【土着】
どちょう【怒張】
どちら【何方】
どっか
どっか【読過】
どっかい【読会】
どっかい【読解】
どっかり
どっき【毒気】
どっきょろうじん【独居老人】
どっきり
どっきんほう【独禁法】
どっけ【毒気】
どっこい
どっこいしょ
どっこいどっこい
どっこうせん【独航船】
どっさり
どっしり
どっち【何方】
どっちつかず【何方付かず】
どっちみち【何方道】
どっと
どっぷり
どて【土手】
どてっ
どてっぱら【土手っ腹】
どてら【褞袍】
どてん
どとう【怒濤】
どどいつ【都都逸】
どどっ
どどーん
どなた
どなべ【土鍋】
どなりこむ【怒鳴り込む】
どなりちらす【怒鳴り散らす】
どなりつける【怒鳴り付ける】
どなる【怒鳴る】
どなーかーど【ドナー[臓器提供意思表示]カード】
どにち【土日】
どの【何の】
どのう【土嚢】
どのかた【何の方】
どのつよいめがね【度の強い眼鏡】
どのひと【何の人】
どのへん【何の辺】
どのほう【何の方】
どのみち【何の道】
どのよう【何の様】
どのよわいめがね【度の弱い眼鏡】
どはずれ【度外れ】
どはつ【怒髪】
どば【駑馬】
どばし【土橋】
どばと【土鳩】
どひょう【土俵】
どびん【土瓶】
どぶ【溝】
どぶろく【濁酒】
どぶん
どべい【土塀】
どぼく【土木】
どぼく【土木】
どぼくぎし【土木技師】
どぼくけいかく【土木計画】
どぼくこうがく【土木工学】
どぼくたいさく【土木対策】
どぼくぶんやのせんもんしょくいん【土木分野の専門職員】
どぼどぼ
どぼん
どま【土間】
どまんなか【ど真ん中】
どもり【吃り】
どもる【吃る】
どやがい【どや街】
どやす
どやどや
どよう【土曜】
どよう【土用】
どようはかいものでついやす【土曜日は買い物で費やす】
どよめき
どよめく
どら【銅鑼】
どらいぶする【(…を)ドライブする】
どらごえ【どら声】
どらっぐらぐにともなうしぼう【ドラッグラグに伴う死亡】
どらねこ【どら猫】
どらふとかいぎ【ドラフト会議】
どらまのろけち【(テレビ)ドラマのロケ地】
どらむしきせんたくかんそうき【ドラム式洗濯乾燥機】
どらむすこ【どら息子】
どらやき【どら焼き】
どりょう【度量】
どりょうこう【度量衡】
どりょく【努力】
どりょく【努力】
どりょくか【努力家】
どりょくがみずのあわとなった【努力が水の泡となった】
どりょくきばん【勢力基盤】
どりょくぶそく【努力不足】
どりょくをおこたる【(…を得る)努力を怠る】
どりょくをおしんではならない【(…する)努力を惜しんではならない】
どりょくをきょうかする【(…する)努力を強化する】
どりょくをする【(…する)努力をする】
どりるのえのぶぶんをかんじゃごとにこうかんするしか【(歯を削る)ドリルの柄の部分を患者ごとに交換する歯科】
どるいきんぞく【土類金属】
どるうりあつりょく【ドル売り圧力】
どるうりあつりょく【ドル売り圧力】
どるかかくのきゅうとう【ドル価格の急騰】
どるがい【ドル買い】
どるきゅうらくのいちめん【ドル急落の一面】
どるしきんをちょうたつする【ドル資金を調達する】
どるしさん【ドル資産】
どるだてとりひき【ドル建て(の)取引】
どるのかくにん【ドルの信認】
どるのきゅうらく【ドルの急落】
どるのげらく【ドルの下落】
どるのげらくをかそくさせる【ドルの下落を加速させる】
どるのほゆうりょく【ドルの保有量】
どるべーす【ドルベース】
どるをうる【ドルを売る】
どるをかう【ドルを買う】
どるをきじくにしたせかいのつうかたいせい【ドルを基軸にした世界の通貨体制】
どるをきじくにしたつうかたいせい【ドルを基軸にした通貨体制】
どれ【何れ】
どれい【土鈴】
どれい【奴隷】
どれいのようなせいかつをきょうようされる【奴隷のような生活を強要される】
どれいろうどう【奴隷労働】
どれくらい【何れ位】
どれすをかそうしちゃくする【ドレスを仮想試着する】
どれだけ【何れだけ】
どれでも【何れでも】
どれにしても【何れにしても】
どれひとつ【何れ一つ】
どれほど【何れ程】
どれも【何れも】
どれもこれも【何れも此れも】
どろ【泥】
どろ【泥】
どろえのぐ【泥絵の具】
どろがめ【泥亀】
どろくさい【泥臭い】
どろじあい【泥仕合】
どろじあい【泥仕合】
どろどろ
どろなわ【泥縄】
どろぬま【泥沼】
どろのようにねむる【泥のように眠る】
どろぼう【泥棒】
どろまみれ【泥塗れ】
どろまみれになる【泥まみれになる】
どろみず【泥水】
どろみず【泥水】
どろよけ【泥よけ《自転車車などの》】
どろり
どろん
どろんこ【泥んこ】
どろーんがびるのおくじょうにらっかしているのがみつかった【ドローンがビルの屋上に落下しているのが見つかった】
どろーんのうんよう【ドローンの運用[操作]】
どろーんのそうさ【ドローンの操作】
どろーんはおもちゃのひこうきとかんがえられがちだ【ドローンは玩具の飛行機と考えられがちだ】
どろーんははちがとぶときにたてるおとをいみする【「ドローン」は蜂が飛ぶときにたてる音を意味する】
どろーんようむせんしゅうはすうのわりあて【ドローン用無線周波数の割り当て】
どろーんをかいはつする【ドローン[小型無人機]を開発する】
どろーんをこんぴゅーたでせいぎょする【ドローンをコンピュータで制御する】
どわすれ【度忘れ】
どん
どん【鈍】
どんか【鈍化】
どんかく【鈍角】
どんかん【鈍感】
どんき【鈍器】
どんぐり【団栗】
どんこうれっしゃ【鈍行列車】
どんさい【鈍才】
どんじゅう【鈍重】
どんじり【どん尻】
どんす【緞子】
どんそく【鈍足】
どんぞこ【どん底】
どんちゃんさわぎ【どんちゃん騒ぎ】
どんちょう【緞帳】
どんつう【鈍痛】
どんづまり【どん詰まり】
どんてん【曇天】
どんでんがえし【どんでん返し】
どんとう【鈍刀】
どんどん
どんな
どんなうきめをみようとも【どんな憂き目を見ようとも】
どんなおもいからかれはそうしたのか？【どんな思いから彼はそうしたのか？】
どんなしょうさいでもぜんぶ【どんな詳細[細かいこと]でも全部】
どんなだんどりがひつようなのか【どんな段取りが必要なのか】
どんなに
どんぴしゃり
どんぶり【丼】
どんぶりかんじょう【どんぶり[丼]勘定】
どんよく【貪欲】
どんより
どんらん【貪婪】
どーどー
どーぴんぐけんさ【ドーピング検査】
どーん
ド
ドア
ドア
ドアチェック
ドアチェーン
ドアノブ
ドアマット
ドアミラー
ドイツ
ドイモイ
ドイリー
ドゥシャンベ
ドカッ
ドカドカ
ドカン
ドカーン
ドキドキ，ドキンドキン
ドキュメンタリー
ドキュメント
ドクター
ドクター
ドクターコース
ドクターストップ
ドクターヘリ
ドクターヘリ
ドグマ
ドサッ，ドサリ
ドシン
ドシンドシン
ドシーン
ドスキン
ドスン
ドスンドスン
ドタキャン
ドタッ
ドタドタ
ドタリ
ドッキング
ドック
ドッグ
ドッグレッグ
ドッジボール
ドット
ドッドッ
ドップラーこうか【ドップラー効果】
ドテッ
ドドドン
ドドマ
ドドーン
ドナウがわ【ドナウ川】
ドナー
ドニエプルがわ【ドニエプル川】
ドネツがわ【ドネツ川】
ドバイ
ドバッ
ドブン
ドミニカ
ドミニカきょうわこく【ドミニカ共和国】
ドミニカこく【ドミニカ国】
ドミノ
ドメイン
ドメスティックバイオレンス
ドライ
ドライアイ
ドライバー
ドライバー
ドライフラワー
ドライブ
ドライブ
ドライブイン
ドライブインシアター
ドライブスルー
ドライブスルー
ドライボディー
ドライマウス
ドライヤー
ドラスチック
ドラッグ
ドラッグストア
ドラッグバント
ドラッグラグ
ドラッグレース
ドラフト
ドラマ
ドラマ
ドラマチック
ドラマツルギー
ドラマー
ドラム
ドリア
ドリアン
ドリップ
ドリブル
ドリル
ドリンク
ドリームチーム
ドル
ドル
ドルばこ【ドル箱】
ドルトムント
ドルフィンキック
ドルマン
ドレス
ドレスデン
ドレッサー
ドレッシング
ドレッシー
ドレミ
ドレミファ
ドレークかいきょう【ドレーク海峡】
ドレープ
ドロップ
ドロップアウト
ドロンゲーム
ドロー
ドローン
ドン
ドンがわ【ドン川】
ドンキホーテ
ドンドン
ドンファン
ドンマイ
ドー
ドーセットしゅう【ドーセット州】
ドーチェスター
ドーナツ
ドーハ
ドーバー
ドーパミン
ドービル
ドーピング
ドープチェック
ドーベルマン
ドーム
ドーラン
ドーリアしき【ドーリア式】
ドーン
－ど【－度】
－どおし【－通し】
－どおり【－通り】
－どき【－時】
－どころ【－所】
－どころ【－所】
－どころか
－どころの
－どの【－殿】
－どまり【－止まり】
－どめ【－留め止め】
－ども
どういつし【同一視】
どういつじんぶつ【同一人物】
どういつせい【同一性】
どういつろうどうどういつちんぎん【同一労働同一賃金】
どういんかいじょ【動員解除】
どうおんいぎご【同音異義語】
どうかくご【同格語】
どうかくめいし【同格名詞】
どうかさよう【同化作用】
どうかりょく【同化力】
どうがくしゃ【道学者】
どうき【銅器】
どうきげんしょう【同期現象】
どうきしゅうはすう【同期周波数】
どうきしんごう【同期信号】
どうきせい【同期生】
どうきづけ【動機づけ】
どうきゅうせい【同級生】
どうきょうしんじゃ【道教信者】
どうきょうじん【同郷人】
どうきょにん【同居人】
どうぎしん【道義心】
どうぎてきせきにん【道義的責任】
どうぎょうしゃ【同業者】
どうぎょうしゃくみあい【同業者組合】
どうくつたんけん【洞窟探検】
どうぐかた【道具方】
どうぐだて【道具立て】
どうぐばこ【道具箱】
どうぐや【道具屋】
どうけし【道化師】
どうけしばい【道化芝居】
どうけもの【道化者】
どうけやく【道化役】
どうこう【銅鉱】
どうこうかい【同好会】
どうこうしゃ【同行者】
どうこうはんしゃ【瞳孔反射】
どうこくじん【同国人】
どうさつりょく【洞察力】
どうさんさしおさえ【動産差し押さえ】
どうさんほけん【動産保険】
どうしうち【同士打ち】
どうしく【動詞句】
どうしつしゃ【同室者】
どうしゅくしゃ【同宿者】
どうしょくぶつかい【動植物界】
どうしんえん【同心円】
どうじくケーブル【同軸ケーブル】
どうじせんきょ【同時選挙】
どうじたはつテロ【同時多発テロ】
どうじつうやく【同時通訳】
どうじょうしゃ【同乗者】
どうじょうしゃ【同情者】
どうじょうしん【同情心】
どうじょうひょう【同情票】
どうじょうやぶり【道場破り】
どうじょうスト【同情スト】
どうじろくおん【同時録音】
どうじんざっし【同人雑誌】
どうすいかん【導水管】
どうせいあい【同性愛】
どうせいあいけんきゅう【同性愛研究】
どうせいあいしゃ【同性愛者】
どうせいあいぶんか【同性愛文化［風俗］】
どうせいけっこん【同性結婚】
どうせいしゃ【同棲者】
どうせん【銅線】
どうせんけいかく【動線計画】
どうせんしゃ【同船者】
どうせんず【動線図】
どうそうかい【同窓会】
どうそうせい【同窓生】
どうぞくがいしゃ【同族会社】
どうぞくけっこん【同族結婚】
どうぞくもくてきご【同族目的語】
どうたいけいざいがく【動態経済学】
どうたいしゃしん【動体写真】
どうたいしりょく【動体視力】
どうたいちゃくりく【胴体着陸】
どうたいとうけい【動態統計】
どうちゃくごほう【撞着語法】
どうちゅうき【道中記】
どうちょうしゃ【同調者】
どうてきしけん【動的試験】
どうてんけっしょうせん【同点決勝戦】
どうてんホーマー【同点ホーマー】
どうとくか【道徳家】
どうとくがく【道徳学】
どうとくきょういく【道徳教育】
どうとくしん【道徳心】
どうとくりつ【道徳律】
どうはんしゃ【同伴者】
どうばんが【銅版画［刷］】
どうばんちょうこく【銅版彫刻】
どうぶつあいごきょうかい【動物愛護協会】
どうぶつあいごしゅうかん【動物愛護週間】
どうぶつえいせいけんきゅうしょ【動物衛生研究所】
どうぶつえん【動物園】
どうぶつかい【動物界】
どうぶつがく【動物学】
どうぶつがくしゃ【動物学者】
どうぶつけんえき【動物検疫】
どうぶつこうどうがく【動物行動学】
どうぶつしつ【動物質】
どうぶつしゃかいがく【動物社会学】
どうぶつしんりがく【動物心理学】
どうぶつじっけん【動物実験】
どうぶつせい【動物性】
どうぶつせいりがく【動物生理学】
どうぶつそう【動物相】
どうぶつちりがく【動物地理学】
どうぶつびょういん【動物病院】
どうみゃくえん【動脈炎】
どうみゃくけつ【動脈血】
どうみゃくこうか【動脈硬化（症）】
どうみゃくりゅう【動脈瘤】
どうめいいじん【同名異人】
どうめいきゅうこう【同盟休校】
どうめいぐん【同盟軍】
