あるきたばこ【歩きたばこ】
ろうどうさせる【労働させる[を強いる]】
ろうどうしじょうのふあんてい【労働市場の不安定(さ)】
ろうどうしゃ【労働者】
ろうどうしゃのかはんすう【(その事業所の)労働者の過半数】
ろうどうしゃはけん【労働者派遣】
ろうどうしゃはけんけいやく【労働者派遣契約】
ろうどうしゃはけんほう【労働者派遣法】
ろうどうしんぱん【労働審判】
ろうどうじかんのえんちょう【労働時間の延長】
ろうどうじかんのきせい【労働時間の規制】
ろうどうじょうけんをかいぜんする【労働条件を改善する】
ろうどうする【労働する】
ろうどうせいさくしんぎかい【労働政策審議会《厚生労働省の》】
ろうどうだんたい【労働団体】
ろうどうりょく【労働力】
ろうどうりょくじんこうのげんしょう【労働力人口の減少】
ろうどく【朗読】
ろうにゃく【老若】
ろうにん【浪人】
ろうにんぎょう【蝋人形】
ろうねん【老年】
ろうねんいがく【老年医学】
ろうねんいがく【老年医学】
ろうはいぶつ【老廃物】
ろうば【老婆】
ろうばい【狼狽】
ろうばい【蝋梅】
ろうひ【浪費】
ろうふ【老父】
ろうふうふ【老夫婦】
ろうふじん【老婦人】
ろうへい【老兵】
ろうほう【朗報】
ろうぼ【老母】
ろうぼく【老木】
ろうぼくかしたさくら【老木化した桜】
ろうまん【浪漫】
ろうむ【労務】
ろうむかんり【労務管理】
ろうもん【楼門】
ろうらく【籠絡】
ろうりょく【労力】
ろうれい【老齢】
ろうれいねんきん【老齢年金】
ろうれつ【陋劣】
ろうれん【老練】
ろうろう【朗朗】
ろうろう【浪浪】
ろうろうかいご【老老介護】
ろえい【露営】
ろか【濾過】
ろかく【鹵獲】
ろかた【路肩】
ろく【六】
ろく【禄祿】
ろくおん【録音】
ろくおん【録音】
ろくおんきかいきぐ【録音機械器具】
ろくおんけいやく【録音契約】
ろくおんげんばん【録音原盤】
ろくおんしたしーでぃー【録音した[済み]CD】
ろくおんしたてーぷ【(…を)録音したテープ】
ろくおんする【(…を)録音する】
ろくおんそうち【録音装置】
ろくおんてーぷをながす【録音テープを流す】
ろくが【録画】
ろくが【録画】
ろくがえいぞう【録画映像】
ろくがしたでぃーぶいでぃー【録画した[済み]DVD】
ろくがする【(…を)録画する】
ろくがつ【六月】
ろくがばんぐみ【録画(した)番組】
ろくがほうそう【録画放送】
ろくがよやく【録画予約】
ろくさいみまんのようじ【６歳未満の幼児】
ろくさんせい【六三制】
ろくしょう【緑青】
ろくじゅう【六十】
ろくじゅうごさいいじょうのしゅうぎょうきかい【６５歳以上の就業機会】
ろくじゅうごさいみまんではっしょうするじゃくねんせいにんちしょう【６５歳未満で発症する若年性認知症】
ろくすっぽ
ろくでなし【碌で無し】
ろくでもない【碌でも無い】
ろくな【碌な】
ろくに【碌に】
ろくぬすびと【禄盗人】
ろくぶんぎ【六分儀】
ろくぼく【肋木】
ろくまく【肋膜】
ろくめんたい【六面体】
ろくやね【陸屋根】
ろくよう【六曜】
ろくれんぱつ【六連発】
ろくろ【轆轤】
ろくろく【碌碌】
ろけっとかいはつ【ロケット開発】
ろけっとのてんか【(宇宙)ロケットの点火】
ろけっとはっしゃのじゅんび【ロケット発射の準備】
ろけん【露見露顕】
ろこつ【露骨】
ろこつ【露骨】
ろこつないかく【露骨な威嚇】
ろこつないかく【露骨な威嚇】
ろこつなけんせい【(…に対する)露骨な牽制】
ろこつなたいおう【露骨な対応】
ろこつなちょうせん【露骨な挑戦】
ろこつなちょうはつこうい【露骨な挑発行為】
ろこつになる【露骨になる】
ろし【濾紙】
ろしあせいたばこ【ロシア製たばこ】
ろしゅつ【露出】
ろしん【炉心】
ろしんおんど【炉心温度】
ろしんそんしょう【炉心損傷】
ろしんゆうかい【炉心溶融】
ろしんゆうかいをぼうしする【炉心溶融を防止する】
ろじ【路地】
ろじ【露地】
ろじょう【路上】
ろじょうきつえん【路上喫煙】
ろじょうきつえんきんしじょうやく【路上喫煙禁止条例】
ろじょうさつじん【路上殺人】
ろじょうせいのう【(車の)路上性能】
ろせん【路線】
ろせん【路線】
ろせんからけつべつする【(対決)路線から決別する】
ろせんたいりつ【(政策上の)路線対立】
ろせんてんかん【路線転換】
ろせんもう【路線網】
ろせんをてんかんする【(郵政民営化)路線を転換する】
ろせんをはいしする【(不採算)路線を廃止する】
ろせんをふやす【(海外)路線を増やす[拡充する]】
ろだな【炉棚】
ろっかく【六角】
ろっかくどう【六角堂】
ろっかん【六感】
ろっかんしんけい【肋間神経】
ろっかクロム【六価クロム】
ろっくおんがく【ロック音楽】
ろっこつ【肋骨】
ろっぽう【六方】
ろっぽうぜんしょ【六法全書】
ろてい【路程】
ろてい【露呈】
ろてん【露天】
ろてん【露店】
ろてん【露点】
ろてんぶろ【露天風呂[外風呂]】
ろとう【路頭】
ろとう【露頭】
ろどん【魯鈍】
ろはき【濾波器】
ろば【驢馬】
ろばた【炉端】
ろぴーをとる【(そのDVDの)コピーをとる】
ろへん【炉辺】
ろほう【濾胞】
ろぼう【路傍】
ろぼっとあーむがきゃっちしたむじんほきゅうせん【ロボットアームがキャッチした無人補給（宇宙）船】
ろぼっとかいはつ【ロボット開発】
ろぼっとぎじゅつ【ロボット技術】
ろぼっとぎじゅつ【ロボット技術】
ろめい【露命】
ろめん【路面】
ろめん【路面】
ろめんかいしゅう【路面改修(工事)】
ろめんのおんど【路面の温度】
ろめんのおんどじょうしょうをおさえる【路面の温度上昇を抑える】
ろめんほうらく【路面崩落】
ろめんをいろわけする【路面を色分けする】
ろめんをぬる【路面を(緑に)塗る】
ろめんをほそうする【路面を舗装する】
ろれつ【呂律】
ろわ【露和】
ろん【論】
ろんがい【論外】
ろんきゃく【論客】
ろんきゅう【論及】
ろんきょ【論拠】
ろんぎ【論議】
ろんぎのまととなるてーま【論議の的となるテーマ】
ろんこうこうしょう【論功行賞】
ろんこく【論告】
ろんご【論語】
ろんし【論旨】
ろんしゃ【論者】
ろんしゅう【論集】
ろんしょう【論証】
ろんじゅつ【論述】
ろんじる【論じる】
ろんじん【論陣】
ろんせつ【論説】
ろんせん【論戦】
ろんそう【論争】
ろんそうのしょうてん【論争の焦点】
ろんそうのらくちゃく【論争の落着】
ろんだい【論題】
ろんだん【論壇】
ろんだん【論断】
ろんちょう【論調】
ろんてき【論敵】
ろんてん【論点】
ろんどんしょうけんとりひきじょ【ロンドン証券取引所】
ろんどんとう【ロンドン塔】
ろんなん【論難】
ろんばく【論駁】
ろんぱ【論破】
ろんぴょう【論評】
ろんぶん【論文】
ろんぶん【論文】
ろんぶんしっぴつのきそ【論文執筆の基礎】
ろんぶんすう【論文数】
ろんぶんにしょうじゅつしたほうほう【論文に詳述した方法】
ろんぶんのいくつかのもんだいてんをけんしょうする【論文の幾つかの問題点を検証する】
ろんぶんのがぞう【論文の画像】
ろんぶんのきょうちょしゃ【論文の共著者】
ろんぶんのでーたやずひょう【論文のデータや図表】
ろんぶんをきこうする【(ニュースサイトに)論文を寄稿する】
ろんぶんをしっぴつする【論文を執筆する[書く]】
ろんぶんをしんさする【論文を審査する】
ろんぶんをとりさげる【論文を取り下げる】
ろんぶんをはっぴょうする【論文を発表[公表]する】
ろんぶんをひていする【論文を否定する】
ろんぽう【論法】
ろんり【論理】
ろんり【論理】
ろんりてきせいごうせい【論理的整合性】
ろんりてきせつめい【論理的説明】
ろんりにながされる【(官業の)論理に流される】
ろんりをふりかざす【(独善的な)論理を振りかざす[吹聴する]】
ろんりをゆうせんさせる【(経済の)論理を優先させる】
ろーかるしこうのわかもの【ローカル志向の若者】
ろーそくによるかさい【ローソクによる火災】
ろーまていこく【(神聖)ローマ帝国】
ろーまていこくのほうかい【ローマ帝国の崩壊】
ろーるぱん【ロールパン】
ろーるもでる【ロール[役割り]モデル】
ろーんのへんさい【ローンの返済】
ろーんふるふがたてろ【ローンウルフ型テロ】
ろーんへんさいのえんたい【ローン返済の延滞】
ろーんへんさいのおくれ【ローン返済の遅れ】
ろーんりようしゃ【ローン利用者[の借り手]】
ろーんをかんさいする【ローンを完済する】
ろーんをくむ【ローンを組む】
ろーんをへんさいする【ローンを返済する】
ロ
ロアノーク
ロアールがわ【ロアール川】
ロイドめがね【ロイド眼鏡】
ロイヤリティー
ロイヤルゼリー
ロイヤルファミリー
ロイヤルボックス
ロカビリー
ロカルノ
ロガリズム
ロキ
ログ
ログアウト
ログイン
ログオフ
ログオン
ログハウス
ロケ
ロケット
ロケット
ロケットモーター
ロケハン
ロココしき【ロココ式】
ロコモティブシンドローム
ロゴ
ロゴス
ロゴタイプ
ロサリオ
ロサンゼルス
ロザリオ
ロシア
ロジアンしゅう【ロジアン州】
ロジウム
ロジカル
ロジック
ロス
ロスかい【ロス海】
ロスアラモス
ロスコモンしゅう【ロスコモン州】
ロスタイム
ロスタイム
ロストフ
ロゼ
ロゼッタストーン
ロゾー
ロチェスター
ロッカー
ロッキングチェア
ロッキーさんみゃく【ロッキー山脈】
ロック
ロックアウト
ロッククライミング
ロックンロール
ロッジ
ロッテルダム
ロット
ロッド
ロデオ
ロハス
ロハス
ロビイスト
ロビング
ロビー
ロフト
ロブ
ロブスター
ロブノール
ロボット
ロボットアーム
ロボットカー
ロボットスーツ
ロボトミー
ロマ
ロマネスク
ロマン
ロマンス
ロマンチシズム
ロマンチスト
ロマンチック
ロム
ロムルス
ロメ
ロリコン
ロリータコンプレックス
ロリーポップ
ロレンソマルケス
ロレーヌ
ロング
ロングアイランド
ロングステイ
ロングビーチ
ロングライフミルク
ロングラン
ロンド
ロンドン
ロンドンデリー
ロンバルジアしゅう【ロンバルジア州】
ロンパース
ロンパールーム
ロー
ローカライズ
ローカル
ローガンさん【ローガン山】
ローザンヌ
ローション
ロージンバッグ
ロース
ロースクール
ロースター
ロースト
ローストビーフ
ローズ
ローズマリー
ロータリー
ローター
ローティーン
ローテーション
ローデシア
ロートリンゲン
ロードアイランドしゅう【ロードアイランド州】
ロードキル
ロードゲーム
ロードショー
ロードテスト
ロードマップ
ロードレース
ロードワーク
ローヌがわ【ローヌ川】
ローネック
ローハードル
ローパー
ローパーフォーマー
ローヒール
ローファット
ローファー
ローブデコルテ
ローブモンタント
ロープ
ローマ
ローマンたい【ローマン体】
ローミング
ロームそう【ローム層】
ローライズ
ローラー
ローラースポーツ
ローラーブレード
ローリエ
ローリング
ローリー
ロール
ロールシャッハテスト
ロールプレイング
ローレライ
ローレンシウム
ローン
ローン
ローン
ろうあがっこう【聾唖学校】
ろうあきょういく【聾唖教育】
ろうあしゃ【聾唖者】
ろうかいでんし【老化遺伝子】
ろうかげんしょう【老化現象】
ろうかとんび【廊下とんび】
ろうがみ【蝋紙】
ろうがんきょう【老眼鏡】
ろうきょくし【浪曲師】
ろうざいく【蝋細工】
ろうしかんけい【労使関係】
ろうしきょうちょう【労使協調】
ろうしきょうてい【労使協定】
ろうしこうしょう【労使交渉】
ろうしふんそう【労使紛争】
ろうじょうぐん【籠城軍】
ろうじんいがく【老人医学】
ろうじんいりょう【老人医療】
ろうじんがく【老人学】
ろうじんさべつ【老人差別】
ろうじんせいにんちしょう【老人性認知症】
ろうじんせいはくないしょう【老人性白内障】
ろうじんびょう【老人病】
ろうじんびょういん【老人病院】
ろうじんびょうがく【老人病学】
ろうじんふくし【老人福祉】
ろうじんパワー【老人パワー】
ろうじんホーム【老人ホーム】
ろうぜきもの【狼藉者】
ろうそくたて【蝋燭立て】
ろうそひょう【労組票】
ろうぞめ【蝋染め】
ろうどういいんかい【労働委員会】
ろうどういよく【労働意欲】
ろうどううんどう【労働運動】
ろうどうか【労働歌】
ろうどうかがく【労働科学】
ろうどうかんけいちょうせいほう【労働関係調整法】
ろうどうきじゅんほう【労働基準法】
ろうどうきぞく【労働貴族】
ろうどうきほんけん【労働基本権】
ろうどうきゅうじつ【労働休日】
ろうどうきょうやく【労働協約】
ろうどうきょかしょう【労働許可証】
ろうどうきんこ【労働金庫】
ろうどうくみあい【労働組合】
ろうどうくみあいほう【労働組合法】
ろうどうけん【労働権】
ろうどうさい【労働祭】
ろうどうさいがい【労働災害】
ろうどうさいがいほう【労働災害法】
ろうどうさいがいほけん【労働災害保険】
ろうどうさいがいほしょう【労働災害補償】
ろうどうさんけん【労働三権】
ろうどうさんぽう【労働三法】
ろうどうしじょう【労働市場】
ろうどうしゃ【労働者】
ろうどうしゃかいきゅう【労働者階級】
ろうどうしゃはけんじぎょうほう【労働者派遣事業法】
ろうどうしゃはけんほう【労働者派遣法】
ろうどうしゅうやくてきさんぎょう【労働集約的［型］産業】
ろうどうしょう【労働省】
ろうどうじかん【労働時間】
ろうどうじょうけん【労働条件】
ろうどうじんこう【労働人口】
ろうどうせいさんせい【労働生産性】
ろうどうそうぎ【労働争議】
ろうどうとう【労働党】
ろうどうび【労働日】
ろうどうぶんぱいりつ【労働分配率】
ろうどうほう【労働法】
ろうどうりょく【労働力】
ろうどくしゃ【朗読者】
ろうどくほう【朗読法】
ろうなぬし【牢名主】
ろうにゃくなんにょ【老若男女】
ろうにんぎょう【蝋人形】
ろうにんぎょうかん【蝋人形館】
ろうばしん【老婆心】
ろうひか【浪費家】
ろうひへき【浪費癖】
ろうまんしゅぎ【浪漫主義】
ろうまんしゅぎしゃ【浪漫主義者】
ろうまんは【浪漫派】
ろうむか【労務課】
ろうむかんり【労務管理】
ろうむしゃ【労務者】
ろうむひ【労務費】
ろうやぶり【牢破り】
ろうれいねんきん【老齢年金】
ろうれんか【老練家】
ろえいち【露営地】
ろかえき【濾過液】
ろかき【濾過器［装置］】
ろかくひん【鹵獲品】
ろかざい【濾過材】
ろかしゅうじんそうち【濾過集塵しゅうじん装置】
ろかせい【濾過性】
ろかそう【濾過層】
ろかたちゅうい【路肩注意】
ろくおんがかり【録音係】
ろくおんき【録音機】
ろくおんぎし【録音技師】
ろくおんしつ【録音室】
ろくおんばん【録音盤】
ろくおんほうそう【録音放送】
ろくおんテープ【録音テープ】
ろくぶんぎざ【六分儀座】
ろくまくえん【肋膜炎】
ろくろくび【轆轤首】
ろざ【炉座】
ろしゅつきょう【露出狂】
ろしゅつけい【露出計】
ろしゅつしょう【露出症】
ろしゅつじかん【露出時間】
ろしゅつオーバー【露出オーバー［不足］】
ろしんようゆう【炉心溶融】
ろじうら【路地裏】
ろじぐち【路地口】
ろじさいばい【露地栽培】
ろじょうきつえん【路上喫煙】
ろじょうしけん【路上（実地）試験】
ろじょうじこ【路上事故】
ろじょうせいかつしゃ【路上生活者】
ろせんか【路線価】
ろせんトラック【路線トラック】
ろせんバス【路線バス】
ろちりめん【絽縮緬ちりめん】
ろっかくけい【六角形】
ろっかんしんけいつう【肋間神経痛】
ろてんきろくけい【露点記録計】
ろてんしつどけい【露点湿度計】
ろてんしょう【露天商】
ろてんぶろ【露天風呂】
ろてんぼり【露天掘り】
ろばたやき【炉端焼き】
ろへんだんわ【炉辺談話】
ろほうえん【濾胞炎】
ろほうせいリンパしゅ【濾胞性リンパ腫】
ろめんでんしゃ【路面電車】
ろわじてん【露和辞典】
ろんじゅつしきテスト【論述式テスト】
ろんせついいん【論説委員】
ろんせつめん【論説面】
ろんせつらん【論説欄】
ろんそうしゃ【論争者】
ろんそうてん【論争点】
ろんぶんはくし【論文博士】
ろんりがく【論理学】
ろんりがくしゃ【論理学者】
ロちょう【ロ調】
ロちょうちょう【ロ長［短］調】
ロイターつうしんしゃ【ロイター通信社】
ロカビリーかしゅ【ロカビリー歌手】
ロケットき【ロケット機】
ロケットこうがく【ロケット工学】
ロケットだん【ロケット弾】
ロケットだんはっしゃき【ロケット弾発射機】
ロケットねんりょう【ロケット燃料】
ロケットはっしゃじょう【ロケット発射場】
ロケットはっしゃだい【ロケット発射台】
ロケットほう【ロケット砲】
ロケットエンジン
ロケハン
ロケーションフリー
ロサンゼルスタイムズ
ロシアかくめい【ロシア革命】
ロシアフォルマリズム
ロッカールーム
ロックかしゅ【ロック歌手】
ロックバンド
ロッドアンテナ
ロボットこうがく【ロボット工学】
ロマンは【ロマン派［主義］】
ロマンスご【ロマンス語】
ロマンスグレー
ロマンスシート
ロングコート
ロングシュート
ロングショット
ロングスカート
ロングセラー
ロングヒット
ロングフライトしょうこうぐん【ロングフライト症候群［血栓症］】
ロングプレー
ロンドンしちょう【ロンドン市長】
ロンドンとう【ロンドン塔】
ロンドンなまり
ローアングルショット
ローカルせん【ローカル線】
ローカルばん【ローカル版】
ローカルほうそう【ローカル放送】
ローカルカラー
ローカルニュース
ローギア
ローストチキン
ローストビーフ
ロースハム
ロータリーエンジン
ロータリークラブ
ロータリークラブかいいん【ロータリークラブ会員】
ロードショーげきじょう【ロードショー劇場】
ロープウエー
ロープダウン
ローマしんわ【ローマ神話】
ローマじ【ローマ字】
ローマじたい【ローマ字体】
ローマすうじ【ローマ数字】
ローマほう【ローマ法】
ローマほうおう【ローマ法王】
ローマほうおうちょう【ローマ法王庁】
ローマもじ【ローマ文字】
ローマカトリックきょう【ローマカトリック教】
ローマカトリックきょうかい【ローマカトリック教会】
ローラーそうさ【ローラー捜査】
ローラーカナリヤ
ローラーコースター
ローラースケート
ローリングパス
ロールイン
ロールカステラ
ロールカラー
ロールキャベツ
ロールパン
ロールプレイングゲーム
ローンスキー
ローンテニス
ろうをかむような【蝋をかむような】
ろくをはむ【禄を食はむ】
ろんごよみのろんごしらず【論語読みの論語知らず】
ろんよりしょうこ【論より証拠】
ろんをまたない【論をまたない】
ろうえいする【漏洩する】
ろうえいする【漏洩する】
ろうきゅうかする【老朽化する】
ろうきゅうした【老朽した】
ろうしする【牢死する】
ろうすいする【老衰する】
ろうづけする【ろう付けする】
ろうでんする【漏電する】
ろうどうする【労働する】
ろうどくする【朗読する】
ろうねんの【老年の】
ろうばいする【狼狽する】
ろうひする【浪費する】
ろうやぶりをする【牢破りをする】
ろうらくする【籠絡する】
ろうれいの【老齢の】
ろうれつな【陋劣な】
ろえいする【露営する】
ろかくする【鹵獲する】
ろかする【濾過する】
ろかせいの【濾過性の】
ろくおんする【録音する】
ろくまくえんの【肋膜炎の】
ろくまくの【肋膜の】
ろくめんたいの【六面体の】
ろしゅつする【露出する】
ろっかくけいの【六角形の】
ろっかくの【六角の】
ろっこつの【肋骨の】
ろどんな【魯鈍な】
ろんがいの【論外の】
ろんきゅうする【論及する】
ろんしょうする【論証する】
ろんじゅつする【論述する】
ろんだんする【論断する】
ろんなんする【論難する】
ろんばくする【論駁する】
ろんぴょうする【論評する】
ろんりてき【論理的（に）】
ログオフする
ログオンする
ロシアの
ロジカルな
ローマの
ローマほうおうの【ローマ法王の】
ローマカトリックきょうの【ローマカトリック教の】
ローラースケートをする
