ひ【否】
ひかりをかんちする【光を感知する】
ひかりをかんちする【光を感知する】
ひかりをさんらんさせる【光を散乱させる】
ひかりをでんたつする【光を伝達する】
ひかりをとらえる【(…から放出された)光を捕らえる】
ひかりをはんしゃさせる【光を反射させる】
ひかりをほうしゅつする【光を放出する】
ひかる【光る】
ひかれもの【引かれ者】
ひかれる【引かれる惹かれる】
ひかん【悲観】
ひかん【悲観】
ひかん【避寒】
ひかんぜいしょうへき【非関税障壁】
ひかんぜいしょうへき【非関税障壁】
ひかんてきなみかた【悲観的な見方[考え方]】
ひかんりしょく【非管理職(の地位)】
ひかんろん【悲観論】
ひかんろんがただよう【悲観論が漂う】
ひが【彼我】
ひがい【被害】
ひがい【被害】
ひがいがおおきかったちいき【被害が大きかった地域】
ひがいしゃ【被害者】
ひがいしゃ【被害者】
ひがいしゃのいぞくたちがきびしいしょばつをもとめた【被害者の遺族たちが厳しい処罰を求めた】
ひがいしゃのいたみ【被害者の痛み】
ひがいしゃのしんぞく【被害者の親族】
ひがいしゃのはんのう【被害者の反応】
ひがいしゃをきゅうえんする【被害者を救援する】
ひがいちょうさ【被害調査】
ひがいにおそわれたちいき【被害に襲われた地域】
ひがいにたいするばいしょうのはんいをめいきする【被害に対する賠償の範囲を明記する】
ひがいのかくだいをふせぐ【被害の拡大を防ぐ】
ひがいのじったい【被害の実態】
ひがいをけいげんする【被害を軽減する】
ひがいをよそくする【被害を予測する】
ひがえり【日帰り】
ひがえりりょこう【日帰り旅行】
ひがけ【日掛け】
ひがさ【日傘】
ひがし【干菓子】
ひがし【東】
ひがしかいがん【東[西]海岸】
ひがしがわ【東側】
ひがしにほんだいしんさい【東日本大震災】
ひがしにほんだいしんさいのふっきゅう【東日本大震災の復旧】
ひがしガッツさんみゃく【東ガッツ山脈】
ひがしチモール【東チモール】
ひがた【干潟】
ひがな【日がな】
ひがみ【僻み】
ひがむ【僻む】
ひがめ【僻目】
ひがら【日柄】
ひがら【日雀】
ひがわり【日替わり】
ひがん【彼岸】
ひがん【悲願】
ひき【引き】
ひき【悲喜】
ひきあい【引き合い】
ひきあう【引き合う】
ひきあげ【引き上げ引き揚げ】
ひきあげる【引き上げる引き揚げる】
ひきあて【引き当て】
ひきあてる【引き当てる】
ひきあみ【引き網】
ひきあわせ【引き合わせ】
ひきあわせる【引き合わせる】
ひきいる【率いる】
ひきいれる【引き入れる】
ひきうけ【引き受け】
ひきうける【引き受ける】
ひきうす【碾き臼挽き臼】
ひきうつし【引き写し】
ひきうつす【引き写す】
ひきおこす【引き起こす】
ひきおとし【引き落とし】
ひきおとす【引き落とす】
ひきおろす【引き下ろす引き降ろす】
ひきかえ【引き替え引き換え】
ひきかえす【引き返す】
ひきかえる【引き替える引き換える】
ひきがえる【蟇蛙】
ひきがたり【弾き語り】
ひきがね【引き金】
ひきぎわ【引き際】
ひきげき【悲喜劇】
ひきこなす【弾きこなす】
ひきこみせん【引き込み線】
ひきこむ【引き込む】
ひきこもり【引きこもり】
ひきこもり【引き籠もり】
ひきこもる【引き籠もる】
ひきころす【轢き殺す】
ひきさがる【引き下がる】
ひきさく【引き裂く】
ひきさげ【引き下げ】
ひきさげる【引き下げる】
ひきざん【引き算】
ひきしお【引き潮】
ひきしぼる【引き絞る】
ひきしまる【引き締まる】
ひきしめ【引き締め】
ひきしめる【引き締める】
ひきすえる【引き据える】
ひきずりこむ【引き摺り込む】
ひきずりだす【引き摺り出す】
ひきずりまわす【引き摺り回す】
ひきずる【引き摺る】
ひきぞめ【弾き初め】
ひきたおす【引き倒す】
ひきたつ【引き立つ】
ひきたて【引き立て】
ひきたてる【引き立てる】
ひきだし【引き出し】
ひきだす【引き出す】
ひきちがい【引き違い】
ひきちぎる【引き千切る】
ひきちゃ【挽き茶】
ひきつえんしゃ【非喫煙者】
ひきつぎ【引き継ぎ】
ひきつぐ【引き継ぐ】
ひきつけ【引き付け】
ひきつける【引き付ける】
ひきつづき【引き続き】
ひきつづきのあいこ【引き続きの[変わらぬ]愛顧】
ひきつづく【引き続く】
ひきつり【引き攣り】
ひきつる【引き攣る】
ひきつれる【引き連れる】
ひきづな【引き綱】
ひきづり【引き釣り】
ひきて【引き手】
ひきて【弾き手】
ひきでもの【引き出物】
ひきとめる【引き留める引き止める】
ひきとりにん【引き取り人】
ひきとる【引き取る】
ひきど【引き戸】
ひきどき【引き時退き時】
ひきなおす【引き直す】
ひきにく【挽き肉】
ひきにく【挽き肉】
ひきにげ【轢き逃げ】
ひきぬく【引き抜く】
ひきのばし【引き伸ばし】
ひきのばし【引き延ばし】
ひきのばしせんじゅつ【引き延ばし戦術】
ひきのばす【引き伸ばす】
ひきのばす【引き延ばす】
ひきはがす【引き剥がす】
ひきはなす【引き離す】
ひきはらう【引き払う】
ひきふね【引き船引き舟】
ひきまく【引き幕】
ひきまど【引き窓】
ひきまわし【引き回し】
ひきまわす【引き回す】
ひきもきらず【引きも切らず】
ひきもどす【引き戻す】
ひきゃく【飛脚】
ひきゅう【飛球】
ひきょう【卑怯】
ひきょう【悲境】
ひきょう【秘境】
ひきょう【秘教】
ひきょく【悲曲】
ひきょじゅうしゃ【非居住者】
ひきょり【飛距離】
ひきよせる【引き寄せる】
ひきわけ【引き分け】
ひきわける【引き分ける】
ひきわたし【引き渡し】
ひきわたす【引き渡す】
ひきわり【碾き割り挽き割り】
ひきん【卑近】
ひきんぞく【卑金属】
ひきんぞく【非金属】
ひぎ【秘儀】
ひぎ【秘技】
ひぎしゃ【被疑者】
ひぎょう【罷業】
ひく【引く】
ひく【弾く】
ひく【挽く】
ひく【碾く】
ひく【轢く】
ひく【退く】
ひくい【低い】
ひくいおんど【低い温度[低温]】
ひくいおんどをたもつ【低い温度を保つ】
ひくいかいきゅうのけいかん【低い階級の警官】
ひくいかのうせい【低い可能性】
ひくいきおん【(冬の)低い気温】
ひくいきゅうよ【低い給与】
ひくいこえ【低い声】
ひくいすいじゅんにとどまる【低い水準にとどまる】
ひくいてすうりょう【低い手数料】
ひくいとくてん【低い得点】
ひくいどり【火食い鳥】
ひくいな【緋秧鶏】
ひくいはな【低い鼻】
ひくいりまわり【低い利回り】
ひくっ
ひくつ【卑屈】
ひくて【引く手】
ひくひく
ひくめ【低め】
ひくめる【低める】
ひぐま【羆】
ひぐらし【蜩茅蜩】
ひぐれ【日暮れ】
ひぐんじてきこうけん【非軍事的貢献】
ひぐんじぶっし【非軍事物資】
ひぐんじりよう【(…の)非軍事利用】
ひけ【引け】
ひけぎわ【引け際】
ひけし【火消し】
ひけだか【引け高】
ひけつ【否決】
ひけつ【秘訣】
ひけつ【秘訣】
ひけどき【引け時】
ひけね【引け値】
ひけめ【引け目】
ひけらかす
ひける【引ける】
ひけん【卑見】
ひけん【比肩】
ひけんしゃ【被験者】
ひけんせつてきなはつげん【非建設的な発言】
ひげ【卑下】
ひげ【髭髯鬚】
ひげき【悲劇】
ひげき【悲劇】
ひげきがおきた【悲劇が起きた】
ひげきてきなし【悲劇的な死】
ひげきてきなし【悲劇的な詩】
ひげきてきなものがたり【悲劇的な物語】
ひげきのひ【悲劇(的な)の日】
ひげきのひまくあけ【悲劇の幕開け】
ひげきのまく【悲劇の幕】
ひげきのまくをあける【悲劇の幕を開ける】
ひげきをうむ【悲劇を生む】
ひげきをおわらせる【悲劇を終わらせる】
ひげもじゃ【髯もじゃ】
ひげんぎょう【非現業】
ひげんごおん【非言語音】
ひげんじつてき【非現実的】
ひげんじつてきこうやく【非現実的公約】
ひげんじつてきなかんがえ【非現実的な考え(方)】
ひこう【非行】
ひこう【飛行】
ひこう【飛行】
ひこうかい【非公開】
ひこうかいすう【飛行回数】
ひこうかいのかいぎ【非公開の会議】
ひこうき【飛行機】
ひこうき【飛行機】
ひこうきからおりる【飛行機から降りる】
ひこうきで…のところへいく【飛行機で…のところへ行く】
ひこうきではねだから…のところへいく【飛行機で羽田から…のところへ行く】
ひこうきにのりこむ【飛行機に乗り込む】
ひこうきのきっぷ【飛行機の切符】
ひこうきのじょうきゃく【飛行機の乗客】
ひこうきのついらくげんば【飛行機の墜落現場】
ひこうきのついらくじこ【飛行機の墜落事故】
ひこうくんれんをする【飛行訓練をする】
ひこうけいかく【飛行計画[フライトプラン]】
ひこうけいろ【飛行経路】
ひこうし【飛行士[パイロット]】
ひこうしき【非公式】
ひこうしきなかいごう【非公式な会合】
ひこうじょう【飛行場】
ひこうじょうをけんせつする【飛行場を建設する】
ひこうせいげん【飛行制限】
ひこうせいのう【飛行性能】
ひこうせいびえん【肥厚性鼻炎】
ひこうのあんぜんたいせい【飛行の安全体制】
ひこうのもくてき【飛行の目的】
ひこうのるーる【飛行のルール】
ひこうまえのきたいちぇっく【飛行前の機体チェック】
ひこうまにゅある【飛行[フライト]マニュアル】
ひこうまにゅある【飛行マニュアル】
ひこうもーど【飛行モード】
ひこうをきんしする【飛行を禁止する】
ひこく【被告】
ひこくにんしつもん【被告人質問《裁判》】
ひこくにんにちょうえき10ねん【被告人に懲役10年】
ひこくのいいぶん【(その)被告の言い分】
ひこくのねんれいをぎろんする【被告の年齢を議論する】
ひこくはうそをついていた【被告はうそをついていた】
ひこくみん【非国民】
ひこっかしゅたい【非国家主体】
ひこばえ【蘖】
ひこぼし【彦星】
ひご【卑語】
ひご【庇護】
ひご【籤】
ひごい【緋鯉】
ひごう【非業】
ひごうほう【非合法】
ひごうり【非合理】
ひごと【日毎】
ひごろ【日頃】
ひごろのこころがけ【日頃の心がけ[注意]】
ひさ【費差】
ひさい【被災】
ひさい【非才】
ひさいごのふっきゅうへのみち【被災後の復旧への道】
ひさいしたとち【被災した土地】
ひさいしゃをいもんする【被災者を慰問する】
ひさいちおうえんせーる【被災地応援セール】
ひさいちでのとりくみ【被災地での取り組み】
ひさいちのどうろをさいけんせつする【被災地の道路を再建設する】
ひさいちのようす【被災地の様子】
ひさいちょうさ【被災調査】
ひさいのれきし【被災の歴史】
ひさく【秘策】
ひさご【瓠】
ひさし【庇廂】
ひさしい【久しい】
ひさしぶり【久し振り】
ひさびさ【久久】
ひさめ【氷雨】
ひさん【悲惨】
ひさん【悲惨】
ひさん【砒酸】
ひさん【飛散】
ひさんなあしかせ【悲惨な足かせ】
ひさんなさいがいがひとびとをおそった【悲惨な災害が人々を襲った】
ひさんなせいかつ【悲惨な生活】
ひさんなせんそうたいけん【悲惨な戦争体験】
ひさんなせんそうのきおく【悲惨な戦争の記憶】
ひさんなたいけん【悲惨な体験】
ひさんなついらくじこ【(飛行機の)悲惨な墜落事故】
ひさんなはいぼく【悲惨な敗北】
ひさんなれきし【悲惨な歴史】
ひさんなれっしゃじこ【悲惨な列車事故】
ひざ【膝】
ひざかな【乾魚干魚】
ひざかり【日盛り】
ひざこぞう【膝小僧】
ひざし【日差し陽射し】
ひざづめだんぱん【膝詰め談判】
ひざまずく【跪く】
ひざもと【膝元膝下】
ひし
ひし【秘史】
ひし【菱】
ひしがた【菱形】
ひしきじ【非識字】
ひしくい【鴻菱食】
ひしぐ【拉ぐ】
ひししょくぶつ【被子植物】
ひしつ【皮質】
ひしはいしゃ【被支配者】
ひしひし
ひしめく【犇めく】
ひしもち【菱餅】
ひしゃ【飛車】
ひしゃく【柄杓杓】
ひしゃたい【被写体】
ひしょ【秘書】
ひしょ【避暑】
ひしょう【卑小】
ひしょう【卑称】
ひしょう【飛翔】
ひじ【秘事】
ひじ【肘】
ひじかけ【肘掛け】
ひじかけいす【肘掛けいす】
ひじき【鹿尾菜】
ひじでっぽう【肘鉄砲】
ひじはつてきしつぎょう【非自発的失業】
ひじまくら【肘枕】
ひじゅう【比重】
ひじゅつ【秘術】
ひじゅん【批准】
ひじょう【非常】
ひじょう【非常】
ひじょう【非情】
ひじょうかいだん【非常階段】
ひじょうかいだん【非常階段】
ひじょうきん【非常勤】
ひじょうぐち【非常口】
ひじょうけいかいたいせい【非常警戒態勢】
ひじょうけいほう【非常警報】
ひじょうしき【非常識】
ひじょうしきなちょうはつ【非常識な挑発】
ひじょうしゅだん【非常手段】
ひじょうじ【非常時】
ひじょうじたいになる【非常事態になる】
ひじょうじたいをせんげんする【非常[緊急]事態を宣言する】
ひじょうじに【非常時に】
ひじょうじょう【非上場】
ひじょうすう【被乗数】
ひじょうせん【非常線】
ひじょうつうろ【非常通路】
ひじょうつうろ【非常通路】
ひじょうていしぼたん【非常停止ボタン】
ひじょうな【非常な】
ひじょうなちい【非情な地位】
ひじょうに【非常に】
ひじょうにじゅうだいなはつげん【非常に重大な発言】
ひじょうにんりじこく【非常任理事国】
ひじょうのためのしすてむ【非常のためのシステム】
ひじょうぶれーき【非常ブレーキ】
ひじょうぼたん【非常ボタン】
ひじょうようしゅすいろ【非常用取水路】
ひじょうようしょくりょうひん【非常用(備蓄)食料品】
ひじょうようでんげん【非常用電源】
ひじょうようでんげん【非常用電源】
ひじょうようのこめぶくろ【非常用の米袋】
ひじょうようはつでんき【非常用発電機】
ひじょうようはつでんきようのねんりょう【非常用発電機用の燃料】
ひじょうり【非条理】
ひじょすう【被除数】
ひじり【聖】
ひじんどうてきせんじゅつ【非人道的戦術】
ひすい【翡翠】
ひすいせんしゃ【被推薦者】
ひすいせんにん【被推薦人[者]】
ひすたみんしょくちゅうどく【ヒスタミン食中毒】
ひする【比する】
ひずみ【歪】
ひずむ【歪む】
ひせいきこよう【非正規雇用】
ひせいきこようしゃのかずをへらす【非正規雇用者の数を減らす】
ひせいきこようしゃろうどうしゃ【非正規雇用者労働者】
ひせいきしゃいんをやとうりゆう【非正規社員を雇う理由】
ひせいきのしごと【非正規の仕事】
ひせいきろうどう【非正規労働】
ひせいきろうどうしゃ【非正規労働者】
ひせいさんてき【非生産的】
ひせいしゃいん【非正社員】
ひせいぞうぎょう【非製造業(者)】
ひせいぞうぶもん【非製造部門】
ひせいぞうぶんや【非製造分野】
ひせいふそしき【非政府組織】
ひせき【砒石】
ひせき【秘跡秘蹟】
ひせっしょくがたアイシーカード【非接触型ＩＣカード】
ひせん【卑賤】
ひせんきょけん【被選挙権】
ひせんきょにん【被選挙人】
ひせんとういん【非戦闘員】
ひせんりょくしゃいん【非戦力社員】
ひせんろん【非戦論】
ひぜに【日銭】
ひぜめ【火攻め】
ひぜめ【火責め】
ひそ【砒素】
ひそう【悲壮】
ひそう【悲愴】
ひそう【皮相】
ひそうぞくにん【被相続人】
ひそか【密か窃か秘か】
ひそひそ
ひそひそばなし【ひそひそ話】
ひそみ【顰み】
ひそむ【潜む】
ひそめる【潜める】
ひそめる【顰める】
ひそやか【密やか】
ひぞう【秘蔵】
ひぞう【脾臓】
ひぞく【匪賊】
ひぞく【卑俗】
ひぞく【卑属】
ひぞっこ【秘蔵っ子】
ひた
ひたい【額】
ひたいぎわ【額際】
ひたおし【直押し】
ひたき【鶲】
ひたしもの【浸し物】
ひたす【浸す】
ひたすら【只管】
ひたはしり【直走り】
ひたひた
ひたむき【直向き】
ひたる【浸る】
ひたん【悲嘆】
ひた－【直－】
ひだ【襞】
ひだい【肥大】
ひだち【肥立ち】
ひだね【火種】
ひだまり【日溜まり】
ひだら【干鱈】
ひだり【左】
ひだり【左】
ひだりあし【左足】
ひだりうえ【左上】
ひだりうち【左打ち】
ひだりうちわ【左団扇】
ひだりうで【左腕】
ひだりがわ【左側】
ひだりがわ【左側】
ひだりきき【左利き】
ひだりききである【左利きである】
ひだりした【左下】
ひだりて【左手】
ひだりて【左手】
ひだりなげ【左投げ】
ひだりまえ【左前】
ひだりまき【左巻き】
ひだりまわり【左回り】
ひだりよつ【左四つ】
ひだりわき【左脇】
ひだるま【火達磨】
ひちゃくしゅつ【非嫡出】
ひちゅう【秘中】
ひっか【筆禍】
ひっかかり【引っ掛かり】
ひっかかる【引っ掛かる】
ひっかきまわす【引っ掻き回す】
ひっかく【引っ掻く】
ひっかける【引っ掛ける】
ひっかぶる【引っ被る】
ひっき【筆記】
ひっきょう【畢竟】
ひっきりなし【引っ切り無し】
ひっくくる【引っ括る】
ひっくりかえす【引っ繰り返す】
ひっくりかえる【引っ繰り返る】
ひっくるめる【引っ括める】
ひっぐすきこう【ヒッグス機構】
ひっぐすりゅうし【ヒッグス粒子】
ひっけい【必携】
ひっけん【必見】
ひっこう【筆耕】
ひっこし【引っ越し】
ひっこしのじゅんび【引っ越しの準備】
ひっこす【引っ越す】
ひっこみ【引っ込み】
ひっこむ【引っ込む】
ひっこめる【引っ込める】
ひっさげる【引っ提げる】
ひっさつ【必殺】
ひっさん【筆算】
ひっし【必死】
ひっし【必至】
ひっし【筆紙】
ひっしのひょうじょうで【必死の表情で】
ひっしゃ【筆写】
ひっしゃ【筆者】
ひっしゃはしんぶんからいかのようにいんようしている【筆者は新聞から以下のように引用している】
ひっしゅう【必修】
ひっしゅうかもくのりしゅう【必修科目の履修(単位取得)】
ひっしゅつ【必出】
ひっしょう【必勝】
ひっしょう【必勝】
ひっす【必須】
ひっすあみのさん【必須アミノ酸】
ひっすのいるい【必須の衣類】
ひっせい【畢生】
ひっせき【筆跡】
ひっそく【逼塞】
ひっそり
ひったくり
ひったくる
ひっち【筆致】
ひっちゃく【必着】
ひっちゅう【必中】
ひっちゅう【筆誅】
ひっつく【引っ付く】
ひっつめ【引っ詰め】
ひってき【匹敵】
ひっとう【筆答】
ひっとう【筆頭】
ひっときょくをだしたぽっぷかしゅ【ヒット曲を出したポップ歌手】
ひっとしょうひん【ヒット商品】
ひっとしょうひん【ヒット商品】
ひっぱく【逼迫】
ひっぱたく
ひっぱりあげる【引っ張り上げる】
ひっぱりこむ【引っ張り込む】
ひっぱりだこ【引っ張り凧】
ひっぱりだす【引っ張り出す】
ひっぱりまわす【引っ張り回す】
ひっぱる【引っ張る】
ひっぽう【筆法】
ひっぽう【筆鋒】
ひつ【櫃】
ひつあつ【筆圧】
ひつう【悲痛】
ひつうち【非通知】
ひつうなけつだん【悲痛な[断腸の]決断】
ひつき【火付き】
ひつぎ【棺柩】
ひつけ【火付け】
ひつじ【未】
ひつじ【羊】
ひつじのむれ【羊の群れ】
ひつじゅひん【必需品】
ひつじゅん【筆順】
ひつじょう【必定】
ひつぜつ【筆舌】
ひつぜん【必然】
ひつぜんてきけつろん【必然的[当初から予測できた]結論】
ひつだん【筆談】
ひつどく【必読】
ひつばつ【必罰】
ひつめい【筆名】
ひつもんひっとう【筆問筆答】
ひつよう【必要】
ひつよう【必要】
ひつようけいひ【必要経費】
ひつようけいひ【必要経費】
ひつようしょるい【必要書類】
ひつようであれば【必要であれば】
ひつようなげんりょうをゆうずうしあう【必要な原料を融通し合う】
ひつようなしえんをするようい【必要な支援をする用意】
ひつようなじぎょう【必要な事業】
ひつようなそち【必要な措置】
ひつようなそちをこうじる【必要な措置を講じる】
ひつようなたいさく【必要な対策】
ひつようなたいさくをこうじる【必要な対策を講じる】
ひつようなふたん【必要な負担】
ひつようなぶっし【必要な物資】
ひつようなみなおし【必要な見直し】
ひつようははつめいのはは【必要は発明の母】
ひつりょく【筆力】
ひづけ【日付】
ひづめ【蹄】
ひてい【否定】
ひていてきいけん【否定的意見】
ひてつきんぞく【非鉄金属】
ひでり【日照り】
ひでん【秘伝】
ひでんか【妃殿下】
ひでんれしぴ【秘伝レシピ】
ひと【人】
ひとあし【一足】
ひとあしらい【人あしらい】
ひとあじ【一味】
ひとあせ【一汗】
ひとあたり【人当たり】
ひとあめ【一雨】
ひとあれ【一荒れ】
ひとあわ【一泡】
ひとあんしん【一安心】
ひといき【一息】
ひといきれ【人いきれ】
ひといちばい【人一倍】
ひとう【秘湯】
ひとうち【一打ち】
ひとえ【一重】
ひとえ【単】
ひとえだのくさ【一枝の草】
ひとえに【偏に】
ひとおし【一押し】
ひとおじ【人怖じ】
ひとおもいに【一思いに】
ひとかい【人買い】
ひとかかえ【一抱え】
ひとかげ【人影】
ひとかせぎ【一稼ぎ】
ひとかたならぬ【一方ならぬ】
ひとかたまり【一塊】
ひとかど【一角一廉】
ひとからげ【一絡げ】
ひとかわ【一皮】
ひとが…するのはりふじんだ【人が…するの[こと]は理不尽だ】
ひとがあるいけんをもつりゆうとして【人がある意見を持つ[考え方である］理由として】
ひとがおぼれるところをすくう【人がおぼれるところを救う】
ひとがき【人垣】
ひとがたろぼ【人型ロボ(ット)】
ひとがねむられないほどのらいめい【(その音で)人が眠られないほどの雷鳴】
ひとがら【人柄】
ひときれ【一切れ】
ひときれのかみ【一切れの紙】
ひときわ【一際】
ひときわおおきなはくしゅ【ひときわ大きな拍手】
ひとぎき【人聞き】
ひとぎらい【人嫌い】
ひとく【秘匿】
ひとくい【人食い】
ひとくいばくてりあ【人食いバクテリア】
ひとくさり【一齣】
ひとくせ【一癖】
ひとくち【一口】
ひとくふう【一工夫】
ひとくろう【一苦労】
ひとけ【人気】
ひとけた【一桁】
ひとこいしい【人恋しい】
ひとこえ【一声】
ひとこと【一言】
ひとこま【一齣】
ひところ【一頃】
ひとごえ【人声】
ひとごこち【人心地】
ひとごと【人事】
ひとごみ【人込み】
ひとごろし【人殺し】
ひとさし【一差し一指し】
ひとさしゆび【人差し指】
ひとさらい【人攫い】
ひとさわがせ【人騒がせ】
ひとざと【人里】
ひとざと【人里】
ひとしい【等しい】
ひとしお【一入】
ひとしお【一塩】
ひとしきり【一頻り】
ひとしく【等しく】
ひとしごと【一仕事】
ひとしばい【一芝居】
ひとしれず【人知れず】
ひとしれぬ【人知れぬ】
ひとじち【人質】
ひとじち【人質】
ひとじちかいほう【人質解放】
ひとじちきゅうしゅつ【人質救出】
ひとじちきゅうしゅつ【人質救出】
ひとじちしほう【人質司法】
ひとじちじけん【人質事件】
ひとじちじけんのさいはつ【人質事件の再発】
ひとじちにとる【人質に取る】
ひとじちのあんぴ【人質の安否】
ひとじちのざんぎゃくなさつがいえいぞう【人質の残虐な殺害映像】
ひとじちのじんめい【人質の人命】
ひとじちのみのしろきん【人質の身代金】
ひとじちをかいほうする【人質を解放する】
ひとじちをきゅうしゅつする【人質を救出する】
ひとすじ【一筋】
ひとすじなわ【一筋縄】
ひとずき【人好き】
ひとずれ【人擦れ】
ひとそろい【一揃い】
ひとたび【一度】
ひとたまりもない【一溜まりも無い】
ひとだかり【人集り】
ひとだすけ【人助け】
ひとだのみ【人頼み】
ひとだま【人魂】
ひとちがい【人違い】
ひとっこ【人っ子】
ひとつ【一つ】
ひとつあな【一つ穴】
ひとつおきに【一つ置きに】
ひとつおぼえ【一つ覚え】
ひとつかま【一つ釜】
ひとつかみ【一掴み】
ひとつづき【一続き】
ひとつばなし【一つ話】
ひとつひとつ【一つ一つ】
ひとつぶ【一粒】
ひとつぶだね【一粒種】
ひとつまみ【一摘まみ】
ひとつめこぞう【一つ目小僧】
ひとつも【一つも】
ひとづかい【人使い】
ひとづかれ【人疲れ】
ひとづきあい【人付き合い】
ひとづくり【人造り】
ひとづて【人伝て】
ひとづま【人妻】
ひとで【人出】
ひとで【人手】
ひとで【人手】
ひとで【海星人手】
ひとでがじゅうぶんある【(…するのに)人手が十分ある】
ひとでなし【人で無し】
ひとでぶそく【人手不足】
ひとでぶそく【人手不足】
ひとでぶそくをかいしょうする【人手不足を解消する】
ひとでをかくほする【(その仕事に)人手を確保する】
ひととおり【一通り】
ひととき【一時】
ひととなり【人となり】
ひととのきずな【ひととの絆】
ひととのきずなをもとめる【ひととの絆を求める】
ひととのであい【人との出会い】
ひととび【一飛び】
ひとどおり【人通り】
ひとなか【人中】
ひとなかせ【人泣かせ】
ひとなつっこい【人懐っこい】
ひとなみ【人並み】
ひとなみ【人波】
ひとなれ【人馴れ】
ひとに…のりこうをうながす【人に…の履行を促す】
ひとに…のりこうをせまる【人に…の履行を迫る】
ひとに…のわけをはなす【人に…の訳を話す】
ひとにかんぜんをもとめる【人に完全を求める】
ひとにぎり【一握り】
ひとにしげきをあたえる【人に刺激[動機]を与える】
ひとにはそれぞれのきおくがある【人にはそれぞれの記憶がある】
ひとによくせいをもとめる【人に(…の)抑制を求める】
ひとによろこびをあたえる【人に喜びを与える】
ひとにりょうりをおしえる【人に料理を教える】
ひとにわいろをやる【人にわいろをやる】
ひとにわるぢえをつける【人に悪知恵をつける】
ひとねむり【一眠り】
ひとの…しゅうにんをみおくる【人の…就任を見送る[延期する]】
ひとのいっしょうはじゅんれいのたび【人の一生は巡礼の旅】
ひとのいっしょうをさゆうするしけん【人の一生を左右する試験】
ひとのいとなみ【人(間)の営み】
ひとのいどう【人の移動】
ひとのいのちがおびやかされる【人の命が脅かされる】
ひとのいのちがきけんにさらされる【人の命が危険にさらされる】
ひとのいのちにちょっけつするしごと【人の命に直結する仕事】
ひとのいのちをあずかる【人の命を預かる】
ひとのいのちをうばう【人の命を奪う】
ひとのいのちをすくう【人の命を救う】
ひとのいのちをまもる【人の命を守る】
ひとのえん【人の縁】
ひとのかんじょうをふみにじる【人の感情を踏みにじる】
ひとのきずなをこわす【人の絆を壊す】
ひとのきぶんをがいする【人の気分を害する】
ひとのこころをかるくする【人の心を軽くする】
ひとのしゃくほうをもとめる【人の釈放を求める[迫る]】
ひとのせいかくはさまざまだ【人の性格はさまざまだ】
ひとのそんげんをまもる【人の尊厳を守る】
ひとののうりょくをきょうかする【人の能力を強化する】
