らい【癩】
らぐびーの2019ねんわーるどかっぷがにほんでかいさいされる【ラグビーの2019年ワールドカップが日本で開催される】
らししょくぶつ【裸子植物】
らしゃ【羅紗】
らしんばん【羅針盤】
らじおえんぜつ【ラジオ演説】
らじおえんぜつ【ラジオ演説】
らじおきょく【ラジオ局】
らじおじゅしんき【ラジオ受信機】
らじおそうしんき【ラジオ送信機】
らじおばんぐみ【ラジオ番組】
らじおばんぐみ【ラジオ番組】
らじおほんそう【ラジオ放送】
らじおをきる【ラジオを切る】
らじおをじゅしんする【ラジオを受信する】
らじおをつうじて【ラジオを通じて】
らじおをつける【ラジオをつける】
らじおをつけるきく【ラジオを聞く】
らせん【螺旋】
らぞう【裸像】
らたい【裸体】
らち【埒】
らち【拉致】
らち【拉致】
らちきょうぎ【拉致協議】
らちさいちょうさ【拉致再調査】
らちされる【拉致される】
らちじけん【拉致事件】
らちのしんそうをきゅうめいするべきだ【拉致の真相を究明するべきだ】
らちひがいしゃ【拉致被害者】
らちひがいしゃかぞくれんらくかい【拉致被害者家族連絡会】
らちもんだい【拉致問題】
らっか【落下】
らっか【落下】
らっか【落花】
らっかさん【落下傘】
らっかしていく【落下していく】
らっかじこ【落下事故】
らっかする【落下する】
らっかするこわさ【落下する［の］怖さ】
らっかせい【落花生】
らっかによりしぬ【落下により死ぬ】
らっかによるふしょう【落下による負傷】
らっかん【楽観】
らっかん【楽観】
らっかん【楽観】
らっかん【落款】
らっかんしゅぎしゃ【楽観主義者】
らっかんするのはまだはやい【楽観するのはまだ早い】
らっかんてきすぎるみとおし【楽観的すぎる見通し】
らっかんてきないけん【楽観的な意見】
らっかんてきなしなりお【楽観的なシナリオ】
らっかんてきなみかた【楽観的な見方】
らっかんてきなみとおし【楽観的な見通し】
らっかんにらっかんをかさねたよそく【楽観に楽観を重ねた予測】
らっかんはきんもつだ【楽観は禁物だ】
らっかんむーど【楽観ムード】
らっかんろん【楽観論[主義]】
らっきゅう【落球】
らっきょう【辣韮】
らっしゅじ【ラッシュ時[アワー]】
らっしゅつうきん【ラッシュ通勤】
らっしゅをさける【ラッシュ[混雑時]を避ける】
らっぱ【喇叭】
らっぴんぐしゃりょう【ラッピング車両[トレイン]】
らっぷこうざ【ラップ口座】
らつわん【辣腕】
らつわん【辣腕】
らつわんか【辣腕家】
らつわんじょせいけいえいしゃ【辣腕女性経営者[実業家]】
らつわんばんかー【辣腕バンカー[銀行役員]】
らつわんべんごし【辣腕弁護士】
らつわんをふるう【(経営に)辣腕を振るう】
らつわんをふるって【辣腕をふるって】
らでん【螺鈿】
らにーにゃげんしょう【ラニーニャ現象《気象の》】
らば【騾馬】
らふ【裸婦】
られつ【羅列】
られつ【羅列】
られつされたすうじ【羅列された(だけの)数字】
らん【乱】
らん【欄】
らん【欄】
らん【蘭】
らんうん【乱雲】
らんおう【卵黄】
らんかいはつ【乱開発】
らんかく【乱獲】
らんかく【乱獲濫獲】
らんかく【卵殻】
らんかくする【(魚を)乱獲する】
らんかくする【(鳥獣を)乱獲する】
らんかくによるげきげん【乱獲による激減】
らんかくによるげんしょう【乱獲による減少】
らんかくをくいとめる【乱獲を食い止める】
らんかん【卵管】
らんかん【欄干】
らんがい【欄外】
らんがい【欄外】
らんがいにちゅうをしるす【欄外に注を記す】
らんがく【蘭学】
らんきりゅう【乱気流】
らんぎょう【乱行】
らんぎり【乱切り】
らんくつ【乱掘】
らんぐいば【乱杙歯乱杭歯】
らんこう【乱交】
らんさく【乱作濫作】
らんざつ【乱雑】
らんし【乱視】
らんし【卵子】
らんししょく【藍紫色】
らんしゃ【乱射】
らんしゃ【乱射】
らんしゃじけん【(銃)乱射事件】
らんしゅう【らんしゅう(蘭州)】
らんしん【乱心】
らんしんらんりょう【乱診乱療】
らんじゅく【爛熟】
らんすう【乱数】
らんせい【乱世】
らんせい【卵生】
らんせいしょく【藍青色】
らんせん【乱戦】
らんそう【卵巣】
らんそううん【乱層雲】
らんぞう【乱造】
らんぞう【乱造濫造】
らんぞうされたかばん【乱造された鞄】
らんぞうのちーむ【(粗製)乱造のチーム】
らんたいせい【卵胎生】
らんだ【乱打】
らんちきさわぎ【乱痴気騒ぎ】
らんちゅう【蘭鋳】
らんちょう【乱丁】
らんちょう【乱調】
らんでいりゅう【乱泥流】
らんとう【乱闘】
らんどく【乱読】
らんどり【乱取り】
らんにゅう【乱入】
らんにんぐぽりすとよばれるけいかんすうじゅうめいがとうきょうまらそんではんそうした【ランニングポリスとよばれる警官数十名が東京マラソンで伴走した】
らんはんしゃ【乱反射】
らんばい【乱売】
らんばつ【乱伐濫伐】
らんぱく【卵白】
らんぱつ【濫発乱発】
らんぴ【乱費濫費】
らんぴつ【乱筆】
らんぶ【乱舞】
らんほう【卵胞】
らんぼう【乱暴】
らんぼう【乱暴】
らんぼうさがきわだつやりかたで【乱暴さが際立つやり方で】
らんぼうすぎる【乱暴すぎる】
らんぼうなうんてん【乱暴な運転】
らんぼうなかんがえ【乱暴な考え[意見]】
らんぼうなそち【乱暴な措置】
らんぼうなてつき【乱暴な手つき】
らんぼうなはつげん【乱暴な発言】
らんぼうなやじ【乱暴なやじ】
らんぼうなやりかた【乱暴なやり方】
らんぼうもの【乱暴者】
らんま【欄間】
らんま【欄間】
らんまん【爛漫】
らんみゃく【乱脈】
らんよう【乱用】
らんよう【乱用濫用】
らんようしゃ【乱用者】
らんようてきばいしゅう【乱用的(な)買収】
らんようぼうしそち【乱用防止措置】
らんらん【爛爛】
らんらんらん
らんりつ【乱立】
らんりつ【乱立】
らんりつするけんせつけいかく【乱立する建設計画】
ラ
ライ
ライむぎ【ライ麦】
ライオン
ライオンズクラブ
ライス
ライスペーパー
ライスミルク
ライセンス
ライター
ライター
ライデン
ライト
ライト
ライト
ライトきゅう【ライト級】
ライトアップ
ライトアップ
ライトウィスキー
ライトエール
ライトショー
ライトノベル
ライトバン
ライトヘビーきゅう【ライトヘビー級】
ライトペン
ライトモチーフ
ライナー
ライニング
ライノ
ライバル
ライフ
ライフ
ライフイベント
ライフサイクル
ライフサポート
ライフジャケット
ライフスキル
ライフスタイル
ライフステージ
ライフヒストリー
ライフベスト
ライフボート
ライフライン
ライフル
ライフワーク
ライブ
ライブラリー
ライプチヒ
ライム
ライムライト
ライラック
ライン
ライン
ラインがわ【ライン川】
ラインアップ
ラインダンス
ラインドライブ
ラウドスピーカー
ラウンジ
ラウンド
ラオコーン
ラオス
ラオチュウ
ラガー
ラガービール
ラクノウ
ラクロス
ラグタイム
ラグビー
ラグラン
ラケット
ラゴス
ラサ【ラサ〈拉薩〉】
ラザーニャ
ラジアルタイヤ
ラジアン
ラジウム
ラジエーター
ラジオ
ラジオ
ラジオドラマ
ラジカセ
ラジカル
ラジコン
ラジャスタンしゅう【ラジャスタン州】
ラスク
ラスト
ラスパイレスしすう【ラスパイレス指数】
ラスパルマス
ラスベガス
ラズベリー
ラタトゥイユ
ラッカジブしょとう【ラッカジブ諸島】
ラッカー
ラッキー
ラック
ラック
ラッグ
ラッコ【猟虎】
ラッサねつ【ラッサ熱】
ラッシュ
ラッシュ
ラッセル
ラッセル
ラッセンさん【ラッセン山】
ラッピング
ラップ
ラップ
ラップタイム
ラップトップ
ラップドレス
ラップランド
ラティーノ
ラテックス
ラテン
ラディッシュ
ラトビア
ラド
ラドン
ラナウィルス
ラニーニャ
ラノベ
ラノリン
ラバ
ラバウル
ラバト
ラバー
ラパス
ラビ
ラビット
ラフ
ラフランス
ラブ
ラブラドル
ラプソディー
ラプラタがわ【ラプラタ川】
ラベリング
ラベル
ラベンダー
ラベンナ
ラホール
ラボ
ラマ
ラマ【喇嘛剌麻】
ラマダン
ラマンチャ
ラマーズほう【ラマーズ法】
ラミネート
ラミー
ラム
ラム
ラムしゅ【ラム酒】
ラムサールじょうやく【ラムサール条約】
ラムネ
ラメ
ララミー
ララーン
ラリー
ラルゴ
ラワルピンジ
ラワン
ラン
ラン
ランカシャーしゅう【ランカシャー州】
ランキング
ランク
ラングドック
ラングーン
ランゲルハンスとう【ランゲルハンス島】
ランゲージラボラトリー
ランシング
ランジェリー
ランス
ランタン
ランダムアクセス
ランダムサンプリング
ランチ
ランチ
ランチメニュー
ランチョンマット
ランデブー
ランドスケープ
ランドセル
ランドセル
ランドパワー
ランドマーク
ランドリー
ランナー
ランニング
ランニングバイク
ランニングポリス
ランブイエ
ランプ
ランプ
ランプ
ランランラン
ラーゆ【ラー油】
ラード
ラーメン
－らい【－来】
－らしい
こうじゅほうしょう【紅［緑，黄，紫，藍，紺］綬褒章】
らいかいしゃ【来会者】
らいかんしゃ【来館者】
らいさんしゃ【礼賛者】
らいじょうしゃ【来場者】
らいひんしつ【来賓室】
らいひんせき【来賓席】
らいほうしゃ【来訪者】
らくごか【落語家】
らくごしゃ【落後者】
らくさつしゃ【落札者】
らくさつね【落札値】
らくせいしき【落成式】
らくせきじこ【落石事故】
らくだいせい【落第生】
らくだいてん【落第点】
らくだいろ【らくだ色】
らくちょうぼん【落丁本】
らくてんか【楽天家】
らくてんしゅぎ【楽天主義】
らくのうか【酪農家】
らくのうさんぶつ【酪農産物】
らくのうじょう【酪農場】
らくばんじこ【落盤事故】
らくようじゅ【落葉樹】
らしゃがみ【羅紗紙】
らしんばんざ【羅針盤座】
らせんかいだん【螺旋階段】
らせんじょう【螺旋状】
らせんじょうきん【螺旋状菌】
らたいが【裸体画】
らたいしゅぎ【裸体主義】
らたいしゅぎしゃ【裸体主義者】
らちひがいしゃ【拉致被害者】
らっかさんきゅうきゅうはん【落下傘救急班】
らっかさんこうかしゃ【落下傘降下者】
らっかさんこうほ【落下傘候補】
らっかさんとうか【落下傘投下】
らっかさんぶたい【落下傘部隊】
らっかちてん【落下地点】
らっかぶつ【落下物】
らっかろうぜき【落花狼藉ろうぜき】
らっかんしゅぎ【楽観主義】
らっかんしゅぎしゃ【楽観主義者】
らっきょうづけ【らっきょう漬け】
らっぱかん【喇叭管】
らっぱしゅ【喇叭手】
らっぱずいせん【喇叭水仙】
らっぱのみ【喇叭飲み】
らっぱズボン【喇叭ズボン】
らつわんか【辣腕家】
らでんざいく【螺鈿細工】
らんかんけっさつ【卵管結紮けっさつ】
らんかんせつじょじゅつ【卵管切除術】
らんかんはれつ【卵管破裂】
らんこうパーティー【乱交パーティー】
らんしんしゃ【乱心者】
らんじゅくき【爛熟期】
らんすうひょう【乱数表】
らんせいどうぶつ【卵生動物】
らんそううん【乱層雲，雨雲】
らんそうえん【卵巣炎】
らんそうがん【卵巣がん】
らんそうしゅよう【卵巣腫瘍】
らんそうてきしゅつしゅじゅつ【卵巣摘出手術】
らんそうホルモン【卵巣ホルモン】
らんだせん【乱打戦】
らんにゅうしゃ【乱入者】
らんばいかっせん【乱売合戦】
らんぼうもの【乱暴者】
らんぽうホルモン【卵胞ホルモン】
ライむぎばたけ【ライ麦畑】
ライむぎパン【ライ麦パン】
ライスカレー
ライセンスけいやく【ライセンス契約】
ライセンスせいさん【ライセンス生産】
ライトスタンド
ライフサイエンス
ライフサイクル
ライフサイクルアセスメント
ライフジャケット
ライフスタイル
ライフステージ
ライフセーバー
ライフプラン
ライフボート
ライフライン
ライフワーク
ライブばん【ライブ盤】
ライブコンサート
ライブハウス
ライムジュース
ラインズマン
ラインダンス
ラインプリンター
ラウンドステーキ
ラウンドナンバー
ラグランそで【ラグラン袖】
ラグランコート
ラジウムこうせん【ラジウム鉱泉】
ラジウムりょうほう【ラジウム療法】
ラジオえんぜつ【ラジオ演説】
ラジオかいせつしゃ【ラジオ解説者】
ラジオこうこく【ラジオ広告】
ラジオこうざ【ラジオ講座】
ラジオじゅしんき【ラジオ受信機】
ラジオたいそう【ラジオ体操】
ラジオちょうしゅしゃ【ラジオ聴取者】
ラジオばんぐみ【ラジオ番組】
ラジオほうそう【ラジオ放送】
ラジオほうそうきょく【ラジオ放送局】
ラジオアイソトープ
ラジオカー
ラジオコントロール
ラジオゾンデ
ラジオドラマ
ラジオビーコン
ラストイニング
ラストオーダー
ラストシーン
ラストスパート
ラストバッター
ラストランナー
ラズベリージャム
ラッキーセブン
ラッキーゾーン
ラッシュアワー
ラッセルしゃ【ラッセル車】
ラテンおんがく【ラテン音楽】
ラテンご【ラテン語】
ラテンごがくしゃ【ラテン語学者】
ラテンぶんがく【ラテン文学】
ラテンみんぞく【ラテン民族】
ラテンアメリカ
ラニーニャげんしょう【ラニーニャ現象】
ラバーソール
ラフスケッチ
ラフプレー
ラブゲーム
ラブコール
ラブシーン
ラブストーリー
ラブセット
ラブソング
ラブホテル
ラブレター
ラマきょう【ラマ教】
ラマきょうと【ラマ教徒】
ラマそう【ラマ僧】
ラマでら【ラマ寺】
ラミネートかこう【ラミネート加工】
ラムウール
ラムスキン
ラムステーキ
ラメいと【ラメ糸】
ランアダプター
ランダムアクセスメモリー
ランチタイム
ランドスケープせっけい【ランドスケープ設計】
ランナーズハイ
ランニングアプローチ
ランニングキャッチ
ランニングコスト
ランニングシャツ
ランニングシューズ
ランニングホームラン【ランニングホームラン［ホーマー］】
ランプシェード
ランプステーキ
らちがあかない
らちもない
らいかんする【来館する】
らいさんする【礼賛する】
らいらくな【磊落な】
らくがきをする【落書きをする】
らくごをやる【落語をやる】
らくさつする【落札する】
らくたんする【落胆する】
らくだいする【落第する】
らくてんてき【楽天的（に）】
らくに【楽に】
らくるいする【落涙する】
らししょくぶつの【裸子植物の】
らせんの
らちする【拉致する】
らっかさんとうかする【落下傘投下する】
らっぱのみをする【らっぱ飲みをする】
られつする【羅列する】
らんかいはつする【乱開発する】
らんかくする【乱獲する】
らんくつする【乱掘する】
らんざつな【乱雑な】
らんしの【乱視の】
らんせいの【卵生の】
らんそうの【卵巣の】
らんたいせいの【卵胎生の】
らんはんしゃする【乱反射する】
らんばいする【乱売する】
らんばつする【乱伐する】
ライバルの
ラオスの
ラッカーをぬる【ラッカーを塗る】
ラッキーな
ラテンごの【ラテン語の】
ラトビアの
ラプソディーの
ラマきょうとの【ラマ教徒の】
ラマきょうの【ラマ教の】
ランデブーする
