は【刃】
はいしゅつ【輩出】
はいしゅつきじゅん【排出基準】
はいしゅつさくげんへのどりょく【排出削減への努力】
はいしゅつさくげんもくひょう【(温室効果ガス)排出削減目標】
はいしゅつりょうとりひき【(温室効果ガスの)排出量取引】
はいしゅつりょうをきせいする【排出量を規制する】
はいしゅつりょうをよくせいする【排出量を抑制する】
はいしょく【敗色】
はいしょく【配色】
はいしん【背信】
はいしんじゅん【肺浸潤】
はいじつせい【背日性】
はいじゅ【拝受】
はいじょ【排除】
はいじょのろんり【排除の論理】
はいじん【俳人】
はいじん【廃人】
はいすい【廃水】
はいすい【排水】
はいすい【排水】
はいすい【配水】
はいすいかん【排水管】
はいすいこう【排水溝】
はいすいこうじ【排水工事】
はいすいしゅ【肺水腫】
はいすいしょりしせつ【排水処理施設[工場]】
はいすいのじん【背水の陣】
はいすいぽんぷ【排水ポンプ】
はいすいろ【排水路】
はいする【廃する】
はいする【拝する】
はいする【排する】
はいする【配する】
はいずりまわる【這いずり回る】
はいずる【這いずる】
はいせいかんさいぼう【胚性幹細胞】
はいせき【排斥】
はいせつ【排泄】
はいせつきのう【排泄機能】
はいせん【廃線】
はいせん【廃船】
はいせん【敗戦】
はいせん【肺尖】
はいせん【配線】
はいせん【配船】
はいぜつ【廃絶】
はいぜん【配膳】
はいそ【敗訴】
はいそう【敗走】
はいそう【背走】
はいそう【配送】
はいそう【配送】
はいそうぎょうしゃ【配送業者】
はいそうしゃ【配送車】
はいそうせんたー【配送センター】
はいそうとらっく【配送(用)トラック】
はいそうりょう【配送料】
はいぞく【配属】
はいた【排他】
はいた【歯痛】
はいたい【敗退】
はいたい【胚胎】
はいたか【鷂】
はいたつ【配達】
はいたつ【配達】
はいたついん【配達員[人]】
はいたつぎょうむ【(郵便)配達業務】
はいたつじかん【配達時間】
はいたつのおくれ【配達の遅れ】
はいたつよてい【配達予定】
はいだす【這い出す】
はいち【背馳】
はいち【配置】
はいちせい【背地性】
はいちゃく【廃嫡】
はいちょう【拝聴】
はいちょう【蝿帳】
はいってくるでんしゃ【入って来る[到着する]電車】
はいつくばう【這い蹲う】
はいてくき【ハイテク(航空)機】
はいてくぎじゅつ【ハイテク[最先端]技術】
はいてくさんぎょう【ハイテク産業】
はいてくじだい【ハイテク時代】
はいてくせいひん【ハイテク製品】
はいてくせいひん【ハイテク製品】
はいてくそうち【ハイテク装置】
はいてくそうび【ハイテク装備】
はいてくそうび【ハイテク装備】
はいてくへいき【ハイテク兵器】
はいてくへいきのしよう【ハイテク兵器の使用】
はいてん【配点】
はいでる【這い出る】
はいでん【拝殿】
はいでん【配電】
はいとう【配当】
はいとう【配当】
はいとうがく【配分額】
はいとうきじゅん【配分基準】
はいとうきんをしはらう【配当金を支払う】
はいとうしょとく【配当所得】
はいとうりつ【配当率】
はいとうりまわり【配当利回り】
はいとく【背徳】
はいどく【拝読】
はいにち【排日】
はいにゅう【胚乳】
はいにょう【排尿】
はいにん【背任】
はいねつ【廃熱】
はいねつ【廃熱】
はいねつ【排熱】
はいのう【背嚢】
はいはい【這い這い】
はいはん【背反】
はいはんちけん【廃藩置県】
はいばん【胚盤】
はいひん【廃品】
はいひんかいしゅう【廃品回収】
はいび【配備】
はいびょう【肺病】
はいふ【肺腑】
はいふ【配布】
はいふ【配布】
はいふく【拝復】
はいふのおくれ【(教科書の)配布の遅れ】
はいぶ【背部】
はいぶつ【廃物】
はいぶつきょう【拝物教】
はいぶりっどかーのじゅよう【ハイブリッドカーの需要】
はいぶりっどしゃにつかうもーたー【ハイブリッド車に使うモーター】
はいぶん【配分】
はいぶん【配分】
はいべん【排便】
はいほう【肺胞】
はいほう【胚胞】
はいほん【配本】
はいぼく【敗北】
はいぼく【敗北】
はいぼくかん【敗北感】
はいぼくせんげん【敗北宣言】
はいぼくをきっする【敗北を喫する】
はいぼくをせめる【敗北を責める】
はいぼくをみとめる【敗北を認める】
はいまつわる【這い纏わる】
はいまわる【這い回る】
はいめい【拝命】
はいめん【背面】
はいもん【肺門】
はいやく【配役】
はいゆう【俳優】
はいゆう【俳優】
はいゆうになる【俳優になる】
はいゆうのえんぎ【俳優の演技】
はいゆうのはなすすぴーど【俳優の話すスピード】
はいゆボール【廃油ボール】
はいよう【肺葉】
はいよう【胚葉】
はいようしょうこう【廃用症候群】
はいらいと【ハイライト[呼び物、見せ場]】
はいらん【排卵】
はいりこむ【入り込む】
はいりょ【配慮】
はいりょう【拝領】
はいりょにかけるはつげん【配慮に欠ける発言】
はいる【入る】
はいれつ【配列】
はいれべるなどうさつりょく【ハイレベルな洞察力】
はいろ【廃炉】
はいガス【廃ガス】
はいガス【排ガス】
はいジストマ【肺ジストマ】
はう【這う】
はうすさいばい【ハウス栽培】
はうすだすとあれるぎー【ハウスダスト[室内塵]アレルギー】
はうすだすとあれるぎー【ハウスダスト[室内塵]アレルギー】
はうすやさい【ハウス野菜】
はうすやさい【ハウス野菜】
はうた【端唄】
はうちわ【羽団扇】
はえ【栄え映え】
はえ【蝿】
はえかわる【生え変わる】
はえぎわ【生え際】
はえとりぐさ【蝿取り草】
はえなわ【延縄】
はえぬき【生え抜き】
はえる【映える栄える】
はえる【生える】
はおと【羽音】
はおり【羽織】
はおる【羽織る】
はか【墓】
はか【墓】
はかい【破壊】
はかい【破壊】
はかい【破戒】
はかいがすすむぶんかざいをほごする【破壊が進む文化財を保護する】
はかいし【墓石】
はかく【破格】
はかす【捌かす】
はかせ【博士】
はかせごうをしゅとくしたわかて【博士号を取得した若手】
はかどる【捗る】
はかない【果敢ない】
はかなむ【果敢なむ儚む】
はかのあなをほる【墓の穴を掘る】
はかば【墓場[墓地]】
はかば【墓場】
はかばかしい【捗捗しい】
はかぶ【端株】
はかま【袴】
はかまいりにいく【墓参りに行く】
はからい【計らい】
はからう【計らう】
はからずも【図らずも】
はかり【秤】
はかり【計り量り】
はかりうり【量り売り】
はかりかねる【計り兼ねる】
はかりがたい【計り難い】
はかりごと【謀】
はかりしれない【計り知れない】
はかりしれないくつう【計り知れない苦痛】
はかりしれないだげき【計り知れない打撃】
はかりしれないへんかがさしせまっている【計りしれない変化が差し迫っている】
はかる【図る】
はかる【測る】
はかる【計る】
はかる【諮る】
はかる【謀る】
はかる【量る】
はかをたてる【墓を建てる】
はがあかやきいろにいろづく【葉が赤や黄色に色付く】
はがい【羽交い】
はがいたい【歯が痛い】
はがき【葉書】
はがき【葉書端書】
はがきのりよう【はがきの利用】
はがきようのきって【はがき用の切手】
はがきをだす【はがきを出す】
はがす【剥がす】
はがた【歯型】
はがね【鋼】
はがまいおりてくる【葉が舞い降りて来る】
はがゆい【歯痒い】
はがれおちる【剥がれ落ちる】
はがれる【剥がれる】
はがんいっしょう【破顔一笑】
はき【破棄】
はき【破棄】
はき【覇気】
はきくだし【吐き下し】
はきけ【吐き気】
はきすてる【吐き捨てる】
はきする【(外交記録を)破棄する】
はきそうじ【掃き掃除】
はきだしまど【掃き出し窓】
はきだす【吐き出す】
はきだす【掃き出す】
はきだめ【掃き溜め】
はきちがえる【履き違える】
はきちらす【吐き散らす】
はきつぶす【履き潰す】
はきはき
はきもの【履物】
はきゅう【波及】
はきょく【破局】
はきょく【破局】
はきょくてきなけっか【破局的な結果】
はきょくてきなげんぱつじこ【破局的な原発事故】
はきょくてきふんか【破局的噴火】
はぎ【萩】
はぎしり【歯軋り】
はぎとる【剥ぎ取る】
はぎましこ【萩猿子】
はぎれ【歯切れ】
はぎれ【端切れ】
はく【吐く】
はく【掃く】
はく【穿く履く】
はく【箔】
はくあ【白亜】
はくあい【博愛】
はくい【白衣】
はくいんぼうしょう【博引旁証】
はくう【白雨】
はくうんせき【白雲石】
はくうんも【白雲母】
はくおし【箔押し】
はくかい
はくが【博雅】
はくがい【迫害】
はくがく【博学】
はくがんし【白眼視】
はくぎん【白銀】
はくげきだんこうげき【迫撃弾(による)攻撃】
はくげきほう【迫撃砲】
はくさい【白菜】
はくし【博士】
はくし【白紙】
はくし【白紙】
はくし【薄志】
はくしいにん【白紙委任】
はくしいにんをえる【白紙委任を得る】
はくしから…をみなおす【白紙から…を見直す】
はくしき【博識】
はくしつびょうへん【白質病変】
はくしでぎろんする【白紙で議論する】
はくしとうひょうをする【白紙投票をする】
はくしにもどる【白紙に戻る】
はくしゃ【拍車】
はくしゃ【白砂】
はくしゃ【薄謝】
はくしゃく【伯爵】
はくしゅ【拍手】
はくしゅ【拍手】
はくしゅがおくられる【(…から)拍手が送られる】
はくしょ【白書】
はくしょ【白書】
はくしょく【白色】
はくしょによれば【白書によれば】
はくしょのしてきするように【白書の指摘するように】
はくしょは…だときょうちょうしている【白書は…だと強調している】
はくしょは…にげんきゅうしている【白書は…に言及している】
はくしょをだす【白書を出す[発行する]】
はくしょをはっぴょうする【白書を発表する】
はくしょをまとめる【(…の)白書を纏める】
はくしょん
はくしん【迫真】
はくじ【白磁】
はくじつ【白日】
はくじゃく【薄弱】
はくじゅ【白寿】
はくじょう【白杖】
はくじょう【白状】
はくじょう【薄情】
はくじん【白人】
はくじん【白刃】
はくじんしじょうしゅぎ【白人至上主義】
はくじんしじょうしゅぎしゃ【白人至上主義者】
はくじんゆうい【白人優位】
はくする【博する】
はくせい【剥製】
はくせいのひょうほん【剥製の標本】
はくせき【白皙】
はくせきれい【白鶺鴒】
はくせん【白癬】
はくせん【白線】
はくだく【白濁】
はくだつ【剥奪】
はくだつ【剥脱】
はくち【白痴】
はくちず【白地図】
はくちゅう【伯仲】
はくちゅう【白昼】
はくちょう【白鳥】
はくてっこう【白鉄鉱】
はくとう【白桃】
はくとうさん【はくとうさん(白頭山)】
はくとうゆ【白灯油】
はくどう【拍動搏動】
はくどう【白銅】
はくないしょう【白内障】
はくねつ【白熱】
はくねつとうをLEDにいれかえる【白熱灯をLEDに入れ替える】
はくはつ【白髪】
はくはん【白斑】
はくば【白馬】
はくひょう【白票】
はくひょう【薄氷】
はくび【白眉】
はくぶつかん【博物館】
はくぶつかん【博物館】
はくぶつかんにてんじされている【博物館に展示されている】
はくぶつかんのしょうめいしょ【博物館の(発行する)証明書】
はくぶつかんのてんじぶつ【博物館の(全ての)展示物】
はくぶつかんをたずねる【博物館を[見学する]訪ねる】
はくぶつがく【博物学】
はくへいせん【白兵戦】
はくへん【剥片】
はくへん【薄片】
はくぼ【薄暮】
はくぼく【白墨】
はくま【白魔】
はくまい【白米】
はくまくたいようでんち【薄膜太陽電池】
はくめい【薄命】
はくめい【薄明】
はくめん【白面】
はくもくれん【白木蓮】
はくや【白夜】
はくらい【舶来】
はくらく【伯楽】
はくらん【博覧】
はくらんかい【博覧会】
はくり【剥離】
はくり【薄利】
はくりきこ【薄力粉】
はくりょく【迫力】
はくりょくあるえんぎ【迫力ある演技】
はくろう【白蝋】
はくロシア【白ロシア】
はぐ【剥ぐ】
はぐ【接ぐ】
はぐき【歯茎】
はぐくむ【育む】
はぐらかす
はぐるま【歯車】
はぐれる
はけ【刷毛】
はけ【捌け】
はけぐち【捌け口】
はける【捌ける】
はけん【派遣】
はけん【派遣】
はけん【覇権】
はけん【覇権】
はけんがいしゃ【(人材)派遣会社】
はけんぎり【派遣切り】
はけんさききぎょう【派遣先企業】
はけんしゃいん【派遣社員】
はけんしゅぎてきこうどう【覇権主義的行動】
はけんではたらけるきかん【派遣で働ける期間】
はけんのなみにもまれる【覇権の波にもまれる】
はけんろうどう【派遣労働】
はけんろうどう【派遣労働】
はけんろうどう【派遣労働】
はけんろうどうしゃ【派遣労働者[社員]】
はけんろうどうしゃ【派遣労働者】
はけんろうどうしゃ【派遣労働者】
はけんろうどうしゃのほご【派遣労働者の保護】
はけんをあらそう【覇権を争う】
はけんをめざす【覇権(国家)を目指す】
はげ【禿げ】
はげあがる【禿げ上がる】
はげいとう【葉鶏頭】
はげしい【激しい】
はげしいおうしゅう【(A氏とB氏の間の)激しい応酬】
はげしいきょうそう【(…との)激しい競争】
はげしいこうげき【激しい攻撃】
はげしいこうずい【激しい洪水】
はげしいことば【激しい言葉】
はげしいぞうお【激しい憎悪】
はげしいたたかいで【激しい戦いで】
はげしいだんあつ【激しい弾圧】
はげしいでも【激しいデモ】
はげしいはんのう【激しい反応】
はげしいふんか【激しい噴火】
はげしいへんか【激しい変化】
はげしいらいう【激しい雷雨】
はげたか【禿げ鷹】
はげちょろ【禿げちょろ剥げちょろ】
はげまし【励まし】
はげます【励ます】
はげみ【励み】
はげむ【励む】
はげる【剥げる】
はげる【禿げる】
はげわし【禿げ鷲】
はこ【箱】
はこ【箱】
はこいっぱいのがくようひん【箱いっぱいの学用品】
はこいりむすめ【箱入り娘】
はこう【跛行】
はこがい【箱買い】
はこがき【箱書き】
はこつさいぼう【破骨細胞】
はこづめ【箱詰め】
はこにわ【箱庭】
はこひだ【箱襞】
はこび【運び】
はこふぐ【箱河豚】
はこぶ【運ぶ】
はこぶね【箱舟方舟】
はこべ
はこぼれ【刃毀れ】
はこまくら【箱枕】
はこやなぎ【箱柳】
はごいた【羽子板】
はごたえ【歯応え】
はごろも【羽衣】
はさい【破砕】
はさき【刃先】
はさまる【挟まる】
はさみ【螯】
はさみ【鋏】
はさみ【鋏】
はさみうち【挟み撃ち】
はさみきる【挟み切る】
はさみで…をきる【はさみで…を切る】
はさみをつかう【はさみを使う】
はさむ【挟む挿む】
はさん【破産】
はさん【破産】
はさんかんざいにん【破産管財人】
はさんさいけんしゃ【破産債権者】
はさんさいばんしょ【破産裁判所】
はさんしゃ【破産者】
はさんしんせい【破産申請[申し立て]】
はさんじけん【破産事件】
はさんする【破産する】
はさんせんこく【破産宣告】
はさんてつづき【破産手続】
はさんにおいこまれる【破産に追い込まれる】
はさんにおいこまれる【破産に追い込まれる】
はさんをふせぐ【破産を防ぐ】
はざかい【端境】
はざくら【葉桜】
はざま【狭間】
はざわり【歯触り】
はざーどまっぷ【ハザードマップ[災害予測図]】
はし【橋】
はし【橋】
はし【端】
はし【箸】
はしか【麻疹】
はしかわくちん【はしかワクチン】
はしがき【端書】
はしがながされた【橋が流された】
はしがほうらくした【橋が崩落した】
はしくれ【端くれ】
はしけ【艀】
はしこい
はしご【梯子】
はしご【梯子】
はしごからおちる【はしごから落ちる[足を滑らせる]】
はしござけ【梯子酒】
はしごだん【梯子段】
はしごをのぼる【はしごを上る】
はしごをのぼるおりる【はしごを降りる】
はした【端】
はしたない
はしっこ【端っこ】
はしなく【端なく】
はしのけんせつ【橋の建設】
はしばし【端端】
はしばみ【榛】
はしぶとうみがらす【嘴太海烏】
はしぶとがらす【嘴太鴉】
はしぼそがらす【嘴細鴉】
はしゃ【覇者】
はしゃぐ
はしやすめ【箸休め】
はしゅつ【派出】
はしょうふう【破傷風】
はしょる【端折る】
はしら【柱】
はしら【柱】
はしらせる【走らせる】
はしり【走り】
はしりがき【走り書き】
はしりたかとび【走り高跳び】
はしりづかい【走り使い】
はしりはばとび【走り幅飛び】
はしりよみ【走り読み】
はしる【走る】
はしわたし【橋渡し】
はしをかいしゅうする【(老朽化した)橋を改修する】
はしをかけかえる【橋を架け替える】
はしをかんせいさせる【橋を完成させる】
はしをてんけんする【橋を点検する】
はしをほうちする【橋を放置する】
はしをほしゅうする【橋を補修する】
はしをほしゅうする【橋を補修する】
はじ【恥辱】
はじいる【恥じ入る】
はじき【弾き】
はじきだす【弾き出す】
はじく【弾く】
はじける【弾ける】
はじさらし【恥晒し】
はじしらず【恥知らず】
はじまり【始まり】
はじまる【始まる】
はじめ【初め】
はじめ【始め】
はじめて【初めて】
はじめてのしけいはんけつ【初めての死刑判決】
はじめまして【始めまして】
はじめる【始める】
はじょう【波状】
はじらい【恥じらい】
はじらう【恥じらう】
はじる【恥じる】
はじろかいつぶり【羽白鳰】
はす【斜】
はす【蓮】
はすい【破水】
はすう【端数】
はすかい【斜交い】
はすっぱ【蓮っ葉】
はすむかい【斜向かい】
はず【筈】
はずかしい【恥ずかしい】
はずかしがり【恥ずかしがり】
はずかしがる【恥ずかしがる】
はずかしさをかんじる【恥ずかしさ[面はゆさ]を感じる】
はずかしめ【辱め】
はずかしめる【辱める】
はずす【外す】
はずべき【恥ずべき】
はずべきこうい【恥ずべき[恥ずかしい]行為】
はずみ【弾み】
はずみぐるま【弾み車】
はずむ【弾む】
はずれ【外れ】
はずれる【外れる】
はせい【派生】
はせる【馳せる】
はせん【波線】
はせん【破線】
はぜ【櫨黄櫨】
はぜ【沙魚鯊】
はぜる【爆ぜる】
はそん【破損】
はた【旗】
はた【機】
はた【畑畠】
はた【端】
はたあげ【旗揚げ】
はたいろ【旗色】
はたがしら【旗頭】
はたき
はたきこみ【叩き込み】
はたきこむ【叩き込む】
はたく【叩く】
はたけ【乾瘡疥】
はたけ【畑畠】
はたさく【畑作】
はたしあい【果たし合い】
はたしじょう【果たし状】
はたして【果たして】
はたじるし【旗印】
はたす【果たす】
はたせるかな【果たせる哉】
はたち【二十】
はたち【畑地】
はたと【礑と】
はたはた
はたはた【鰰】
はたばこ【葉煙草】
はたふり【旗振り】
はたまた【将又】
はため【傍目】
はためいわく【傍迷惑】
はためく
はたもと【旗本】
はたらかす【働かす】
はたらき【働き】
はたらきあり【働き蟻】
はたらきかけ【働き掛け】
はたらきかける【働き掛ける】
はたらきぐち【働き口】
はたらきざかり【働き盛り】
はたらきすぎのひとにどうじょうする【働き過ぎの人に同情する】
はたらきて【働き手】
はたらきばち【働き蜂】
はたらきぶり【働き振り】
はたらきもの【働き者】
はたらく【働く】
はたらくいよく【働く意欲】
はたらくいよく【働く意欲】
はたらくいよくのあるこうれいしゃ【働く意欲のある高齢者】
はたらくいよくをうしなう【働く意欲を失う】
はたらくいよくをもっている【働く意欲をもっている】
はたらくおや【働く親】
はたらくじかんとそのせいかはかならずしもいっちしない【働く時間とその成果は必ずしも一致しない】
はたらくせだい【(若い)働く世代】
はたらくせだいのかんじゃ【働く世代の患者】
はたん【破綻】
はたん【破綻】
はたんきぎょう【破綻企業】
はたんじょうたいにある【破綻状態にある】
はたんする【破綻する】
はたんにおいこまれる【破綻に追い込まれる】
はたんにおちいる【破綻に陥いる】
はだ【肌】
はだ【肌膚】
はだあい【肌合い】
はだあれ【肌荒れ】
はだいろ【肌色】
はだか【裸】
はだかでんきゅう【裸電球】
はだかのげんきん【裸の現金】
はだぎ【肌着】
はだける
はださむい【肌寒い】
はだざわり【肌触り】
はだし【裸足跣】
はだじゅばん【肌襦袢】
はだじょうたい【肌状態】
はだぬぎ【肌脱ぎ】
はだのいろ【肌の色】
はだのいろ【肌の色】
はだみ【肌身】
はだをこする【肌をこする】
はだん【破談】
はち【八】
はち【蜂】
はち【鉢】
はちあわせ【鉢合わせ】
はちがつ【八月】
はちきれる
はちく【破竹】
はちじひげ【八字髭】
はちじゅう【八十】
はちじゅうにえんきって【８２円切手】
はちじゅうはちや【八十八夜】
はちどり【蜂鳥】
はちにんのいいんのうちごにんがそのけいかくをしじした【８人の委員のうち5人がその計画を支持した】
はちねんれんぞく【８年連続】
はちのじ【八の字】
はちのす【蜂の巣】
はちぶ【八分】
はちぶおんぷ【八分音符】
はちぶきゅうしふ【八分休止符】
はちぶんぎざ【八分儀座】
はちぶんめ【八分目】
はちまき【鉢巻き】
はちみつ【蜂蜜】
はちめんたい【八面体】
はちめんろっぴ【八面六臂】
はちゅうるい【爬虫類】
はちょう【波長】
はちょう【破調】
はちろう【蜂蝋】
はちミリ【八ミリ】
はっ
はっか【発火】
はっか【薄荷】
はっかい【発会】
はっかく【八角】
はっかく【発覚】
はっかてん【発火点】
はっかん【発刊】
はっかん【発汗】
はっかん【発艦】
はっかーしゅだん【ハッカー集団】
はっかーをついせきする【ハッカーを追跡する】
はっき【発揮】
はっきゅう【発給】
はっきゅう【薄給】
はっきょう【発狂】
はっきり
はっきりしたへんじ【はっきりした返事】
はっきん【発禁】
はっきん【白金】
はっくつ【発掘】
はっけ【八卦】
はっけいロシアじん【白系ロシア人】
はっけっきゅう【白血球】
はっけつびょう【白血病】
はっけん【発券】
はっけん【発見】
はっけん【発見】
はっけん【白鍵】
はっけんしゃ【発見者】
はっけんする【発見する】
はっこう【発光】
はっこう【発効】
はっこう【発行】
はっこう【発酵】
はっこう【白光】
はっこう【薄幸】
はっこうだいおーどでんきゅう【発光ダイオード(ＬＥＤ)電球】
はっこうまえのこうこく【発行前の(雑誌)広告】
はっこつ【白骨】
はっさん【発散】
はっしと【発止と】
はっしゃ【発射】
はっしゃ【発車】
はっしゃじっけん【(長距離弾道ミサイルの)発射実験】
はっしゃよこく【(ミサイル)発射予告】
はっしょう【発症】
はっしょう【発祥】
はっしょく【発色】
はっしん【発信】
はっしん【発振】
はっしん【発疹】
はっしん【発進】
はっすいかこう【撥水加工】
はっする【発する】
はっせい【発声】
はっせい【発生】
はっそう【発想】
はっそう【発想】
はっそう【発走】
はっそう【発送】
はっそうのはば【発想の幅】
はっそうをうちだす【発想を打ち出す】
はっそうをてんかんする【発想を転換する】
はっそく【発足】
はったつ【発達】
はったつ【発達】
はったつしょうがい【発達障害】
はったつしょうがい【発達障害】
はったつしょうがいじ【発達障害児】
はったつだんかい【発達段階】
はったつちゅうのていきあつ【発達中の低気圧】
はったと
はったり
はっちゃく【発着】
はっちゃく【発着】
はっちゃくかんかく【発着間隔】
はっちゃくじこく【発着時刻】
はっちゃくわく【(羽田空港の)発着枠】
はっちゃくわく【(飛行機の)発着枠】
はっちゅう【発注】
はってん【発展】
はってん【発展】
はってんけいかく【発展計画】
はってんとじょうこく【発展途上国】
はってんのめをつむ【(日本経済の)発展の芽を摘む】
はっと【法度】
はっとうしん【八頭身】
はっはっ
はっぱ【発破】
はっぴ【法被】
はっぴょう【発表】
はっぴょう【発表】
はっぴょうのしんらいせい【発表(内容)の信頼性】
はっぷ【発布】
はっぷん【発憤発奮】
はっぽう【八方】
はっぽう【発泡】
はっぽう【発砲】
はっぽうさい【八宝菜】
はっぽうさわぎ【発砲騒ぎ】
はっぽうやぶれないきかた【八方破れな生き方】
はつ【初】
はつあん【発案】
はつい【発意】
はついく【発育】
はつえき【発駅】
はつえん【発煙】
はつおん【撥音】
はつおん【発音】
はつか【二十日】
はつかおあわせ【初顔合わせ】
はつが【発芽】
はつがいゆう【初外遊】
はつがま【初釜】
はつがん【発癌】
はつがん【発癌】
はつがんせい【発がん性】
はつがんよういん【発がん要因】
はつがんよういん【発がん要因】
はつぎ【発議】
はつげん【発言】
はつげん【発言】
はつげんしゃ【発言者】
はつげんのおもみのじかく【発言の重みの自覚】
はつげんのしかくがある【発言の資格がある】
はつげんをいちぶしゅうせいする【発言(内容)を一部修正する】
はつげんをきろくする【(会議中の)発言を記録する】
はつげんをてっかいする【(…ついての)発言を撤回する】
はつげんをみすごす【(についての…)発言を見過ごす】
はつげんをみなおす【発言を見直す】
はつげんをむしする【発言を無視する】
はつこい【初恋】
はつこうかい【初公開】
はつこうかい【初航海】
はつご【初子】
はつごおり【初氷】
はつしごと【初仕事】
はつしも【初霜】
はつじょう【発情】
はつぜっく【初節句】
はつでん【発電】
はつでん【発電】
はつでんき【発電機】
はつでんこうりつ【発電効率】
はつでんこうりつ【発電効率】
はつでんこすと【発電コスト】
はつでんしょ【発電所】
はつでんじぎょう【発電事業】
はつでんせつび【発電設備】
はつどう【発動】
はつどうき【発動機】
はつどひょう【初土俵】
はつなつ【初夏】
はつなり【初生り】
はつに【初荷】
はつね【初音】
はつねつ【発熱】
はつねつする【発熱する】
はつのこころみ【初の試み】
はつのり【初乗り】
はつはる【初春】
はつば【発馬】
はつばい【発売】
はつばいじき【(新製品の)発売時期】
はつばいよていび【発売予定日】
はつひ【初日】
はつひこう【初飛行】
はつびょう【発病】
はつぶたい【初舞台】
はつほ【初穂】
はつまご【初孫】
はつみみ【初耳】
はつめい【発明】
はつめい【発明】
はつめいしゃ【発明者】
はつめいのてんさい【発明の天才】
はつめいひん【発明品】
はつめいをめぐるあらそい【発明をめぐる争い】
はつめいをめぐるあらそい【発明をめぐる争い】
はつもうざい【発毛剤】
はつもうざい【発毛剤】
はつもうで【初詣で】
はつもの【初物】
はつゆうしょう【初優勝】
はつゆき【初雪】
はつゆめ【初夢】
はつよう【発揚】
はつらつ【溌剌溌溂】
はつれい【発令】
はつろ【発露】
はつわ【発話】
はづくろい【羽繕い】
はづな【端綱】
はて
はて【果て】
はてさて
はてしない【果てしない】
はてる【果てる】
はてんこう【破天荒】
はで【派手】
はと【鳩】
はとう【波濤】
はとう【波頭】
はとこ【再従兄弟再従姉妹】
はとのむれ【鳩の群れ】
はとば【波止場】
はとむぎ【鳩麦】
はとむね【鳩胸】
はとめ【鳩目】
はどう【波動】
はどめ【歯止め】
