「こうどうたいこうどう」のげんそく【「行動対行動」の原則】
こういん【拘引勾引】
こういん【行員】
こういん【鉱員】
こういんじだい【行員時代】
こうう【降雨】
こうういるすやく【抗ウイルス薬】
こううつざい【抗鬱剤】
こううつやく【抗鬱薬】
こううでじばんがゆるんだ【降雨で地盤が緩んだ】
こううりょう【降雨量】
こううん【幸運】
こううん【幸運好運】
こううんき【耕耘機】
こううんにも【幸運にも】
こうえい【光栄】
こうえい【公営】
こうえい【後衛】
こうえい【後裔】
こうえいぎゃんぶる【公営ギャンブル】
こうえき【公益】
こうえきつうほう【公益通報】
こうえきつうほうほごほう【公益通報保護法】
こうえつ【校閲】
こうえねるぎー【高エネルギー】
こうえん【公園】
こうえん【公園】
こうえん【公演】
こうえん【口演】
こうえん【好演】
こうえん【広遠宏遠】
こうえん【後援】
こうえん【紅炎】
こうえん【講演】
こうえん【高遠】
こうえんあんぎゃ【講演行脚】
こうえんきん【好塩菌】
こうえんごのあんけーと【公演後のアンケート】
こうえんしんせい【後援申請】
こうえんであそぶ【公園で(子供と)遊ぶ】
こうえんのいりぐち【公園の入り口】
こうえんのかいてんしきゆうぐからおちる【公園の回転式遊具から落ちる】
こうえんのゆうぐからてんらくする【公園の遊具から転落する】
こうお【好悪】
こうおつ【甲乙】
こうおん【恒温】
こうおん【高温】
こうおん【高音】
こうおんちゅういじょうほう【高温注意情報】
こうか【効果】
こうか【効果】
こうか【工科】
こうか【校歌】
こうか【硬化】
こうか【硬貨】
こうか【考課】
こうか【膠化】
こうか【降下】
こうか【高価】
こうか【高架】
こうかい【公海】
こうかい【公開】
こうかい【後悔】
こうかい【後悔】
こうかい【更改】
こうかい【紅海】
こうかい【航海】
こうかい【航海】
こうかい【黄海】
こうかいえんぜつ【公開演説】
こうかいきょり【航海距離】
こうかいさいばん【公開裁判】
こうかいされたえいぞう【公開された映像】
こうかいじっしゅうせん【航海実習船】
こうかいする【(…できなかったことを)後悔する】
こうかいず【航海図】
こうかいとうろん【公開討論】
こうかいどう【公会堂】
こうかいなんどう【こうかい(黄海)南道】
こうかいのねんをいだく【後悔の念を抱く[もつ]】
こうかいほくどう【こうかい(黄海)北道】
こうかいれーだー【航海レーダー】
こうかがあるやくざい【効果がある薬剤】
こうかがく【光化学】
こうかく【交角】
こうかく【光角】
こうかく【口角】
こうかく【広角】
こうかく【甲殻】
こうかく【降格】
こうかく【高角】
こうかくか【好角家】
こうかしょう【硬化症】
こうかつ【広闊】
こうかつ【狡猾】
こうかつなごまかし【狡猾なごまかし】
こうかてきけんさ【効果的検査】
こうかてきこうどう【効果的行動】
こうかてきせいさく【効果的政策】
こうかてきせいど【効果的制度】
こうかてきせんりゃく【効果的戦略】
こうかてきそち【効果的措置】
こうかてきちりょう【効果的治療】
こうかてきなさてい【(…の)効果的な査定】
こうかてきなたいさく【効果的な対策】
こうかてきなほうさく【効果的な方策】
こうかてきなめっせーじ【効果的なメッセージ】
こうかなぷれぜんと【高価なプレゼント】
こうかのとぼしいせいさく【効果の乏しい政策】
こうかのないせいさく【効果のない[乏しい]政策】
こうかのりすくのばらんす【効果とリスクのバランス】
こうかほうぎん【高歌放吟】
こうかれいいがく【抗加齢医学】
こうかれいいがく【抗加齢医学】
こうかをけんしょうする【(…の)効果を検証[評価]する】
こうかをしめす【効果を示す[発揮する]】
こうかをしょうめいする【(その薬品の)効果を証明する】
こうかをたかめる【(…の)効果を高める】
こうかをためす【(薬の)効果を試す[テストする]】
こうかん【交換】
こうかん【交換】
こうかん【交歓】
こうかん【公刊】
こうかん【公館】
こうかん【向寒】
こうかん【好感】
こうかん【好漢】
こうかん【巷間】
こうかん【後患】
こうかん【浩瀚】
こうかん【鋼管】
こうかん【高官】
こうかんきょうぎ【高官協議】
こうかんきょうじゅ【交換教授】
こうかんきょうじゅ【交換教授】
こうかんしんけい【交感神経】
こうかんする【(贈り物を)交換する】
こうかんとかいけんする【高官と会見する】
こうかんどかめら【高感度カメラ】
こうかんどフィルム【高感度フィルム】
こうかんようばってりー【交換用バッテリー】
こうかんりゅうがくせい【交換留学生】
こうが【高雅】
こうが【黄河】
こうがい【光害】
こうがい【公害】
こうがい【公害】
こうがい【口外】
こうがい【口蓋】
こうがい【坑外】
こうがい【慷慨】
こうがい【校外】
こうがい【梗概】
こうがい【構外】
こうがい【港外】
こうがい【郊外】
こうがい【鉱害】
こうがい【香害】
こうがいきぎょう【公害企業】
こうがいけんこうひがい【公害健康被害】
こうがいけんこうひがい【公害健康被害】
こうがいぜい【公害税】
こうがいそしょう【公害訴訟】
こうがいたいさく【公害対策】
こうがいにちょくめんする【公害に直面する】
こうがいにびんかんである【香害に敏感である】
こうがいのせきにん【公害の責任】
こうがいはんたいうんどう【公害反対運動】
こうがいひがいしゃ【公害被害者】
こうがいびょう【公害病】
こうがく【光学】
こうがく【光学】
こうがく【好学】
こうがく【工学】
こうがく【後学】
こうがく【高額】
こうがくえいせい【光学衛星】
こうがくえいせい【光学衛星】
こうがくえいせい【光学衛星】
こうがくえいせいをうちあげる【光学衛星を打ち上げる】
こうがくがいしゃ【光学会社[企業]】
こうがくきき【光学機器】
こうがくききめーかー【光学機器メーカー】
こうがくぎょうかい【光学業界】
こうがくけんびきょう【光学顕微鏡】
こうがくしきまうす【光学式マウス】
こうがくしきもじよみとりそうち【光学式文字読み取り装置】
こうがくしん【向学心】
こうがくすきゃなー【光学スキャナー[走査装置]】
こうがくそうさ【光学走査】
こうがくなきゅうよ【高額な[高い]給与】
こうがくなそうび【高額な装備(品)】
こうがくなひよう【高額な費用】
こうがくなほしょうをていじする【高額な補償を提示する】
こうがくねん【高学年】
こうがくのりし【高額の利子】
こうがくまんしょん【高額マンション】
こうがくれき【高学歴】
こうがん【厚顔】
こうがん【睾丸】
こうがん【紅顔】
こうがんざい【抗ガン剤】
こうがんざい【抗癌剤】
こうき【光輝】
こうき【公器】
こうき【好奇】
こうき【好期】
こうき【好機】
こうき【好機】
こうき【工期】
こうき【広軌】
こうき【後期】
こうき【後記】
こうき【校旗】
こうき【校紀】
こうき【校規】
こうき【綱紀】
こうき【香気】
こうき【高貴】
こうきあつ【高気圧】
こうきあつ【高気圧】
こうきけんど【高危険度】
こうきこうれいしゃいりょうせいど【後期高齢者医療制度】
こうきしん【好奇心】
こうきせい【好気性】
こうきせいちゅうやく【抗寄生虫薬】
こうきせいちゅうやくのいべるめくちんをかいはつする【抗寄生虫薬のイベルメクチンを開発する】
こうきのう【高機能】
こうきみつぶらいんど【高気密ブラインド】
こうきゅう【公休】
こうきゅう【好球】
こうきゅう【後宮后宮】
こうきゅう【恒久】
こうきゅう【硬球】
こうきゅう【高級】
こうきゅう【高級】
こうきゅう【高給】
こうきゅういりょう【高級衣料[服]】
こうきゅういりょうひん【高級衣料品】
こうきゅういりょうひんてん【高級衣料品店】
こうきゅういんしょくてん【高級飲食店[レストラン]】
こうきゅううでどけい【高級腕時計】
こうきゅううでどけい【高級腕時計】
こうきゅうかんりょう【高級官僚[官吏]】
こうきゅうかんりょう【高級官僚】
こうきゅうかんりょうにわたりをつける【高級官僚に渡りをつける】
こうきゅうがいしゃ【高級外車】
こうきゅうきしゅ【高級(パソコン)機種】
こうきゅうぎょ【高級魚】
こうきゅうし【高級紙[新聞]】
こうきゅうしゃ【高級車】
こうきゅうじむれべるきょうぎ【高級事務レベル協議】
こうきゅうじゅうたくがい【高級住宅街】
こうきゅうすしてん【高級すし店】
こうきゅうてきなきち【恒久的な基地】
こうきゅうでぱーと【高級デパート】
こうきゅうばっぐ【高級バッグ】
こうきゅうひんしこうのしょうひしゃたち【高級品志向の消費者たち】
こうきゅうぶらんど【高級ブランド】
こうきゅうぶらんど【高級ブランド】
こうきゅうぶらんどばっぐ【高級ブランドバッグ】
こうきゅうほてる【高級ホテル】
こうきゅうりょうり【高級料理】
こうきゅうわいん【高級ワイン】
こうきょ【皇居】
こうきょう【公共】
こうきょう【公共】
こうきょう【口供】
こうきょう【好況】
こうきょうかい【公教会】
こうきょうがく【交響楽】
こうきょうきかん【公共機関】
こうきょうきょく【交響曲】
こうきょうこうこく【公共広告】
こうきょうこうじ【公共工事】
こうきょうこうじ【公共工事】
こうきょうこうぞうぶつ【公共構造物】
こうきょうこうつうきかん【公共交通機関】
こうきょうさーびす【公共サービス】
こうきょうざい【公共財】
こうきょうし【交響詩】
こうきょうしせつ【公共施設】
こうきょうしょくぎょうあんていじょ【公共職業安定所[ハローワーク]《日本で》】
こうきょうじぎょう【公共事業】
こうきょうじぎょう【公共事業】
こうきょうじぎょうにいぞんする【公共事業に依存する】
こうきょうじぎょうをふっかつさせる【公共事業を復活させる】
こうきょうせい【公共性】
こうきょうせいさく【公共政策】
こうきょうせいをもつにんむ【公共性をもつ任務】
こうきょうだんたい【公共団体】
こうきょうとうし【公共投資】
こうきょうとうし【公共投資】
こうきょうのあんぜん【公共の安全】
こうきょうのあんぜんのいじ【公共の安全の維持】
こうきょうのけんこう【公共の健康】
こうきょうのけんこうをぞうしんする【公共の健康を増進する】
こうきょうのせいしん【公共の精神】
こうきょうのせいしん【公共の精神】
こうきょうのたてもの【公共の建物】
こうきょうのたてもの【公共の建物】
こうきょうのちつじょ【公共の秩序】
こうきょうのちつじょをみだす【公共の秩序を乱す】
こうきょうのばしょ【公共の場所[空間]】
こうきょうのばしょ【公共の場所】
こうきょうのばしょでのぜんめんきんえん【公共の場所での全面禁煙】
こうきょうのふくし【公共の福祉】
こうきょうのふくしにはんする【公共の福祉に反する】
こうきょうのりえき【公共の利益】
こうきょうばす【公共バス】
こうきょうふくし【公共(の)福祉】
こうきょうぶもん【公共部門】
こうきょうほうそう【公共放送】
こうきょうもくてきで【公共目的で】
こうきょうりょうきん【公共料金】
こうきょがいえんのほどうではひるまほぼいつのじかんたいでもらんにんぐをするひとがみられる【皇居外苑の歩道では昼間ほぼいつの時間帯でもランニングをする人が見られる】
こうきょらんにんぐ【皇居ランニング】
こうきをあたえる【好機を与える】
こうきをいっする【好機を逸する[逃す]】
こうきをとらえる【好機をとらえる】
こうきん【公金】
こうきん【抗菌】
こうきん【拘禁】
こうきんししゅつ【公金支出】
こうきんのおうりょう【公金の横領】
こうきんのかんり【公金の管理】
こうきんやく【抗菌薬】
こうきんり【高金利[金利高]】
こうきんりつうか【高金利［高利回り］通貨】
こうぎ【交誼】
こうぎ【巧技】
こうぎ【広義】
こうぎ【抗議】
こうぎ【抗議】
こうぎ【講義】
こうぎ【高誼厚誼好誼】
こうぎうんどう【抗議運動】
こうぎかつどう【抗議活動】
こうぎこうどう【抗議行動】
こうぎこうどうをそしきする【(…に対する)抗議行動を組織する】
こうぎしゃ【抗議者】
こうぎしゅうかい【抗議集会】
こうぎしゅうかい【抗議集会】
こうぎしょかん【抗議書簡】
こうぎせいめい【抗議声明】
こうぎてきこうどう【抗議行動】
こうぎでも【抗議デモ】
こうぎでも【抗議デモ】
こうぎのいしをあぴーるする【抗議の意思をアピールする】
こうぎのうねり【抗議のうねり[波]】
こうぎのすわりこみ【抗議の座り込み】
こうぎのほこさき【抗議の矛先[ほこさき]】
こうぎのろくおん【講義の録音】
こうぎょう【工業】
こうぎょう【工業】
こうぎょう【興業】
こうぎょう【興行】
こうぎょう【鉱業】
こうぎょうか【工業化】
こうぎょうかがく【工業化学】
こうぎょうきかく【工業規格】
こうぎょうぎじゅつ【工業技術】
こうぎょうけいざいがく【工業経済学】
こうぎょうこうとうがっこう【工業高等学校[高校]】
こうぎょうせいさん【工業生産(高)】
こうぎょうせいさん【工業生産】
こうぎょうせいひん【工業製品】
こうぎょうせいひん【工業製品】
こうぎょうせいひんのかんぜい【工業製品(へ)の関税】
こうぎょうせきしゃ【高業績者】
こうぎょうせきのきぎょう【好業績の企業】
こうぎょうちいき【工業地域】
こうぎょうちたい【工業地帯】
こうぎょうちたい【工業地帯】
こうぎょうちり【工業地理(学)】
こうぎょうでざいなー【工業デザイナー】
こうぎょうでざいん【工業デザイン】
こうぎょうとし【工業都市】
こうぎょうとし【工業都市】
こうぎょうようきかい【工業用機械】
こうぎょうようろぼっと【工業用ロボット】
こうぎょく【硬玉】
こうぎょく【紅玉】
こうぎょく【鋼玉】
こうぎをしんけんにうけとめる【抗議を真剣に受けとめる】
こうぎをひょうめいする【抗議(の意)を表明する】
こうぎん【高吟】
こうく【工区】
こうく【鉱区】
こうくう【口腔】
こうくう【航空】
こうくう【航空】
こうくう【高空】
こうくうあなりすと【航空アナリスト[評論家]】
こうくうあなりすと【航空アナリスト】
こうくううちゅういがく【航空宇宙医学】
こうくううちゅうきょく【(アメリカ)航空宇宙局】
こうくううちゅうぎじゅつけんきゅうじょ【航空宇宙技術研究所《日本の》】
こうくううちゅうこうがく【航空宇宙工学】
こうくううんえい【空港運営】
こうくううんちん【航空運賃】
こうくううんちん【航空運賃】
こうくうかもつ【航空貨物】
こうくうかんせい【航空(交通)管制】
こうくうかんそうしょう【口腔乾燥症】
こうくうがいしゃ【航空会社】
こうくうがいしゃ【航空会社】
こうくうがいしゃのしゅうえき【航空会社の収益】
こうくうき【航空機】
こうくうき【航空機】
こうくうきうんこうのあんぜん【航空機運航の安全(性)】
こうくうきち【航空基地】
こうくうきのうんこう【航空機の運航】
こうくうきをそうじゅうする【航空機を操縦する】
こうくうきをそのくうこうにちゃくりくさせる【航空機をその空港に着陸させる】
こうくうぎじゅつ【航空技術】
こうくうぎょうかい【(民間)航空業界】
こうくうぎょうかい【航空業界】
こうくうぎょうせい【航空行政】
こうくうけん【航空券】
こうくうけんれんたいぜい【航空券連帯税】
こうくうけんれんたいぜい【航空券連帯税】
こうくうこうつうかんせい【航空交通管制】
こうくうしゃしん【航空写真】
こうくうしんたいけんさ【航空身体検査】
こうくうしんたいけんさ【航空身体検査】
こうくうしんたいけんさしょうめいしょ【航空身体検査証明書】
こうくうしんたいけんさにごうかくする【航空身体検査に合格する】
こうくうじえいたい【航空自衛隊】
こうくうじこ【航空(機)事故】
こうくうじゅよう【航空需要】
こうくうだいがっこう【航空大学校《日本の》】
こうくうとうきょく【航空当局】
こうくうびん【航空便】
こうくうほう【航空法】
こうくうほけん【航空保険】
こうくうぼかん【航空母艦】
こうくうぼかんのけんぞう【航空母艦[空母]の建造】
こうくうもう【航空(路線)網】
こうくうゆうびん【航空郵便】
こうくうゆそう【航空輸送[運輸]】
こうくうようねんりょう【航空用燃料】
こうくうれんごう【航空連合】
こうくうろ【航空路】
こうくつ【後屈】
こうくん【校訓】
こうぐ【工具】
こうぐう【厚遇】
こうぐう【皇宮】
こうぐん【皇軍】
こうぐん【行軍】
こうけい【光景】
こうけい【口径】
こうけい【後継】
こうけいあらそい【後継(者)争い】
こうけいき【好景気】
こうけいしつ【後形質】
こうけいしゃぶそく【後継者不足】
こうけっか【好結果】
こうけっせい【抗血清】
こうけつ【公欠】
こうけつ【高潔】
こうけつあつ【高血圧】
こうけん【公権】
こうけん【効験】
こうけん【後見】
こうけん【貢献】
こうけん【貢献】
こうけん【高見】
こうけんできるたちばにいる【(…に)貢献できる立場にいる】
こうけんにたいしかんしゃする【貢献に対し感謝(の意を表明)する】
こうけんにん【後見人】
こうけんりょく【公権力】
こうげ【高下】
こうげい【工芸】
こうげき【攻撃】
こうげき【攻撃】
こうげきがたせんすいかん【攻撃型(原子力)潜水艦】
こうげきしゃ【攻撃者】
こうげきせい【攻撃性】
こうげきたいせい【攻撃態勢】
こうげきていし【攻撃停止】
こうげきていしをせんげんする【攻撃停止を宣言する】
こうげきてきこうどう【攻撃的行動】
こうげきてきこうどう【攻撃的行動】
こうげきてきこうどうをみせる【攻撃的行動を見せる[示す]】
こうげきてきさいばーせんそうすいこうのうりょく【攻撃的サイバー戦争遂行能力】
こうげきてきぼうぎょ【攻撃的防御】
こうげきにたいするぜいじゃくせい【攻撃に対する[への]脆弱性】
こうげきによわい【攻撃に弱い】
こうげきのうりょく【(ネット空間での)攻撃能力】
こうげきのうりょく【攻撃能力】
こうげきのおうしゅう【攻撃の応酬】
こうげきのきぼ【攻撃の規模】
こうげきのぎせいしゃ【攻撃の犠牲者】
こうげきのげんば【攻撃の現場】
こうげきのげんば【攻撃の現場】
こうげきのひょうてきをしぼりこむ【攻撃の標的を絞り込む】
こうげきのやりかた【攻撃のやり方】
こうげきもくひょう【攻撃(の)目標[標的]】
こうげきをうける【攻撃を受ける】
こうげきをかいしする【攻撃を開始する[始める]】
こうげきをしかける【攻撃を仕掛ける】
こうげきをふせぐ【(…からの)攻撃を防ぐ[防御する]】
こうげきをやめる【攻撃をやめる】
こうげん【光源】
こうげん【公言】
こうげん【巧言】
こうげん【広原】
こうげん【広言】
こうげん【抗原】
こうげん【高原】
こうげん【高言】
こうげんがく【考現学】
こうげんびょう【膠原病】
こうげんびょういんふるえんざういるす【高病原インフルエンザウイルス】
こうこ【公庫】
こうこ【好個】
こうこ【後顧】
こうこう【口腔】
こうこう【孝行】
こうこう【後攻】
こうこう【斯う斯う】
こうこう【煌煌】
こうこう【皓皓】
こうこう【航行】
こうこう【香香】
こうこう【高校】
こうこう【黄口】
こうこうえいせいぎし【口腔衛生技師】
こうこうぎょう【鉱工業】
こうこうじゆうのげんそく　【航行自由の原則】
こうこうせい【向光性】
こうこうせい【好光性】
こうこうそつぎょうせいのしんろ【高校卒業生の進路】
こうこうど【高高度】
こうこうど【高高度】
こうこうのじゅぎょうりょうむしょうか【高校の授業料無償化】
こうこうのじゆう【航行の自由】
こうこうのじゆう【航行の自由】
こうこうのじゆうさくせん【航行の自由作戦】
こうこうや【好好爺】
こうこうりつのたいようでんち【高効率の太陽電池】
こうこがく【考古学】
こうこく【公告】
こうこく【公国】
こうこく【広告】
こうこく【広告】
こうこく【抗告】
こうこくせんでんひ【広告宣伝費】
こうこくだいりてん【広告代理店[会社]】
こうこくとう【広告塔】
こうこくとう【広告塔】
こうこくぬし【広告主】
こうこくのうりあげ【広告の売り上げ】
こうこくばん【広告板】
こうこくぶん【広告文】
こうこくぶんあんか【広告文案家[コピーライター]】
こうこくへのはんのう【広告への反応】
こうこくりょう【広告料】
こうこくりょうきん【広告料金】
こうこくりょうしゅうにゅう【広告料収入】
こうこつ【恍惚】
こうこつ【硬骨】
こうこつもじ【甲骨文字】
こうご【交互】
こうご【口語】
こうごう【交合】
こうごう【咬合】
こうごう【皇后】
こうごうさんかぶつ【混合酸化物】
こうごうしい【神神しい】
こうごうせい【光合成】
こうさ【交差】
こうさ【公差】
こうさ【考査】
こうさ【黄砂】
こうさい【交際】
こうさい【光彩】
こうさい【公債】
こうさい【虹彩】
こうさい【鉱滓】
こうさがかんそくされた【(…で)黄砂が観測された】
こうさく【交錯】
こうさく【工作】
こうさく【耕作】
こうさく【鋼索】
こうさくきかい【工作機械】
こうさくほうきち【耕作放棄地】
こうさくほうきちをへらす【耕作放棄地を減らす】
こうさけいほう【黄砂警報】
こうさつ【絞殺】
こうさつ【考察】
こうさん【公算】
こうさん【鉱産】
こうさん【降参】
こうざ【口座】
こうざ【講座】
こうざ【高座】
こうざい【功罪】
こうざい【鋼材】
こうざいりょう【好材料】
こうざいりょう【好材料】
こうざいをけんとうする【(…の)功罪を検討する】
こうざをかいせつする【(銀行)口座を開設する】
こうざん【鉱山】
こうざん【高山】
こうし【光子】
こうし【公使】
こうし【公私】
こうし【厚志】
こうし【子牛】
こうし【子牛】
こうし【孔子】
こうし【校史】
こうし【格子】
こうし【皓歯】
こうし【行使】
こうし【講師】
こうしき【公式】
こうしき【公式】
こうしき【硬式】
こうしきえんぶれむ【(２０２０年のオリンピック)公式エンブレム】
こうしきえんぶれむ【公式エンブレム】
こうしききょうぎ【公式協議】
こうしききろく【公式記録】
こうしきぎふと【公式ギフト[おみやげ]】
こうしきけんかい【(政府の)公式見解】
こうしきけんかい【(政府の)公式見解】
こうしきこうしょう【公式交渉】
こうしきこめんと【公式コメント】
こうしきしゃざい【公式謝罪】
こうしきじあい【公式試合】
こうしきせいめい【公式声明】
こうしきせつめい【公式説明】
こうしきせん【公式戦[試合]】
こうしきのほうしん【公式の方針】
こうしきはっぴょう【公式発表】
こうしきはっぴょう【公式発表】
こうしきはつげん【公式発言】
こうしきひこう【(米大統領専用機エアフォースワンの)公式飛行】
こうしきほうもん【公式訪問】
こうしきほうもん【公式訪問】
こうしきほーむぺーじ【公式(の)ホームページ】
こうしきをあんきする【公式を暗記する】
こうしじりつをおいかぜに【高支持率を追い風に】
こうしせい【高姿勢】
こうした【斯うした】
こうしたちょうせいをさけてとおる【こうした調整を避けて通る】
こうしたとくせいをこうりょして【こうした特性を考慮して】
こうしたとりくみが…にはかかせない【こうした取り組みが…には欠かせない】
こうしたよろんのどうこうをけいしする【こうした世論の動向を軽視する】
こうしつ【後室】
こうしつ【皇室】
こうしつ【硬質】
こうしつ【膠質】
こうしつ【高湿】
こうしつのでんとう【皇室の伝統】
こうして【斯うして】
こうしもよう【格子模様】
こうしゃ【公社】
こうしゃ【公舎】
こうしゃ【巧者】
こうしゃ【後者】
こうしゃ【校舎】
こうしゃ【降車】
こうしゃく【侯爵】
こうしゃく【公爵】
こうしゃく【講釈】
こうしゃさい【公社債】
こうしゃほう【高射砲】
こうしゅ【好守】
こうしゅ【好手巧手】
こうしゅ【攻守】
こうしゅう【こうしゅう(杭州)】
こうしゅう【公衆】
こうしゅう【公衆】
こうしゅう【口臭】
こうしゅう【講習】
こうしゅう【講習】
こうしゅういがく【公衆医学】
こうしゅうえいせい【公衆衛生】
こうしゅうえいせい【公衆衛生】
こうしゅうかいをひらく【(…に関する)講習会を開く[開催する]】
こうしゅうでんわ【公衆電話】
こうしゅうでんわ【公衆電話】
こうしゅうでんわ【公衆電話】
こうしゅうといれにはいったのに、ようがたせなかったよ。「いぶつむよう」のけいじがあったので。【公衆トイレに入ったのに、用が足せなかったよ。「異物無用」の掲示があったので。《ジョーク》】
こうしゅうどうとく【公衆道徳】
こうしゅうどうとく【公衆道徳】
こうしゅうにさんかする【講習(会)に参加する】
こうしゅうのてき【公衆の敵】
こうしゅうは【高周波】
こうしゅうむせんらん【公衆無線LAN】
こうしゅうをうける【(安全)講習を受ける】
こうしゅうをめいぜられる【講習を(受けることを)命ぜられる】
こうしゅけい【絞首刑】
こうしゅだい【絞首台】
こうしゅつ【後出】
こうしょ【高所】
こうしょう【交渉】
こうしょう【交渉】
こうしょう【公傷】
こうしょう【公称】
こうしょう【公証】
こうしょう【口承】
こうしょう【哄笑】
こうしょう【工廠】
こうしょう【校章】
こうしょう【考証】
こうしょう【鉱床】
こうしょう【高唱】
こうしょう【高尚】
こうしょうあいて【交渉相手】
こうしょうがい【後障害】
こうしょうがまだけっちゃくしていない【交渉がまだ決着していない】
こうしょうすけじゅーる【交渉スケジュール[日程]】
こうしょうちゅうに【交渉中に】
こうしょうでのふり【交渉での不利】
こうしょうでゆういにたつ【交渉で優位に立つ】
こうしょうにえいきょうをあたえる【交渉に影響(力)を与える】
こうしょうにそなえる【交渉に備える[の準備をする]】
こうしょうにとりくむ【交渉に取り組む】
こうしょうにのりだす【(…との)交渉に乗り出す】
こうしょうにん【交渉人[者]】
こうしょうのいきづまり【交渉の行き詰まり】
こうしょうのおくれ【交渉の遅れ】
こうしょうのきりふだ【交渉の[を有利に導く]切り札[材料]】
こうしょうのけいか【交渉の経過】
こうしょうのけっか【交渉の結果】
こうしょうのけつれつ【交渉の決裂】
こうしょうのしゅうばん【交渉の終盤】
こうしょうのしゅどうけんをにぎる【交渉の主導権を握る】
こうしょうのすたーと【交渉のスタート[開始]】
こうしょうのせき【交渉の席[テーブル]】
こうしょうのせきにつく【交渉の席につく】
こうしょうのだけつ【交渉の妥結】
こうしょうのちゅうかいをする【(AとBの間の)交渉の仲介をする】
こうしょうのてーぶるにつく【交渉のテーブルにつく】
こうしょうはさいしゅうだんかいにある【交渉は最終段階にある】
こうしょうはふたたびものわかれにおわった【交渉は再び物別れに終わった】
こうしょうへのえいきょうをうしなう【交渉への影響(力)を失う】
こうしょうへのさんか【交渉への参加】
こうしょうへのとびらをひらく【交渉への扉を開く】
こうしょうりょく【交渉力】
こうしょうをうちきる【(…との)交渉を打ち切る】
こうしょうをえんきする【交渉を延期する】
こうしょうをかそくする【交渉を加速する】
こうしょうをきょひする【交渉を拒否する[に応じない]】
こうしょうをさいかいする【交渉を再開する】
こうしょうをしんてんさせる【交渉を進展させる】
こうしょうをすすめる【交渉を進める】
こうしょうをはじめる【交渉を始める[開始する]】
こうしょきょうふしょう【高所恐怖症】
こうしょく【交織】
こうしょく【公職】
こうしょく【好色】
こうしょとく【高所得】
こうしん【交信】
こうしん【功臣】
こうしん【口唇】
こうしん【孝心】
こうしん【後身】
こうしん【後進】
こうしん【恒心】
こうしん【更新】
こうしん【更新】
こうしん【行進】
こうしん【行進】
こうしん【高進亢進】
こうしんこく【後進国】
こうしんじょ【興信所】
こうしんじょうほう【更新[アップデート]情報】
こうしんりょう【香辛料】
こうしんりれき【(ウインドウズOSの)更新履歴】
こうしんろく【興信録】
こうしんをやめる【行進をやめる】
こうじ【公事】
こうじ【公示】
こうじ【好事】
こうじ【好餌】
こうじ【小路】
こうじ【工事】
こうじ【工事】
こうじ【後事】
こうじ【高次】
こうじ【麹】
こうじかんりょうごのけんさ【工事完了後の検査】
こうじきょか【(…の)工事許可】
こうじけいかく【工事計画】
こうじげんば【工事現場】
こうじげんばせきにんしゃ【工事現場責任者】
こうじしゃりょう【工事車両】
こうじつ【口実】
こうじつせい【向日性】
こうじのさいかい【工事の再開】
こうじひ【工事費】
こうじゅ【口授】
こうじゅうごうたい【高重合体】
こうじゅつ【公述】
こうじゅつ【口述】
こうじゅつ【後述】
こうじゅほうしょう【紅綬褒章】
こうじゅん【降順】
こうじょ【公助】
こうじょ【公序】
こうじょ【控除】
こうじょ【皇女】
こうじょう【交情】
