「すべてをつくした」といういいわけ【「すべてを尽くした」という言い訳】
すいそく【推測】
すいそくかめら【観測(用)カメラ】
すいそくにもとづくはんだん【推測に基づく判断】
すいそくによって【推測によって】
すいそくをまじえない【推測を交えない[を避ける]】
すいそじどうしゃ【水素自動車】
すいそばくだん【水素爆弾】
すいぞう【膵臓】
すいぞくかん【水族館】
すいたい【衰退】
すいたい【酔態】
すいたいのいっとをたどるぶんや【衰退の一途をたどる分野】
すいだし【吸い出し】
すいだす【吸い出す】
すいちゅう【水中】
すいちゅうしゃしん【水中写真】
すいちゅうのうりょく【水中能力】
すいちょく【垂直】
すいつく【吸い付く】
すいつける【吸い付ける】
すいてい【推定】
すいてい【推定】
すいていかいこ【推定解雇】
すいていさんまんにんのがくせいたち【推定３万人の学生たち】
すいていぜんそん【推定全損《海上保険で》】
すいていそうぞくにん【推定相続人】
すいていそうぞくにん【推定相続人】
すいていそくど【(…の)推定速度】
すいていむざい【推定無罪】
すいていりようしゃすう【推定利用者数】
すいてき【水滴】
すいでん【水田】
すいとう【出納】
すいとう【水痘】
すいとう【水稲】
すいとう【水筒】
すいとりがみ【吸い取り紙】
すいとる【吸い取る】
すいどう【水道】
すいどうのいじ【水道の維持】
すいどうめーたー【水道メーター】
すいなん【水難】
すいのみ【吸い飲み】
すいはんき【炊飯器】
すいば【酸葉】
すいばく【水爆】
すいばん【水盤】
すいび【衰微】
すいふ【水夫】
すいぶん【水分】
すいへい【水兵】
すいへい【水平】
すいほう【すいほう(水豊)】
すいほう【水泡】
すいほう【水疱】
すいぼう【水防】
すいぼう【衰亡】
すいぼくが【水墨画】
すいぼつ【水没】
すいま【水魔】
すいま【睡魔】
すいみつ【水蜜】
すいみゃく【水脈】
すいみん【睡眠】
すいみん【睡眠】
すいみんきょういく【睡眠教育[眠育]】
すいみんきょういく【睡眠教育】
すいみんきょうふしょう【睡眠恐怖症】
すいみんしょうがい【睡眠障害】
すいみんしょうがい【睡眠障害】
すいみんじかん【睡眠時間】
すいみんじむこきゅうしょうこうぐん【睡眠時無呼吸症候群】
すいみんぶそく【睡眠不足】
すいみんやく【睡眠薬】
すいみんようみみせん【睡眠用耳栓】
すいみんをぼうがいする【睡眠を妨害する】
すいめつ【衰滅】
すいめん【水面】
すいめんかでのきょうぎ【水面下[舞台裏]での協議】
すいもの【吸い物】
すいもん【水門】
すいもん【水門】
すいよう【水曜】
すいよう【水溶】
すいよく【水浴】
すいよせる【吸い寄せる】
すいらい【水雷】
すいり【推理】
すいり【水利】
すいりきがく【水力学】
すいりく【水陸】
すいりゅう【水流】
すいりょう【推量】
すいりょう【水量】
すいりょく【推力】
すいりょく【水力】
すいれい【水冷】
すいれん【睡蓮】
すいろ【水路】
すいろん【推論】
すう【吸う】
すう【数】
すうがく【数学】
すうがく【数学】
すうがくがくしゅうとうたつど【(生徒の)数学学習到達[達成]度】
すうがくがとくいだ【数学が得意だ】
すうがくがふとくいだ【数学が不得意[苦手]だ】
すうがくしゃ【数学者】
すうがくのきほん【数学の基本】
すうがくのきょうし【数学の教師】
すうがくのきょうし【数学の教師】
すうがくのくらす【数学のクラス】
すうがくのくらす【数学のクラス】
すうがくのてんさい【数学の天才】
すうがくののうりょく【数学の能力】
すうがくのぶんやへのかれらのさんかく【数学の分野への彼らの参画】
すうき【数奇】
すうき【枢機】
すうけい【崇敬】
すうこう【崇高】
すうし【数詞】
すうしき【数式】
すうじ【数字】
すうじ【数次】
すうじかん【数時間】
すうじく【枢軸】
すうじつ【数日】
すうじにうらづけられたよそく【数字に裏付けられた予測】
すうじにのこらないひげき【数字に残らない悲劇】
すうじゅう【数十】
すうじをおぼえておくのにゆうこうなほうほう【数字を覚えておくのに有効な方法】
すうせい【趨勢】
すうせん【数千】
すうち【数値】
すうちのられつ【数値の羅列】
すうとう【数等】
すうにん【数人】
すうねん【数年】
すうはい【崇拝】
すうばい【数倍】
すうひゃく【数百】
すうひゃくねんにいちど【数百年に一度】
すうまん【数万】
すうみついん【枢密院】
すうよう【枢要】
すうり【数理】
すうりょう【数量】
すうれつ【数列】
すう－【数－】
すえ【末】
すえおき【据え置き】
すえおく【据え置く】
すえおそろしい【末恐ろしい】
すえぜん【据え膳】
すえたのもしい【末頼もしい】
すえっこ【末っ子】
すえつけ【据え付け】
すえつける【据え付ける】
すえながく【末長く】
すえのよ【末の世】
すえひろがり【末広がり】
すえる【据える】
すえる【饐える】
すおう【蘇芳蘇方】
すおどり【素踊り】
すかさず【透かさず】
すかし【透かし】
すかす【空かす】
すかす【賺す】
すかす【透かす】
すかすか
すかっ
すかんぴん【素寒貧】
すかんぽ【酸模】
すがお【素顔】
すがすがしい【清清しい】
すがた【姿】
すがた【姿】
すがたみ【姿見】
すがたをあらわす【(公に)姿を現す】
すがめ【眇】
すがめる【眇める】
すがりつく【縋り付く】
すがる【縋る】
すき【好き】
すき【数寄】
すき【透き隙】
すき【鋤】
すきおこす【鋤き起こす】
すきかえす【鋤き返す】
すきかって【好き勝手】
すききらい【好き嫌い】
すききらい【好き嫌い】
すきぐし【梳き櫛】
すきこのむ【好き好む】
すきずき【好き好き】
すきっぱら【空きっ腹】
すきとおる【透き通る】
すきにーじーんず【スキニージーンズ】
すきま【透き間隙間】
すきま【隙間】
すきまからのぞく【隙間からのぞく】
すきまさんぎょう【隙間産業】
すきまさんぎょう【隙間産業】
すきましじょう【隙間市場】
すきましじょう【隙間市場】
すきまぶんせき【(市場の)隙間分析】
すきまをふさぐ【隙間をふさぐ】
すきや【数奇屋数寄屋】
すきやき【鋤焼き】
すきるすいがん【スキルス胃癌】
すきーがつけたきれつ【スキー(板)がつけた亀裂】
すきーきょうぎ【スキー競技】
すきーじょう【スキー場】
すきーずき【スキー好き(な人)】
すきーにいく【スキーに行く】
すきーのじゃんぷだい【スキーのジャンプ台】
すきーぶ【スキー部】
すきーやけ【スキー焼け】
すぎ【杉】
すぎこしのまつり【過越の祭り】
すぎごけ【杉苔】
すぎさる【過ぎ去る】
すぎし【過ぎし】
すぎな【杉菜】
すぎない【過ぎない】
すぎのないちいきへのいじゅう【杉のない地域への移住】
すぎゆく【過ぎ行く】
すぎる【過ぎる】
すく【好く】
すく【梳く】
すく【漉く】
すく【空く】
すく【透く】
すく【鋤く】
すくい【救い】
すくい【救い】
すくいあげる【掬い上げる】
すくいだす【掬い出す】
すくいだす【救い出す】
すくいなげ【掬い投げ】
すくいのて【救いの手】
すくいをみいだす【救いを見いだす】
すくいをもとめる【救いを求める】
すくう【巣くう】
すくう【掬う】
すくう【救う】
すくすく
すくない【少ない】
すくなからず【少なからず】
すくなくとも【少なくとも】
すくなくない【少なくない】
すくなめ【少な目】
すくむ【竦む】
すくめる【竦める】
すくーるばすをうんこうする【スクールバスを運行する】
すくーるばすをうんこうする【スクールバスを運行する】
すぐ【直ぐ】
すぐさま【直ぐ様】
すぐにせいかはきたいできない【すぐに成果は期待できない】
すぐり
すぐれた【優れた勝れた】
すぐれたかんとく【優れた(野球)監督】
すぐれたしゅわん【優れた手腕】
すぐれない【優れない勝れない】
すぐれる【優れる勝れる】
すけじゅーるきのう【スケジュール機能《インターネットなどで》】
すけじゅーるちょう【スケジュール帳】
すけじゅーるどおりに【スケジュール通りに】
すけじゅーるひょう【スケジュール[日程]表】
すけじゅーるをこなす【スケジュールをこなす】
すけそうだら
すけだち【助太刀】
すけっと【助っ人】
すけとうだら【介党鱈】
すけべえ【助平助兵衛】
すける【透ける】
すげ【菅】
すげかえる【挿げ替える】
すげない
すげる【挿げる】
すこし【少し】
すこしも【少しも】
すこぶる【頗る】
すこやか【健やか】
すこやかなせいちょう【健やかな[元気な]成長】
すごい【凄い】
すごうで【凄腕】
すごうでのかんりょう【すご腕の官僚】
すごく【凄く】
すごす【過ごす】
すごすご
すごみ【凄味】
すごむ【凄む】
すごもり【巣籠もり】
すごもる【巣籠もる】
すごろく【双六】
すさび【遊び】
すさまじい【凄まじい】
すさまじいはかい【すさまじい破壊】
すさまじいらいめい【すさまじい[ものすごい、ばりばりと響く]雷鳴】
すさむ【荒む】
すし【鮨寿司】
すしづめ【鮨詰め】
すしなどのわしょく【寿司などの和食】
すじ【筋】
すじあい【筋合い】
すじかい【筋交い】
すじがき【筋書き】
すじがね【筋金】
すじこ【筋子】
すじだて【筋立て】
すじちがい【筋違い】
すじのとおらないいいわけ【筋の通らない言い訳】
すじのとおらないりくつ【筋の通らない理屈】
すじばる【筋張る】
すじみち【筋道】
すじむかい【筋向かい】
すじめ【筋目】
すじょう【素性素姓】
すじょう【素性素姓】
すじょうがよい【素性がよい】
すじょうのしれないじんぶつ【素姓の知れない人物】
すじょうはあらそえない【素性[血]は争えない】
すじょうをあかさない【素性を明かさない[隠す]】
すじょうをあきらかにする【素性を明らかにする[暴く]】
すす【煤】
すすき【薄芒】
すすぎ【濯ぎ】
すすぐ【濯ぐ漱ぐ】
すすける【煤ける】
すすはらい【煤払い】
すすみ【進み】
すすみでる【進み出る】
すすむ【進む】
すすめ【勧め】
すすめ【勧め奨め】
すすめ【薦め】
すすめる【勧める奨める】
すすめる【薦める】
すすめる【進める】
すすりなき【啜り泣き】
すすりなく【啜り泣く】
すする【啜る】
すすんで【進んで】
すず【鈴】
すず【錫】
すずかけ【鈴掛け篠懸け】
すずかけのき【鈴掛けの木】
すずかぜ【涼風】
すずがも【鈴鴨】
すずき【鱸】
すずしい【涼しい】
すずしさ【涼しさ】
すずなり【鈴生り】
すずみ【涼み】
すずむ【涼む】
すずむし【鈴虫】
すずめ【雀】
すずらん【鈴蘭】
すずり【硯】
すそ【裾】
すその【裾野】
すたこら
すたすた
すたっぷさいぼう【STAP細胞】
すたっぷろんぶん【STAP(に関する)論文】
すたる【廃る】
すたれたはし【廃れた橋】
すたれる【廃れる】
すたんでぃんぐおべーしょんをうける【スタンディングオベーションを受ける】
すたーせんしゅ【スター(野球)選手】
すたーせんしゅのかいがいりゅうしゅつ【スター選手の海外流出】
すたーとげーと【スタートゲート《競馬などの》】
すたーとだい【スタート台】
すたーのざ【スターの座】
すたーのざをついきゅうする【スターの座を追求する】
すたーのみちへのあしがかり【スターの道への足がかり】
すたーのみちへのあしがかりをえる【スターの道への足がかりを得る】
すだち【巣立ち】
すだつ【巣立つ】
すだれ【簾】
すちーむだんぼう【スチーム暖房】
すっからかん
すっかり
すっきり
すっきりしないおもい【(何か)すっきりしない思い[疑問]】
すっく
すっすっ
すったもんだ
すってんころり
すってんてん
すっと
すっとんきょう【素っ頓狂】
すっぱい【酸っぱい】
すっぱだか【素っ裸】
すっぱぬき【素っ破抜き】
すっぱぬく【素っ破抜く】
すっぱり
すっぴん【すっぴん】
すっぴん【素っぴん】
すっぽかす
すっぽぬける【すっぽ抜ける】
すっぽり
すっぽん【鼈】
すづけ【酢漬け】
すてぃーぶとおとうとをよくまちがえる【スティーブと弟をよく間違える[混同する]】
すてぃーぶまっくいーんのようなでれぶたち【スティーブマックイーンのようなデレブたち】
すていし【捨て石】
すてうり【捨て売り】
すておく【捨て置く】
すてき【素敵】
すてきなおくりもの【すてきな[すばらしい]贈り物】
すてきなこんさーと【すてきなコンサート】
すてご【捨て子】
すてぜりふ【捨て台詞】
すててこ
すてでぃーなあいだがら【(男女間の)ステディーな間柄】
すてどころ【捨てどころ】
すてね【捨て値】
すてば【捨て場】
すてばち【捨て鉢】
すてみ【捨て身】
すてる【捨てる】
すてれおろくおん【ステレオ録音】
すてーきちぇーんてん【ステーキチェーン店】
すてーきようのないふ【ステーキ用のナイフ】
すてーじいしょう【ステージ衣装】
すてーじからえんぜつする【ステージから演説する】
すてーじをかいたいする【ステージを解体する】
すてーじをせつえいする【ステージを設営する[設ける]】
すで【素手】
すでに【既に】
すとけん【スト(ライキ)権】
すとにくわわる【ストに加わる[参加する]】
すとのためしょくばをはなれる【ストのため職場を離れる】
すとやぶり【スト破り】
すとれすかいしょう【ストレス解消】
すとれすしすう【ストレス指数】
すとれすてすと【ストレステスト(耐性検査)】
すとをうつ【ストを打つ[起こす、行なう]】
すとをじっしする【ストを実施する】
すとをちゅうしする【ストを中止する】
すとん
すとーかーこうい【ストーカー行為】
すどおし【素通し】
すどおり【素通り】
すどまり【素泊まり】
すな【砂】
すなあそび【砂遊び】
すなあらし【砂嵐】
すなお【素直】
すなぎも【砂肝】
すなけむり【砂煙】
すなじ【砂地】
すなつぶ【砂粒】
すなどけい【砂時計】
すなはま【砂浜】
すなはら【砂原】
すなば【砂場】
すなぶくろ【砂袋】
すなぶろ【砂風呂】
すなぶろ【砂風呂】
すなぼこり【砂埃】
すなやま【砂山】
すなわち【即ち】
すね【臑脛】
すねごと【拗ね言】
すねもの【拗ね者】
すねる【拗ねる】
すのこ【簀の子】
すのっぶこうか【スノッブ効果】
すのっぶこうか【スノッブ効果】
すのもの【酢の物】
すはだ【素肌素膚】
すばこ【巣箱】
すばしこい
すばなれ【巣離れ】
すばやい【素早い】
すばやいどうさ【すばやい動作】
すばやくはんのうする【(提言に)素早く反応する】
すばらしい【素晴らしい】
すばらしいあいでぃあ【すばらしいアイディア】
すばらしいえんぎ【すばらしい[華麗な]演技】
すばらしいきこう【すばらしい気候】
すばらしいじんかく【素晴らしい人格】
すばらしきしょうがい【素晴らしき[い]生涯】
すばる【昴】
すぱいうぇあ【スパイウェア《コンピューターで》】
すぱいえいせい【スパイ衛星】
すぱいき【スパイ機】
すぱいぎじゅつ【スパイ技術】
すぱいくんれん【スパイ訓練】
すぱいこうい【スパイ行為[活動]】
すぱいこうい【スパイ行為】
すぱいしょうせつ【スパイ小説】
すぱいじけん【スパイ事件】
すぱいせん【スパイ船】
すぱいてんごく【スパイ天国】
すぱいとよばれる【スパイと呼ばれる】
すぱいのにんむ【スパイの任務[使命]】
すぱいぼうしかつどう【スパイ防止活動】
すぱいようぎ【スパイ容疑】
すぱいようぎで【スパイ容疑で】
すぱいをとらえる【スパイを捕える】
すぱすぱ
すぱっ
すぴーちせらぴすと【スピーチセラピスト[言語療法士]】
すぴーちをする【スピーチをする[行なう]】
すぴーどいはん【スピード違反】
すぴーどかん【スピード感】
すぴーどかんをもって【スピード感をもって[迅速に]】
すぴーどめーたー【スピードメーター《自動車などで》】
すぴーどをあげる【スピードを上げる[増す]】
すぴーどをだして【スピードを出して】
すぶた【酢豚】
すぶり【素振り】
すぷりんくらーそうち【スプリンクラー装置】
すべ【術】
すべからく【須らく】
すべすべ
すべて【凡て全て総て】
すべてぎょうせいまかせにする【すべて行政任せにする】
すべてけっちゃくずみとりかいする【すべて決着済みと理解する】
すべてのげんしろをていしする【全ての原子炉を停止する】
すべてのこくみんにかんけいすることがら【すべての国民に関係する事柄】
すべてのばんぐみはよこくなしにへんこうするばあいがある【すべての番組は予告なしに変更する場合がある】
すべてのひとがいばしょをみいだせるしゃかい【すべての人が居場所を見出せる社会】
すべてのひとがいばしょをみいだせるしゃかい【すべての人が居場所を見出せる社会】
すべらす【滑らす】
すべり【滑り】
すべりおちる【滑り落ちる】
すべりこみ【滑り込み】
すべりこむ【滑り込む】
すべりだい【滑り台】
すべりだし【滑り出し】
すべりだす【滑り出す】
すべる【滑る】
すぼまる【窄まる】
すぼむ【窄む】
すぼめる【窄める】
すぽっ
すぽーついがく【スポーツ医学】
すぽーつかいのふはい【スポーツ界の腐敗】
すぽーつかんきょう【(障害児のための)スポーツ環境】
すぽーつかんせん【スポーツ観戦】
すぽーつきしゃ【スポーツ記者】
すぽーつしせつ【スポーツ施設】
すぽーつしゅーず【スポーツシューズ[運動靴]】
すぽーつしんこう【スポーツ振興】
すぽーつしんこうほう【スポーツ振興法】
すぽーつじてんしゃ【スポーツ(用)自転車】
すぽーつせいしん【スポーツ精神[スポーツマンシップ]】
すぽーつたいぷのでんどうあしすとじてんしゃ【スポーツタイプの電動アシスト自転車】
すぽーつちゅうさい【スポーツ仲裁】
すぽーつちょう【スポーツ庁】
すぽーつちーむ【(強豪)スポーツチーム】
すぽーつでのぼうりょくざた【スポーツでの暴力沙汰】
すぽーつのうりょく【スポーツ能力】
すぽーつのこうきせつ【スポーツの好季節】
すぽーつのさいてん【スポーツの祭典】
すぽーつのしどうげんば【スポーツの指導現場】
すぽーつのせかい【スポーツの世界[スポーツ界]】
すぽーつのるーる【スポーツのルール】
すぽーつばんぐみ【(テレビの)スポーツ番組】
すぽーつふぁんそう【スポーツファン層】
すぽーつまん【スポーツマン[選手]】
すぽーつまんせいしん【スポーツマン精神】
すぽーつめん【(新聞の)スポーツ面】
すぽーつようぐ【スポーツ用具】
すぽーつようぐてん【スポーツ用具店】
すぽーつようたもくてきしゃ【スポーツ用多目的車】
すぽーつようひん【スポーツ用品】
すぽーつらん【スポーツ欄】
すぽーつりっこく【スポーツ立国】
すぽーつりっこくのにないて【スポーツ立国の担い手】
すぽーつをろくがでみる【スポーツを録画で見る】
すまい【住まい】
すまし【澄し】
すましや【澄まし屋】
すます【済ます】
すます【澄ます】
すませる【済ませる】
すまない【済まない】
すまべん【スマ勉】
すまほのしょゆう【スマホの所有】
すまほろうがん【スマホ老眼】
すまほろうがんをふせぐにはすまほをめからとうざけてつかうことです【スマホ老眼を防ぐにはスマホを目から遠ざけて使うことです】
すまーとぱわー【スマートパワー《軍事経済文化など総合的分野での対外影響力》】
すみ【墨】
すみ【炭】
すみ【隅】
すみえ【墨絵】
すみか【住み処】
すみきったくうき【澄みきった空気】
すみきったそら【澄みきった空】
すみきる【澄み切る】
すみこみ【住み込み】
すみこむ【住み込む】
すみごこち【住み心地】
すみごこちがよいとし【住み心地が良い都市】
すみずみ【隅隅】
すみそ【酢味噌】
すみぞめ【墨染め】
すみだわら【炭俵】
すみつく【住み着く】
すみなれたむら【住み慣れた村】
すみなれる【住み慣れる】
すみにくい【住みにくい】
すみび【炭火】
すみません【済みません】
すみやか【速やか】
すみやかなかいふく【速やかな回復】
すみやかにかいふくする【速やかに回復する】
すみやかにたいさくをとる【すみやかに対策を取る】
すみやき【炭焼き】
すみれ【菫】
すみわけ【棲み分け】
すみわたる【澄み渡る】
すむ【住む】
すむ【済む】
すむ【澄む清む】
すもう【相撲角力】
すもうのでんとうをになう【相撲の伝統を担う】
すもうのやおちょう【相撲の八百長】
すもうようご【相撲用語】
すもぐり【素潜り】
すもも【李】
すやき【素焼き】
すやすや
すよみ【素読み】
すらすら
すらり
すり【刷り】
すり【掏摸】
すりあがる【刷り上がる】
すりあし【摺り足】
すりあわせる【摺り合わせる】
すりえ【擂り餌】
すりかえる【擦り替える】
すりきず【擦り傷】
すりきり【摩り切り摺り切り】
すりきる【擦り切る摩り切る】
すりきれる【擦り切れる】
すりこぎ【擂り粉木】
すりこみ【刷り込み】
すりこむ【擦り込む】
すりし【摺り師】
すりたて【刷り立て】
すりつける【擦り付ける摩り付ける】
すりつぶす【磨り潰す】
すりぬける【擦り抜ける】
すりばち【擂り鉢】
すりへらす【磨り減らす】
すりみ【擂り身】
すりむく【擦り剥く】
すりむける【擦り剥ける】
すりよせる【擦り寄せる】
すりよる【擦り寄る】
すりガラス【磨り硝子】
すりーでぃーたっち【3Dタッチ】
すりーでぃーたっちによって、すまーとふぉんのそうさがよりらくになる【3Dタッチによって、スマートフォンの操作がより楽になる】
する【刷る】
する【掏る】
する【擂る】
する【擦る摩る】
する【為る】
する【磨る】
するする
すると
するどい【鋭い】
するどいいたみがかのじょのうでをはしった【鋭い痛みが彼女の腕を走った】
するめ【鯣】
するり
するりするり
すれあう【擦れ合う】
すれからし【擦れ枯らし】
すれすれ
すれちがい【擦れ違い】
すれちがう【擦れ違う】
すれっからし【擦れっ枯らし】
すれる【擦れる】
すろーじょぎんぐはけんこうてきうんどうだ【スロージョギングは健康的運動だ】
すわ
すわり【座り据わり坐り】
すわりかた【座り方】
すわりこみ【座り込み坐り込み】
すわりこむ【座り込む坐り込む】
すわりごこちのよいいす【座り心地のよい椅子】
すわりごこちのよくないいす【座り心地のよくない椅子】
すわりだこ【座り胼胝】
すわる【座る坐る】
すわる【据わる】
すん【寸】
すんか【寸暇】
すんげき【寸劇】
すんげん【寸言】
すんこく【寸刻】
すんし【寸志】
すんしゃく【寸借】
すんじ【寸時】
すんぜん【寸前】
すんたらず【寸足らず】
すんだあおいひかり【澄んだ青い光】
すんだかわ【澄んだ川】
すんだこえ【澄んだ声】
すんだん【寸断】
すんづまり【寸詰まり】
すんてつ【寸鉄】
すんでに
すんでのところ
すんなりと
すんびょう【寸描】
すんびょう【寸秒】
すんぴょう【寸評】
すんぶん【寸分】
すんぽう【寸法】
すーすー
すーと
すーぱーたいふう【スーパー台風】
すーぱーちゅーずでーにとうひょうがおこなわれた【スーパーチューズデーに投票が行われた】
スイカ
スイス
スイッチ
スイッチボタン
スイング
スイングドア
スイングバイ
スイートピー
スイートホーム
スイートポテト
スイートルーム
スイーパー
スウェーデン
スウォンジー
スエズ
スエズうんが【スエズ運河】
スエード
スカイ
スカイライン
スカウト
スカジ
スカッシュ
スカル
スカルプケア
スカルプケアシャンプー
スカンク
スカンジウム
スカンジナビア
スカート
スカーフ
スカーレット
スキゾ
スキッパー
スキップ
スキミング
スキムミルク
スキャット
スキャナー
スキャンダル
スキャンティー
スキャンディスク
スキューバ
スキレット
スキン
スキンケア
スキー
スキー
スキージャンプ
スキート
スキーバス
スキーヤー
スキーリフト
スクイズ
スクエアダンス
スクラッチ
スクラップ
スクラム
スクランブル
スクリプター
スクリプト
スクリメージ
スクリュー
スクリーン
スクレ
スクロール
スクワット
スクーター
スクーナー
スクープ
スクーリング
スクール
スクール
スクールカウンセラー
スクールカウンセラー
スクールソーシャルワーカー
スクールバス
スクールライフ
スケジュール
スケジュール
スケッチ
スケルツォ
スケルトン
スケーター
スケート
スケープゴート
スケール
スコア
スコアラー
スコアリングポジション
スコッチ
スコットランド
スコップ
スコピエ
スコラてつがく【スコラ哲学】
スコール
スコーン
スタイリスト
スタイリッシュ
スタイル
スタイル
スタイルブック
スタグフレーション
スタジアム
スタジオ
スタッカート
スタッドレスタイヤ
スタッフ
スタッフォードシャーしゅう【スタッフォードシャー州】
スタミナ
スタメン
スタンガン
スタンス
スタンダード
スタンディングオベーション
スタンディングオベーション
スタントマン
スタンド
スタンバイ
スタンプ
スタンリー
スター
スター
スターター
スターティング
スタート
スタート
スタートボタン
スタートメニュー
スタートライン
スタートライン
スターリング
スターリングラード
スチュワーデス
スチュワード
スチレン
スチロール
スチーム
スチール
スチール
スチール
スチールドラム
スチールパン
スッスッ
スツール
ステッカー
ステッキ
ステッチ
ステップ
ステップ
ステルスせんとうき【ステルス戦闘機】
ステレオ
ステレオタイプ
ステロイド
ステンドグラス
ステンレス
ステーキ
ステークス
ステーション
ステーションワゴン
ステージ
ステージ
ステージマネージャー
ステータス
ステートメント
スト
スト
ストア
ストアがくは【ストア学派】
ストイック
ストッキング
ストック
ストック
ストック
ストック
ストックカー
ストックホルム
ストックホルムしょうこうぐん【ストックホルム症候群】
ストップ
ストップボタン
ストライカー
ストライキ
ストライク
ストライプ
ストラスクライドしゅう【ストラスクライド州】
ストラスブール
ストラップ
ストラテジー
ストラトフォードオンエーボン
ストリキニーネ
ストリッパー
ストリップ
ストリート
ストレス
ストレスホルモン
ストレッチ
ストレッチャー
ストレプトマイシン
ストレージ
ストレート
ストロベリー
ストロボ
ストロンチウム
ストロー
ストローク
ストン
ストーカー
ストークオントレント
ストーブ
ストーリー
ストール
ストーン
スナイパー
スナック
スナッチ
スナップ
スニーカー
スノー
スノーボード
スバ
スバールバルしょとう【スバールバル諸島】
スパイ
スパイ
スパイク
スパイシー
スパイス
スパゲッティ
スパッ
スパッツ
スパナ
スパム
スパルタ
スパンコール
スパンデックス
スパークリングワイン
スパート
スパーリング
スピッツ
スピリチュアル
スピロヘータ
スピン
スピーカー
スピーチ
スピーチ
スピーチライター
スピーディー
スピード
スピード
スピードメーター
スフィンクス
スフレ
スプリト
スプリンクラー
スプリング
スプリング
スプリングフィールド
スプリンター
スプレッドシート
スプレー
スプーン
スペア
スペアリブ
スペイン
スペクタクル
スペクトル
スペシャリスト
スペック
スペリオルこ【スペリオル湖】
スペリング
スペル
スペース
スペード
スポイト
スポット
スポットライト
スポッ，スポン
スポンサー
スポンジ
スポーク
スポークスマン
スポーツ
スポーツ
スポーツアパレル
スポーツイベント
スポーツウェア
スポーツカー
スポーツクライミング
スポーツクラブ
スポーツニュース
スポーツファン
スポーツマン
スポーティー
スマイリー
スマイルカーブ
スマッシュ
スマトラ
スマトラとう【スマトラ島】
スマホ
スマート
スマートテレビ
スマートハウス
スマートハウス
スマートパワー
スマートフォン
スマートホン
スマートメーター
スマートメーター
スミルナ
スムージー
スムーズ
スモック
スモッグ
スモンびょう【スモン病】
