こうでんあつじゅう【高電圧銃】
りかのかもく【理科の科目】
りかのがくりょくをはかる【理科の学力を測る】
りかのきょうかしょ【理科の教科書】
りかばなれ【理科離れ】
りかをおしえる【理科を教える】
りかをまなぶ【理科を学ぶ】
りかん【罹患】
りかん【離間】
りがい【利害】
りがい【利害】
りがいかんけい【利害関係】
りがいかんけいがあるきぎょう【利害関係がある企業】
りがいかんけいしゃ【利害関係者】
りがいかんけいしゃ【利害関係者】
りがいかんけいしゃにべんぎをはかる【利害関係者に便宜を図る】
りがいがことなるひとたち【利害が異なる人たち】
りがいたいりつ【利害(の)対立[衝突]】
りがいちょうせい【利害調整】
りがいのとうじしゃ【利害の当事者】
りがいをきょうゆうするくにぐに【利害を共有する国々】
りがいをちょうせいする【利害を調整する】
りがく【理学】
りがん【離岸】
りき【利器】
りきえい【力泳】
りきかん【力感】
りきがく【力学】
りきさく【力作】
りきし【力士】
りきせつ【力説】
りきせん【力戦】
りきそう【力漕】
りきそう【力走】
りきてん【力点】
りきとう【力投】
りきどう【力動】
りきむ【力む】
りきゅう【離宮】
りきゅういろ【利休色】
りきゅうねずみ【利休鼠】
りきりょう【力量】
りきりょう【力量】
りきりょうがとわれるとし【力量が問われる年】
りきりょうぶそく【(経営側の)力量不足】
りきりょうをしめす【力量を示す】
りきりょうをためす【力量を試す】
りく【陸】
りくあげ【陸揚げ】
りくうん【陸運】
りくかいくう【陸海空】
りくぐん【陸軍】
りくぐんきち【陸軍基地】
りくぐんきゃんぷ【(米)陸軍キャンプ[駐屯地]】
りくぐんしゅどうのちく【陸軍主導の地区】
りくぐんしれいかん【陸軍司令官】
りくさんぶつ【陸産物】
りくじょう【陸上】
りくじょう【陸上】
りくじょういどう【陸上移動】
りくじょうかい【陸上(競技)界】
りくじょうきょうぎ【陸上競技】
りくじょうきょうぎ【陸上競技】
りくじょうこうつう【陸上交通】
りくじょうせんしゅ【(女子)陸上選手】
りくじょうにはいびされるれーだー【(…の)陸上に配備されるレーダー】
りくじょうのだんしにひゃくめーとる【陸上の男子200メートル】
りくじょうぶ【陸上部】
りくじょうへのかくはいび【陸上への核(兵器の)配備】
りくせい【陸生】
りくせん【陸戦】
りくそう【陸送】
りくち【陸地】
りくつ【理屈】
りくつ【理屈】
りくつがたつ【理屈が立つ】
りくつごのみ【理屈好み】
りくつっぽい【理屈っぽい】
りくつづき【陸続き】
りくつにとぼしいけってい【理屈に乏しい決定】
りくつをあみだす【理屈[言い訳]を編み出す】
りくとう【陸稲】
りくはんきゅう【陸半球】
りくふう【陸封】
りくふう【陸風】
りくらいにんぐしーとをこていする【リクライニングシートを固定する】
りくろ【陸路】
りくろとのれんらく【陸路との連絡】
りぐい【利食い】
りけい【理(科)系】
りけん【利権】
りけんのかいとり【(…に関わる)利権の買い取り】
りけんをどくせんする【利権を独占する】
りこ【利己】
りこ【利己】
りこう【利口】
りこう【履行】
りこう【履行】
りこう【理工】
りこうきかん【履行期間】
りこてきかんがえ【利己的考え】
りこてきこじんしゅぎ【利己的個人主義】
りこてきなこうどう【利己的な行動】
りこてきになる【利己的になる】
りこん【離婚】
りこん【離婚】
りこんごに【離婚後に】
りこんしたふうふ【離婚した夫婦】
りこんしたりょうしん【離婚した両親】
りこんする【離婚する】
りこんそうどう【離婚騒動】
りこんちょうてい【離婚調停】
りこんりつ【離婚率】
りこーるうんどう【リコール運動】
りごう【離合】
りさい【罹災】
りさいくるかつどう【リサイクル活動】
りさいくるぺーぱー【リサイクルペーパー[再生紙]】
りさいくるりょう【(洗濯機の)リサイクル料】
りさげ【利下げ】
りさん【離散】
りさん【離散】
りさんかぞく【離散家族】
りさんかぞくのさいかい【離散家族の再会】
りさんしゅうごう【離散集合】
りさんすうがく【離散数学】
りさんする【離散する】
りさんりゅうし【離散粒子】
りざい【理財】
りざや【利鞘】
りし【利子】
りし【利子】
りししょとく【利子所得】
りしぜい【利子税】
りしゅう【履修】
りしゅう【履修】
りしゅうかもく【履修科目】
りしゅうかもくいちらん【履修科目一覧】
りしゅうたんい【履修単位】
りしゅうとうろく【履修登録】
りしょう【離礁】
りしょく【利殖】
りしょく【離職】
りしをようきゅうする【利子を要求する】
りじ【理事】
りじ【理事】
りじかい【理事会】
りじじんじ【理事人事】
りじせんきょ【理事選挙】
りじちょう【理事長】
りじちょうだいこう【理事長代行】
りじにせんにんされる【理事に選任される】
りじのしょくせき【理事の職責】
りじのぽすと【理事のポスト】
りじのぽすと【理事のポスト】
りじゅん【利潤】
りじをせんにんする【理事を選任する】
りす【栗鼠】
りすい【利水】
りすい【離水】
りすう【理数】
りすくかんり【リスク管理】
りすくかんり【リスク管理】
りすくけいげん【リスク(の)軽減】
りすくまねー【リスクマネー《リスクの高い投資の》】
りすくよういん【リスク要因】
りすくをけいげんする【リスクを軽減する】
りすぼんじょうやく【リスボン条約】
りする【利する】
りせい【理性】
りせい【理性】
りせいがいねん【理性概念[理念]】
りせいにもとづいていしけっていをする【理性に基づいて意思決定をする】
りせいのあるこうどう【理性のある[に基づく]行動】
りせいのあるはんだん【理性のある[に基づく]判断】
りせいのしょうり【理性の勝利】
りせいのそんちょう【理性の尊重】
りせいのたすけで【理性の助けで】
りせいをうしなう【理性を失う】
りせいをたもつ【理性を保つ】
りせいをもとめる【理性を求める】
りそう【理想】
りそう【理想】
りそうか【理想家[理想主義者]】
りそうてきなばらんす【理想的なバランス】
りそうてきなみらい【理想的な未来】
りそうとするこどものかず【理想とする子供の数】
りそうにかなう【理想にかなう】
りそうのあん【理想の案】
りそうのくるま【理想の[夢に描いた]車】
りそうのじょうし【理想の[とする]上司】
りそうのせんしゅ【理想の選手】
りそうのちーむ【理想のチーム】
りそうろん【理想論】
りそうをうらぎる【理想を裏切る】
りそうをかかげるだいじん【理想を掲げる大臣】
りそうをげんじつかする【理想を現実化する】
りそうをじつげんする【理想を実現する】
りそうをたっせいする【理想を達成する】
りそうをひつようとする【理想を必要とする】
りそく【利息】
りそん【離村】
りた【利他】
りだつ【離脱】
りち【理知】
りちうむいおんでんち【リチウムイオン電池】
りちうむいおんでんち【リチウムイオン電池】
りちうむいおんでんちのじゅうでん【リチウムイオン電池の充電】
りちうむいおんでんちをとうさいしたEVしゃ【リチウムイオン電池を搭載したEV車】
りちぎ【律義律儀】
りちゃくりく【離着陸】
りっか【立夏】
りっきゃく【立脚】
りっきょう【陸橋】
りっけん【立件】
りっけん【立憲】
りっけんしゅぎからのいつだつ【立憲主義からの逸脱】
りっけんしゅぎのこんかん【立憲主義の根幹】
りっけんしゅぎのれきし【立憲主義[制]の歴史】
りっけんにふりなしょうこ【立件に不利な証拠】
りっこうほ【立候補】
りっこうほうけつけ【立候補(申請)受付】
りっこく【立国】
りっこく【立国】
りっしでん【立志伝】
りっしゅう【立秋】
りっしゅん【立春】
りっしょう【立証】
りっしょう【立証】
りっしょうするせきにん【(問題文書の存在を)立証する責任】
りっしょく【立食】
りっしん【立身】
りっすい【立錐】
りっする【律する】
りったい【立体】
りったいし【立太子】
りったいちゅうしゃじょう【立体駐車場】
りっち【立地】
りっち【立地】
りっちきょうそう【立地競争】
りっちけいひ【(…の)立地経費】
りっちけん【(…の)立地県[町、地域、場所]】
りっちじょうけん【立地条件】
りっちする【(日本に)立地する】
りっちせんてい【(…の)立地選定】
りっちのいいみせ【立地のいい店】
りっとう【立党】
りっとう【立冬】
りっぱ【立派】
りっぱ【立派】
りっぱなおどり【立派な踊り】
りっぱなきょうぎじょう【立派な競技場】
りっぱなぎょうせき【(社会学における)立派な業績】
りっぱなけいえいせんりゃく【立派な経営戦略】
りっぱなこうどう【立派な行動】
りっぱなこっか【立派な国家】
りっぱなしゃりょう【立派な車両《列車などの》】
りっぱなしゃりょう【立派な車両】
りっぱなせいちょうせんりゃく【立派な成長戦略】
りっぷく【立腹】
りっぽう【立方】
りっぽう【立法】
りっぽう【立法】
りっぽういいん【(台湾の)立法委員《国会議員にあたる》】
りっぽういん【(台湾の)立法院《国会にあたる》】
りっぽうか【立法化】
りっぽうけんげん【立法(的)権限】
りっぽうしゅし【立法趣旨】
りっぽうせいさく【立法政策】
りっぽうそち【立法[法制上の]措置】
りっぽうそち【立法措置】
りっぽうのさいりょうけん【立法の裁量権】
りっぽうをけんとうする【立法を検討する】
りっぽうをする【(…に関して)立法をする】
りっぽうをていあんする【(…のための)立法を提案する】
りつ【律】
りつ【率】
りつあん【立案】
りつあん【立案】
りつあんだんかい【立案段階】
りつあんのうりょく【(政策)立案能力】
りつあんのぷろせす【立案のプロセス】
りつあんへのさんか【立案への参加】
りつき【利付き】
りつぜん【慄然】
りつぞう【立像】
りつどう【律動】
りつりょう【律令】
りつろん【立論】
りづめ【理詰め】
りてい【里程】
りてき【利敵】
りてん【利点】
りてん【利点】
りてんがおおきいぶんや【(…の)利点が大きい分野】
りてんをあぴーるする【利点を(効果的に)アピールする】
りとう【離党】
りとう【離島】
りにち【離日】
りにゅう【離乳】
りにょう【利尿】
りにん【離任】
りねん【理念】
りねん【理念】
りねんじたい【理念自体】
りねんづくり【理念づくり】
りねんてきなてーま【理念的なテーマ】
りねんのないがっぺい【(経営)理念のない合併】
りねんのぶつかりあい【理念のぶつかり合い】
りねんをかかげてたたかう【理念を掲げて闘う】
りねんをじつげんする【理念を実現する】
りねんをりかいする【(…の)理念を理解する】
りのう【離農】
りはつ【利発】
りはつ【理髪】
りはば【利幅】
りはびりけいかく【リハビリ計画】
りはびりにより【リハビリにより】
りはびりのために【リハビリのために】
りはびりのりよう【リハビリの利用】
りはびりをする【リハビリをする】
りはびりをはじめる【リハビリを始める】
りはん【離反】
りはん【離反】
りはんしたぐんじん【離反した軍人】
りはんのうごき【(…からの)離反の動き】
りばらい【利払い】
りばらい【利払い】
りばらんすせいさく【リバランス政策】
りびょう【罹病】
りぴーたーきゃく【リピーター客】
りふぉーむしたいま【リフォームした居間】
りふじん【理不尽】
りふじん【理不尽】
りふじんなこうい【理不尽な行為】
りふじんなこうげき【理不尽な[不当な]攻撃】
りふじんなむかんしん【(…に対する)理不尽な無関心[無視]】
りふじんなようきゅう【理不尽な要求】
りふだ【利札】
りべつ【離別】
りべんか【離弁花】
りほう【理法】
りまわり【利回り(率)】
りまわり【利回り】
りまわり【利回り】
りまわりがい【利回り買い】
りまわりがねんいちぱーせんといかまでげらくした【利回りが年1パーセント以下まで下落した】
りまわりをよそうする【(年…パーセントの)利回りを予想する】
りめん【裏面】
りめん【裏面】
りゃく【略】
りゃくげん【略言】
りゃくご【略語】
りゃくごう【略号】
りゃくし【略史】
りゃくしき【略式】
りゃくしきめいれい【略式命令】
りゃくしゅ【略取】
りゃくしょう【略称】
りゃくしょう【略章】
りゃくじ【略字】
りゃくす【略す】
りゃくず【略図】
りゃくせつ【略説】
りゃくそう【略装】
りゃくだつ【略奪】
りゃくだつ【略奪】
りゃくだつがはびこる【略奪がはびこる】
りゃくだつこうい【略奪行為】
りゃくだつされたひほう【略奪された秘宝】
りゃくだつであらされたいえ【略奪で荒らされた家】
りゃくだつひんのなかにはぎんせいのそうしょくひんがふくまれていた【略奪品の中には銀製の装飾品が含まれていた】
りゃくでん【略伝】
りゃくねんぴょう【略年表】
りゃくめい【略名】
りゃくれいそう【略礼装】
りゃくれき【略歴】
りゃっき【略記】
りゅう【竜】
りゅうあん【硫安】
りゅうい【留意】
りゅうい【留意】
りゅういき【流域】
りゅういして【留意して】
りゅういじこう【留意(すべき)事項】
りゅういすべききほんげんそく【留意すべき基本原則】
りゅういすべきは…だ【留意すべき(こと)は…だ】
りゅういん【溜飲】
りゅううん【隆運】
りゅうか【硫化】
りゅうかい【流会】
りゅうかん【流感】
りゅうがく【留学】
りゅうがく【留学】
りゅうがくきかん【留学期間】
りゅうがくじだい【留学時代】
りゅうがくする【留学する】
りゅうがくせい【留学生】
りゅうがくせいあどばいざー【留学生アドバイザー】
りゅうがくたいけんがあるがくせい【留学体験がある学生】
りゅうがくびざ【留学ビザ[査証］】
りゅうがん【竜眼】
りゅうき【隆起】
りゅうきへい【竜騎兵】
りゅうぎ【流儀】
りゅうぐう【竜宮】
りゅうけい【流刑】
りゅうけつ【流血】
りゅうけつのさんじがおきた【流血の惨事が起きた】
りゅうけつのだんあつ【流血の弾圧】
りゅうけつのぶたい【流血の舞台】
りゅうげん【流言】
りゅうこ【竜虎】
りゅうこう【流行】
りゅうこつ【竜骨】
りゅうさ【流砂】
りゅうさん【硫酸】
りゅうさんだん【榴散弾】
りゅうざい【粒剤】
りゅうざん【流産】
りゅうし【粒子】
りゅうしつ【流失】
りゅうしゅつ【流出】
りゅうしゅつえいぞう【流出映像】
りゅうしゅつしりょう【流出資料】
りゅうしゅつじょうほう【流出情報】
りゅうじん【竜神】
りゅうすい【流水】
りゅうず【竜頭】
りゅうせい【流星】
りゅうせい【隆盛】
りゅうせんけい【流線型】
りゅうぜつらん【竜舌蘭】
りゅうそく【流速】
りゅうたい【流体】
りゅうだん【榴弾】
りゅうだん【流弾】
りゅうち【留置】
りゅうちょう【流暢】
りゅうちょう【留鳥】
りゅうちょうなえんぜつ【流暢な演説】
りゅうつう【流通】
りゅうつう【流通】
りゅうつうおおて【流通大手(企業)】
りゅうつうぎょうかい【流通業界】
りゅうつうけいざいがく【流通経済学】
りゅうつうけいざいがく【流通経済学】
りゅうつうこうりつ【流通効率】
りゅうつうさーびすぎょう【流通サービス業】
りゅうつうしているげんきん【(市中に)流通している現金[通貨]】
りゅうつうしているしょくひん【流通している食品】
りゅうつうぷろせす【流通プロセス】
りゅうつうめかにずむ【流通(の)メカニズム】
りゅうと
りゅうとうだび【竜頭蛇尾】
りゅうどう【流動】
りゅうどうてきなようそ【流動的な[不確かな]要素】
りゅうどうふさい【流動負債】
りゅうにゅう【流入】
りゅうにん【留任】
りゅうねん【留年】
りゅうのう【竜脳】
りゅうのひげ【竜の髭】
りゅうは【流派】
りゅうひょう【流氷】
りゅうび【柳眉】
りゅうびじゅつ【隆鼻術】
りゅうほ【留保】
りゅうぼく【流木】
りゅうぼくをせきとめそうなはし【流木をせき止めそうな橋】
りゅうもん【りゅうもん(龍門)】
りゅうよう【流用】
りゅうりゅう
りゅうりゅう【隆隆】
りゅうりゅうしんく【粒粒辛苦】
りゅうりょう【流量】
りゅうれい【流麗】
りゅうろ【流露】
りゆう【理由】
りゆう【理由】
りゆうのせつめい【(…の)理由の説明】
りゆうのひとつ【理由の一つ】
りゆうのめいじ【理由の明示】
りゆうふめいで【理由不明で】
りょう【寮】
りょう【涼】
りょう【漁】
りょう【猟】
りょう【稜】
りょう【良】
りょう【量】
りょう【陵】
りょうあし【両足】
りょうあたり【両当たり】
りょうあん【良案】
りょういき【領域】
りょういきけいび【領域警備】
りょういん【両院】
りょうえん【良縁】
りょうえん【遼遠】
りょうか【寮歌】
りょうか【良化】
りょうか【良貨】
りょうかい【了解諒解】
りょうかい【領海】
りょうかん【僚艦】
りょうかん【涼感】
りょうかん【猟官】
りょうかん【量感】
りょうが【凌駕】
りょうがえ【両替】
りょうがわ【両側】
りょうがん【両岸】
りょうがん【両眼】
りょうき【僚機】
りょうき【猟奇】
りょうき【猟期】
りょうきょくたん【両極端】
りょうきん【料金】
りょうきん【料金】
りょうきんすいじゅん【(地域ごとの)料金水準】
りょうきんせいど【(高速道路)料金制度】
りょうきんのねあげ【料金の値上げ[引き上げ］】
りょうきんをうけとる【料金を受け取る】
りょうくう【領空】
りょうぐ【猟具】
りょうぐるーぷかんのゆうわをすいしんする【両グループ間の融和を推進する】
りょうぐん【両軍】
りょうけ【両家】
りょうけ【良家】
りょうけい【量刑】
りょうけん【了見料簡】
りょうけん【猟犬】
りょうげん【燎原】
りょうこう【良好】
りょうこう【良港】
りょうこうしゃのいっこう【旅行者の一行】
りょうこうなあいだがら【良好な間柄】
りょうこうなかんきょうじょうたい【良好な環境状態】
りょうこうなかんけいをきずく【(…との)良好な関係を築く[構築する]】
りょうこうなかんけいをじゅうしする【(…との)良好な関係を重視する[大切にする]】
りょうこうなけいざい【良好な経済】
りょうこうなちあん【良好な治安】
りょうこく【両国】
りょうこくかんけいがおもみをます【両国関係が重みを増す】
りょうこくかんけいのあっか【両国関係の悪化】
りょうこくかんけいのきばん【両国関係の基盤】
りょうこくかんけいのれいきゃくか【両国関係の冷却化】
りょうこくかんけいはきんちょうのきょくにある【両国関係は緊張の極にある】
りょうこくかんけいをぜんしんさせる【両国関係を前進させる】
りょうこくかんにきれつがしょうじるだろう【両国間に亀裂が生じるだろう】
りょうこくかんにはけんあんがさんせきしている【両国間には懸案が山積している】
りょうこくかんにはながいこっきょうがある【両国間には長い国境がある】
りょうこくかんのかんけいがあっかしている【両国間の関係が悪化している】
りょうこくかんのきれつ【両国間の亀裂】
りょうこくかんのしんぜん【両国間の親善】
りょうこくかんのどうめいのきずな【両国間の同盟の絆】
りょうこくかんのふのれきし【両国間の負の歴史】
りょうこくかんのみつやく【両[二]国間の密約】
りょうこくこっこうせいじょうかのいりぐち【両国国交正常化の入り口】
りょうこくのかんけいかいぜんにこうけんする【両国の関係改善に貢献する】
りょうこくのかんけいがこんぽんてきにかわった【両国の関係が根本的に変わった】
りょうこくのかんけいはりょうこうである【両国の関係は良好である】
りょうこくのかんせんがにらみあっている【両国の艦船がにらみ合っている】
りょうこくのきれつがひょうめんかした【両国の亀裂が表面化した】
りょうこくのこくりょくのさ【両国の国力の差】
りょうこくのたぐいまれなくみあわせ【両国のたぐいまれな組み合わせ】
りょうこくのとうきょくともにそれらをきびしくかんとくしていない【両国の当局ともにそれらを厳しく監督していない】
りょうこくのりえきになるかんけい【両国の利益になる関係】
りょうこくはしげきしあうことをさけた【両国は刺激し合うことを避けた】
りょうこくはそうごいぞんをふかめている【両国は相互依存を深めている】
りょうこくみんはたびたびたがいにわるくちをいいあう【両国民はたびたび互いに悪口を言い合う［悪口の言い合いをする］】
りょうさい【良妻】
りょうさく【良策】
りょうさん【両三】
りょうさん【量産】
りょうざい【良材】
りょうし【漁師】
りょうし【猟師】
りょうし【量子】
りょうしき【良識】
りょうしつ【良質】
りょうしつなぎょうしゃ【良質な業者】
りょうしゃ【両者】
りょうしゃ【寮舎】
りょうしゃかんのゆうこうかんけいをえんしゅつする【両者間の友好関係を演出する】
りょうしゃのきれつがひろがっている【両者の亀裂が広がっている】
りょうしゃのわかい【両者の和解】
りょうしゅ【良種】
りょうしゅ【領主】
りょうしゅう【領収】
りょうしゅう【領袖】
りょうしゅうしょうをかいじする【領収書を開示する】
りょうしゅのうはASEANのかいぎにあわせてかいだんする【両首脳はASEANの会議に合わせて会談する】
りょうしゅのうはそのけんでじゅっぷんかんでんわかいだんした【両首脳はその件で１０分間電話会談した】
りょうしょ【良書】
りょうしょう【了承諒承】
りょうしょく【糧食】
りょうしん【両親】
りょうしん【良心】
りょうしんてきいし【良心的医師】
りょうしんをかいごする【両親を介護する】
りょうじ【領事】
りょうじゅう【猟銃】
りょうじょく【陵辱凌辱】
りょうすいき【量水器】
りょうせい【両性】
りょうせい【両生両棲】
りょうせい【良性】
りょうせいのごういにもとづいて【両性の合意に基づいて】
りょうせいのびょうどう【両性の平等】
りょうせいのびょうどうというけんぽうのげんり【両性の平等という憲法の原理】
りょうせいばい【両成敗】
りょうせいほっさせいとういめまいしょう【良性発作性頭位目眩症】
りょうせん【僚船】
りょうせん【稜線】
りょうぜん【両全】
りょうぜん【瞭然】
りょうぞく【良俗】
りょうぞん【両損】
りょうたん【両端】
りょうだて【両建て】
りょうだん【両断】
りょうち【領地】
りょうちょう【猟鳥】
りょうちーむのちからはきっこうしていた【両チームの力は拮抗していた】
りょうて【両手】
りょうてい【料亭】
りょうてきかんわさく【量的(金融)緩和策】
りょうてきかんわさくのかくじゅう【量的緩和策の拡充】
りょうてんびん【両天秤】
りょうとう【両刀】
りょうとうかんのごうい【両党間の合意】
りょうとうづかい【両刀遣い】
りょうとく【両得】
りょうど【領土】
りょうどう【糧道】
りょうどうたい【良導体】
りょうどけんをめぐるあらそい【領土権をめぐる争い】
りょうどこうしょう【領土交渉】
りょうどこうしょう【領土交渉】
りょうどこうしょうをしんてんさせる【領土交渉を進展させる】
りょうどなり【両隣】
りょうどふんそう【領土紛争】
りょうどもんだい【領土問題】
りょうどもんだいのかいけつ【領土問題の解決(策)】
りょうにん【両人】
りょうはん【量販】
りょうば【猟場】
りょうば【良馬】
りょうひ【良否】
りょうびらき【両開き】
りょうふう【涼風】
りょうぶん【領分】
りょうほう【両方】
りょうほう【療法】
りょうほうのりせい【両方[双方]の理性】
りょうぼ【寮母】
りょうぼ【陵墓】
りょうぼく【梁木】
りょうまえ【両前】
りょうみ【涼味】
りょうみんぞくのゆうわ【両民族の融和】
りょうめ【量目】
りょうめん【両面】
りょうめんてーぷ【両面(粘着)テープ】
りょうやく【良薬】
りょうゆう【両雄】
りょうゆう【僚友】
りょうゆう【領有】
りょうゆうけんあらそい【領有権争い】
りょうゆうけんのしゅちょう【(…の)領有権の主張】
りょうよう【両様】
りょうよう【両用】
りょうよう【療養】
りょうようほしょう【療養補償】
りょうようほしょうをきゅうふする【療養補償を給付する】
りょうよく【両翼】
りょうらん【撩乱繚乱】
りょうり【料理】
りょうり【料理】
りょうりきょうしつ【料理教室】
りょうりつ【両立】
りょうりのてま【料理の手間】
りょうりのれしぴ【料理のレシピ】
りょうりのれぱーとりー【料理のレパートリー[持ち駒］】
りょうりぼん【料理本】
りょうりようはさみ【料理用はさみ】
りょうりをまなぶ【料理を学ぶ】
りょうりん【両輪】
りょうろん【両論】
りょうわき【両脇】
りょう－【両－】
りょかく【旅客】
りょかん【旅館】
りょきゃくたーみなる【旅客ターミナル】
りょくいん【緑陰】
りょくおう【緑黄】
りょくしょく【緑色】
りょくじゅ【緑樹】
りょくじゅうじ【緑十字】
りょくそうるい【緑藻類】
りょくち【緑地】
りょくちゃ【緑茶】
りょくど【緑土】
りょくないしょう【緑内障】
りょくひ【緑肥】
りょくべん【緑便】
りょけん【旅券】
りょこう【旅行】
りょこう【旅行】
りょこうか【旅行家】
りょこうがいしゃ【旅行会社】
りょこうがいしゃ【旅行会社】
りょこうき【旅行記】
りょこうきんし【旅行禁止】
りょこうさき【旅行先】
りょこうしゃ【(外国人)旅行者】
りょこうしゃのおうらい【旅行者の往来】
りょこうしゅうし【旅行収支】
りょこうしゅうし【旅行収支】
りょこうしょるい【旅行書類】
りょこうじたく【旅行支度】
りょこうじゅよう【旅行需要】
りょこうちゅうに【旅行中に】
りょこうにいく【旅行に行く[旅行する]】
りょこうにでかける【(商用)旅行に出かける】
りょこうのみやげ【(…の)旅行の土産】
りょこうひよう【旅行費用[旅費］】
りょこうよやくさいと【旅行予約サイト】
りょこうをたのしむ【(自分だけの)旅行を楽しむ】
りょしゅう【旅愁】
りょじょう【旅情】
りょそう【旅装】
りょだん【旅団】
りょっか【緑化】
りょてい【旅程】
りょひ【旅費】
りよう【利用】
りよう【利用】
りよう【理容】
りようさく【(…の)利用策】
りようしゃ【(ネット)利用者】
りようしゃのしてん【利用者の視点】
りようしゃのすくないちゅうしゃじょう【利用者の少ない駐車場】
りようしゃのぷらいばしー【利用者のプライバシー】
りようじかん【(ATMの)利用時間(帯)】
りようほう【利用法】
りようりつがひくいじかんたい【利用率が低い時間帯[枠］】
りようりょう【利用料(金)】
りようりれき【(インターネットの)利用履歴】
りよく【利欲】
りりく【離陸】
りりしい【凛凛しい】
りりつ【利率】
りれき【履歴】
りれき【履歴】
りれきさしょう【履歴詐称】
りれきしょ【履歴書】
りろせいぜん【理路整然】
りろん【理論】
りろんじょうのよそく【理論上の予測】
りろんてきなどだい【理論的な土台】
りん
りん【厘】
りん【燐】
りん【鈴】
りんか【燐火】
りんか【輪禍】
りんか【隣家】
りんかい【臨海】
りんかい【臨界】
りんかい【鱗介】
りんかいせき【燐灰石】
りんかいど【燐灰土】
りんかいぶのかいはつ【臨海部の開発】
りんかく【輪郭輪廓】
りんかくけいせい【輪郭形成《医学》】
りんかん【林間】
りんかん【輪姦】
りんかーんきねんどう【リンカーン記念堂】
りんがく【林学】
りんき【悋気】
りんきおうへん【臨機応変】
りんきん【淋菌】
りんぎ【稟議】
りんぎょう【林業】
りんけい【鱗茎】
りんけん【臨検】
りんげつ【臨月】
りんこう【燐光】
りんこう【燐鉱】
りんこう【臨港】
りんこくどうしのきょうぞん【隣国同士の共存】
りんご【林檎】
りんごく【隣国】
りんごにぱっく【りんご2パック】
りんごのうえん【りんご農園】
りんごのき【リンゴの木】
りんごびょう【りんご病】
りんさく【輪作】
りんさん【燐酸】
りんさんぶつ【林産物】
りんしたいけん【臨死体験】
りんしつ【隣室】
りんしょ【臨書】
りんしょう【臨床】
りんしょう【輪唱】
りんしょく【吝嗇】
りんしるい【鱗翅類】
りんじ【臨時】
りんじ【臨時】
りんじかぶぬしそうかい【臨時株主総会】
りんじきゅうふきん【臨時給付金】
りんじこっかい【臨時国会】
りんじこよう【臨時雇用(契約)】
りんじしょうよ【臨時賞与[ボーナス］】
りんじそち【臨時措置】
りんじにゅーす【臨時ニュース】
りんじのうちあわせ【臨時の打ち合わせ[会議、会合］】
りんじのにちぎんきんゆうせいさくけっていかいごう【臨時の日銀金融政策決定会合】
りんじのほうほう【臨時の方法】
りんじゅう【臨終】
りんじょう【臨場】
りんじん【隣人】
りんず【綸子】
りんせい【輪生】
りんせき【臨席】
りんせき【隣席】
りんせつ【隣接】
りんせん【臨戦】
りんそん【隣村】
りんてんき【輪転機】
りんと【凛と】
りんどう【林道】
りんどう【竜胆】
りんどく【輪読】
りんね【輪廻】
りんばん【輪番】
りんばんそうぎょう【輪番操業】
りんびょう【淋病痳病】
りんぶ【輪舞】
りんぷん【鱗粉】
りんぺん【鱗片】
りんぼく【鱗木】
りんぽう【隣邦】
りんもう【厘毛】
