じ【地】
じぎょうかくだいのちゃんすをひろげる【事業拡大のチャンスを広げる】
じぎょうけいかく【事業計画(書)】
じぎょうさいかい【事業再開】
じぎょうしょとく【事業所得】
じぎょうしょとく【事業所得】
じぎょうとうごう【事業統合】
じぎょうぬし【事業主】
じぎょうぬしのぎむ【事業主の義務】
じぎょうのじゅうふくをさける【事業の重複を避ける】
じぎょうのとうけつ【(ダム)事業の凍結】
じぎょうはっちゅうのけんげん【事業発注の権限】
じぎょうぶ【(海外)事業部】
じぎょうほうこく【事業報告】
じぎょうりょうちょうしゅうしすてむ【授業料徴収システム】
じぎょうをかくだいする【(会社の)事業を拡大する】
じぎょうをはいしする【事業を廃止する】
じぎをえたてーま【時宜を得たテーマ】
じく【字句】
じく【磁区】
じく【軸】
じくあし【軸足軸脚】
じくう【時空】
じくうけ【軸受け】
じくじ【忸怩】
じくじく
じくばり【字配り】
じぐち【地口】
じけい【次兄】
じけいだん【自警団】
じけつ【自決】
じけつのけんり【自決の権利】
じけん【事件】
じけん【事件】
じけんかんけいしゃ【事件関係者】
じけんのえいきょう【事件の影響[波紋]】
じけんのさいしん【事件の再審】
じけんのさいはつ【事件の再発】
じけんのしんそう【事件の真相】
じけんをけんしょうする【事件を検証する】
じげん【時限】
じげん【次元】
じげんそち【時限[一時的な]措置】
じげんばくだん【時限爆弾】
じこ【事故】
じこ【自己】
じこう【事項】
じこう【時候】
じこう【時効】
じこうどう【じこう(慈江)道】
じこく【時刻】
じこく【自国】
じこくひょう【時刻表】
じこくひょうどおりのうんこう【時刻表通りの(列車)運行】
じこけってい【自己決定】
じこけっていけん【自己決定権】
じこけんお【自己嫌悪】
じこげんいんのかいめい【事故原因の解明】
じこげんば【事故現場】
じこさてい【自己査定】
じこしほんひりつ【自己資本比率】
じこちゅう【自己中】
じこちょうさ【事故調査】
じことうじつのかしつ【事故当日の過失】
じこのきゅうめい【事故の究明】
じこのそんざいをいしきする【自己の存在を意識する】
じこのはいけい【事故の背景】
じこのりえきのためにあくようする【(…を)自己の利益のために悪用する】
じこはさん【自己破産】
じこひょうか【自己評価[セルフアセスメント]】
じこをおこしたえれべーたー【事故を起こしたエレベーター】
じこをみつめなおすいとなみ【自己を見つめなおす営み】
じご【事後】
じご【持碁】
じごう【次号】
じごうじとく【自業自得】
じごえ【地声】
じごく【地獄】
じごくのくるしみ【地獄の(ような)苦しみ】
じさ【時差】
じさがり【字下り】
じさく【自作】
じさくのうえん【自作農園】
じさつ【自殺】
じさつ【自殺】
じさついじ【自殺遺児】
じさついじ【自殺遺児】
じさついぞく【自殺遺族】
じさつがんぼう【自殺願望】
じさつしゃすう【自殺者数】
じさつたいさくきほんほう【自殺対策基本法】
じさつのいしょはなかった【自殺の遺書はなかった】
じさつのきけん【自殺の危険】
じさつのげんいん【自殺の原因】
じさつぼうしたいさく【自殺防止対策】
じさつりつ【自殺率】
じさつをふせぐ【自殺を防ぐ】
じさつをよけんする【自殺を予見する】
じさん【持参】
じさん【自賛】
じざい【自在】
じざけ【地酒】
じしいじ【自死遺児】
じしつ【自室】
じしゃ【寺社】
じしゃかぶ【自社株】
じしゃく【磁石】
じしゃこうこく【自社広告】
じしゅ【自主】
じしゅ【自首】
じしゅう【次週】
じしゅう【自修】
じしゅう【自習】
じしゅく【自粛】
じしゅじりつ【自主自律】
じしゅてきけってい【自主的決定】
じしゅてきなとりくみ【自主的な取り組み】
じしゅひなん【自主避難】
じしょ【地所】
じしょ【自署】
じしょ【辞書】
じしょう【事象】
じしょう【自傷】
じしょう【自称】
じしょく【辞職】
じしん【地震】
じしん【地震】
じしん【磁針】
じしん【自信】
じしん【自信】
じしん【自身】
じしんけいほう【地震警報】
じしんさいがい【地震災害】
じしんさく【自信作】
じしんそうしつ【自信喪失】
じしんたはつこく【地震多発[発生の多い]国】
じしんちょうさ【地震調査】
じしんちょうさいいんかい【(国の)地震調査委員会】
じしんとつなみのひさいちからのにゅーす【地震と津波の被災地からのニュース】
じしんどう【地震動】
じしんどうよそくちず【地震動予測地図】
じしんにつよいまち【地震に強い町】
じしんにみちたふるまい【自信に満ちた振る舞い】
じしんによるそんしょう【地震による損傷】
じしんのあらわれ【自信の表れ】
じしんのかつどうき【地震の活動期】
じしんのきけんど【地震の危険度】
じしんのきぼ【地震の規模】
じしんのきぼ【地震の規模】
じしんのしょきびどう【地震の初期微動】
じしんのなさ【自信のなさ】
じしんのひがい【地震の被害】
じしんのひさいしゃたち【地震の被災者たち】
じしんのひんど【地震の頻度】
じしんのひんどをこうりょする【地震の頻度を考慮する】
じしんへのそなえ【地震への備え】
じしんほけん【地震保険】
じしんまんまんのえんぜつ【自信満々の演説】
じしんよちのげんかい【地震予知の限界】
じしんをもってみらいにめをむける【自信を持って未来に目を向ける】
じじ【時事】
じじい【爺】
じじこくこく【時時刻刻】
じじつ【事実】
じじつ【事実】
じじつ【時日】
じじつごにん【事実誤認《法律で》】
じじつごにん【事実誤認】
じじつじょうのかいにん【事実上の解任】
じじつじょうのぜろきんりせいさく【事実上のゼロ金利政策】
じじつじょうのとうぶんれつ【事実上の党分裂】
じじつじょうのひこうかい【事実上の非公開】
じじつにはんする【事実に反する】
じじつにもとづいたきじ【事実に基づいた記事】
じじつのあんき【事実の暗記】
じじつをうらづけるしりょう【(…という)事実を裏付ける資料】
じじつをごまかす【事実をごまかす[隠す]】
じじむさい【爺むさい】
じじゃく【自若】
じじゅう【侍従】
じじょ【侍女】
じじょ【次女】
じじょ【自助】
じじょ【自助】
じじょう【事情】
じじょう【自乗】
じじょう【自浄】
じじょうじばく【自縄自縛】
じじょうのうりょく【自浄能力】
じじょでん【自叙伝】
じじょどりょく【自助努力】
じじん【自刃】
じじんがつづくなか【地震が続く中】
じすい【自炊】
じすいりょうり【自炊(の)料理】
じすう【次数】
じすべり【地滑り】
じする【辞する】
じせい【時世】
じせい【時制】
じせい【時勢】
じせい【磁性】
じせい【自制】
じせい【自生】
じせい【自省】
じせい【辞世】
じせき【事績】
じせき【次席】
じせき【自責】
じせだい【次(の)世代】
じせだい【次世代】
じせだいえこかー【次世代エコカー】
じせだいかー【次世代カー】
じせだいがたのりょこう【次世代型の旅行】
じせだいぎじゅつ【次世代技術】
じせだいしゃりょうせいぎょしすてむ【次世代車両制御システム】
じせだいしゃりょうせいぎょしすてむのかいはつ【次世代車両制御システムの開発】
じせだいのおもに【次世代(へ)の重荷】
じせだいのじょうほうたんまつ【次世代の情報端末】
じせつ【時節】
じせつ【自説】
じせん【自薦】
じせん【自選】
じぜん【事前】
じぜん【慈善】
じぜん【次善】
じぜんしょうにん【事前承認】
じぜんつうほう【事前通報】
じぜんにてーまをきめておくべきだ【事前にテーマを決めておくべきだ】
じぜんにとりきめられたあんごう【事前に取り決められた暗号】
じぜんにとりきめられたあんごう【事前に取り決められた暗号】
じぜんにとりきめをすべきである【事前に取り決めをすべきである】
じぜんのうちあわせ【事前の打ち合わせ】
じそう【児相】
じそく【時速】
じそく【自足】
じそんしん【自尊心】
じぞう【地蔵】
じぞく【持続】
じぞく【持続】
じぞくかのうなえねるぎー【持続可能なエネルギー】
じぞくかのうなえねるぎーかいはつ【持続可能なエネルギー開発】
じぞくかのうなかいはつ【持続可能な開発】
じぞくかのうなかいはつのそくしん【持続可能な開発の促進】
じぞくかのうなかんきょうほごをすいしんする【持続可能な環境保護を推進する】
じぞくかのうなすいじゅん【持続可能な水準】
じぞくかのうなせいちょう【持続可能な成長】
じぞくかのうなはってん【持続可能な発展】
じぞくかのうなはってん【持続可能な発展】
じぞくかのうなみらいをかくほする【持続可能な未来を確保する】
じぞくさせる【(その制度を)持続させる[する]】
じぞくするききめ【持続する効き目】
じぞくてきせいしょう【持続的成長】
じぞくてきなけいざいはってん【持続的な経済発展】
じぞくてきなさくせん【持続的な作戦《軍事》】
じぞくてきなしゃかいほしょう【持続的な社会保障制度】
じた【自他】
じたい【事態】
じたい【事態】
じたい【字体】
じたい【自体】
じたい【辞退】
じたいがあっかすることがきぐされる【事態が悪化することが危惧される】
じたいのあっかにそなえる【事態の悪化に備える】
じたいのきゅうへん【事態の急変】
じたいのさきゆき【事態の先行き】
じたいのしんこくさ【事態の深刻さ】
じたいのはっせいばしょ【事態の発生場所】
じたいはきんぱくしている【事態は緊迫している】
じたいをさける【(そのような)事態を避ける】
じたいをだかいする【事態[行き詰まり]を打開する】
じたいをちんせいかする【事態を沈静化する】
じたいをはあくする【事態を把握する】
じたいをやわらげる【事態を和らげる】
じたく【自宅】
じたく【自宅】
じたくしぼうりつ【自宅死亡率】
じたくでしごとをする【自宅で仕事をする[在宅勤務]制度《在宅勤務制度》】
じたくなんきん【自宅軟禁】
じたくにひきこもる【自宅に引きこもる】
じたくのかべ【自宅の壁】
じたくのでんわばんごう【自宅の電話番号】
じたのせいめいをそんちょうする【自他の生命を尊重する】
じたばた
じたまご【地卵】
じだい【地代】
じだい【時代】
じだい【時代】
じだい【次代】
じだいいしょう【時代衣装】
じだいおくれ【時代遅れ】
じだいおくれのきてい【時代遅れの規定】
じだいおくれのほうれい【時代遅れの法令】
じだいかんかく【時代感覚】
じだいがかったかんがえかた【時代がかった[遅れの]考え方】
じだいしゅぎ【事大主義】
じだいにあったせいど【時代に合った制度】
じだいにおくれる【時代に遅れる】
じだいにぎゃっこうする【時代に逆行する】
じだいのにーずにあう【時代のニーズに合う】
じだいのへんか【時代の変化】
じだいやちんかんじょう【地代家賃勘定】
じだいをこえてまもるべきこと【時代を超えて守るべきこと】
じだらく【自堕落】
じだん【示談】
じだんだ【地団太】
じち【自治】
じち【自治】
じちかい【自治会《地域やマンションなどの》】
じちく【自治区《中国の》】
じちにかいにゅうする【(…の)自治に介入する】
じちょ【自著】
じちょう【次長】
じちょう【自嘲】
じちょう【自重】
じちん【自沈】
じちんさい【地鎮祭】
じっか【実家】
じっか【実科】
じっかい【十戒】
じっかん【実感】
じっかん【実感】
じっきょう【実況】
じっくり
じっけい【実兄】
じっけい【実刑】
じっけん【実検】
じっけん【実権】
じっけん【実験】
じっけん【実験】
じっけんきぐ【実験器具】
じっけんけっか【実験結果】
じっけんじょうけん【実験条件】
じっけんそうち【実験装置】
じっけんそうち【実験装置】
じっけんつうしんえいせい【実験通信衛星】
じっけんでーた【実験データ】
じっけんのとっくん【実験の特訓】
じっけんぶつりがく【実験物理学】
じっけんぶつりがくしゃ【実験物理学者】
じっけんまえのいんしゅ【実験前の飲酒】
じっけんをにぎるえりーと【実権を握るエリート(層)】
じっこう【実効】
じっこう【実行】
じっこう【実行】
じっこうかのうなきそく【実行可能な規制】
じっこうかのうなくふう【実行可能な工夫】
じっこうかのうなせいさく【実行可能な政策】
じっこうかのうなたいあん【実行可能な対案】
じっこうけいかく【実行計画】
じっこうしはい【実効支配】
じっこうする【(…を)実行する[に移す]】
じっこうせいあるうんよう【(その指針の)実効性ある運用】
じっこうせいのあるそち【実効性のある措置】
じっこうせいのあるもくひょう【実効性ある目標】
じっこうはん【実行犯】
じっこん【昵懇】
じっさい【実際】
じっさいのじんぶつ【実在の人物】
じっさいのねんきんがく【実際の年金額】
じっし【十指】
じっし【実姉】
じっし【実子】
じっし【実施】
じっしだんかい【実施段階】
じっしつ【実質】
じっしつちんぎんのていか【実質賃金の低下】
じっしつてきなへんこう【実質的な変更】
じっしつてきなもくひょう【実質的な目標】
じっしゃ【実写】
じっしゃ【実射】
じっしゃかい【実社会】
じっしゅう【実収】
じっしゅう【実習】
じっしゅきょうぎ【十種競技】
じっしょう【実証】
じっしんほう【十進法】
じっすう【実数】
じっせいかかく【実勢価格】
じっせいかつ【実生活】
じっせいかつのいつわ【実生活の逸話】
じっせき【実績】
じっせき【実績】
じっせきこじ【実績誇示】
じっせきのあるじんざい【実績のある人材】
じっせきりょくのしゅうとく【実践力の習得】
じっせきをあげる【実績を上げる】
じっせきをじゅうしする【実績を重視する】
じっせきをひょうかする【実績を評価する】
じっせん【実戦】
じっせん【実線】
じっせん【実践】
じっせんてきかりきゅらむ【実践的(教員養成)カリキュラム】
じっそう【実相】
じっそく【実測】
じったい【実体】
じったい【実態】
じったいちょうさ【実態調査】
じったいのかいめい【実体の解明】
じっち【実地】
じっちけいけん【実地[実務]経験】
じっちけんがく【実地見学】
じっちちょうさ【実地調査】
じっちゅうはっく【十中八九】
じっちょく【実直】
じって【十手】
じってい【実弟】
じっと
じっとり
じっぱひとからげ【十把一絡げ】
じっぴ【実否】
じっぴ【実費】
じっぷ【実父】
じつ【実】
じつい【実意】
じついん【実印】
じつえき【実益】
じつえん【実演】
じつかぶ【実株】
じつがい【実害】
じつがく【実学】
じつぎ【実技】
じつぎかもく【実技科目】
じつぎょう【実業】
じつぎょうかいのおおもの【実業界の大物】
じつげつ【日月】
じつげん【実現】
じつげん【実現】
じつげんかのうなけいかく【実現可能な計画】
じつげんかのうなしなりお【実現可能なシナリオ】
じつげんかのうなもくひょう【実現可能な目標】
じつげんがこんなんなもくひょう【実現が困難な目標】
じつげんじき【(…の)実現時期】
じつげんする【(…を)実現する】
じつげんにむけたぐたいさく【(…)実現に向けた具体策】
じつげんへのみちすじ【(…)実現への道筋】
じつげんをもとめる【(…の)実現を求める】
じつざい【実在】
じつじょう【実情】
じつぞう【実像】
じつぞん【実存】
じつだん【実弾】
じつだんえんしゅう【実弾演習】
じつづき【地続き】
じつどう【実働】
じつどう【実動】
じつに【実に】
じつは【実は】
じつぶつ【実物】
じつぶつだいもけい【実物大模型】
じつぼ【実母】
じつまい【実妹】
じつむ【実務】
じつむじょうおうりょう【業務上横領】
じつむじょうかしつちし【業務上過失致死】
じつむてききょうりょく【実務的協力】
じつむのうりょく【実務能力】
じつめい【実名】
じつよう【実用】
じつようてきなもくひょう【実用的な目標】
じつり【実利】
じつりょく【実力】
じつれい【実例】
じつろく【実録】
じつわ【実話】
じづめ【字詰め】
じづら【字面】
じてき【自適】
じてっこう【磁鉄鉱】
じてん【事典】
じてん【時点】
じてん【次点】
じてん【自転】
じてん【辞典】
じてんしゃ【自転車】
じてんしゃあんぜんこうしゅう【自転車安全講習】
じてんしゃうんてんにともなうきけん【自転車運転に伴う危険(性)】
じてんしゃなみのそくど【自転車並みの速度】
じてんしゃのあんぜんうんてん【自転車の安全運転】
じてんしゃのきけんうんてん【自転車の危険運転】
じてんしゃようばってりー【自動車用バッテリー】
じてんしゃをかたてでうんてんする【自転車を片手で運転する】
じてんしゃをかたてでうんてんする【自転車を片手で運転する】
じでん【自伝】
じでんてきまんが【自伝的漫画(本)】
じとう【地頭】
じとじと
じど【磁土】
じどう【児童】
じどう【児童】
じどう【自動】
じどううんてん【(機械などの)自動運転】
じどううんてん【(車の)自動運転】
じどううんてんぎじゅつのしんか【(車の)自動運転技術の進化】
じどううんてんしゃ【自動運転車】
じどうおんせい【自動音声】
じどうおんせい【自動音声】
じどうかん【児童館】
じどうぎゃくたい【児童虐待】
じどうぎゃくたいつうほうのでんわかいせん【児童虐待通報の電話回線】
じどうぎゃくたいのじれい【児童虐待の事例】
じどうこうしん【(ウェブサイトの)自動更新】
じどうし【自動詞】
じどうしゃ【自動車】
じどうしゃうんてんかしつしょうがい【自動車運転過失傷害】
じどうしゃうんてんかしつしょうがいのうたがい【自動車運転過失傷害の疑い】
じどうしゃうんてんかしつちし【自動車運転過失致死】
じどうしゃおおて【自動車大手】
じどうしゃからてつどうばすへのもーだるしふと【自動車から鉄道バスへのモーダルシフト】
じどうしゃがいしゃにしゃのかぶしきのもちあいひりつ【自動車会社二社の株式の持ち合い比率】
じどうしゃぎょうかい【自動車業界】
じどうしゃこうじょう【自動車工場】
じどうしゃさいおおて【自動車最大手】
じどうしゃちょうおおて【自動車超大手】
じどうしゃのあんぜんうんてん【自動車の安全運転】
じどうしゃのせいのうをあげる【自動車[クルマ]の性能を上げる[向上させる]】
じどうしゃのまにゅある【自動車のマニュアル】
じどうしゃのゆしゅつ【自動車の輸出】
じどうしゃぶひんめーかー【自動車部品メーカー】
じどうしゃぶひんをうんぱんする【自動車部品を運搬する】
じどうしゃほけん【自動車保険】
じどうしゃめーかー【自動車メーカー】
じどうしゃようどうろちず【自動車用道路地図】
じどうしゃをうんてんする【自動車を運転する】
じどうしゃをかたてでうんてんする【自動車を片手で運転する】
じどうしょうじゅうをらんしゃする【自動小銃を乱射する】
じどうせいしんかい【児童精神科医】
じどうそうこうしゃ【自動走行車】
じどうそうじゅうそうち【自動操縦装置《航空機などの》】
じどうそうじゅうそうち【自動操縦装置《飛行機の》】
じどうそうだんじょ【児童相談所】
じどうそうだんじょ【児童相談所】
じどうそうだんじょ【児童相談所】
じどうそうだんじょのよういん【児童相談所の要員】
じどうたちはしゅうだんとうこうをしていた【児童たちは集団登校をしていた】
じどうちょうせいのしくみ【自動調整の仕組み】
じどうてあて【児童手当】
じどうてあて【児童手当】
じどうてあてのひとりあたりのしきゅうがく【児童手当の1人あたりの支給額】
じどうてきにあっぷろーどする【(…を)自動的にアップロードする】
じどうてんか【自動点火】
じどうどあ【自動ドア】
じどうのきんきゅうれんらくもう【児童の緊急連絡網】
じどうはんばいき【自動販売機】
じどうほんやく【自動翻訳】
じどうぽるのをきんしする【児童ポルノを禁止する】
じどうれっしゃていしそうち【自動列車停止装置(ATS)】
じどうれっしゃていしそうち【自動列車停止装置】
じどうろうどう【児童労働】
じどり【地取り】
じどりしゃしん【自撮り写真】
じどりぼう【自撮り棒】
じならし【地均し】
じなり【地鳴り】
じなん【次男】
じにん【自任】
じにん【自認】
じにん【辞任】
じにん【辞任】
じにんかいけん【辞任会見】
じにんじに【辞任時に】
じにんにおいこまれる【辞任に追い込まれる】
じにんにおいこまれる【辞任に追い込まれる】
じにんのいちいん【辞任の一因】
じにんのりゆう【辞任の理由】
じにんのりゆう【辞任の理由】
じにんをきょひする【辞任(すること)を拒否する】
じにんをけついする【辞任を決意する】
じにんをけついする【辞任を決意する】
じにんをひょうめいする【(…の)辞任を表明する】
じにんをようきゅうする【辞任を要求する】
じぬし【地主】
じねずみ【地鼠】
じねつ【地熱】
じねんじょ【自然薯】
じはく【自白】
じはくをきょうせいする【自白を強制する】
じはだ【地肌】
じはつてき【自発的】
じば【地場】
じば【磁場】
じばいせきほけん【自賠責保険】
じばく【自爆】
じばくえいぎょう【自爆営業】
じばさんぎょう【地場産業】
じばち【地蜂】
じばぶんか【地場文化】
じばら【自腹】
じばん【地盤】
じばん【地盤】
じばんえきじょうか【地盤液状化】
じばんがよわい【地盤が弱い】
じばんちんか【地盤沈下】
じばんちんかのおそれ【地盤沈下の恐れ】
じひ【慈悲】
じひ【自費】
じひつ【自筆】
じひびき【地響き】
じひょう【時評】
じひょう【辞表】
じびいんこうか【耳鼻咽喉科】
じびき【字引】
じびきあみ【地引き網】
じびょう【持病】
じびん【次便】
じふ【慈父】
じふ【自負】
じふぶき【地吹雪】
じぶつ【事物】
じぶん【時分】
じぶん【自分】
じぶんかって【自分勝手】
じぶんかってなようきゅう【自分勝手な要求】
じぶんじしんのことばにせきにんをもつ【自分自身の言葉に責任をもつ】
じぶんじしんのせきにんで【自分自身の責任で】
じぶんじしんのりせい【自分自身の理性】
じぶんでかんがえる【自分(の頭)で考える】
じぶんでじんせいをきりひらく【自分で人生を切り開く】
じぶんのいけんをしゅうせいするつもりはまったくない【自分の意見を修正するつもりはまったくない】
じぶんのいのちをきけんにさらす【自分の命を危険にさらす】
じぶんのいばしょをしらせる【自分の居場所を知らせる】
じぶんのかいしゃくをこじする【自分の解釈を誇示する】
じぶんのかんがえをこえにする【自分の考えを声にする】
じぶんのきもちを…にこめる【自分の気持ちを…にこめる】
じぶんのげんかいをしる【自分の限界を知る】
じぶんのこうどうをせいとうかする【自分の行動を正当化する】
じぶんのしごとにほこりをもつ【自分の仕事に誇りをもつ】
じぶんのしごとへのあいちゃく【自分の仕事への愛着】
じぶんのしごとをたのしむ【自分の仕事を楽しむ】
じぶんのしせいをしめす【(…に関する)自分の姿勢を示す】
じぶんのしせいをつらぬく【(…に関する)自分の姿勢を貫く】
じぶんのしょうらいをたにんにゆだねる【自分の将来を他人に委ねる】
じぶんのせいこうへのこしつ【自分の成功への固執】
じぶんのなまえにあいちゃくをもつ【自分の名前に愛着を持つ】
じぶんのなまえにあいちゃくをもつ【自分の名前に愛着を持つ】
じぶんのむち【自分の無知】
じぶんのむちをこくはくする【自分の無知を告白する】
じぶんのりがいにこだわる【自分の利害にこだわる】
じぶんをじゅうでんする【自分を充電をする《比喩的に》】
じへいしょう【自閉症】
じへん【事変】
じべた【地べた】
じべん【自弁】
じほう【時報】
じぼ【字母】
じぼ【慈母】
じぼうじき【自暴自棄】
じまえ【自前】
じまく【字幕】
じまくばん【字幕版《映画》】
じまん【自慢】
じまんたらしい【自慢たらしい】
じみ【地味】
じみ【滋味】
じみち【地道】
じみちなききこみそうさ【地道な聞き込み捜査】
じみちなこころみ【地道な試み】
じみちなとりくみをする【地道な取り組みをする】
じみちなどりょく【地道な努力】
じむ【事務】
じむ【事務】
じむけいのしょく【事務系の職】
じむけいひ【事務経費】
じむさぎょう【(教員の)事務作業】
じむし【地虫】
じむしょり【事務処理】
じむしょり【事務処理】
じむてきなあくしゅ【事務的な握手】
じむにじゅうじする【事務(の仕事)に従事する】
じむようひんひ【事務用品費】
じむれべるきょうぎ【事務レベル協議】
じむをとってかわる【事務(の仕事)を取って代わる】
じめい【自明】
じめじめ
じめつ【自滅】
じめん【地面】
じもく【耳目】
じもと【地元】
じもと【地元】
じもとけいざいかい【地元経済界】
じもとさんひん【地元産品】
じもとじちたい【地元自治体】
じもとじちたいからのようせい【地元自治体からの要請】
じもとじゅうみん【地元住民[の人たち]】
じもとじゅうみんとぼらんてぃあのあいだにきずかれたねっとわーく【地元住民とボランティアの間に築かれたネットワーク】
じもとじゅうみんとぼらんてぃあのあいだにきずかれたねっとわーく【地元住民とボランティアの間に築かれたネットワーク】
じもとのしょくざいをつかったりょうりをだすれすとらん【地元の食材を使った料理を出すレストラン】
じもとのとくしょく【地元[地域]の特色】
じもとののうさんぶつ【地元の農産物】
じもとのまつり【地元[地域]の祭り】
じもとのゆうりさ【地元の有利さ《バスケットボールやテニスなどの試合で》】
じもとのようぼう【地元の要望】
じもとのりかい【地元の理解】
じもとをよろこばす【地元を喜ばす】
じもとをらくたんさせる【地元を落胆させる】
じもん【地紋】
じもんじとう【自問自答】
じゃ
じゃ【蛇】
じゃあく【邪悪】
じゃあじゃあ
じゃいあんつにいせきする【ジャイアンツに移籍する】
じゃかじゃか
じゃがいも【じゃが芋】
じゃき【邪気】
じゃきょう【邪教】
じゃくおんき【弱音器】
じゃくさん【弱酸】
じゃくし【弱視】
じゃくしゃ【弱者】
じゃくしょう【弱小】
じゃくしん【弱震】
じゃくたい【弱体】
じゃくてん【弱点】
じゃくてん【弱点】
じゃくてんぶんせき【(そのウイルスの)弱点分析】
じゃくてんをおぎなう【(互いの)弱点を補う】
じゃくてんをこくふくする【弱点を克服する[乗り越える]】
じゃくてんをしてきする【弱点を指摘する】
じゃくてんをつかむ【(学生の)弱点をつかむ】
じゃくでん【弱電】
じゃくにくきょうしょく【弱肉強食】
じゃくねん【若年弱年】
じゃくねんにんちしょう【若年(性)認知症】
じゃくはい【若輩弱輩】
じゃぐち【蛇口】
じゃけん【邪険邪慳】
じゃこう【麝香】
じゃこうあげは【麝香揚羽】
じゃこうじか【麝香鹿】
じゃこうそう【麝香草】
じゃこうねこ【麝香猫】
じゃこうねずみ【麝香鼠】
じゃしゅう【邪宗】
じゃしん【邪心】
じゃしん【邪神】
じゃじゃうま【じゃじゃ馬】
じゃすい【邪推】
じゃせつ【邪説】
じゃっかん【弱冠】
じゃっかん【若干】
じゃっき【惹起】
じゃどう【邪道】
じゃねん【邪念】
じゃのめ【蛇の目】
じゃばら【蛇腹】
じゃびせん【蛇皮線】
じゃぶじゃぶ
じゃま【邪魔】
じゃまだて【邪魔立て】
じゃまっけ【邪魔っ気】
じゃまもの【邪魔物邪魔者】
じゃもんせき【蛇紋石】
じゃよく【邪欲】
じゃらじゃら
じゃらす
じゃり【砂利】
じゃりじゃり
じゃりっ
じゃれているねこ【じゃれている猫】
じゃれる
じゃれん【邪恋】
じゃろん【邪論】
じゃんけん【じゃん拳】
じゃんじゃん
じゃんそう【雀荘】
じゃんぼきのついらくじこにつづいて【ジャンボ機の墜落事故に続いて】
じゃー
じゃーなりすとたちのゆうき【ジャーナリストたちの勇気】
じゃーね
じやく【持薬】
