ぶ【分】
ぶっしをおくる【(…に)物資を送る】
ぶっしをかくほする【物資を確保する】
ぶっしをきょうきゅうする【(…へ)物資を供給する】
ぶっしをくばる【(…に)物資を配る】
ぶっしをちょうたつする【物資を調達する】
ぶっしをつみおろす【(…から)物資を積み下ろす】
ぶっしをはいきゅうするしくみ【物資を配給する仕組み】
ぶっしをびちくする【物資を備蓄する】
ぶっしをゆうづうしあう【物資を融通し合う】
ぶっしをゆそうする【(…へ)物資を輸送する】
ぶっしをゆにゅうする【物資を輸入する】
ぶっしん【物心】
ぶっそう【物騒】
ぶったい【物体】
ぶったい【物体】
ぶったぎる【打った切る】
ぶっちょうづら【仏頂面】
ぶっつけ
ぶっつづけ【ぶっ続け】
ぶってき【物的】
ぶってん【仏典】
ぶっとおし【ぶっ通し】
ぶっとばす【打っ飛ばす】
ぶっぱなす【打っ放す】
ぶっぴん【物品】
ぶっぴん【物品】
ぶっぴんぜい【物品税】
ぶっぴんのゆにゅう【物品の輸入】
ぶっぽう【仏法】
ぶっぽうそう【仏法僧】
ぶつ【打つ撃つ】
ぶつかる
ぶつが【仏画】
ぶつぎ【物議】
ぶつぎり【ぶつ切り】
ぶつくさ
ぶつぐ【仏具】
ぶつける【打付ける】
ぶつじ【仏事】
ぶつじょう【物情】
ぶつぜん【仏前】
ぶつぞう【仏像】
ぶつだ【仏陀】
ぶつだん【仏壇】
ぶつでん【仏殿】
ぶつどう【仏堂】
ぶつどう【仏道】
ぶつのう【物納】
ぶつぶつ
ぶつぶつこうかん【物物交換】
ぶつま【仏間】
ぶつめつ【仏滅】
ぶつもん【仏門】
ぶつよく【物欲】
ぶつり【物理】
ぶつりがくのじゅぎょう【物理学の授業】
ぶつりげんしょう【物理(的)現象】
ぶつりてきとくせい【物理的特性】
ぶつりてきなていこうはしないで【物理的な抵抗はしないで】
ぶつりのきょうかしょ【物理の教科書】
ぶつりゅう【物流】
ぶつりゅうきょてん【物流拠点】
ぶつりゅうねっとわーく【物流ネットワーク】
ぶつりょう【物量】
ぶづみ【歩積み】
ぶとう【舞踏】
ぶどう【武道】
ぶどう【葡萄】
ぶどうぱん【ぶどうパン】
ぶどまり【歩留まり】
ぶな【橅山毛欅】
ぶない【部内】
ぶなん【無難】
ぶにん【無人】
ぶひ【部費】
ぶひん【部品】
ぶひんちょうたつ【部品調達】
ぶひんのきょうきゅう【部品の供給】
ぶひんのゆしゅつ【部品輸出】
ぶふうりゅう【不風流】
ぶぶん【部分】
ぶぶん【部分】
ぶぶんてきなろくおん【部分的な録音】
ぶぶんどうにゅう【部分導入】
ぶべつ【侮蔑】
ぶめい【武名】
ぶめん【部面】
ぶもん【武門】
ぶもん【部門】
ぶゆう【武勇】
ぶよ【蚋】
ぶよう【舞踊】
ぶようじん【不用心無用心】
ぶよぶよ
ぶらいかん【無頼漢】
ぶらうざーのりれき【ブラウザーの履歴】
ぶらく【部落】
ぶらさがりしゅざい【ぶら下がり取材】
ぶらさがる【ぶら下がる】
ぶらさげる【ぶら下げる】
ぶらじるでFIFAわーるどかっぷがかいまくをむかえた【ブラジルでFIFAワールドカップ[W杯]が開幕を迎えた】
ぶらっ
ぶらっくきぎょう【ブラック企業】
ぶらっくきぎょう【ブラック企業】
ぶらっどぱっちりょうほう【ブラッドパッチ療法】
ぶらつく
ぶらぶら
ぶらり
ぶらりぶらり
ぶらんこ
ぶらんどかち【(その航空会社の)ブランド価値】
ぶらんどぎゅう【ブランド牛】
ぶらんどせいひん【ブランド製品】
ぶらんどてんのりっち【ブランド店の立地】
ぶらんどひんをまとめがいする【ブランド品をまとめ買いする】
ぶらんどりょく【ブランド力[パワー]】
ぶらんどをかくりつする【ブランドを確立する】
ぶらんどをほごする【ブランドを保護する】
ぶらんどをほごする【ブランドを保護する】
ぶらんぶらん
ぶり【鰤】
ぶりかえす【ぶり返す】
ぶりっこ【ぶりっ子】
ぶりょう【無聊】
ぶりょく【武力】
ぶりょくがいこう【武力外交】
ぶりょくこうげき【武力攻撃】
ぶりょくちょうはつ【武力挑発】
ぶりょくでていこうする【武力で抵抗する】
ぶる
ぶるい【部類】
ぶるっ
ぶるぶる
ぶるん
ぶるんぶるん
ぶるーからー【ブルーカラー[肉体労働者]】
ぶるーふぃるむ【ブルーフィルム[ポルノ映画]】
ぶるーまんでー【ブルーマンデー[憂鬱な月曜日]】
ぶれ
ぶれい【無礼】
ぶれる
ぶれることのないめっせーじ【ぶれることのないメッセージ】
ぶれーきこしょう【ブレーキ故障】
ぶれーきをかける【(早めに)ブレーキをかける】
ぶれーきをかるくなんどもふむ【ブレーキを軽く何度も踏む】
ぶれーきをふむ【ブレーキを踏む】
ぶろぐにちゅうしょうてきないけんをとうこうする【ブログに中傷的な意見を投稿する】
ぶろぐをかいせつする【ブログを開設する】
ぶわぶわ
ぶをわきまえなさい【分［分際］をわきまえなさい】
ぶん【分】
ぶん【文】
ぶんあん【文案】
ぶんい【文意】
ぶんいん【分院】
ぶんえん【分煙】
ぶんえん【分煙】
ぶんえんきつえんしつ【分煙喫煙室】
ぶんか【分化】
ぶんか【分科】
ぶんか【文化】
ぶんか【文化】
ぶんか【文科】
ぶんかい【分会】
ぶんかい【分解】
ぶんかいさん【文化遺産】
ぶんかかいかん【(県立)文化会館】
ぶんかかんきょう【(豊かな)文化環境】
ぶんかこうりゅう【(国際)文化交流】
ぶんかこっか【文化国家】
ぶんかさい【文化祭】
ぶんかざい【文化財】
ぶんかざいのりゃくだつ【文化財の略奪】
ぶんかざいほご【文化財(の)保護】
ぶんかしせつ【文化施設】
ぶんかしんぎかい【文化審議会《文科省の》】
ぶんかしんこう【文化振興】
ぶんかしんこう【文化振興】
ぶんかしんこうさく【(新しい)文化振興策】
ぶんかすいじゅん【文化水準】
ぶんかつ【分割】
ぶんかつばらい【分割払い】
ぶんかてきぎゃっぷ【(AとBの間の)文化的ギャップ】
ぶんかてきなでんとう【文化的な伝統】
ぶんかのおうらい【文化の往来[交流]】
ぶんかのけいしょう【文化の継承】
ぶんかのしょうとつ【文化の衝突】
ぶんかのたようせい【文化の多様性】
ぶんかのはったつ【文化の発達】
ぶんかのはったつ【文化の発達】
ぶんかのひ【文化の日】
ぶんかのゆうごう【文化の融合】
ぶんかまさつ【文化(的な)摩擦】
ぶんかよさん【文化予算】
ぶんかをささえる【文化を支える】
ぶんかをそうぞうする【文化を創造する】
ぶんかをそうぞうするはってんさせる【文化を発展させる】
ぶんかをそだてる【文化を育てる】
ぶんかをそんちょうする【文化を尊重する】
ぶんかをまもる【文化を守る】
ぶんかん【分館】
ぶんかん【文官】
ぶんがい【分外】
ぶんがく【文学】
ぶんき【分岐】
ぶんきさあみのさん【分岐鎖アミノ酸】
ぶんきょう【文教】
ぶんきょうじょう【分教場】
ぶんきょく【分局】
ぶんきょく【分極】
ぶんぎょう【分業】
ぶんけ【分家】
ぶんけい【文型】
ぶんけん【分権】
ぶんけん【分遣】
ぶんけん【文献】
ぶんけん【文献】
ぶんけんちず【分県地図】
ぶんげい【文芸】
ぶんげん【分限】
ぶんこ【文庫】
ぶんこう【分光】
ぶんこう【分校】
ぶんこつ【分骨】
ぶんご【文語】
ぶんごう【文豪】
ぶんごちょうのいいまわし【文語調の言い回し】
ぶんさい【文才】
ぶんさつ【分冊】
ぶんさん【分散】
ぶんさんがたさーびすきょひこうげき【分散型サービス拒否[ディードス]攻撃】
ぶんさんがたさーびすきょひこうげき【分散型サービス拒否攻撃】
ぶんさんがたはつでん【分散型発電】
ぶんざい【分際】
ぶんし【分子】
ぶんし【分詞】
ぶんし【文士】
ぶんししんか【分子進化】
ぶんしつ【分室】
ぶんしゅう【文集】
ぶんしゅく【分宿】
ぶんしょ【分署】
ぶんしょ【文書】
ぶんしょ【文書】
ぶんしょう【分掌】
ぶんしょう【文章】
ぶんしょうのすたいる【文章のスタイル】
ぶんしょかんり【文書(の)管理】
ぶんしょく【文飾】
ぶんしょさくせいそふと【文書作成ソフト《コンピューター》】
ぶんしょさくせいそふと【文書作成ソフト】
ぶんしょでかいとうする【文書で回答する】
ぶんしょにさいんする【文書にサイン[署名]する】
ぶんしょのこうかい【文書の公開】
ぶんしょのさつえい【(機密)文書の撮影】
ぶんしょのはき【文書の破棄】
ぶんしょのはき【文書の破棄】
ぶんしょのろうえい【文書の漏えい】
ぶんしょをかいじする【文書を開示する】
ぶんしょをかくす【文書を隠す】
ぶんしょをぎぞうする【文書を偽造する】
ぶんしょをこうかいする【文書を公開する】
ぶんしょをさがしだす【文書を探し出す】
ぶんしょをさがす【文書を探す】
ぶんしょをさくじょする【文書を削除する】
ぶんしょをさくせいする【文書を作成する】
ぶんしょをさつえいする【(こっそり)文書を撮影する】
ぶんしょをしらべる【文書を(直接)調べる】
ぶんしょをせいさする【文書を精査する】
ぶんしょをはいきする【文書を廃棄する】
ぶんしょをほかんする【文書を(きちんと)保管する】
ぶんしょをほぞんする【文書を保存する】
ぶんしょをほゆうする【文書を保有する】
ぶんしょをみる【文書を見る】
ぶんしをついせきする【分子を追跡する】
ぶんしん【分身】
ぶんしんろぼ【分身ロボ(ット)】
ぶんじ【文治】
ぶんじゃく【文弱】
ぶんじょう【分乗】
ぶんじょう【分譲】
ぶんじん【文人】
ぶんすいかい【分水界】
ぶんすいれい【分水嶺】
ぶんすいろ【分水路】
ぶんすう【分数】
ぶんせき【分析】
ぶんせき【分析】
ぶんせき【文責】
ぶんせきしゃ【分析者】
ぶんせきをあやまる【分析を誤る】
ぶんせつ【分節】
ぶんせつ【文節】
ぶんせん【文選】
ぶんそうおう【分相応】
ぶんたい【分隊】
ぶんたい【文体】
ぶんたん【分担】
ぶんだん【分団】
ぶんだん【分断】
ぶんだん【文壇】
ぶんちょう【文鳥】
ぶんちん【文鎮】
ぶんつう【文通】
ぶんとう【文頭】
ぶんどう【分銅】
ぶんどき【分度器】
ぶんどりひん【分捕り品】
ぶんどる【分捕る】
ぶんなぐる【打ん殴る】
ぶんのう【分納】
ぶんばい【分売】
ぶんぱ【分派】
ぶんぱい【分配】
ぶんぱい【分配】
ぶんぴつ【分泌】
ぶんぴつ【分筆】
ぶんぴつ【文筆】
ぶんぴつのうで【文筆の腕】
ぶんぶ【文武】
ぶんぶつ【文物】
ぶんぶん
ぶんぷ【分布】
ぶんべつ【分別】
ぶんべん【分娩】
ぶんぼ【分母】
ぶんぼうぐ【文房具】
ぶんぽう【分封】
ぶんぽう【文法】
ぶんまつ【文末】
ぶんみゃく【分脈】
ぶんみゃく【文脈】
ぶんみん【文民】
ぶんみんとうせいがゆうこうにきのうしていない【文民統制が有効に機能していない】
ぶんめい【文名】
ぶんめい【文明】
ぶんめい【文明】
ぶんめいしゃかい【文明社会】
ぶんめいのこんげん【文明の根源】
ぶんめいのへんか【文明の変化】
ぶんめん【文面】
ぶんや【分野】
ぶんや【分野】
ぶんよ【分与】
ぶんらく【文楽】
ぶんり【分離】
ぶんり【文理】
ぶんりつ【分立】
ぶんりゅう【分流】
ぶんりゅう【分留】
ぶんりょう【分量】
ぶんるい【分類】
ぶんれい【文例】
ぶんれつ【分列】
ぶんれつ【分裂】
ぶんれつ【分裂】
ぶー
ぶーむにおどる【ブーム[好景気]に踊る】
ぶーむをおこす【ブームを(引き)起こす】
ぶーん
ブイ
ブイ【Ｖ】
ブイアイピー【ＶＩＰ】
ブイエックスガス【ＶＸガス】
ブイティーアール【ＶＴＲ】
ブイトール
ブイヤベース
ブイヨン
ブエノスアイレス
ブォーッ
ブカブカ，プカプカ
ブカレスト
ブギウギ
ブクッ
ブクブク
ブザンソン
ブザー
ブジュンブラ
ブス
ブスッ
ブスブス
ブスリ
ブタジエン
ブタン
ブダペスト
ブチャッ
ブッ
ブック
ブッシェル
ブッシュマン
ブティック
ブハラ
ブブーッ
ブラインド
ブラインドタッチ
ブラウザー
ブラウス
ブラウンかん【ブラウン管】
ブラギ
ブラケット
ブラザビル
ブラシ
ブラジャー
ブラジリア
ブラジル
ブラスバンド
ブラチスラバ
ブラック
ブラック(ハット)ハッカー
ブラックバス
ブラックボックス
ブラックマンデー
ブラックリスト
ブラボー
ブランク
ブランケット
ブランチ
ブランデー
ブランド
ブランド
ブランドイメージ
ブリキ
ブリザード
ブリストル
ブリスベーン
ブリックス
ブリッジ
ブリッジタウン
ブリティッシュ
ブリティッシュコロンビアしゅう【ブリティッシュコロンビア州】
ブリュッセル
ブリュージュ
ブリーフ
ブリーフケース
ブルガリア
ブルキナファソ
ブルゴーニュ
ブルジョア
ブルジョアジー
ブルゾン
ブルタバがわ【ブルタバ川】
ブルターニュ
ブルックリン
ブルドッグ
ブルドーザー
ブルネイ
ブルネット
ブルブルッ，ブルル
ブルペン
ブルマー
ブルンジ
ブルー
ブルー
ブルーギル
ブルージーンズ
ブルース
ブルートゥース
ブルーベリー
ブルーベリー
ブルーマウンテン
ブルーマウンテンさんみゃく【ブルーマウンテン山脈】
ブルームフォンテーン
ブルーレイディスク
ブルーン，ブルンブルン
ブレザー
ブレスト
ブレスレット
ブレトンウッズ
ブレンド
ブレンドかぞく【ブレンド家族】
ブレーカー
ブレーキ
ブレーキ
ブレーキパッド
ブレーキペダル
ブレーキランプ
ブレーキレバー
ブレークダンス
ブレーマーハーフェン
ブレーメン
ブレーン
ブレーンストーミング
ブロイラー
ブロガー
ブログ
ブロッキング
ブロック
ブロッケンげんしょう【ブロッケン現象】
ブロッコリー
ブロマイド
ブロンクス
ブロンズ
ブロンド
ブロー
ブローカー
ブロークン
ブローチ
ブロード
ブロードバンド
ブローニング
ブンゼンとう【ブンゼン灯】
ブンブン
ブー
ブーイング
ブーケ
ブーゲンビリア
ブーゲンビルとう【ブーゲンビル島】
ブース
ブースター
ブータン
ブーッ
ブーツ
ブービー
ブーブー
ブーム
ブーム
ブーメラン
ブーローニュ
ブーン
－ぶり【－振り】
－ぶる
－ぶん【－分】
ぶあいきゅう【歩合給】
ぶあいせい【歩合制】
ぶがいしゃ【部外者】
ぶがいひ【部外秘】
ぶがくめん【舞楽面】
ぶきえんじょ【武器援助】
ぶきたいよほう【武器貸与法】
ぶきだんやく【武器弾薬】
ぶきゆしゅつさんげんそく【武器輸出三原則】
ぶぎょうしょ【奉行所】
ぶぐし【武具師】
ぶけせいじ【武家政治】
ぶけやしき【武家屋敷】
ぶげいしゃ【武芸者】
ぶこくざい【誣告罪】
ぶこくしゃ【誣告者】
ぶこつもの【無骨者】
ぶしどう【武士道】
ぶしょうひげ【無精ひげ】
ぶしょうもの【無精者】
ぶそうかいじょ【武装解除】
ぶそうちゅうりつ【武装中立】
ぶそうとし【武装都市】
ぶそうへいわ【武装平和】
ぶそうほうき【武装蜂起ほうき】
ぶたいいしょう【舞台衣装】
ぶたいうら【舞台裏】
ぶたいかんとく【舞台監督】
ぶたいがかり【舞台係】
ぶたいきしゅ【部隊旗手】
ぶたいげいこ【舞台稽古げいこ】
ぶたいげいじゅつ【舞台芸術】
ぶたいげき【舞台劇】
ぶたいこうか【舞台効果】
ぶたいこうしん【部隊行進】
ぶたいしょうめい【舞台照明】
ぶたいせいかつ【舞台生活】
ぶたいそうち【舞台装置】
ぶたいちゅうけい【舞台中継】
ぶたいちょう【部隊長】
ぶたいどうぐ【舞台道具】
ぶたいどきょう【舞台度胸】
ぶたいはいゆう【舞台俳優】
ぶたかい【豚飼い】
ぶたごや【豚小屋】
ぶたばこ【豚箱】
ぶたインフルエンザ【豚インフルエンザ】
ぶちょうだいり【部長代理】
ぶっかあんてい【物価安定】
ぶっかげらく【物価下落】
ぶっかしすう【物価指数】
ぶっかじょうしょう【物価上昇】
ぶっかすいじゅん【物価水準】
ぶっかとうき【物価騰貴】
ぶっかとうせい【物価統制】
ぶっかへんどう【物価変動】
ぶっかぼうとう【物価暴騰】
ぶっかぼうらく【物価暴落】
ぶっかよくせい【物価抑制】
ぶっかスライドせい【物価スライド制】
ぶっきょうと【仏教徒】
ぶっけんさしおさえ【物件差し押さえ】
ぶっけんひ【物件費】
ぶっこしゃ【物故者】
ぶっしつかい【物質界】
ぶっしつしゅぎ【物質主義】
ぶっしつぶんめい【物質文明】
ぶっしつめいし【物質名詞】
ぶっしょくがい【物色買い】
ぶっつけほんばん【ぶっつけ本番】
ぶっぴんぜい【物品税】
ぶっぴんめいさいひょう【物品明細表】
ぶつのうぜい【物納税】
ぶつりかがく【物理化学】
ぶつりがくしゃ【物理学者】
ぶつりじっけん【物理実験】
ぶつりゅうかんり【物流管理】
ぶつりゅうぶもん【物流部門】
ぶつりゅうコスト【物流コスト】
ぶつりゅうシステム【物流システム】
ぶつりゅうセンター【物流センター】
ぶつりりょうほう【物理療法】
ぶとうかい【舞踏会】
ぶとうきょうし【舞踏教師】
ぶとうきょく【舞踏曲】
ぶとうぐつ【舞踏靴】
ぶとうしつ【舞踏室】
ぶとうふく【舞踏服】
ぶどういろ【葡萄色】
ぶどうえん【葡萄園［畑］】
ぶどうしゅ【葡萄酒】
ぶどうじょうきゅうきん【葡萄状球菌】
ぶどうだな【葡萄棚】
ぶどうとう【葡萄糖】
ぶぶんしゅうごう【部分集合】
ぶぶんしょく【部分食】
ぶぶんせきぶん【部分積分】
ぶぶんひてい【部分否定】
ぶぶんひん【部分品】
ぶぶんぶんすう【部分分数】
ぶぶんわ【部分和】
ぶぶんスト【部分スト】
ぶゆうだん【武勇談】
ぶゆうでん【武勇伝】
ぶようか【舞踊家】
ぶようげき【舞踊劇】
ぶりょくかんしょう【武力干渉】
ぶりょくがいこう【武力外交】
ぶりょくせいじ【武力政治】
ぶれいこう【無礼講】
ぶれいもの【無礼者】
ぶんかいいんかい【分科委員会】
ぶんかいけんさ【分解検査】
ぶんかいさよう【分解作用】
ぶんかいしゃしん【分解写真】
ぶんかいそうじ【分解掃除】
ぶんかえいが【文化映画】
ぶんかかい【分科会】
ぶんかくんしょう【文化勲章】
ぶんかくんしょう【文化勲章】
ぶんかけん【文化圏】
ぶんかこうりゅう【文化交流】
ぶんかこうろうしゃ【文化功労者】
ぶんかこっか【文化国家】
ぶんかさい【文化祭】
ぶんかさつりく【文化殺戮】
ぶんかざい【文化財】
ぶんかし【文化史】
ぶんかしせつ【文化使節】
ぶんかしせつ【文化施設】
ぶんかじん【文化人】
ぶんかじんるいがく【文化人類学】
ぶんかすいじゅん【文化水準】
ぶんかせいかつ【文化生活】
ぶんかだいかくめい【文化大革命】
ぶんかちょう【文化庁】
ぶんかちりがく【文化地理学】
ぶんかつとうち【分割統治】
ぶんかつばらい【分割払い】
ぶんかどうかせいさく【文化同化政策】
ぶんかのひ【文化の日】
ぶんかのひ【文化の日】
ぶんかまさつ【文化摩擦】
ぶんかんしけん【文官試験】
ぶんがくかい【文学界】
ぶんがくがいろん【文学概論】
ぶんがくさくひん【文学作品】
ぶんがくし【文学史】
ぶんがくし【文学士】
ぶんがくしゃ【文学者】
ぶんがくしゅうし【文学修士】
ぶんがくせいねん【文学青年】
ぶんがくはくし【文学博士】
ぶんがくぶ【文学部】
ぶんがくろん【文学論】
ぶんきせん【分岐線】
ぶんきてん【分岐点】
ぶんきょうせいさく【文教政策】
ぶんきょうちく【文教地区】
ぶんきょうよさん【文教予算】
ぶんきょくか【分極化】
ぶんけんがく【文献学】
ぶんけんたい【分遣隊】
ぶんげいえいが【文芸映画】
ぶんげいか【文芸家】
ぶんげいがくぶ【文芸学部】
ぶんげいさくひん【文芸作品】
ぶんげいざっし【文芸雑誌】
ぶんげいしちょう【文芸思潮】
ぶんげいひひょう【文芸批評】
ぶんげいひひょうか【文芸批評［評論］家】
ぶんげいふっこう【文芸復興】
ぶんげいらん【文芸欄】
ぶんこうき【分光器】
ぶんこうぶんせき【分光分析】
ぶんこぼん【文庫本】
ぶんごたい【文語体】
ぶんしいでんがく【分子遺伝学】
ぶんしこうぶん【分詞構文】
ぶんししき【分子式】
ぶんしせいぶつがく【分子生物学】
ぶんしどけい【分子時計】
ぶんしょうか【文章家】
ぶんしょうご【文章語】
ぶんしょか【文書課】
ぶんしょぎぞう【文書偽造】
ぶんしょファイル【文書ファイル】
ぶんしりょう【分子量】
ぶんじしゅぎ【文治主義】
ぶんじせいさく【文治政策】
ぶんじょうじゅうたく【分譲住宅】
ぶんじょうち【分譲地】
ぶんじんが【文人画】
ぶんじんしゃかい【文人社会】
ぶんすうしき【分数式】
ぶんすうほうていしき【分数方程式】
ぶんせきかがく【分析化学】
ぶんせきがく【分析学】
ぶんせきがくしゃ【分析学者】
ぶんせきしけん【分析試験】
ぶんせんこう【文選工】
ぶんたいちょう【分隊長】
ぶんたいろん【文体論】
ぶんたんがく【分担額】
ぶんたんきん【分担金】
ぶんぱいがく【分配額】
ぶんぱいきん【分配金】
ぶんぱこうどう【分派行動】
ぶんぴつか【文筆家】
ぶんぴつきかん【分泌器官】
ぶんぴつぎょう【文筆業】
ぶんぴつさよう【分泌作用】
ぶんぴつせん【分泌腺】
ぶんぴつぶつ【分泌物】
ぶんぷず【分布図】
ぶんぷはんい【分布範囲】
ぶんべつしゅうしゅう【分別収集】
ぶんべんしつ【分娩室】
ぶんぼうぐや【文房具屋】
ぶんぽうがくしゃ【文法学者】
ぶんぽうしょ【文法書】
ぶんみんとうせい【文民統制】
ぶんめいかいか【文明開化】
ぶんめいこく【文明国】
ぶんめいしゃかい【文明社会】
ぶんよぜい【分与税】
ぶんらくにんぎょう【文楽人形】
ぶんりかぜい【分離課税】
ぶんりがくぶ【文理学部】
ぶんりき【分離機】
ぶんりたい【分離帯】
ぶんりは【分離派】
ぶんりふていし【分離不定詞】
ぶんりぶんかつほうしき【分離分割方式】
ぶんりろんしゃ【分離論者】
ぶんるいがく【分類学】
ぶんるいひょう【分類表】
ぶんるいほう【分類法】
ぶんるいもくろく【分類目録】
ぶんれつこうしん【分列行進】
ぶんれつしき【分列式】
ぶんれつせいしょく【分裂生殖】
ブイゴール
ブイサイン
ブイネック
ブタジエンじゅし【ブタジエン樹脂】
ブックエンド
ブックカバー
ブックバンド
ブックフェア
ブックマーク
ブックメーカー
ブックレット
ブックレビュー
ブラックコーヒー
ブラックパワー
ブラックパンサー
ブラックペッパー
ブラックホール
ブラックボックス
ブラックマネー
ブラックマーケット
ブラックユーモア
ブランケットエリア
ブランデーグラス
ブランドしこう【ブランド志向】
ブランドしょうひん【ブランド商品】
ブリキこうじょう【ブリキ工場】
ブリキざいく【ブリキ細工】
ブリキや【ブリキ屋】
ブリッジバンク
ブリティッシュルック
ブルジョアかいきゅう【ブルジョア階級】
ブルジョアしゅみ【ブルジョア趣味】
ブルーカラー
ブルージーン
ブルーチーズ
ブルーデー
ブルートレイン
ブルーフィルム
ブルーブラック
ブルーマンデー
ブルーリボンしょう【ブルーリボン賞】
ブレンドコーヒー
ブロックけいざい【ブロック経済】
ブロックけんちく【ブロック建築】
ブロックへい【ブロック塀】
