ぼいん
ぼうがいする【妨害する】
ぼうきゃくする【忘却する】
ぼうけいの【傍系の】
ぼうけんてき【冒険的】
ぼうこうする【暴行する】
ぼうこうする【暴行する】
ぼうしする【防止する】
ぼうしつの【防湿の】
ぼうしょくの【防蝕の】
ぼうじゃくぶじんな【傍若無人な】
ぼうじんの【防塵の】
ぼうすいけいの【紡錘形の】
ぼうすいの【防水の】
ぼうせんする【防戦する】
ぼうぜんと【ぼう然と】
ぼうそうする【暴走する】
ぼうだんの【防弾の】
ぼうちょうする【膨張する［させる］】
ぼうとうする【暴投する】
ぼうとくする【冒涜する】
ぼうねつの【防熱の】
ぼうねんせいの【防燃性の】
ぼうはくする【傍白する】
ぼうびする【防備する】
ぼくさつする【撲殺する】
ぼくとつな【木訥な】
ぼけいせいの【母系制の】
ぼけいの【母系の】
ぼしゅうする【募集する】
ぼっしゅうする【没収する】
ぼったくり
ぼっぱつする【勃発する】
ぼつがてき【没我的】
ぼへいする【募兵する】
ぼんくらの
ぼんごの【梵語の】
ぼんぞくな【凡俗な】
ぼんような【凡庸な】
ボツワナの
ボリビアの
ボルネオの
ボレーする
ボーイッシュな
ボーンヘッドの
