て【手】
ていでんをかいひする【停電を回避する】
ていでんをかいひする【停電を回避する】
ていでんをふせぐ【停電を防ぐ】
ていと【帝都】
ていとう【低糖】
ていとう【抵当】
ていとく【提督】
ていとん【停頓】
ていど【低度】
ていど【程度】
ていない【邸内】
ていなとりうむけっしょう【低ナトリウム血症】
ていねい【丁寧】
ていねん【定年】
ていねん【定年停年】
ていねん【諦念】
ていねんえんちょう【定年延長】
ていねんご【定年後】
ていねんたいしょくしゃ【定年退職者】
ていねんたいしょくする【定年退職する】
ていねんぴえんじん【低燃費エンジン】
ていねんぴしゃ【低燃費車】
ていねんをえんちょうする【定年を(６５歳に)延長する】
ていねんをすぎたひと【定年を過ぎた人】
ていねんを６５さいにえんちょうする【定年を６５歳に延長する】
ていねんを６５さいまでひきあげる【定年を６５歳まで引き上げる】
ていはく【停泊】
ていはつ【剃髪】
ていはつでんこうりつ【低発電効率】
ていばん【定番】
ていひょう【定評】
ていひんしつ【低品質】
ていへん【底辺】
ていほん【定本】
ていほん【底本】
ていぼう【堤防】
ていぼう【堤防】
ていぼうのうちがわ【堤防の内側】
ていぼうのへいさ【堤防の閉鎖】
ていぼうをきずく【堤防を築く】
ていぼうをきょうかする【堤防を強化する】
ていぼく【低木】
ていまい【弟妹】
ていめい【低迷】
ていめん【底面】
ていめんせき【底面積】
ていやく【定訳】
ていよう【提要】
ていらく【低落】
ていらず【手入らず】
ていり【低利】
ていり【定理】
ていりつ【低率】
ていりつ【定率】
ていりつ【鼎立】
ていりのろーん【低利のローン】
ていりゅう【停留】
ていりゅう【底流】
ていりょう【定量】
ていりょうきんのこうくうがいしゃ【低料金の[格安］航空会社】
ていれ【手入れ】
ていれい【定例】
ていれい【定例】
ていれいかいぎ【定例会議】
ていれいかくぎ【定例閣議】
ていれいきしゃかいけん【定例(の)記者会見】
ていれいきしゃかいけんで【定例記者会見で】
ていれつ【低劣】
ていれべるのけいほう【低レベルの警報】
ていれん【低廉】
てうえ【手植え】
てうす【手薄】
てうち【手打ち】
てうち【手討ち】
ておい【手負い】
ておくれ【手遅れ】
ておけ【手桶】
ておし【手押し】
ておち【手落ち】
ておの【手斧】
ており【手織り】
てかがみ【手鏡】
てかぎ【手鉤】
てかげん【手加減】
てかご【手籠】
てかせ【手枷】
てかてか
てがかり【手掛かり手懸かり】
てがき【手描き】
てがき【手書き】
てがける【手掛ける】
てがた【手形】
てがた【手形】
てがたい【手堅い】
てがたな【手刀】
てがたにうらがきする【手形に裏書きする】
てがたをふわたりにする【手形を不渡りにする】
てがたをわりびく【手形を割り引く】
てがみ【手紙】
てがみ【手紙】
てがみいっぽんで【手紙一本で】
てがみでよやくができます【手紙で予約ができます】
てがみのあてさきをかく【手紙のあて先を書く】
てがみのへんじをだす【手紙の返事を出す】
てがみのへんじをだす【手紙の返事を出す】
てがみをあける【手紙を開ける】
てがみをはいたつする【手紙を配達する】
てがら【手柄】
てがる【手軽】
てき【敵】
てきい【敵意】
てきいのあるおうたい【敵意のある応対】
てきおう【適応】
てきおうこうどう【適応行動】
てきおうしょうがい【適応障害】
てきおうのうりょく【適応能力】
てきおん【適温】
てきか【摘果】
てきかく【的確】
てきかく【適格】
てきかくなたいさく【的確な対策】
てきがいしん【敵愾心】
てきがた【敵方】
てきぎ【適宜】
てきこくとのわへい【敵国との和平】
てきごう【適合】
てきざい【適材】
てきざいてきしょのきよう【適材適所の起用】
てきざいてきしょのじんじ【適材適所の人事[任命]】
てきしつ【敵失】
てきしゃ【適者】
てきしゅう【敵襲】
てきしゅつ【摘出】
てきしょ【適所】
てきしょく【適職】
てきじ【適時】
てきじょ【摘除】
てきじょう【敵状敵情】
てきする【敵する】
てきする【適する】
てきず【手傷】
てきせい【敵性】
てきせい【適性】
てきせい【適性】
てきせい【適正】
てきせいけんさ【適性検査】
てきせいてすと【適性テスト】
てきせいなうんえい【適正な運営】
てきせいなけいかく【適正な計画】
てきせいなそち【適正な措置】
てきせつ【適切】
てきせつなあどばいす【適切なアドバイス】
てきせつなかんご【適切な看護】
てきせつなこうけん【適切な貢献】
てきせつなことば【(…を表わす)適切な言葉】
てきせつなしき【適切な指揮】
てきせつなしょち【適切な処置】
てきせつなそなえ【適切な備え】
てきせつなちしき【適切な知識】
てきせつなちゅうい【適切な注意】
てきせつなちりょう【適切な治療】
てきせつなちりょうほう【最適な治療法】
てきせつなでーた【適切なデータ】
てきせつなはんだん【適切な判断】
てきせつなばしょ【(…に)適切な場所】
てきせつなばらんす【適切なバランス】
てきせつなほうこう【適切な方向】
てきせつなりすくかんり【適切なリスク管理】
てきたい【敵対】
てきたい【敵対】
てきたいかんけい【敵対関係】
てきたいかんけいをかいしょうする【敵対関係を解消する】
てきたいかんじょう【敵対感情】
てきたいこうい【敵対行為】
てきたいするせいりょくのえじき【敵対する勢力のえじき】
てきだん【敵弾】
てきだんとう【擲弾筒】
てきち【敵地】
てきちゅう【的中】
てきとう【適当】
てきとうなそち【適当な措置】
てきど【適度】
てきにん【適任】
てきのかんせんにげきとつする【敵の艦船に激突する】
てきはつ【摘発】
てきぱき
てきひ【適否】
てきひょう【適評】
てきふてき【適不適】
てきほう【適法】
てきめん【覿面】
てきや【的屋】
てきやく【適役】
てきやく【適訳】
てきよう【摘要】
てきよう【適用】
てきようはんい【適用範囲】
てきりょう【適量】
てきれい【適例】
てきれい【適齢】
てきをいかくする【敵を威嚇する】
てきん【手金】
てぎれ【手切れ】
てぎわ【手際】
てくせ【手癖】
てくだ【手管】
てくてく
てくにかるあしすたんと【テクニカルアシスタント[技術アシスタント]】
てくのろじーあせすめんと【テクノロジーアセスメント《新しい技術が社会にどのように影響を与えるかについての事前の評価》】
てくのろじーぎゃっぷ【テクノロジーギャップ(技術格差)】
てくのろじーとらんすふぁー【テクノロジートランスファー(技術移転)】
てくばり【手配り】
てくび【手首】
てくらがり【手暗がり】
てぐす【天蚕糸】
てぐすね
てぐち【手口】
てぐるま【手車】
てこ【梃子】
てこいれ【梃入れ】
てこずる【梃摺る】
てごころ【手心】
てごたえ【手応え】
てごま【手駒】
てごめ【手込め】
てごろ【手頃】
てごろなうんちん【手ごろな(航空)運賃】
てごろなねだん【手ごろな値段】
てごわい【手強い】
てさき【手先】
てさぎょう【手作業】
てさぎょうによるふくせい【手作業による複製】
てさぐり【手探り】
てさげ【手提げ】
てさげきんこ【手提げ金庫】
てさばき【手捌き】
てざいく【手細工】
てざわり【手触り】
てしお【手塩】
てしごと【手仕事】
てした【手下】
てしょく【手燭】
てしんごう【手信号】
てじな【手品】
てじまい【手仕舞い】
てじめ【手締め】
てじゃく【手酌】
てじゅん【手順】
てじゅんをちょうせいする【手順を調整する】
てじょう【手錠】
てすう【手数】
てすうりょう【手数料】
てすうりょう【手数料】
てすうりょうをかせぐ【手数料を稼ぐ】
てすうりょうをちょうしゅうする【手数料を徴収する[払う]】
てすき【手漉き】
てすき【手透き】
てすさび【手遊び】
てすじ【手筋】
てすとにうかる【テストに受かる】
てすとにおちる【テストに落ちる】
てすとのかいし【テストの開始】
てすとのけっか【テストの結果】
てすとのひつようせい【テストの必要性】
てすとをうける【テストを受ける】
てすとをじっしする【テストを実施する】
てすとをどうにゅうする【テストを導入する】
てすり【手摺】
てずから【手ずから】
てずり【手刷り】
てずれ【手擦れ】
てせい【手製】
てぜい【手勢】
てぜま【手狭】
てそう【手相】
てだし【手出し】
てだすけ【手助け】
てだて【手立て】
てだま【手玉】
てちがい【手違い】
てちょう【手帳】
てぢか【手近】
てっか【鉄火】
てっかい【撤回】
てっかん【鉄管】
てっき【鉄器】
てっきょ【撤去】
てっきょう【鉄橋】
てっきり
てっきん【鉄琴】
てっきん【鉄筋】
てっきんこんくりーと【鉄筋コンクリート】
てっきんこんくりーとせいのたてもの【鉄筋コンクリート製の建物】
てっきんこんくりーとづくりのびる【鉄筋コンクリート造りのビル】
てっきんこんくりーとのびる【鉄筋コンクリートのビル】
てっけつ【鉄血】
てっけん【鉄拳】
てっこう【手っ甲】
てっこう【鉄鉱】
てっこう【鉄鋼】
てっこうじょ【鉄工所】
てっこうめーかー【(巨大)鉄鋼メーカー】
てっこつ【鉄骨】
てっさく【鉄柵】
てっさく【鉄索】
てっしゅう【撤収】
てっする【徹する】
てっせい【鉄製】
てっせき【鉄石】
てっせん【鉄線】
てっそく【鉄則】
てったい【撤退】
てっちゅう【鉄柱】
てっつい【鉄槌】
てってい【徹底】
てっていかいめいする【(そのごたごたを)徹底解明する】
てっていさくげん【(無駄な支出の)徹底削減】
てっていてきかいかく【徹底的改革】
てっていてきなちょうさ【徹底的な調査】
てっていてきについきゅうする【徹底的に追究する】
てっとう【鉄塔】
てっとうてつび【徹頭徹尾】
てっとりばやい【手っ取り早い】
てっぱい【撤廃】
てっぱん【鉄板】
てっぴつ【鉄筆】
てっぺい【撤兵】
てっぺき【鉄壁】
てっぺん【天辺】
てっぺん【鉄片】
てっぽう【鉄砲】
てっぽう【鉄砲】
てっぽうだま【鉄砲玉】
てっぽうだま【鉄砲玉】
てっぽうみず【鉄砲水】
てっぽうゆり【鉄砲百合】
てつ【轍】
てつ【鉄】
てつあれい【鉄亜鈴】
てついろ【鉄色】
てつかず【手付かず】
てつかぶと【鉄兜】
てつがく【哲学】
てつき【手付き】
てつくず【鉄屑】
てつけ【手付け】
てつざい【鉄剤】
てつざい【鉄材】
てつじ【綴字】
てつじょうもう【鉄条網】
てつじん【哲人】
てつじん【鉄人】
てつだい【手伝い】
てつだう【手伝う】
てつづき【手続き】
てつどう【鉄道】
てつどう【鉄道】
てつどういん【鉄道員】
てつどううんちん【鉄道運賃】
てつどうかくしゃがうんきゅうをきめた【鉄道各社が運休を決めた】
てつどうがいしゃ【鉄道会社】
てつどうけんせつ【鉄道建設】
てつどうけんせつ【鉄道建設】
てつどうしんごう【鉄道信号】
てつどうじこ【鉄道事故】
てつどうだいやのへんこう【鉄道ダイヤの変更】
てつどうのえき【鉄道の駅】
てつどうゆそう【鉄道輸送】
てつどうろせんず【鉄道路線図】
てつどうをふせつする【鉄道を敷設する】
てつなべ【鉄鍋】
てつのおんな【鉄の女】
てつびん【鉄瓶】
てつぶん【鉄分】
てつぶんせっしゅ【鉄分摂取】
てつぼう【鉄棒】
てつめんぴ【鉄面皮】
てつや【徹夜】
てつり【哲理】
てつわん【鉄腕】
てづかみ【手掴み】
てづくり【手作り】
てづまり【手詰まり】
てづよい【手強い】
てづり【手釣り】
てづる【手蔓】
ててなしご【父無し子】
てどり【手取り】
てどり【手捕り】
てないしょく【手内職】
てなおし【手直し】
てながざる【手長猿】
てなぐさみ【手慰み】
てなげだん【手投げ弾】
てなずける【手懐ける】
てなべ【手鍋】
てなみ【手並み】
てならい【手習い】
てならし【手慣らし】
てなれる【手慣れる】
てにすこーと【(土の)テニスコート[クレーコート]】
てにすこーと【(芝生の)テニスコート[ローンコート]】
てにすのしろうと【テニスの素人】
てにすをする【テニスをする】
てにてに【手に手に】
てにもつ【手荷物】
てにもつ【手荷物】
てにもつあずかりじょ【手荷物預り所《ホテル劇場などの》《主に《米》》】
てにもついちじあずかりじょ【手荷物一時預り所《主に駅の》】
てにもつけんさ【手荷物検査】
てにもつひきわたしじょ【手荷物引き渡し所《空港の》】
てにをは
てぬい【手縫い】
てぬかり【手抜かり】
てぬき【手抜き】
てぬぐい【手拭い】
てぬるい【手緩い】
てのうち【手の内】
てのこう【手の甲】
てのこんだごまかし【手の込んだごまかし】
てのひら【手の平掌】
てはい【手配】
てはじめ【手始め】
てはず【手筈】
てば【手羽】
てばこ【手箱】
てばた【手旗】
てばな【手鼻】
てばなし【手放し】
てばなす【手放す】
てばなれ【手離れ】
てばやい【手早い】
てひどい【手酷い】
てびかえ【手控え】
てびかえる【手控える】
てびき【手引き】
てびょうし【手拍子】
てびろい【手広い】
てふき【手拭き】
てふだ【手札】
てぶくろ【手袋】
てぶそく【手不足】
てぶら【手ぶら】
てぶり【手振り】
てぶれ【手振れ】
てぶんこ【手文庫】
てべんとう【手弁当】
てほどき【手解き】
てほん【手本】
てほん【手本】
てぼうき【手箒】
てま【手間】
てまえ【手前】
てまえがって【手前勝手】
てまえみそ【手前味噌】
てまきたばこ【手巻き煙草】
てまくら【手枕】
てまどる【手間取る】
てまね【手真似】
てまねき【手招き】
てまめ【手忠実】
てまり【手毬手鞠】
てまわし【手回し】
てまわりひん【手回り品】
てみじか【手短】
てみやげ【手土産】
てむかい【手向かい】
てむかう【手向かう】
てもち【手持ち】
てもちのげんきん【手持ちの現金】
てもちぶさた【手持ち無沙汰】
てもと【手元手許】
てもとくよう【手元供養】
てもなく【手も無く】
てもり【手盛り】
てやき【手焼き】
てら【寺】
てらい【衒い】
てらう【衒う】
てらこや【寺子屋】
てらしあわせる【照らし合わせる】
てらしだす【照らし出す】
てらす【照らす】
てらせん【寺銭】
てらてら
てらまいり【寺参り】
てらめぐり【寺巡り】
てり【照り】
てりかえし【照り返し】
てりかえす【照り返す】
てりこむ【照り込む】
てりつける【照り付ける】
てりはえる【照り映える】
てりやき【照り焼き】
てりょうり【手料理】
てる【照る】
てるてるぼうず【照る照る坊主】
てれかくし【照れ隠し】
てれくさい【照れ臭い】
てれこみゅーてぃんぐでめたぼにならないようにね【テレコミューティングでメタボにならないようにね】
てれしょう【照れ性】
てれびえいが【テレビ映画】
てれびえいぞう【テレビ映像】
てれびえいぞう【テレビ映像】
てれびえんぜつ【テレビ演説】
てれびかいぎ【テレビ会議】
てれびきしゃ【テレビ記者】
てれびきょく【テレビ局】
てれびぎょうかい【テレビ業界】
てれびこうこく【テレビ広告】
てれびしちょうしゃ【テレビ視聴者】
てれびじゅしんりょうのしはらい【テレビ受信料の支払い】
てれびで…をみる【テレビで…を見る】
てれびでどらまをみる【テレビでドラマを見る】
てれびでにゅーすをみる【テレビでニュースを見る】
てれびとう【テレビ塔】
てれびとうろん【テレビ討論】
てれびとらじおのでんぱをそうしんする【テレビとラジオの電波を(東京タワーから)送信する】
てれびのちゃんねる【テレビのチャンネル】
てれびのとうろんばんぐみ【テレビの討論番組】
てれびのにんきしりーず【テレビの人気シリーズ】
てれびのまんがをみる【テレビの漫画を見る】
てれびのりもこん【テレビのリモコン】
てれびはんばいのふしん【テレビ販売の不振】
てれびばんぐみ【テレビ番組】
てれびばんぐみ【テレビ番組】
てれびばんぐみ【テレビ番組】
てれびばんぐみをいんたーねっとでほうえいする【テレビ番組をインターネットで放映する】
てれびばんぐみをろくがする【テレビ番組を録画する】
てれびほうそう【テレビ放送】
てれびほうそうきょく【テレビ放送局】
てれびほうそうしゃ【テレビ放送者[受信者]】
てれびらん【テレビ欄】
てれびをけす【テレビを消す】
てれびをつける【テレビをつける】
てれびをみる【テレビを見る】
てれや【照れ屋】
てれる【照れる】
てれわらい【照れ笑い】
てれわーくをしょうれいする【テレワークを奨励[推進]する】
てれんてくだ【手練手管】
てろけいほう【テロ警報】
てろこうい【テロ行為】
てろこうげき【テロ攻撃】
てろこうげきへのきょうふ【テロ攻撃への恐怖】
てろしえんこっか【テロ支援国家】
てろしゅうだん【テロ集団】
てろじょうほう【テロ情報】
てろとたたかいからぬける【テロとの戦いから抜ける】
てろとだんあつのおうしゅう【テロと弾圧の応酬】
てろとのたたかい【テロとの戦い】
てろとのたたかいがはじまった【テロとの戦いが始まった】
てろとのたたかいをたてなおす【テロとの戦いを立て直す】
てろのおんしょう【テロの温床】
てろのおんしょうになる【テロの温床になる】
てろのおんしょうになる【テロの温床になる】
てろのおんしょうをたつ【テロの温床を断つ】
てろのきょうい【(国際)テロの脅威】
てろのきょういがひろがっている【テロの脅威が広がっている】
てろのこんぜつ【テロの根絶】
てろのひょうてき【テロの標的】
てろのひょうてきのひろがり【テロの標的の広がり】
てろのよくし【テロの抑止】
てろのよこく【テロの予告】
てろようぎしゃ【テロ容疑者】
てろりすとへのこうげき【テロリストへの攻撃】
てろをいっそうする【テロを一掃する】
てろをこんぜつする【テロを根絶する】
てわけ【手分け】
てわたす【手渡す】
てん【天】
てん【点】
てん【貂】
てんあんもん【天安門】
てんい【天意】
てんい【転位】
てんい【転移】
てんいむほう【天衣無縫】
てんいん【店員】
てんうん【天運】
てんか【天下】
てんか【添加】
てんか【点火】
てんか【点火】
てんか【転化】
てんか【転嫁】
てんか【転科】
てんか【転訛】
てんかい【展開】
てんかい【展開】
てんかい【転回】
てんかそうち【点火装置《車の》】
てんかそうち【点火装置《車の》】
てんかふん【天花粉】
てんかぶつ【添加物】
てんかぶつのはいっていないしょくひん【添加物の入っていない食品】
てんかぷらぐ【点火プラグ】
てんから
てんかん【癲癇】
てんかん【転換】
てんが【典雅】
てんがい【天蓋】
てんがいこどく【天涯孤独】
てんがく【転学】
てんがん【点眼】
てんがんきょう【天眼鏡】
てんき【天気】
てんき【天気】
てんき【転機】
てんき【転記】
てんきず【天気図】
てんきず【天気図】
てんきつう【天気痛】
てんきつうのげんいん【天気痛の原因】
てんきゅう【天球】
てんきょ【典拠】
てんきょ【転居】
てんきょ【転居】
てんきょさき【転居先】
てんきょとどけ【転居届】
てんきよほう【天気予報】
てんきん【天金】
てんきん【転勤】
てんぎ【転義】
てんぎょう【転業】
てんくう【天空】
てんぐ【天狗】
てんぐさ【天草】
てんぐたけ【天狗茸】
てんけい【典型】
てんけい【天啓】
てんけい【天恵】
てんけい【点景添景】
てんけん【点検】
てんけん【点検】
てんけんをおこなう【点検を行う】
てんこ【点呼】
てんこう【天候】
てんこう【天候】
てんこう【転向】
てんこう【転校】
てんこういへん【天候異変】
てんこうじょうたい【天候状態】
てんこうふじゅん【天候不順】
てんこうりすく【天候リスク《マーケット》】
てんこく【篆刻】
てんごく【天国】
てんごく【天国】
てんごくにいる【天国にいる】
てんごくにいるきぶんになる【天国にいる気分になる】
てんごくへいく【天国へ行く】
てんさ【点差】
てんさい【天才】
てんさい【天才】
てんさい【天災】
てんさい【天災】
てんさい【甜菜】
てんさい【転載】
てんさいさっか【天才作家】
てんさいにみまわれる【天災に見舞われる】
てんさいはわすれたころにやってくる【天災は忘れた頃にやって来る《ことわざ》】
てんさいをはっきする【天才を発揮する】
てんさく【添削】
てんさく【転作】
てんざい【点在】
てんし【天使】
てんし【天子】
てんし【展翅】
てんしゃ【転写】
てんしゃく【転借】
てんしゅ【天主】
てんしゅ【店主】
てんしゅかく【天守閣】
てんしゅつ【転出】
てんしょ【添書】
てんしょ【篆書】
てんしょく【天職】
てんしょく【転職】
てんしょくのくりかえし【転職の繰り返し】
てんしょくをくりかえすひと【転職を繰り返す人】
てんしん【点心】
てんしん【転身】
てんしん【転進】
てんしんらんまん【天真爛漫】
てんじ【展示】
てんじ【展示】
てんじ【点字】
てんじ【篆字】
てんじかい【展示会】
てんじくあおい【天竺葵】
てんじじょう【展示場】
てんじそくばいかい【(…の)展示即売会】
てんじて【転じて】
