「そうていがいだった」といういいわけ【「想定外だった」という言い訳】
そうがく【奏楽】
そうがく【総額】
そうがくねんろっぴゃくおくえんのほじょきん【総額年600億円の補助金】
そうがわ【総革】
そうがんきょう【双眼鏡】
そうき【想起】
そうき【早期】
そうき【総記】
そうき【送気】
そうきかんしょうたいしょく【早期勧奨退職】
そうきけいかいき【早期警戒機】
そうきけいかいしすてむ【早期警戒システム】
そうきけいかいしすてむ【早期警戒システム】
そうきけっちゃく【早期決着】
そうきさいたく【(…の)早期採択】
そうきたいしょくする【早期退職する】
そうきだけつ【早期妥結】
そうきちりょう【早期治療】
そうきにけつだんする【早期に決断する】
そうきにばいきゃくする【早期に売却する】
そうきゅう【早急】
そうきゅう【送球】
そうきゅうきん【双球菌】
そうきょ【壮挙】
そうきょういく【早教育】
そうきょく【箏曲】
そうきょく【総局】
そうきょくせいしょうがい【双極性障害】
そうきょくせん【双曲線】
そうきょくアンテナ【双極アンテナ】
そうきん【送金】
そうきんるい【藻菌類】
そうぎ【争議】
そうぎ【葬儀】
そうぎ【葬儀】
そうぎがく【葬儀学】
そうぎじょう【葬儀場】
そうぎにさんれつする【葬儀に参列する】
そうぎのだんどり【葬儀の段取り】
そうぎのだんどりをする【(自分の)葬儀の段取りをする】
そうぎのだんどりをにゅうねんにする【葬儀の段取りを入念にする】
そうぎょ【草魚】
そうぎょう【創業】
そうぎょう【操業】
そうぎょう【操業】
そうぎょう【早暁】
そうぎょうしているこうじょう【操業している工場】
そうぎょうしゃいちぞく【創業者一族】
そうぎょうじかん【操業時間】
そうぎょうのかいし【操業の開始】
そうぎょうをうながす【(計画的な)操業を促す】
そうぎょうをかいしする【操業を開始する】
そうぎょうをさいかいする【操業を再開する】
そうぎょうをせいげんする【操業を制限する】
そうぎょうをちゅうだんさせる【(…での)操業を中断させる】
そうぎょうをとうけつさせる【操業を凍結させる】
そうぎり【総桐】
そうぎをおこなう【葬儀を行う】
そうく【痩躯】
そうく【走狗】
そうくずれ【総崩れ】
そうくつ【巣窟】
そうぐ【葬具喪具】
そうぐ【装具】
そうぐう【遭遇】
そうぐるみ【総ぐるみ】
そうけ【宗家】
そうけい【早計】
そうけい【総計】
そうけだつ【総毛立つ】
そうけっさん【総決算】
そうけん【創見】
そうけん【双肩】
そうけん【壮健】
そうけん【総見】
そうけん【送検】
そうげい【送迎】
そうげいこ【総稽古】
そうげいでっき【(空港の)送迎デッキ】
そうげん【草原】
そうこ【倉庫】
そうこ【倉庫】
そうこう【壮行】
そうこう【奏功】
そうこう【奏効】
そうこう【操行】
そうこう【然う斯う】
そうこう【糟糠】
そうこう【艙口】
そうこう【草稿】
そうこう【装甲】
そうこう【走行】
そうこう【送稿】
そうこうきょり【(自動車の)走行距離】
そうこうげき【総攻撃】
そうこうせい【走光性】
そうこうちゅうきゅうでん【走行中給電】
そうこがいしゃ【倉庫会社】
そうこがながされた【倉庫が流された】
そうこぎょう【倉庫業】
そうこく【相克】
そうこつ【送骨】
そうこのざいこひん【倉庫の在庫品】
そうこりょう【倉庫料】
そうこをたてる【倉庫を建てる】
そうこん【早婚】
そうこん【草根】
そうご【相互】
そうごいぞん【相互依存】
そうごいぞんかんけい【相互依存関係】
そうごいぞんのたいせい【相互依存の体制】
そうごう【相好】
そうごう【総合】
そうごうはんだん【総合判断】
そうごうびょういん【総合病院】
そうごかんけい【相互関係】
そうごかんけいのこんかんにえいきょうする【相互関係の根幹に影響する】
そうごぎんこう【相互銀行】
そうごしんらいかんけい【相互信頼関係】
そうごにだきょうして【相互に妥協して】
そうごのしんらいをきずつける【相互の信頼を傷つける】
そうごひはん【相互批判】
そうごふかしん【相互不可侵】
そうごほかんてきかんけい【相互補完的関係】
そうごりかい【相互理解】
そうごん【荘厳】
そうごんなぎしき【荘厳な儀式】
そうさ【捜査】
そうさ【捜査】
そうさ【操作】
そうさ【操作】
そうさ【走査】
そうさい【相殺】
そうさい【総裁】
そうさい【葬祭】
そうさいん【捜査員】
そうさかてい【捜査過程】
そうさきかん【捜査機関】
そうさきかん【捜査機関】
そうさきょうりょく【捜査協力】
そうさきょうりょくしゃ【捜査協力者】
そうさく【創作】
そうさく【捜索】
そうさく【捜索】
そうさくいん【総索引】
そうさくさぎょう【捜索作業】
そうさくじょう【捜索(令)状】
そうさくきゅうなんかつどう【捜索救難活動】
そうさくきゅうなんのきょうどうくんれん【捜索救難の共同訓練】
そうさけっか【捜査結果】
そうさしゅうりょう【捜査終了】
そうさしゅほう【捜査手法[方法]】
そうさしりょう【捜査資料】
そうさしりょう【捜査資料】
そうさじけん【特捜事件】
そうさじょうほう【捜査情報】
そうさとうきょく【捜査当局】
そうさにきょうりょくする【捜査に協力する】
そうさにしゅうちゅうする【捜査に集中する】
そうさについてくわしくのべる【捜査について詳しく述べる】
そうさのうりょく【捜査能力】
そうさのきほんげんそく【捜査の基本原則】
そうさのけんげん【捜査の権限】
そうさのしったい【捜査の失態】
そうさのしっぱい【捜査の失敗】
そうさのしゅうけつ【捜査の終結】
そうさのしょうてん【捜査の焦点】
そうさのちゅうしん【捜査の中心】
そうさひはん【捜査批判】
そうさほうこくしょ【捜査報告書】
そうさぼうがい【捜査妨害】
そうさまにゅある【操作[運用]マニュアル】
そうさまにゅある【操作マニュアル】
そうさをうたがう【捜査を疑う】
そうさをおこなう【捜査を行なう】
そうさをおぼえる【操作を覚える】
そうざい【総菜】
そうざらい【総浚い】
そうざん【早産】
そうし【創始】
そうし【壮士】
そうし【相思】
そうしき【総指揮】
そうしき【葬式】
そうしき【葬式】
そうしきにさんれつする【葬式に参列する】
そうしきをおこなう【葬式を行なう[出す]】
そうししゅつ【総支出】
そうした【然うした】
そうしつ【喪失】
そうしつ【喪失】
そうしつかん【喪失感】
そうして【然うして】
そうしはいにん【総支配人】
そうしゃ【壮者】
そうしゃ【奏者】
そうしゃ【掃射】
そうしゃ【操車】
そうしゃ【走者】
そうしゅ【宗主】
そうしゅうえき【総収益】
そうしゅうにゅう【総収入】
そうしゅうへん【総集編】
そうしゅつ【創出】
そうしゅん【早春】
そうしょ【双書叢書】
そうしょ【草書】
そうしょう【創傷】
そうしょう【宗匠】
そうしょう【相承】
そうしょう【相称】
そうしょう【総称】
そうしょく【僧職】
そうしょく【草食】
そうしょく【装飾】
そうしょくけいだんし【草食系男子】
そうしようしょくぶつ【双子葉植物】
そうしるい【双翅類】
そうしれいかん【総司令官】
そうしれいぶ【総司令部】
そうしれいぶ【総司令部】
そうしん【喪心喪神】
そうしん【痩身】
そうしん【送信】
そうしんぐ【装身具】
そうじ【掃除】
そうじ【相似】
そうじ【送辞】
そうじしょく【総辞職】
そうじて【総じて】
そうじまい【総仕舞】
そうじめ【総締め】
そうじゅう【操縦】
そうじゅう【操縦】
そうじゅうし【操縦士《航空機などの》】
そうじゅうしつ【操縦室[席]《航空機などの》】
そうじゅうしゃのめのとどくはんい【操縦者の目の届く範囲】
そうじゅうしゃのめのとどくはんいにひこうをせいげんする【操縦者の目の届く範囲に飛行を制限する】
そうじゅうをあやまる【(経済の)操縦を誤る】
そうじゅく【早熟】
そうじゅつ【槍術】
そうじゅようのふそく【総需要の不足】
そうじょう【僧正】
そうじょう【奏上】
そうじょう【層状】
そうじょう【相乗】
そうじょう【騒擾】
そうじょうこうか【相乗効果】
そうじんこういちおくにん【総人口１億人】
そうじんこうのさんわり【総人口の３割】
そうすい【総帥】
そうすい【送水】
そうすいせい【走水性】
そうすう【総数】
そうすかん【総すかん】
そうする【奏する】
そうする【草する】
そうすることがきわめてかんようだ【そうすることが極めて肝要だ】
そうすると【然うすると】
そうするのはきけんだとかんがえられる【そうするのは危険だと考えられる】
そうするのはぎゃくこうかだ【そうするのは逆効果だ】
そうするようい【そうする用意】
そうすれば【然うすれば】
そうせい【創成】
そうせい【叢生】
そうせい【早世】
そうせいき【創世記】
そうせいしんわ【創世神話】
そうせいじ【双生児】
そうせいじ【早生児】
そうせき【僧籍】
そうせきうん【層積雲】
そうせつ【創設】
そうせつ【総説】
そうせんきょ【総選挙】
そうぜい【総勢】
そうぜつ【壮絶】
そうぜん【騒然】
そうそう【早早】
そうそう【然う然う】
そうそう【草創】
そうそう【草草】
そうそう【錚錚】
そうそうきょく【葬送曲】
そうそうこうしんきょく【葬送行進曲】
そうそく【総則】
そうそふ【曽祖父】
そうそぼ【曽祖母】
そうそん【曽孫】
そうぞう【創造】
そうぞう【創造】
そうぞう【想像】
そうぞう【想像】
そうぞうしい【騒騒しい】
そうぞうしさ【騒騒しさ】
そうぞうじょうのくうかん【想像上の空間】
そうぞうするのうりょく【想像する能力】
そうぞうてきえねるぎー【創造的エネルギー】
そうぞうてきなぎじゅつ【創造的な技術】
そうぞうのあしをひっぱる【創造の足を引っ張る】
そうぞうのきせき【創造の奇跡】
そうぞうのさんぶつ【想像の産物】
そうぞうのさんぶつ【想像の産物】
そうぞうのめをつむ【創造の芽を摘む】
そうぞうりょくのけつじょ【想像力の欠如】
そうぞうりょくのけつじょ【想像力の欠如】
そうぞうりょくのどくじせい【想像力の独自性】
そうぞうりょくのめいせきさ【想像力の明晰さ】
そうぞうりょくをひきおこす【想像力を引き起こす】
そうぞうりょくをりようする【想像力を利用する】
そうぞうをぜっするくるしみ【想像を絶する苦しみ】
そうぞうをはたらかせる【想像(力)を働かせる】
そうぞく【相続】
そうぞく【相続】
そうぞくざいさん【相続財産】
そうぞくぜい【相続税】
そうぞくにん【相続人】
そうぞくのほうてきてつづき【相続の法的手続き】
そうぞくほうき【相続放棄】
そうぞくをほうきする【(遺産)相続を放棄する】
そうぞくをほうきする【相続を放棄する】
そうたい【早退】
そうたい【相対】
そうたい【総体】
そうたいきゃく【総退却】
そうたつ【送達】
そうたん【操短】
そうだ【操舵】
そうだい【壮大】
そうだい【総代】
そうだいしょう【総大将】
そうだいなびじょん【壮大なビジョン】
そうだがつお【惣太鰹】
そうだち【総立ち】
そうだつ【争奪】
そうだん【相談】
そうだん【相談】
そうだんいん【相談員】
そうだんぎょうむ【相談業務】
そうち【装置】
そうち【装置】
そうち【送致】
そうちゃくがたこんぴゅーたー【装着型コンピューター】
そうちょう【早朝】
そうちょう【曹長】
そうちょう【総長】
そうちょう【荘重】
そうちをせっちする【装置を設置する】
そうちをつかう【装置を使う】
そうてい【想定】
そうてい【漕艇】
そうてい【装丁装幀】
そうてい【送呈】
そうていがいのじたい【想定外の事態】
そうてん【争点】
そうてん【総点】
そうてん【装填】
そうで【総出】
そうでん【相伝】
そうでん【送電】
そうでんもうのうんえい【送電網の運営】
そうでんもうへのせつぞく【送電網への接続】
そうと【壮図】
そうと【壮途】
そうとう【双頭】
そうとう【掃討】
そうとう【相当】
そうとう【総統】
そうとうのきかん【相当の期間】
そうとうのりゆう【相当の理由】
そうとうのわるもの【相当の悪者】
そうとく【総督】
そうどう【僧堂】
そうどう【双胴】
そうどう【騒動】
そうどういん【総動員】
そうどうがおさまった【騒動が収まった】
そうなめ【総嘗め】
そうなん【遭難】
そうにゅう【挿入】
そうねん【壮年】
そうねん【想念】
そうは【掻爬】
そうは【走破】
そうはく【蒼白】
そうはせん【争覇戦】
そうはつ【創発】
そうはつき【双発機】
そうはつせい【早発性】
そうはん【総帆】
そうば【相場】
そうばな【総花】
そうばん【早晩】
そうひぎょう【総罷業】
そうひょう【総評】
そうび【装備】
そうび【装備】
そうびせいさく【装備政策】
そうびちょうたつ【装備(の)調達】
そうびちょうたつ【装備調達】
そうびひんをちょうたつする【装備品を調達する】
そうびひんをゆにゅうする【(防衛)装備品を輸入する】
そうびょう【躁病】
そうふ【総譜】
そうふ【送付】
そうふう【送風】
そうふく【僧服】
そうへい【僧兵】
そうへき【双璧】
そうべつ【送別】
そうほう【双方】
そうほう【奏法】
そうほう【漕法】
そうほう【走法】
そうほうこう【双方向】
そうほうにゆうりなきょうてい【双方に有利な協定】
そうほうのおもわくはびみょうにことなる【双方の思惑は微妙に異なる】
そうほうのぐるーぷがきんぱくした、にらみあうさわぎをおこしていた【双方のグループが緊迫した、にらみ合う騒ぎを起こしていた】
そうほうのちょうしょ【双方の長所】
そうほうのふしんのれんさ【双方の不信の連鎖】
そうほうのわだかまり【双方のわだかまり】
そうほん【草本】
そうほんけ【総本家】
そうほんざん【総本山】
そうほんてん【総本店】
そうぼう【僧房】
そうぼう【相貌】
そうぼう【蒼茫】
そうぼうべん【僧帽弁】
そうまくり【総捲り】
そうまとう【走馬灯】
そうみ【総身】
そうみつもりがく【総見積もり額】
そうむ【双務】
そうむ【総務】
そうむかうちょう【総務会長《政党などの》】
そうめい【聡明】
そうめいきょく【奏鳴曲】
そうめん【素麺】
そうめんせき【総面積】
そうもく【草木】
そうもくろく【総目録】
そうもん【僧門】
そうもん【総門】
そうゆ【送油】
そうゆう【曽遊】
そうらん【争乱】
そうらん【総攬】
そうらん【総覧】
そうらん【騒乱】
そうり【総理】
そうりだいじんによるせいめい【総理大臣による声明】
そうりだいじんのにんき【総理大臣の任期】
そうりつ【創立】
そうりにいんたびゅーする【総理にインタビューする】
そうりょ【僧侶】
そうりょう【総量】
そうりょう【総領】
そうりょう【送料】
そうりょうじ【総領事】
そうりょく【総力】
そうりょく【走力】
そうりょくのたたかい【総力の闘い】
そうりん【叢林】
そうるい【藻類】
そうるい【走塁】
そうれい【壮麗】
そうれつ【壮烈】
そうれつ【葬列】
そうろ【走路】
そうろう【早漏】
そうろう【早老】
そうろうぶん【候文】
そうろん【総論】
そうわ【挿話】
そうわ【総和】
そうわ【総和】
そうわ【送話】
そうトンすう【総トン数】
そう－【総－】
そえ【添え】
そえがき【添え書き】
そえぎ【添え木】
そえじょう【添え状】
そえぢ【添え乳】
そえもの【添え物】
そえる【添える】
そえん【疎遠】
そかい【疎開】
そかい【租界】
そかく【組閣】
そがい【疎外】
そがい【阻害】
そがん【訴願】
そきゅう【訴求】
そきゅう【遡及】
そぎいた【殺ぎ板】
そぎおとす【削ぎ落とす】
そぎぎり【削ぎ切り】
そぎとる【削ぎ取る】
そく【即】
そくあつ【側圧】
そくい【即位】
そくえん【測鉛】
そくおう【即応】
そくおん【促音】
そくおんき【足温器】
そくぎん【即吟】
そくさい【息災】
そくさん【速算】
そくざ【即座】
そくざのけってい【即座の決定】
そくし【即死】
そくしつ【側室】
そくしゃ【速写】
そくしゃ【速射】
そくしゅう【速修】
そくしん【促進】
そくしん【促進】
そくしん【測深】
そくしんじぎょう【(雇用)促進事業】
そくしんじょうぶつ【即身成仏】
そくじ【即時】
そくじつ【即日】
そくじていせん【即時停戦】
そくじょ【息女】
そくする【即する】
そくせい【促成】
そくせい【即製】
そくせい【速成】
そくせいさいばい【促成栽培】
そくせき【即席】
そくせき【足跡】
そくせん【側線】
そくせんりょく【即戦力】
そくせんりょく【即戦力】
そくせんりょくとなるしんにゅうしゃいん【即戦力となる新入社員】
そくそく【惻惻】
そくたつ【速達】
そくだい【即題】
そくだん【即断】
そくだん【速断】
そくち【測地】
そくてい【測定】
そくてんきょし【則天去私】
そくとう【即答】
そくど【速度】
そくど【速度】
そくどいはん【速度[スピード]連反】
そくどく【速読】
そくどけい【速度計[スピードメーター]《自動車などの》】
そくどせいげんをちょうかする【速度制限を超過する】
そくはつ【束髪】
そくばい【即売】
そくばく【束縛】
そくひつ【速筆】
そくぶつてき【即物的】
そくぶん【側聞】
そくほ【速歩】
そくほう【速報】
そくめん【側面】
そくりょう【測量】
そくりょく【速力】
そくわん【側湾】
そぐ【殺ぐ削ぐ】
そぐわない
そけい【鼠蹊】
そげき【狙撃】
そげる【削げる】
そこ【其処】
そこ【底】
そこあげ【底上げ】
そこい【底意】
そこいじ【底意地】
そこいれ【底入れ】
そこいれのきざし【底入れの兆し】
そこう【粗鋼】
そこう【素行】
そこう【遡行】
そこうお【底魚】
そこかしこ【其処彼処】
そこがため【底固め】
そこきみ【底気味】
そこく【祖国】
そこくへのきかん【祖国への帰還】
そこここ【其処此処】
そこしれない【底知れない】
そこそこ
そこそこのせいこう【そこそこの成功】
そこぢから【底力】
そこつ【粗忽】
そこづみ【底積み】
そこで
そこでしゅうだんかんせんがはっせいした【そこで集団感染が発生した】
そこでじゅうのらんしゃがあった【そこで銃の乱射があった】
そこでだいじしんがあったかのうせいがある【そこで大地震があった可能性がある】
そこでのきんむをつづける【そこでの勤務を続ける】
そこではきりがはっせいしやすい【そこでは霧が発生しやすい】
そこではけいびがてうすだった【そこでは警備が手薄だった】
そこなう【損なう】
そこなし【底無し】
そこに【底荷】
そこにおおきなきんきゅうひなんじょがあるのはりてんだ【そこに大きな緊急避難所があるのは利点だ】
そこぬけ【底抜け】
そこね【底値】
そこねる【損ねる】
そこのけ【其処退け】
そこはかとない
そこはじどうしゃこうじょうのしゅうちゅうりっちちいきだ【そこは自動車工場の集中立地地域だ】
そこばく【若干】
そこひ【内障眼】
そこびえ【底冷え】
そこびかり【底光り】
そこびきあみ【底引き網】
そこふかい【底深い】
そこまで【其処迄】
そこまめ【底豆】
そこら【其処ら】
そこらじゅう【其処ら中】
そこらへん【其処ら辺】
そこわれ【底割れ】
そご【祖語】
そご【齟齬】
そさい【蔬菜】
そさん【粗餐】
そざい【素材】
そざい【素材】
そざいかいはつ【素材(の)開発】
そざいさんぎょう【素材産業】
そざいさんぎょう【素材産業】
そざつ【粗雑】
そし【素子】
そし【阻止】
そしき【組織】
そしき【組織】
そしきかいかく【組織改革】
そしきさいへん【組織再編】
そしきじょうのじゃくてん【組織上の弱点】
そしきてきなていこうをすべてほうきする【組織的な抵抗を全て放棄する】
そしきにかにゅうする【組織に加入する】
そしきのうんえい【組織の運営】
そしきのかたち【組織の形[構造】
そしきのかつりょく【組織の活力】
そしきのしゅたいせい【組織の主体性】
そしきのそうせつ【組織の創設】
そしきのとうめいせい【組織の透明性】
そしきのひだいか【組織の肥大化】
そしきのびょうへい【組織の病弊】
そしきのぶんれつ【組織の分裂】
そしきのへんこう【組織の変更】
そしきはんざい【組織犯罪】
そしきはんざい【組織犯罪】
そしきひょう【組織票】
そしきひょう【組織票】
そしきぼうえい【組織防衛】
そしきをうんえいする【組織を運営する】
そしきをうんえいする【組織を運営する】
そしきをおーぷんにしておく【組織をオープンにして置く】
そしきをかいかくする【組織を改革する】
そしきをかっせいかさせる【組織を活性化させる】
そしきをかんそかする【組織を簡素化する】
そしきをきょうかする【組織を強化する】
そしきをせつりつする【(新)組織を設立する】
そしきをたちあげる【組織を立ち上げる】
そしきをつくる【(新たな)組織をつくる】
そしきをとうちする【組織を統治する】
そしつ【素質】
そして
そしな【粗品】
そしゃく【咀嚼】
そしゃく【租借】
そしょう【訴訟】
そしょうのらくちゃく【訴訟の落着】
そしょうひよう【訴訟費用】
そしょく【粗食】
そしらぬ【素知らぬ】
そしり【謗り】
そしる【謗る】
そじ【措辞】
そじ【素地】
そじょう【俎上】
そじょう【訴状】
そすい【疎水】
そすう【素数】
そせい【塑性】
そせい【粗製】
そせい【組成】
そせい【蘇生】
そせいらんぞう【粗製乱造】
そせき【礎石】
そせん【祖先】
そぜい【租税】
そそ【楚楚】
そそう【粗相】
そそう【阻喪】
そそくさ
そそぐ【注ぐ】
そそぐ【雪ぐ濯ぐ】
そそっかしい
そそのかす【唆す】
そそりたつ【聳り立つ】
そそる
そぞう【塑像】
そぞろ【漫ろ】
そだ【粗朶】
そだい【粗大】
そだち【育ち】
そだつ【育つ】
そだてあげる【育て上げる】
そだてのおや【育ての親】
そだてる【育てる】
そち【措置】
そち【措置】
そちのうちきり【(不透明な)措置の打ち切り】
そちのどうにゅう【(新たな)措置の導入】
そちゃ【粗茶】
そちら【其方】
そちをうちだす【(実効性のある)措置を打ち出す】
そちをとる【(異例の)措置を取る】
そちをとる【措置を取る[実施する]】
そちをはいしする【(特例)措置を廃止する】
そちをみなおす【(特別な)措置を見直す】
そっかん【速乾】
そっき【速記】
そっきゅう【速球】
そっきょう【即興】
そっきん【側近】
そっきん【即金】
そっくり
そっくりかえる【反っくり返る】
そっけつ【即決】
そっけない【素っ気ない】
そっけないおうたい【そっけない応対】
そっこう【側溝】
そっこう【即効】
そっこう【即行】
そっこう【速効】
そっこう【速攻】
そっこうじょ【測候所】
そっこく【即刻】
そっせん【率先】
そっち
そっちのけ【其方退け】
そっちょく【率直】
そっちょくなこたえ【率直な答え】
そっちょくなひょうげん【率直な表現】
そって【沿って】
そっと
そっとう【卒倒】
そっぱ【反っ歯】
そっぽ
そつ
そつい【訴追】
そつう【疎通疏通】
そつえん【卒園】
そつぎょう【卒業】
そつぎょう【卒業】
そつぎょうあるばむ【卒業アルバム】
そつぎょうごのしんろ【卒業後の進路】
そつぎょうしき【卒業式】
そつぎょうしきのきせつ【卒業式の季節】
そつぎょうしけん【卒業試験】
そつぎょうしゃしん【卒業写真】
そつぎょうしょうしょ【卒業証書】
そつぎょうようけん【卒業要件】
そつぎょうりょこう【卒業旅行】
そつぎょうろんぶん【卒業論文】
そつじゅ【卒寿】
そつぜん【卒然】
そてつ【蘇鉄】
そで【袖】
そと【外】
そとあるき【外歩き】
そとう【粗糖】
そとうみ【外海】
そとおもて【外表】
そとがけ【外掛け】
そとがこい【外囲い】
そとがまえ【外構え】
そとがわ【外側】
そとぜい【外税】
そとづら【外面】
そとではおおきなおとがしている【外では大きな音がしている】
そとのり【外法】
そとば【卒塔婆】
そとばこ【外箱】
そとびらき【外開き】
そとぼり【外堀】
そとまご【外孫】
そとまた【外股】
そとまわり【外回り外廻り】
そとみ【外見】
そとめ【外目】
そとわく【外枠】
そどう【粗銅】
そなえ【備え】
そなえ【備え】
そなえあればうれいなし【備えあれば憂いなし】
そなえがじゅうぶんでない【(…への)備えが十分でない】
そなえさえあればうれいなし【備えあれば憂いなし《ことわざ》】
そなえつけ【備え付け】
そなえつける【備え付ける】
そなえもの【供え物】
そなえる【供える】
そなえる【備える】
そなえをきょうかする【(…への)備えを強化する】
そなわる【備わる具わる】
そねみ【嫉み】
そねむ【嫉む】
その
そのDVDはいっかげつで１００まんまいのうりあげをしめした【そのDVDは１か月で１００万枚の売り上げを示した】
そのPCのもちぬしをはんにんしする【そのPCの持ち主を犯人視する】
その【其の】
その【園】
そのあし【其の足】
そのあたらしいしすてむはりくじょうにはいびされることになる【その新しいシステムは陸上に配備されることになる】
そのあたり【其の辺り】
そのあぷりはじゅっぷんごとにこうしんされる【そのアプリは１０分ごとに更新される】
そのあらそいにけっちゃくがついた【その争いに決着がついた】
そのあらたなかいしゃく【その新たな解釈】
そのあんけんはかんぜんにかいけつした【その案件は完全に解決した】
そのあんさつのはいけいになにがあるのか？【その暗殺の背景に何があるのか？】
そのあんぜんたいさくをかいぜんする【その安全対策を改善する】
そのあんはしゃかいのりかいがえられないだろう【その案は社会の理解が得られないだろう】
そのあんをかんげいする【その案を歓迎する】
そのあんをぎかいがひけつした【その案を議会が(投票で)否決した】
そのあんをもってどうしゃをおとずれる【その案をもって同社を訪れる】
そのいいぶんはりかいできる【その言い分は理解できる】
そのいいんかいが…にかんするほうこくしょをはっぴょうした【その委員会が…に関する報告書を発表した】
そのいいんかいのいいんをいれかえる【その委員会の委員を入れ替える】
そのいいんかいのかいちょう【その委員会の会長】
そのいいんかいのぎだい【その委員会の議題】
そのいいんかいはごにんのいいんからなる【その委員会は5人の委員から成る】
そのいいんかいをかいそする【その委員会を改組する】
そのいえではおっとがいっかのだいこくばしらだ【その家では夫が一家の大黒柱だ】
そのいえのいいね【その家の言い値】
そのいえのいち【その家の位置】
そのいえのげんかん【その家の玄関】
そのいえはきちんとしている【その家はきちんとしている】
そのいきごみはふはつにおわった【その意気込みは不発に終わった】
そのいぎをあぴーるする【その意義をアピールする】
そのいけんじょうたいをかいしょうする【その違憲状態を解消する】
そのいけんはいっこうにあたいする【その意見は一考に値する】
そのいざかやにはきをそそるようなしながある【その居酒屋には気をそそるような品がある】
そのいしょにはかれのしょめいがある【その遺書には彼の署名がある】
そのいせきからでたどぐう【その遺跡から出た土偶】
そのいせきのほぞん【その遺跡の保存】
そのいたみをかんじゅする【その痛みを甘受する】
そのいっか５にんがのったくるま【その一家５人が乗った車】
そのいっしゅんこそがかれにとってのしふくのときだ【その一瞬こそが彼にとっての至福の時だ】
そのいっしゅんのためにしょうじんする【その一瞬のために精進する】
そのいっせつへのげんきゅう【その一節への言及】
そのいったいで【その一帯で(は)】
そのいったいのさばくか【その一帯の砂漠化】
そのいったいのじばん【その一帯の地盤】
そのいったいをしはいする【その一帯を支配する】
そのいてんにさんせいする【その移転に賛成する】
そのいてんにはんたいする【その移転に反対する】
そのいはんしゃをいましめる【その違反者を戒める】
そのいべんとのかいさいじゅんび【そのイベントの開催準備】
そのいべんとはだいせいこうをおさめるだろう【そのイベントは大成功をおさめるだろう】
そのいみでは【その意味では】
そのいみはおおきい【その意味は大きい】
そのいわがわれた【その岩が割れた】
そのいんたびゅーによれば【そのインタビューによれば】
そのう【嗉嚢】
そのういるすがAからBにうつる【そのウイルスがAからBにうつる】
そのういるすが…にかんせんした【そのウイルスが…に感染した】
そのういるすが…にへんいする【そのウイルスが…に変異する】
そのういるすがにほんにはいってきた【そのウイルスが日本に入ってきた】
そのういるすのとくちょう【そのウイルスの特徴】
そのういるすはけつえきをかいしてうつる【そのウイルスは血液を介してうつる】
そのういるすはけつえきをかいしてうつる【そのウイルスは血液を介してうつる】
そのうぇぶさいとにけいさいされたきじ【そのウェブサイトに掲載された記事】
そのうえ【其の上】
そのうごきをひょうかする【その動きを評価する[歓迎する]】
そのうしにたねづけされたこうし【その牛に種付けされた子牛】
そのうち【其の内】
そのうちあげにはやく100おくえんがかかる【その打ち上げには約１００億円がかかる】
そのうわさのこんきょ【そのうわさの根拠】
そのうんどうをおしすすめる【その運動を推し進める】
そのうんどうをひろめるいちじょとなる【その運動を広める一助となる】
