ご【五】
ごうどうさんかくけい【合同三角形】
ごうどうじぎょう【合同事業】
ごうどうそう【合同葬】
ごうどうれんしゅう【合同練習】
ごうひはんてい【合否判定】
ごうべんか【合弁花】
ごうべんきぎょう【合弁企業［事業］】
ごうほうか【合法化】
ごうまんぶれい【傲慢無礼】
ごうもくてきせい【合目的性】
ごうもんだい【拷問台】
ごうりか【合理化】
ごうりきはん【強力犯】
ごうりしゅぎ【合理主義】
ごうりしゅぎしゃ【合理主義者】
ごうりせい【合理性】
ごうりゅうちてんあり【合流地点あり】
ごうりゅうてん【合流点】
ごうわんとうしゅ【豪腕投手】
ごえいかん【護衛艦】
ごえいへい【護衛兵】
ごかんき【互換機】
ごかんせい【互換性】
ごがくえんしゅうしつ【語学演習室】
ごがくきょういく【語学教育】
ごがくきょうし【語学教師】
ごがくしゃ【語学者】
ごがくりょく【語学力】
ごがつさい【五月祭】
ごがつにんぎょう【五月人形】
ごがつのぼり【五月のぼり】
ごがつびょう【五月病】
ごきげんうかがい【御機嫌伺い】
ごきげんとり【御機嫌取り】
ごぎょう【御形ごぎょう】
ごくあくにん【極悪人】
ごくちゅうにっき【獄中日記】
ごくどうむすこ【極道息子】
ごくどうもの【極道者】
ごくひじょうほう【極秘情報】
ごくひぶんしょ【極秘文書】
ごくらくおうじょう【極楽往生】
ごくらくちょう【極楽鳥】
ごくらくちょうか【極楽鳥花】
ごくらくとんぼ【極楽とんぼ】
ごけいかんぜいりつ【互恵関税率】
ごけいじょうやく【互恵条約】
ごけいへんか【語形変化】
ごけいぼうえき【互恵貿易】
ごけいろん【語形論】
ごけんうんどう【護憲運動】
ごけんは【護憲派】
ごげんがく【語源学［論］】
ごこくきょう【護国卿】
ごこくじんじゃ【護国神社】
ごしゅいんせん【御朱印船】
ごしょういっしょう【後生一生】
ごしょうだいじ【後生大事】
ごしょうらく【後生楽】
ごしんじゅつ【護身術】
ごしんとう【護身刀】
ごじつだん【後日談】
ごじゅうおんず【五十音図】
ごじゅうそう【五重奏［唱］】
ごじょかい【互助会】
ごせいよう【互生葉】
ごぜんさま【午前様】
ごそうしゃ【護送車】
ごそうせんだん【護送船団】
ごそうせんだんほうしき【護送船団方式】
ごぞうろっぷ【五臓六腑ぷ】
ごつごうしゅぎ【御都合主義】
ごばんじま【碁盤縞じま】
ごばんわり【碁盤割り】
ごびへんか【語尾変化】
ごふくしょう【呉服商（人）】
ごふくてん【呉服店】
ごへいかつぎ【御幣担ぎ】
ごほういはん【語法違反】
ごまあぶら【胡麻油】
ごましお【胡麻塩】
ごましおあたま【胡麻塩頭】
ごますり【胡麻すり】
ごまのはえ【ごまの蠅はえ】
ごみこうがい【ごみ公害】
ごみこけいねんりょう【ごみ固形燃料】
ごみしゅうしゅう【ごみ収集】
ごみしゅうしゅうゆうりょうか【ごみ収集有料化】
ごみしょうきゃくろ【ごみ焼却炉】
ごみすてば【ごみ捨て場】
ごみとり【ごみ取り】
ごみばこ【ごみ箱】
ごようがくしゃ【御用学者】
ごようきき【御用聞き】
ごようくみあい【御用組合】
ごようしょうにん【御用商人】
ごようしんぶん【御用新聞】
ごようてい【御用邸】
ごようはじめ【御用始め［納め］】
ごらくえいが【娯楽映画】
ごらくがい【娯楽街】
ごらくざっし【娯楽雑誌】
ごらくしつ【娯楽室】
ごらくせつび【娯楽設備［施設］】
ごらくばんぐみ【娯楽番組】
ごりょうち【御料地】
ごろあわせ【語呂合わせ】
ごんぐじょうど【欣求浄土】
ゴシップきしゃ【ゴシップ記者】
ゴシップきじ【ゴシップ記事】
ゴシップらん【ゴシップ欄】
ゴムいん【ゴム印】
ゴムえん【ゴム園】
ゴムぐつ【ゴム靴】
ゴムぞこ【ゴム底】
ゴムなが【ゴム長（靴）】
ゴムのり
ゴムひも
ゴムびき【ゴム引き】
ゴムふうせん【ゴム風船】
ゴムまり
ゴルフじょう【ゴルフ場】
ゴルフようぐ【ゴルフ用具】
ゴルフれんしゅうじょう【ゴルフ練習場】
ゴルフウイドー
ゴルフカート
ゴルフクラブ
ゴルフコース
ゴルフバッグ
ゴルフボール
ゴーストタウン
ゴーストライター
ゴールキック
ゴールキーパー
ゴールシュート
ゴールデンアワー
ゴールデンデリシャス
ゴールポスト
ゴールライン
ごうにいってはごうにしたがえ【郷に入っては郷に従え】
ごうをにやす【業を煮やす】
ごこくほうじょうをいのる【五穀豊穣を祈る】
ごへいをかつぐ【御幣を担ぐ】
ごぼうぬき【牛蒡抜き】
ごまめのはぎしりだ【ごまめの歯ぎしりだ】
ごまをする【胡麻をする】
ごめんください【ご免ください】
ごめんなさい【ご免なさい】
ごういする【合意する】
ごういんな【強引な】
ごういんに【強引に】
ごうかくする【合格する】
ごうかな【豪華な】
ごうかんする【強姦する】
ごうがんな【傲岸な】
ごうきな【剛毅な】
ごうきな【豪気な】
ごうきゅうする【号泣する】
ごうけいする【合計する】
ごうけんな【剛健な】
ごうけんの【合憲の】
ごうごうとした
ごうごする【豪語する】
ごうしする【合資する】
ごうじょうっぱりな【強情っ張りな】
ごうじょうな【強情な】
ごうせいする【合成する】
ごうせいな【豪勢な】
ごうぜんたる【傲然たる】
ごうぜんと【轟然と】
ごうぜんとした【轟然とした】
ごうたんな【豪胆な】
ごうだする【豪打する】
ごうだつする【強奪する】
ごうどうする【合同する】
ごうどうで【合同で】
ごうほうかする【合法化する】
ごうほうてき【合法的】
ごうほうな【豪放な】
ごうまんな【傲慢な】
ごうもうのある【剛毛のある】
ごうもくてきの【合目的の】
ごうもんする【拷問する】
ごうゆうする【豪遊する】
ごうゆうな【剛勇な】
ごうよくな【強欲な】
ごうりかする【合理化する】
ごうりてき【合理的】
ごうれいをかける【号令を掛ける】
ごえいする【護衛する】
ごかいする【誤解する】
ごかくけいの【五角形の】
ごかくの【互角の】
ごかんする【互換する】
ごがくの【語学の】
ごくさいしきの【極彩色の】
ごくしする【獄死する】
ごくしょうの【極小の】
ごくじょうの【極上の】
ごくちゅうに【獄中に［で］】
ごくどうの【極道の】
ごくひんの【極貧の】
ごくびの【極微の】
ごけいの【互恵の】
ごけいへんかの【語形変化の】
ごしきの【五色の】
ごしゃする【誤写する】
ごしゃする【誤射する】
ごしょうらくな【後生楽な】
ごしんする【誤審する】
ごしんする【誤診する】
ごじゅうの【五重の】
ごすいする【午睡する】
ごせいの【互生の】
ごせんする【互選する】
ごそごそする
ごちそうする
ごちゃごちゃに
ごちゃまぜの【ごちゃ混ぜの】
ごつごつした
ごてになる【後手になる】
ごばんじまの【碁盤縞の】
ごぶごぶの【五分五分の】
ごやくする【誤訳する】
ごようする【誤用する】
ごりおしする【ごり押しする】
ごりょうの【御料の】
ごろねをする【ごろ寝をする】
ごわごわの
ごんごどうだんな【言語道断な】
ゴルフをする
ゴージャスな
ゴールする
