きーこきーこ，ぎーこぎーこ
ぎじゅつあしすたんと【技術アシスタント】
ぎじゅついてん【技術移転】
ぎじゅついてん【技術移転】
ぎじゅつえんじょ【技術援助】
ぎじゅつえんじょ【技術援助】
ぎじゅつかいはつ【技術(の)開発】
ぎじゅつかくしん【技術革新】
ぎじゅつかくしん【技術革新】
ぎじゅつかくしんのかそく【技術革新の加速】
ぎじゅつきょうりょく【技術協力】
ぎじゅつきょうりょく【技術協力】
ぎじゅつけいのしごと【技術系の仕事】
ぎじゅつけいのせんもんしょくいん【技術系の専門職員】
ぎじゅつし【技術士】
ぎじゅつしゃ【技術者】
ぎじゅつしゅうやくがたさんぎょう【技術集約型産業】
ぎじゅつじょうのこんなん【技術上の困難】
ぎじゅつじょうほう【技術情報】
ぎじゅつじょうほう【技術情報】
ぎじゅつすいじゅん【技術水準】
ぎじゅつていけい【技術提携】
ぎじゅつてきかんてんから【技術的観点から】
ぎじゅつてききそ【(…のための)技術的基礎】
ぎじゅつてきぎろん【技術的議論】
ぎじゅつてきじこう【技術的事項[問題]】
ぎじゅつてきじょげん【技術的助言】
ぎじゅつてきなせんもんちしきのふそく【技術的な専門知識の不足】
ぎじゅつてきなちしき【技術的な知識】
ぎじゅつてきなんかん【技術的難関】
ぎじゅつてきのうりょく【技術的能力】
ぎじゅつてきはんい【技術的範囲】
ぎじゅつてきゆうい【技術的優位(性)】
ぎじゅつのあくよう【技術の悪用】
ぎじゅつのかいがいりゅうしゅつ【技術の海外流出】
ぎじゅつのかいがいりゅうしゅつ【技術の海外流出】
ぎじゅつのかいはつ【技術の開発】
ぎじゅつのさいせんたん【技術の最先端】
ぎじゅつのはってん【技術の発展】
ぎじゅつめんでおくれをとる【技術面で後れを取る】
ぎじゅつゆうい【技術(の)優位】
ぎじゅつりょく【技術力】
ぎじゅつりょくをいじする【技術力を維持する】
ぎじゅつをいてんする【技術を移転する】
ぎじゅつをこうどかする【技術を高度化する】
ぎじゅつをていきょうする【(ミサイル)技術を提供する】
ぎじょう【議場】
ぎじょう【議場】
ぎじょうで【議場で】
ぎじょうでのやじ【議場でのやじ】
ぎじょうにはくしゅがひろがった【議場に拍手が広がった】
ぎじょうへい【儀仗兵】
ぎじろく【(閣議の)議事録】
ぎじをしんこうさせる【議事を進行させる】
ぎじん【擬人】
ぎじん【義人】
ぎすぎす
ぎすぎすしたくうき【ぎすぎすした空気[雰囲気]】
ぎする【擬する】
ぎする【議する】
ぎせい【擬制】
ぎせい【犠牲】
ぎせい【犠牲】
ぎせいご【擬声語】
ぎせいさい【犠牲祭[イードアルアドハー]《イスラム教の祝日》】
ぎせいしゃ【(民間)犠牲者】
ぎせいをせおう【犠牲を背負う[払う]】
ぎせき【議席】
ぎせき【議席】
ぎせきのかはんすうわれ【議席の過半数割れ】
ぎせきをのばす【(衆議院で)議席を伸ばす】
ぎぜん【偽善】
ぎぜん【巍然】
ぎそう【偽装】
ぎそう【偽装擬装】
ぎそう【艤装】
ぎそううけおい【偽装請負】
ぎそううけおい【偽装請負】
ぎそうかん【蟻走感】
ぎそうぎょみん【偽装漁民】
ぎそうけっこん【偽装結婚】
ぎそうけっこん【偽装結婚】
ぎそうけっこんにかんよする【偽装結婚に関与する】
ぎそうしょくひん【偽装食品】
ぎそうとうひょう【偽装投票】
ぎそうとうひょう【偽装投票】
ぎそうなんみん【偽装難民】
ぎそうなんみん【偽装難民】
ぎそうはゆるされない【偽装は許されない】
ぎそく【偽足】
ぎそく【義足】
ぎぞう【偽造】
ぎぞう【偽造】
ぎぞうこうぶんしょ【偽造公文書】
ぎぞうもんだい【(最近発生した)偽造(の)問題】
ぎぞうりょけん【偽造旅券[パスポート]】
ぎぞうをぼうしする【偽造を防止する】
ぎぞく【義賊】
ぎたい【擬態】
ぎだ【犠打】
ぎだい【議題】
ぎだい【議題】
ぎだゆう【義太夫】
ぎちぎち
ぎちょう【議長】
ぎっくり
ぎっくりごし【ぎっくり腰】
ぎっしゃ【牛車】
ぎっしり
ぎっしりつまったすけじゅーる【ぎっしりつまったスケジュール】
ぎっちら
ぎっちり
ぎてい【義弟】
ぎてい【議定】
ぎてん【儀典】
ぎねん【疑念】
ぎねん【疑念】
ぎねんがのこる【(…に関し)疑念が残る】
ぎねんをあおる【疑念をあおる】
ぎねんをかいしょうする【(…に関する)疑念を解消する】
ぎねんをないがいにうむ【疑念を内外に生む】
ぎねんをまねく【疑念を招く[生む]】
ぎねんをもつ【(…に対し)疑念をもつ】
ぎのう【技能】
ぎのう【技能】
ぎのうくんれん【(職業)技能訓練】
ぎのうけんしゅう【技能研修】
ぎのうごりん【技能五輪(国際大会)】
ぎのうごりんこくさいたいかい【技能五輪国際大会】
ぎのうしょう【技能賞《相撲などの》】
ぎのうしょう【技能賞】
ぎのうじっしゅうせいど【(日本の)技能実習制度】
ぎのうじっしゅうせいど【技能実習制度《国際研修協力機構の》】
ぎのうのでんしょう【技能の伝承】
ぎのうりょくこうじょうのためのけんしゅう【技術力向上のための研修】
ぎのうろうどうしゃ【技能(を持つ)労働者】
ぎのうをしゅうとくする【技能を習得する[身につける]】
ぎのうをたかめる【技能を高める】
ぎひつ【偽筆】
ぎひょう【戯評】
ぎふ【義父】
ぎふん【義憤】
ぎぶん【戯文】
ぎへい【義兵】
ぎほう【技法】
ぎぼ【義母】
ぎぼし【擬宝珠】
ぎまい【義妹】
ぎまく【偽膜】
ぎまん【欺瞞】
ぎむ【義務】
ぎむ【義務】
ぎむいはん【義務違反】
ぎむきょういく【義務教育】
ぎむをまもる【義務を守る[果たす]】
ぎめい【偽名】
ぎもん【疑問】
ぎもん【疑問】
ぎもんにこたえる【疑問に答える】
ぎもんのこえをあげる【疑問の声を上げる】
ぎもんのこえをあげる【疑問の声を上げる】
ぎもんののこるけんかい【疑問の残る見解】
ぎもんのよちのあるかいとう【疑問の余地のある回答】
ぎもんふ【疑問符】
ぎもんをぎんみする【(…の提起した)疑問を吟味する】
ぎもんをていきする【疑問を提起する】
ぎもんをなげかける【疑問を投げかける】
ぎもんをまねきやすい【疑問を招きやすい】
ぎもんをもつ【(それの効果に)疑問をもつ】
ぎゃあ
ぎゃあぎゃあ
ぎゃおー
ぎゃく【逆】
ぎゃく【逆】
ぎゃくかいてん【逆回転】
ぎゃくぎれ【逆ギレ[切れ]】
ぎゃくぎれ【逆ギレ】
ぎゃくこうか【逆効果】
ぎゃくこうか【逆効果】
ぎゃくさつ【虐殺】
ぎゃくさべつ【逆差別】
ぎゃくさよう【逆作用】
ぎゃくさん【逆算】
ぎゃくさんかくかんすう【逆三角関数】
ぎゃくさんかくけい【逆三角形】
ぎゃくざや【逆鞘】
ぎゃくしゅう【逆襲】
ぎゃくしん【逆心】
ぎゃくしん【逆臣】
ぎゃくしん【逆進】
ぎゃくしんせい【逆進性】
ぎゃくじょう【逆上】
ぎゃくすう【逆数】
ぎゃくせい【虐政】
ぎゃくせいせっけん【逆性石鹸】
ぎゃくせきゆしょっく【逆石油ショック[危機]】
ぎゃくせきゆしょっく【逆石油ショック】
ぎゃくせきゆしょっく【逆石油ショック】
ぎゃくせくはら【逆セクハラ】
ぎゃくせつ【逆説】
ぎゃくせんでん【逆宣伝】
ぎゃくぞく【逆賊】
ぎゃくたい【虐待】
ぎゃくたい【虐待】
ぎゃくたいされる【(親に)虐待される】
ぎゃくたいし【虐待死】
ぎゃくたいし【虐待死】
ぎゃくたいし【虐待死】
ぎゃくたいじけん【虐待事件】
ぎゃくたいする【(高齢者を)虐待する】
ぎゃくたいてきなおや【虐待的な親】
ぎゃくたいのうたがいがあった【虐待の疑いがあった】
ぎゃくたいのげんしょう【虐待の減少】
ぎゃくたいのこういしょう【虐待の後遺症[精神的外傷]】
ぎゃくたいのはっけん【虐待の(早期)発見】
ぎゃくたいぼうし【(児童)虐待防止】
ぎゃくたいぼうしたいさく【虐待防止対策】
ぎゃくたいをうけているこども【虐待を受けている子供】
ぎゃくたいをうける【虐待を受ける】
ぎゃくたいをつうほうする【(児童)虐待を通報する】
ぎゃくたいをふせぐ【(児童)虐待を防ぐ】
ぎゃくたんち【逆探知】
ぎゃくちょう【逆潮】
ぎゃくて【逆手】
ぎゃくてん【逆転】
ぎゃくてん【逆転】
ぎゃくてんはんけつ【逆転判決】
ぎゃくてんゆうしょう【逆転優勝】
ぎゃくのけつろん【逆の結論】
ぎゃくひれい【逆比例】
ぎゃくびきじてん【逆引き辞典】
ぎゃくぴらみっど【逆ピラミッド】
ぎゃくぴらみっど【逆ピラミッド】
ぎゃくふう【逆風】
ぎゃくふう【逆風】
ぎゃくふうがつよまっている【(彼らに対する)逆風が強まっている】
ぎゃくふうにたちむかう【逆風に立ち向かう】
ぎゃくふうにもまれる【逆風にもまれる】
ぎゃくふんしゃ【逆噴射】
ぎゃくふんしゃ【逆噴射】
ぎゃくもどり【逆戻り】
ぎゃくもどり【逆戻り】
ぎゃくゆしゅつ【逆輸出】
ぎゃくゆにゅう【逆輸入】
ぎゃくよう【逆用】
ぎゃくりゅう【逆流】
ぎゃくりゅう【逆流】
ぎゃくりゅうせいしょくどうえん【逆流性食道炎】
ぎゃっ
ぎゃっきょう【逆境】
ぎゃっきょう【逆境】
ぎゃっきょうにうちかつ【逆境に打ち勝つ】
ぎゃっきょうにうちかついきかた【逆境に打ち克つ生き方】
ぎゃっきょうにくっする【逆境に屈する】
ぎゃっきょうにたえる【逆境に耐える】
ぎゃっきょうにたちむかう【逆境に立ち向かう】
ぎゃっきょうをばねにする【逆境をバネにする】
ぎゃっきょうをばねにするいきかた【逆境をバネにする生き方】
ぎゃっぎゃっ
ぎゃっこう【逆光】
ぎゃっこう【逆行】
ぎゃっこう【逆行】
ぎゃっこうか【逆効果】
ぎゃっこうせん【逆光線】
ぎゃっぷをうめる【ギャップを埋める】
ぎゃっコース【逆コース】
ぎゃふん
ぎゃんぶるいぞんしょう【ギャンブル依存症】
ぎゃんぶるいぞんしょうのひとたち【ギャンブル依存症の人たち】
ぎゃんぶるじょう【ギャンブル[賭博]場】
ぎゃんぶるにはまる【ギャンブルにはまる[とりつかれる、のめりこむ]】
ぎやく【偽薬擬薬】
ぎゅう【牛】
ぎゅういんばしょく【牛飲馬食】
ぎゅうがわ【牛革】
ぎゅうぎゅう
ぎゅうし【牛脂】
ぎゅうしゃ【牛舎】
ぎゅうしゃ【牛車】
ぎゅうじる【牛耳る】
ぎゅうっ
ぎゅうづめ【ぎゅう詰め】
ぎゅうとう【牛刀】
ぎゅうどん【牛丼】
ぎゅうなべ【牛鍋】
ぎゅうにく【牛肉】
ぎゅうにく【牛肉】
ぎゅうにく【牛肉】
ぎゅうにくかんぜい【牛肉関税】
ぎゅうにくしょうひりょう【牛肉(の)消費量】
ぎゅうにくゆらいのげんりょう【牛肉由来の原料】
ぎゅうにくぶたにくのかんぜい【牛肉豚肉(へ)の関税】
ぎゅうにゅう【牛乳】
ぎゅうにゅう【牛乳】
ぎゅうにゅうあれるぎー【牛乳アレルギー】
ぎゅうにゅうがくちにあわないひと【牛乳が口に合わない人】
ぎゅうにゅうのようなのみもの【牛乳のような飲み物】
ぎゅうにゅうはかれらのたいしつにあっている【牛乳は彼らの体質に合っている】
ぎゅうにゅうはくっきーやけーきにあう【牛乳はクッキーやケーキに合う】
ぎゅうにゅうぱっく【牛乳パック】
ぎゅうにゅうぱっく【牛乳パック】
ぎゅうにゅうびん【牛乳瓶】
ぎゅうば【牛馬】
ぎゅうひ【牛皮】
ぎゅうび【牛尾】
ぎゅうふん【牛糞】
ぎゅうほ【牛歩】
ぎゅっ
ぎゅーっ
ぎゅーん
ぎゆう【義勇】
ぎょう【業】
ぎょう【行】
ぎょうかい【業界】
ぎょうかい【業界】
ぎょうかいがん【凝灰岩】
ぎょうかいさいおおて【業界最大手】
ぎょうかいさいへん【業界再編】
ぎょうかいちずをぬりかえる【業界地図を塗り替える】
ぎょうかいのかんこう【(広告)業界の慣行】
ぎょうかいへのはいりょ【業界への配慮】
ぎょうかいようご【業界用語】
ぎょうかく【仰角】
ぎょうかん【行間】
ぎょうが【仰臥】
ぎょうぎ【行儀】
ぎょうぎょうしい【仰仰しい】
ぎょうけつ【凝結】
ぎょうけつ【凝血】
ぎょうこ【凝固】
ぎょうこう【僥倖】
ぎょうこう【行幸】
ぎょうし【凝視】
ぎょうしゃ【業者】
ぎょうしゃ【業者】
ぎょうしゅ【業種】
ぎょうしゅ【業種】
ぎょうしゅう【凝集】
ぎょうしゅく【凝縮】
ぎょうしょ【行書】
ぎょうしょう【行商】
ぎょうじ【行事】
ぎょうじ【行事】
ぎょうじ【行司】
ぎょうじのうんえい【行事の運営】
ぎょうじゃ【行者】
ぎょうじょう【行状】
ぎょうじをちゅうしする【行事を中止する】
ぎょうずい【行水】
ぎょうせい【行政】
ぎょうせい【行政】
ぎょうせいかいかく【行政改革】
ぎょうせいかん【行政官】
ぎょうせいかんし【行政監視】
ぎょうせいがく【行政学】
ぎょうせいきかん【行政機関】
ぎょうせいきかん【行政機関】
ぎょうせいきこう【行政機構】
ぎょうせいきのうのていたい【行政機能の停滞】
ぎょうせいけんげん【行政(的)権限】
ぎょうせいけんげん【行政権限】
ぎょうせいけんげんのらんよう【行政権限の乱用】
ぎょうせいしどう【行政指導】
ぎょうせいしゅどうのたいさく【行政主導の対策】
ぎょうせいしょし【行政書士】
ぎょうせいしょぶん【行政処分】
ぎょうせいせきにん【行政(上の)責任】
ぎょうせいそしき【行政組織】
ぎょうせいそしき【行政組織】
ぎょうせいそしょう【行政訴訟】
ぎょうせいそち【行政措置】
ぎょうせいたんい【(都道府県の)行政単位】
ぎょうせいてつづき【行政手続き】
ぎょうせいとぎょうしゃのゆちゃく【行政と業者の癒着】
ぎょうせいによるきびしいしどう【行政による厳しい指導】
ぎょうせいのおおそうじ【行政の大掃除】
ぎょうせいのかんし【行政の監視】
ぎょうせいのこうせい【行政の公正(さ)】
ぎょうせいのさいりょうで【行政の裁量で】
ぎょうせいのとうめいか【行政の透明化】
ぎょうせいのとうめいか【行政の透明化】
ぎょうせいはんだん【行政判断】
ぎょうせいふ【行政府】
ぎょうせいふふくしんさほう【行政不服審査法】
ぎょうせいふふくしんさほう【行政不服審査法】
ぎょうせいぶんしょ【行政文書】
ぎょうせいへのふしん【行政への[に対する]不信】
ぎょうせいめいれい【行政命令】
ぎょうせいをひはんする【行政を批判する】
ぎょうせき【業績】
ぎょうせき【業績】
ぎょうせきてあて【(研究員の)業績手当】
ぎょうせきにれんどうしてかれらにきゅうよをしはらう【業績に連動して[応じて]彼らに給与を支払う】
ぎょうせきのあっか【(企業)業績の悪化】
ぎょうせきのあっか【業績の悪化】
ぎょうせきのこうてん【(企業)業績の好転】
ぎょうせきひょうか【業績評価】
ぎょうせきふしん【業績不振】
ぎょうせきふしんのじぎょうをせいりする【業績不振の事業を整理する】
ぎょうそう【形相】
ぎょうちゅう【蟯虫】
ぎょうてん【仰天】
ぎょうてん【暁天】
ぎょうとう【行頭】
ぎょうまつ【行末】
ぎょうむ【業務】
ぎょうむ【業務】
ぎょうむいたく【業務委託】
ぎょうむかんり【業務管理】
ぎょうむきてい【業務規程】
ぎょうむじょうかしつちししょう【業務上過失致死傷】
ぎょうむじょうかしつちしょう【業務上過失致傷】
ぎょうむじょうかしつちしょうのうたがい【業務上過失致傷の疑い】
ぎょうむじょうかしつちしょうのうたがいで【業務上過失致傷の疑いで】
ぎょうむすいこうにかんするけいかく【業務遂行に関する計画】
ぎょうむていけい【業務提携】
ぎょうむていけいをせんたくする【業務提携を選択する】
ぎょうむにじゅうじする【業務に従事する】
ぎょうむのじっし【業務の実施】
ぎょうむのはんい【業務の範囲】
ぎょうむれんらく【業務連絡】
ぎょうむを…にいたくする【業務を…に委託する】
ぎょうむをていしする【業務を停止する】
ぎょうむをぼうがいする【業務を妨害する】
ぎょうれつ【行列】
ぎょえん【御宴】
ぎょえん【御苑】
ぎょかい【魚介】
ぎょかく【漁獲】
ぎょかくりょうわりあてせいど【漁獲量割り当て制度】
ぎょかくりょうをわりあてるせいど【漁獲量を割り当てる制度】
ぎょがんレンズ【魚眼レンズ】
ぎょき【漁期】
ぎょぎょう【漁業】
ぎょぎょう【漁業】
ぎょぎょうかつどう【漁業活動】
ぎょぎょうきせい【漁業規制】
ぎょぎょうきょうどうくみあい【漁業協同組合】
ぎょぎょうくみあい【漁業組合】
ぎょぎょうけん【漁業権】
ぎょぎょうしげん【漁業資源】
ぎょぎょうしせつ【漁業施設】
ぎょぎょうしゃ【漁業者】
ぎょぎょうだんたい【漁業団体】
ぎょぎょうひがい【漁業被害】
ぎょく【漁区】
ぎょく【玉】
ぎょくおん【玉音】
ぎょくさい【玉砕】
ぎょくざ【玉座】
ぎょくしょう【玉将】
ぎょくせき【玉石】
ぎょくはい【玉杯】
ぎょくろ【玉露】
ぎょぐ【漁具】
ぎょぐん【魚群】
ぎょこう【漁港】
ぎょしゃ【御者】
ぎょしょう【漁礁】
ぎょしょく【漁色】
ぎょしん【魚信】
ぎょじょう【漁場】
ぎょする【御する】
ぎょせん【漁船】
ぎょそん【漁村】
ぎょたく【魚拓】
ぎょっと
ぎょにく【魚肉】
ぎょにく【魚肉】
ぎょばん【魚板】
ぎょふ【漁夫】
ぎょふん【魚粉】
ぎょぶつ【御物】
ぎょほう【漁法】
ぎょみん【漁民】
ぎょみんにぎそうしたぶそうしゅうだん【漁民に偽装した武装集団】
ぎょめい【御名】
ぎょもう【魚網漁網】
ぎょゆ【魚油】
ぎょゆ【魚油】
ぎょらい【魚雷】
ぎょりん【魚鱗】
ぎょるい【魚類】
ぎょろう【漁労】
ぎょろぎょろ
ぎょろり
ぎよう【儀容】
ぎようせい【擬陽性】
ぎらぎら
ぎらつく
ぎらり
ぎらんばれーしょうこうぐん【ギランバレー症候群】
ぎり【義理】
ぎり【義理】
ぎりがたい【義理堅い】
ぎりぎり
ぎりしゃこてんひげき【ギリシャ古典悲劇】
ぎりだて【義理立て】
ぎりちょこ【義理チョコ】
ぎりちょこ【義理チョコ】
ぎりのおじ【義理の叔父】
ぎりのおとうと【義理の弟[義弟]】
ぎりのきょうだい【義理の兄弟】
ぎりのきょうだい【義理の兄弟】
ぎりのはは【義理の母】
ぎりょう【技量】
ぎりょう【議了】
ぎれい【儀礼】
ぎれいてきなはくしゅ【儀礼的な拍手】
ぎろん【議論】
ぎろん【議論】
ぎろんされている【(長期にわたって)議論されている】
ぎろんのかてい【議論の過程】
ぎろんのざいりょうをていきょうする【議論の材料を提供する】
ぎろんをうながす【議論を促す】
ぎろんをけいぞくする【議論を継続する】
ぎろんをする【(建設的)議論をする】
ぎろんをつくしたけつろん【議論を尽くした(上での)結論】
ぎろんをつくす【議論を尽くす[十分議論する]】
ぎろんをつづける【議論を続ける】
ぎろんをはじめる【(…に関する)議論を始める】
ぎろんをはじめるじき【(…について)議論を始める時期】
ぎろんをふかめる【(…に関する)議論を深める】
ぎろんをやめにする【(不毛な)議論をやめにする】
ぎわく【疑惑】
ぎわく【疑惑】
ぎわくがきえない【疑惑が消えない】
ぎわくにまきこまれる【疑惑[スキャンダル]に巻き込まれる】
ぎわくのこんぜつ【疑惑の根絶】
ぎわくのじじつをかいめいする【疑惑の事実を解明する】
ぎわくをいっそうする【疑惑を一掃する】
ぎわくをうむ【疑惑を生む】
ぎわくをはらす【疑惑を晴らす[払拭する]】
ぎわくをやわらげる【疑惑を和らげる】
ぎん【銀】
ぎんえい【吟詠】
ぎんか【銀貨】
ぎんかい【銀塊】
ぎんが【銀河】
ぎんがみ【銀紙】
ぎんがわ【銀側】
ぎんぎつね【銀狐】
ぎんこう【銀行】
ぎんこう【銀行】
ぎんこう【銀鉱】
ぎんこうかいかく【銀行改革】
ぎんこうかしだし【銀行貸(し)出(し)】
ぎんこうかんとく【銀行監督】
ぎんこうかんとりひききんり【銀行間取引金利】
ぎんこうがよきんきんりをさげた【銀行が預金金利を下げた】
ぎんこうけいえい【銀行経営】
ぎんこうけん【銀行券】
ぎんこうこうざ【銀行口座】
ぎんこうこうざばんごう【銀行口座番号】
ぎんこうしさんのさてい【銀行資産の査定】
ぎんこうとりひき【銀行取引】
ぎんこうにへんさいゆうよをうながす【銀行に返済猶予を促す】
ぎんこうのかししぶり【銀行の貸し渋り】
ぎんこうのかしはがし【銀行の貸しはがし】
ぎんこうのまどぐち【銀行の窓口】
ぎんこうのまどぐちがかり【銀行の窓口係】
ぎんこうほしょう【銀行保証】
ぎんこうゆうし【銀行融資】
ぎんこうゆうし【銀行融資】
ぎんこうよきん【銀行預金】
ぎんこうよきんざんだか【銀行預金残高】
ぎんこうよきんつうちょう【銀行預金通帳】
ぎんこうわたりてがた【銀行渡り手形】
ぎんこんしき【銀婚式】
ぎんざからちかてつにのる【銀座から地下鉄に乗る】
ぎんざどおり【銀座通り】
ぎんざん【銀山】
ぎんし【銀糸】
ぎんしょう【吟唱吟誦】
ぎんじ【銀地】
ぎんじししょう【銀獅子賞】
ぎんじょう【吟醸】
ぎんずる【吟ずる】
ぎんせかい【銀世界】
ぎんでい【銀泥】
ぎんなん【銀杏】
ぎんねず【銀鼠】
ぎんはくしょく【銀白色】
ぎんばえ【銀蝿】
ぎんばん【銀盤】
ぎんぱい【銀杯】
ぎんぱく【銀箔】
ぎんぱつ【銀髪】
ぎんぶち【銀縁】
ぎんぷん【銀粉】
ぎんほんい【銀本位】
ぎんぼし【銀星】
ぎんまく【銀幕】
ぎんまく【銀幕】
ぎんみ【吟味】
ぎんむく【銀無垢】
ぎんめだる【(オリンピックの)銀メダル】
ぎんゆうしじん【吟遊詩人】
ぎんらん【銀襴】
ぎんりん【銀輪】
ぎんりん【銀鱗】
ぎんモール【銀モール】
ぎー
ぎーぎー
ぎ－【義－】
ひみつこうざ【秘密口座】
キーコキーコ，ギーコギーコ
ギア
ギアナ
ギガ
ギギギ
ギギーッ
ギシギシ
ギシッ
ギター
ギニア
ギニアビサオ
ギニョール
ギネスブック
ギフト
ギブアップ
ギブアンドテイク
ギプス
ギャオー
ギャグ
ギャザ
ギャッ
ギャップ
ギャップ
ギャップイヤー
ギャップイヤー
ギャバジン
ギャラ
ギャラップ
ギャラリー
ギャランティー
ギャル
ギャロップ
ギャング
ギャンブル
ギャンブル
ギャー
ギャーギャー
ギュウッ
ギュッ
ギューッ
ギューン
ギョーザ
ギリシア
ギルダー
ギルド
ギロチン
ギンガム
ギー
ギーギー
ギーザ
－ぎみ【－気味】
－ぎめ【－決め】
－ぎれ【－切れ】
－ぎわ【－際】
ぎいんうんえいいいんかい【議院運営委員会】
ぎいんかいかん【議員会館】
ぎいんせい【議院制】
ぎいんそうかい【議員総会】
ぎいんていしゅつほうあん【議員提出法案】
ぎいんないかくせい【議院内閣制】
ぎいんほう【議院法】
ぎいんりっぽう【議員立法】
ぎおんこうか【擬音効果】
ぎおんご【擬音語】
ぎかいしゅぎ【議会主義】
ぎかいせいじ【議会政治】
ぎかいせいど【議会制度】
ぎかいせいみんしゅしゅぎ【議会制民主主義】
ぎきょうしん【義侠心】
ぎきょくか【戯曲化】
ぎけつけん【議決権】
ぎけつじこう【議決事項】
ぎこうか【技巧家】
ぎこしゅぎ【擬古主義】
ぎこぶん【擬古文】
ぎさんえん【蟻酸塩】
ぎさんエステルるい【蟻酸エステル類】
ぎしょうざい【偽証罪】
ぎじうんえいいいんかい【議事運営委員会】
ぎじしんこう【議事進行】
ぎじていそくすう【議事定足数】
ぎじにってい【議事日程】
ぎじぼうがい【議事妨害】
ぎじゅついてん【技術移転】
ぎじゅつえんじょ【技術援助】
ぎじゅつかくしん【技術革新】
ぎじゅつかていか【技術家庭科】
ぎじゅつきょうりょく【技術協力】
ぎじゅつし【技術士】
ぎじゅつしゃ【技術者】
ぎじゅつしゅうやくがたさんぎょう【技術集約型産業】
ぎじゅつじょうほう【技術情報】
ぎじゅつていけい【技術提携】
ぎじゅつばいしょう【技術賠償】
ぎじゅつぶ【技術部】
ぎじゅつや【技術屋】
ぎじゅつよそく【技術予測】
ぎじろく【議事録】
ぎじんか【擬人化】
ぎじんほう【擬人法】
ぎせいしほん【擬制資本】
ぎせいしゃ【犠牲者】
ぎせいバント【犠牲バント】
ぎせいフライ【犠牲フライ】
ぎせきはいぶん【議席配分】
