や
やく【薬】
やく【訳】
やくいん【役印】
やくいん【役員】
やくいん【役員】
やくいんしょうよ【役員賞与】
やくいんじんじ【役員人事[選任]】
やくいんになる【役員になる[就任する]】
やくいんのかいにん【役員の解任】
やくいんのこくせき【役員の国籍】
やくいんほうしゅう【役員報酬】
やくいんをおくりこむ【役員を送り込む】
やくいんをやめる【役員を辞める】
やくえき【薬液】
やくえん【薬園】
やくがい【薬害】
やくがいかんえん【薬害肝炎】
やくがく【薬学】
やくがら【役柄】
やくぎょう【訳業】
やくご【訳語】
やくさつ【扼殺】
やくさつ【薬殺】
やくざ
やくざい【薬剤】
やくざい【薬剤】
やくざいあれるぎー【薬剤アレルギー】
やくざいかんり【薬剤管理】
やくざいさんぷ【薬剤[農薬]散布】
やくざいしのちしきをりようする【薬剤師の知識を利用する】
やくざいのしよう【薬剤の使用】
やくざいひ【薬剤費】
やくざいひのよくせい【薬剤費の抑制】
やくざいをさんぷする【(粉状液状の)薬剤を散布する】
やくざいをさんぷする【(霧状の)薬剤を散布する】
やくざいをとうよする【薬剤を投与する】
やくし【薬師】
やくし【訳詞】
やくし【訳詩】
やくしゃ【役者】
やくしゃ【訳者】
やくしゅ【薬種】
やくしゅつ【訳出】
やくしょ【役所】
やくしょ【役所】
やくしょ【訳書】
やくしょく【役職】
やくしょのしょうめい【役所の証明書】
やくしょのしょうめいしょ【役所の証明書】
やくしょのしょくいん【役所の職員】
やくしょのたんとうしゃ【役所の担当者】
やくしょのむだづかい【役所の無駄遣い】
やくしょへのでんわ【役所への電話】
やくしょやきんゆうきかんはどようにちようしゅくじつはやすみです【役所や金融機関は土曜日曜祝日は休みです】
やくしょをやめる【役所を辞める】
やくしん【薬疹】
やくしん【躍進】
やくしん【躍進】
やくしんさせる【(…を)躍進させる】
やくしんしたとう【(選挙で)躍進した党】
やくじ【薬事】
やくじ【薬餌】
やくじょ【躍如】
やくじょう【約定】
やくす【扼す】
やくす【訳す】
やくすう【約数】
やくせき【薬石】
やくせんめーとるじょうくうのきおん【約千メートル上空の気温】
やくぜん【薬膳】
やくそう【薬草】
やくそく【約束】
やくそく【約束】
やくそくいはん【約束違反】
やくそくてがた【約束手形】
やくそくてがた【約束手形】
やくそくどおり【約束通り】
やくそくにそむく【約束に背く】
やくそくのいぎ【約束の意義】
やくそくのはいたつび【約束の配達日】
やくそくをとりつける【約束を取り付ける】
やくそくをまもる【約束を守る】
やくたいもない【益体もない】
やくたたず【役立たず】
やくだつ【役立つ】
やくだてる【役立てる】
やくちゅう【訳注】
やくづき【役付き】
やくづくり【役作り】
やくとく【役得】
やくどう【躍動】
やくどうかんのあるはってん【躍動感のある発展】
やくどく【薬毒】
やくどく【訳読】
やくどころ【役所】
やくどし【厄年】
やくなん【厄難】
やくにおくえんでばいばいされる【約2億円で売買される】
やくにたたないちゅうこく【役に立たない忠告】
やくにたつせんれい【役に立つ先例】
やくにひゃくへいほうきろめーとるにもおよぶはんい【約200平方キロメートルにも及ぶ範囲】
やくにん【役人】
やくにん【役人】
やくにんじんせい【役人人生】
やくにんせいかつ【役人生活】
やくにんとはたらく【役人と働く】
やくにんのおうぼう【役人の横暴】
やくにんのしごと【役人の仕事】
やくにんをやめる【役人を辞める】
やくはらい【厄払い】
やくば【役場】
やくひん【薬品】
やくひんのあんぜんせい【薬品の安全性】
やくび【厄日】
やくびょう【疫病】
やくぶそく【役不足】
やくぶつ【薬物】
やくぶつ【薬物】
やくぶついぞん【薬物依存】
やくぶついぞんしょう【薬物依存症】
やくぶついぞんしょうかんじゃ【薬物依存症患者】
やくぶつしよう【薬物使用[ドーピング]《スポーツで》】
やくぶつしよう【薬物使用】
やくぶつちりょう【薬物治療】
やくぶつのらんよう【薬物の乱用】
やくぶつはんざい【薬物犯罪】
やくぶつはんのう【薬物反応】
やくぶつらんよう【薬物乱用】
やくぶつらんようがしゃかいもんだいになっている【薬物乱用が社会問題になっている】
やくぶつをかう【薬物を買う】
やくぶつをきせいする【薬物を規制する】
やくぶつをしょじする【薬物を所持する】
やくぶつをねっとはんばいする【薬物をネット販売する】
やくぶつをねっとはんばいする【薬物をネット販売する】
やくぶん【約分】
やくぶん【訳文】
やくほうし【薬包紙】
やくほん【訳本】
やくまわり【役回り】
やくみ【薬味】
やくむき【役向き】
やくめ【役目】
やくめい【役名】
やくよう【薬用】
やくよけ【厄除け】
やくり【薬理】
やくりがくてきあぷろーち【薬理学的アプローチ】
やくりきし【役力士】
やくれき【薬歴】
やくろう【薬籠】
やくわり【役割】
やくわり【役割】
やくわりかくだい【役割拡大】
やくわりしゅくしょう【役割縮小】
やくわりぶんたん【役割分担】
やくわりをかえる【役割を変える】
やくわりをかくちょうする【役割を拡張[拡大]する】
やくわりをになう【役割を担う】
やくわりをふやす【役割を増やす】
やく８０００んまんえんのさいむちょうか【約８０００万円の債務超過】
やぐ【夜具】
やぐら【櫓】
やぐるま【矢車】
やぐるまぎく【矢車菊】
やぐるまそう【矢車草】
やけ【自棄】
やけあと【焼け跡】
やけい【夜景】
やけい【夜警】
やけいし【焼け石】
やけうせる【焼け失せる】
やけおちる【焼け落ちる】
やけくそ【自棄糞】
やけこげ【焼け焦げ】
やけざけ【自棄酒】
やけしぬ【焼け死ぬ】
やけただれる【焼け爛れる】
やけだされる【焼け出される】
やけつく【焼け付く】
やけど【火傷】
やけに
やけのこる【焼け残る】
やけのはら【焼け野原】
やけぶとり【焼け太り】
やけぼっくい【焼け棒杭】
やける【妬ける】
やける【焼ける】
やけん【野犬】
やげん【薬研】
やこう【夜光】
やこう【夜行】
やこうばす【夜行バス】
やご
やごう【屋号】
やごう【野合】
やさい【野菜】
やさい【野菜】
やさいさいばい【野菜栽培】
やさいしょく【野菜食】
やさいじゅーす【野菜ジュース】
やさいにひりょうをほどこす【野菜に肥料を施す[やる]】
やさいぶそく【野菜不足】
やさいるい【野菜類】
やさいをいためる【野菜を炒める】
やさいをかう【野菜を買う】
やさいをつくる【野菜をつくる[育てる]】
やさおとこ【優男】
やさがし【家探し家捜し】
やさがた【優形】
やさき【矢先】
やさしい【優しい】
やさしい【易しい】
やさしいえほん【易しい絵本】
やさしいことば【易しい言葉】
やし【椰子】
やし【野師香具師】
やしがに【椰子蟹】
やしき【屋敷】
やしないおや【養い親】
やしなう【養う】
やしゃ【夜叉】
やしゃご【玄孫】
やしゅ【野手】
やしゅ【野趣】
やしゅう【夜襲】
やしょく【夜食】
やしょくぞく【夜食族】
やしょくぞくはひまんにちゅうい【夜食族は肥満に注意】
やしろ【社】
やしん【野心】
やしん【野心】
やしんてきなきかく【野心的な企画】
やしんてきなせいさく【野心的な政策】
やしんてきなもくひょう【野心的な目標】
やしんれんごう【野心連合《環境分野で》】
やしんをかくす【野心を隠す】
やしんをしめす【野心を示す】
やしんをひめる【野心を秘める】
やしんをろこつにしめす【野心を露骨に示す】
やじ【野次弥次】
やじうま【野次馬弥次馬】
やじきた【弥次喜多】
やじゅう【野獣】
やじり【矢尻鏃】
やじる【野次る弥次る】
やじるし【矢印】
やじろべえ【弥次郎兵衛】
やじん【野人】
やす【簎】
やすあがり【安上がり】
やすい【安い】
やすい【易い】
やすいうんちん【安い(航空)運賃】
やすいきゅうりょう【安い[低い]給料】
やすいたばこ【安いたばこ】
やすいていしょく【安い定食】
やすいねだんでてにはいる【安い値段で手に入る】
やすいやちん【安い家賃】
やすいゆにゅうのうさんぶつ【安い輸入農産物】
やすうけあい【安請け合い】
やすうり【安売り】
やすかれ【安かれ】
やすき【易き】
やすっぽい【安っぽい】
やすで【安手】
やすで【馬陸】
やすね【安値】
やすぴか【安ぴか】
やすぶしん【安普請】
やすませる【休ませる】
やすまる【休まる】
やすみ【休み】
やすみ【休み】
やすみあけ【休み明け】
やすみじかん【休み時間】
やすみのひ【休み[非番]の日】
やすみやすみ【休み休み】
やすみをとる【休みをとる】
やすみをへんじょうする【休みを返上する】
やすむ【休む】
やすめる【休める】
やすもの【安物】
やすやすと【易易と】
やすやど【安宿】
やすらい【休らい】
やすらう【休らう】
やすらか【安らか】
やすらぎ【安らぎ】
やすらぐ【安らぐ】
やすり【鑢】
やすんじる【安んじる】
やせ【痩せ】
やせい【野性】
やせい【野生】
やせいどうぶつ【野生動物】
やせいどうぶつのてんごく【野生動物の天国】
やせいのとり【野生の鳥】
やせうで【痩せ腕】
やせうま【痩せ馬】
やせおとろえる【痩せ衰える】
やせがた【痩せ形】
やせがまん【痩せ我慢】
やせがまん【痩せ我慢】
やせぎす【痩せぎす】
やせこける【痩せこける】
やせたどじょう【やせた土壌】
やせち【痩せ地】
やせっぽち【痩せっぽち】
やせつち【痩せ土】
やせほそる【痩せ細る】
やせる【痩せる】
やせん【夜戦】
やせん【野戦】
やせん【野選】
やそう【野草】
やそうきょく【夜想曲】
やたい【屋台】
やたいぼね【屋台骨】
やたて【矢立て】
やたら【矢鱈】
やだま【矢玉】
やちゅう【夜中】
やちょう【夜鳥】
やちょう【野鳥】
やちん【家賃】
やちん【家賃】
やちん【家賃】
やちんさんかげつぶんのしききん【家賃３ヶ月分の敷金】
やちんのたいのう【家賃の滞納】
やちんのとくそくじょう【家賃の督促状】
やちんをぎんこうふりこみでしはらう【家賃を銀行振込で支払う】
やちんをほじょする【(彼らの)家賃を補助する】
やっかい【厄介】
やっかん【約款】
やっき【躍起】
やっきょう【薬莢】
やっきょく【薬局】
やっこう【薬効】
やっこどうふ【奴豆腐】
やっさもっさ
やっつ【八つ】
やっつけしごと【遣っ付け仕事】
やっつける【遣っ付ける】
やっていく【遣って行く】
やってくる【やって来る】
やってのける【遣って退ける】
やっと
やっとこ
やっとこさ
やっぱり【矢っ張り】
やつ【奴】
やつあたり【八つ当たり】
やつがしら【八つ頭】
やつぎばや【矢継ぎ早】
やつぎばやのしつもん【矢継ぎ早の質問】
やつぎり【八つ切り】
やつざき【八つ裂き】
やつす【窶す】
やつで【八つ手】
やつめうなぎ【八つ目鰻】
やつら【奴等】
やつれ【窶れ】
やつれる【窶れる】
やとい【雇い】
やといにん【雇い人】
やといぬし【雇い主】
やといぬしのむち【雇い主の無知】
やとう【夜盗】
やとう【野党】
やとう【野党】
やとう【雇う】
やとうぎいん【野党議員】
やとうじだい【野党時代】
やとうじんえい【野党陣営】
やとうにあゆみよる【野党に歩み寄る】
やとうにたいしてのふしん【野党に対しての不信】
やとうのついきゅう【野党の追及】
やとうのでかた【野党の出方】
やとうのようきゅう【野党の要求】
やとうをけんせいする【野党をけん制する】
やとうをしじする【野党を支持する】
やとうをせっとくする【野党を説得する[して賛成させる]】
やど【宿】
やどかり【宿借り】
やどす【宿す】
やどちょう【宿帳】
やどちん【宿賃】
やどなし【宿無し】
やどぬし【宿主】
やどや【宿屋】
やどやのやね【宿屋の屋根】
やどり【宿り】
やどりぎ【宿り木】
やどる【宿る】
やどろく【宿六】
やどわり【宿割り】
やな【梁簗】
やなあさって
やながわ【柳川】
やなぎ【柳】
やなぎごし【柳腰】
やなみ【家並み】
やに【脂】
やにさがる【脂下がる】
やにっこい【脂っこい】
やにょうしょう【夜尿症】
やにわに【矢庭に】
やぬし【家主】
やぬし【家主】
やね【屋根】
やね【屋根】
やねうら【屋根裏】
やねからおちるゆき【屋根から落ちる雪】
やねこうじ【屋根工事】
やねこうぞう【屋根構造】
やねこうばい【屋根勾配】
やねのうえのばいおりんひき【『屋根の上のバイオリン弾き』《ミュージカル》】
やねのたいようこうはつでんそうち【屋根の太陽光発電装置】
やねのゆき【屋根の雪】
やねふきやし【屋根葺き椰子】
やねをはずす【屋根を外す】
やはず【矢筈】
やはずそう【矢筈草】
やはり【矢張り】
やはん【夜半】
やばい
やばい【やばい】
やばね【矢羽根】
やばん【野蛮】
やばんなじだいのざんぎゃく【野蛮な時代の残虐(さ)】
やひ【野卑野鄙】
やぶ【藪】
やぶいしゃ【藪医者】
やぶいり【藪入り】
やぶか【藪蚊】
やぶからし【藪枯らし】
やぶかんぞう【藪甘草】
やぶこうじ【藪柑子】
やぶさか【吝か】
やぶさめ【流鏑馬】
やぶじらみ【藪蝨】
やぶにらみ【藪睨み】
やぶへび【藪蛇】
やぶる【敗る】
やぶる【破る】
やぶれ【破れ】
やぶれかぶれ【破れかぶれ】
やぶれる【敗れる】
やぶれる【破れる】
やぶん【夜分】
やほう【野砲】
やぼ【野暮】
やぼう【野望】
やぼったい【野暮ったい】
やま【山】
やまあい【山間】
やまあらし【山荒らし豪猪】
やまあるき【山歩き】
やまい【病】
やまいぬ【山犬】
やまいも【山芋薯蕷】
やまおく【山奥】
やまおとこ【山男】
やまかがし【山棟蛇赤棟蛇】
やまかけ【山掛け】
やまかげ【山陰】
やまかじ【山火事】
やまかぜ【山風】
やまかん【山勘】
やまが【山家】
やまがたな【山刀】
やまがら【山雀】
やまがり【山狩り】
やまがわにとんねるをとおす【山側にトンネルを通す】
やまぎわ【山際】
やまくずれ【山崩れ】
やまぐに【山国】
やまけ【山気】
やまげら【山啄木鳥】
やまごえ【山越え】
やまごぼう【山牛蒡】
やまごもり【山籠もり】
やまごや【山小屋】
やまさか【山坂】
やまざくら【山桜】
やまざと【山里】
やまざと【山里】
やまざる【山猿】
やまし【山師】
やましい【疾しい疚しい】
やましぎ【山鷸】
やますそ【山裾】
やませみ【山翡翠】
やまたか【山高】
やまだし【山出し】
やまつなみ【山津波】
やまづたい【山伝い】
やまづみ【山積み】
やまでら【山寺】
やまと【大和】
やまどり【山鳥】
やまなみ【山並み山脈】
やまなり【山形】
やまなり【山鳴り】
やまね【山鼠】
やまねこ【山猫】
やまねこすと【山猫スト】
やまのかみ【山の神】
やまのさち【山の幸】
やまのて【山の手】
やまのは【山の端】
やまのふんか【山の噴火】
やまのぼり【山登り】
やまのようなひぼうちゅうしょう【山のような誹謗(ひぼう)中傷】
やまはだ【山肌】
やまば【山場】
やまば【山場】
やまばがない【山場がない】
やまばと【山鳩】
やまばのぎょうじ【山場の行事】
やまばのこっかいしんぎ【山場の国会審議】
やまばのばめん【山場の場面】
やまばをのりきる【山場を乗り切る】
やまひだ【山襞】
やまびこ【山彦】
やまびらき【山開き】
やまふところ【山懐】
やまぶき【山吹】
やまぶし【山伏】
やまぶどう【山葡萄】
やまほど【山程】
やままゆ【山繭】
やまみち【山道】
やまめ【山女】
やまもと【山元】
やまもも【山桃楊梅】
やまもり【山盛り】
やまやき【山焼き】
やまやま【山山】
やまゆり【山百合】
やまよい【山酔い】
やまわけ【山分け】
やみ【闇】
やみ【闇】
やみあがり【病み上がり】
やみいち【闇市】
やみうち【闇討ち】
やみきんゆう【闇金融】
やみきんゆうぎょうしゃ【ヤミ金融業者】
やみくも【闇雲】
やみけんきん【やみ[闇]献金】
やみけんきんをうけとる【やみ献金を受け取る】
やみしきん【闇資金[不正資金、裏金]】
やみしじょうをかんしする【闇市場を監視する】
やみしょうぐん【闇将軍】
やみしょうばい【闇商売】
やみじ【闇路】
やみそうば【闇相場】
やみつき【病み付き】
やみつく【病み付く】
やみとりひき【闇取り引き】
やみにうもれたふしょうじ【闇に埋もれた不祥事】
やみにとざす【(…を)闇に閉ざす】
やみのなかで【闇の中で】
やみのふかさ【闇の深さ】
やみほうける【病み呆ける病み耄ける】
やみや【闇屋】
やみよ【闇夜】
やみをあばく【闇を暴く】
やみをいろどるはなびたいかい【闇を彩る花火大会】
やむ【止む】
やむ【病む】
やむなく【已むなく】
やむにやまれず【已むに已まれず】
やむにやまれぬ【已むに已まれぬ】
やむをえず【已むを得ず】
やむをえない【已むを得ない】
やむをえないりゆう【やむを得ない理由】
やめ【止め】
やめる【止める】
やめる【病める】
やめる【辞める】
やもうしょう【夜盲症】
やもめ【寡夫鰥】
やもめ【寡婦】
やもり【守宮】
やや【稍】
ややこしい
ややもすれば【動もすれば】
やゆ【揶揄】
やよい【弥生】
やらい【夜来】
やらい【矢来】
やらかす
やらずのあめ【遣らずの雨】
やらずぶったくり【遣らずぶったくり】
やらせ
やられる
やり【槍】
やりあう【遣り合う】
やりいか【槍烏賊】
やりかえす【遣り返す】
やりかけ【遣り掛け】
やりかた【遣り方】
やりかた【遣り方】
やりがい【遣り甲斐】
やりがいのあるしごと【やりがいのある仕事】
やりきれない【遣り切れない】
やりきれぬおもい【やり切れぬ思い】
やりくち【遣り口】
やりくり【遣り繰り】
やりくり【遣り繰り】
やりくりじょうず【(数字の)やり繰り上手】
やりくりにくしんする【(…の)やり繰りに苦心する】
やりこなす【遣りこなす】
やりこめる【遣り込める】
やりすぎ【遣り過ぎ】
やりすぎる【遣り過ぎる】
やりすごす【遣り過ごす】
やりそこない【遣り損ない】
やりそこなう【遣り損なう】
やりだま【槍玉】
やりっぱなし【遣りっ放し】
やりて【遣り手】
やりとげる【遣り遂げる】
やりとり【遣り取り】
やりとり【遣り取り】
やりとりされるつうか【(ネット上で)やり取りされる通貨】
やりとりのびでおえいぞう【(激しい)やり取りのビデオ映像】
やりとりをきく【やり取りを聴く】
やりとりをきさいする【やり取りを記載する】
やりなおし【遣り直し】
やりなおす【遣り直す】
やりなげ【槍投げ】
やりにくい【遣り難い】
やりぬく【遣り抜く】
やりのける【遣り退ける】
やりば【遣り場】
やりみず【遣り水】
やる【遣る】
やるかたない【遣る方ない】
やるき【遣る気】
やるき【遣る気】
やるきがあるきょういん【やる気が[の]ある教員】
やるきがかんじられないこうほしゃ【やる気が感じられない候補者】
やるきがないきぎょう【やる気が[の]ない企業】
やるきまんまんのしんにゅうしゃいん【やる気満々の新入社員】
やるきをしめす【やる気を示す】
やるきをそぐ【やる気をそぐ】
やるきをなくす【やる気をなくす】
やるせない【遣る瀬無い】
やれ
やれやれ
やろう【野郎】
やろうじだい【夜郎自大】
やわ【夜話】
やわ【柔】
やわはだ【柔肌】
やわらかい【柔らかい軟らかい】
やわらぐ【和らぐ】
やわらげる【和らげる】
やんごとない
やんちゃ
やんま【蜻蜓】
やんや
やんわり
やーい
ヤウンデ
ヤク
ヤクーツク
ヤコブ
ヤコブびょう【ヤコブ病】
ヤソ【耶蘇】
ヤッケ
ヤッピー
ヤップとう【ヤップ島】
ヤッホー
ヤムスクロ
ヤムチャ
ヤヤッ
ヤリけはい【ヤリ気配】
ヤルタ
ヤンガンどう【ヤンガン〈両江〉道】
ヤンキー
ヤング
ヤングズタウン
ヤンゴン
ヤンバルくいな【ヤンバル秧鶏】
ヤンマイエンとう【ヤンマイエン島】
ヤード
ヤール
－や
－や
－や
－や
－や【－屋】
－やいなや【－や否や】
－やす【－安】
－やすい【－易い】
－やまない
－やら
やえいち【野営地】
やえざくら【八重桜】
やえば【八重歯】
やかいふく【夜会服】
やかんあたま【やかん頭】
やかんえいぎょう【夜間営業】
やかんえんしゅう【夜間演習】
やかんかいご【夜間介護】
やかんがいしゅつきんしれい【夜間外出禁止令】
やかんきんむ【夜間勤務】
やかんしんりょう【夜間診療】
やかんじあい【夜間試合】
やかんひこう【夜間飛行】
やかんぶ【夜間部】
やがいえんしゅう【野外演習】
やがいえんそうかい【野外演奏会［コンサート］】
やがいかつどう【野外活動】
やがいけんきゅう【野外研究】
やがいげき【野外劇】
やがいげきじょう【野外劇場】
やがいさつえい【野外撮影】
やがくせい【夜学生】
やがら【矢柄】
やきいもや【焼き芋屋】
やきいれかま【焼き入れ窯】
やきいれほう【焼き入れ法】
やきえし【焼き絵師】
やきえふで【焼き絵筆】
やきとりや【焼き鳥屋】
やきなましろ【焼きなまし炉［窯］】
やきばたのうぎょう【焼き畑農業】
やきもちやき【焼き餅焼き】
やきものし【焼き物師】
やきゅうじあい【野球試合】
やきゅうじょう【野球場】
やきゅうせんしゅ【（プロ）野球選手】
やきゅうねつ【野球熱】
やきゅうのでんどう【野球の殿堂】
やきゅうぼう【野球帽】
やきゅうれんめい【野球連盟】
やきゅうチーム【野球チーム】
やきゅうファン【野球ファン】
やきんがく【冶金学［術］】
やきんがくしゃ【冶金学者】
やきんぎし【冶金技師】
やきんてあて【夜勤手当て】
やぎがわ【山羊皮】
やぎざ【山羊座】
やぎひげ【山羊鬚ひげ】
やくいんかい【役員会】
やくいんかいぎしつ【役員会議室】
やくいんしつ【役員室】
やくいんせき【役員席】
やくいんほうしゅう【役員報酬】
やくがいエイズ【薬害エイズ】
やくがくか【薬学科】
やくがくしゃ【薬学者】
やくがくはくし【薬学博士】
やくざいし【薬剤師】
やくざいたいせいきん【薬剤耐性菌】
やくしゅしょう【薬種商】
やくしょくしゃ【役職者】
やくしょくてあて【役職手当】
やくじかんしいん【薬事監視員】
やくじほう【薬事法】
やくじょうしょ【約定書】
やくじりょうほう【薬餌療法】
やくそうえん【薬草園】
やくづきてあて【役付き手当】
やくにんこんじょう【役人根性】
やくにんふう【役人風】
やくびょうがみ【疫病神】
やくぶついぞん【薬物依存】
やくぶつけんさ【薬物検査】
やくぶつちゅうどく【薬物中毒】
やくぶつりょうほう【薬物療法】
やくぶつアレルギー【薬物アレルギー】
やくみいれ【薬味入れ】
やくみだて【薬味立て】
やくめがら【役目柄】
やくようしゅ【薬用酒】
やくようしょくぶつ【薬用植物】
やくようせっけん【薬用石けん】
やくりがく【薬理学】
やくりがくしゃ【薬理学者】
やくりさよう【薬理作用】
やくりゲノムかがく【薬理ゲノム科学】
やぐらだいこ【櫓太鼓】
やけぐい【自棄食い】
やけのみ【自棄飲み】
やけんがり【野犬狩り】
やけんほかくにん【野犬捕獲人】
やこうせい【夜行性】
やこうちゅう【夜光虫】
やこうとりょう【夜光塗料】
やこうどけい【夜光時計】
やさいいため【野菜いため】
やさいばたけ【野菜畑】
やさいりょうり【野菜料理】
やさいサラダ【野菜サラダ［スープ］】
やさいジュース【野菜ジュース】
やざ【矢座】
やしきまち【屋敷町】
やしゅせんたく【野手選択】
やしゆ【椰子油】
やしんか【野心家】
やしんさく【野心作】
やじうまこんじょう【野次馬根性】
やじきたどうちゅう【弥次喜多道中】
やじゅうせい【野獣性】
やじゅうは【野獣派】
やじるしキー【矢印キー】
やすうりてん【安売り店】
やすりくず【鑢くず】
やせいか【野性化】
やせいしょくぶつ【野生植物】
やせいせいぶつ【野生生物】
やせいどうぶつ【野生動物】
やせぐすり【やせ薬】
やせんびょういん【野戦病院】
やたいてん【屋台店】
やちょうかんさつ【野鳥観察】
やちょうかんさつか【野鳥観察家】
やっかいばらい【厄介払い】
やっかいもの【厄介者】
やっきょくほう【薬局方】
やづつ【矢筒】
やとうぎいん【野党議員】
やとうせき【野党席】
やとうれんごう【野党連合】
やなぎごうり【柳行李】
やなぎざいく【柳細工】
やねいた【屋根板】
やねうらべや【屋根裏部屋】
やねがわら【屋根瓦】
やねや【屋根屋】
やばんじん【野蛮人】
やぶれがさ【破れ傘】
やぶれころも【破れ衣】
やほうたい【野砲隊】
やぼてん【野暮天】
やぼよう【野暮用】
やまといも【大和芋】
やまとえ【大和絵】
やまとことば【大和言葉】
やまとじ【大和路】
やまとじだい【大和時代】
やまとだましい【大和魂】
やまとなでしこ【大和なでしこ】
やまとに【大和煮】
やまとみんぞく【大和民族】
やまともじ【大和文字】
やまねこざ【山猫座】
やまねこスト【山猫スト】
やまのてことば【山の手言葉】
やまのてせん【山の手線】
やまばといろ【山鳩色】
やまぶきいろ【山吹色】
やみかかくきょうてい【闇価格協定】
やみきゅうよ【闇給与】
やみきんゆう【闇金融】
やみこうい【闇行為】
やみさいはん【闇再販】
やみしょうにん【闇商人】
やみね【闇値】
やみよ【闇夜】
やみカルテル【闇カルテル】
やみルート【闇ルート】
やりくりさんだん【遣り繰り算段】
やりてばばあ【遣り手婆ばばあ】
ヤソきょう【ヤソ教】
ヤソきょうと【ヤソ教徒】
ヤンキーきしつ【ヤンキー気質】
ヤングアダルト
ヤードしゃく【ヤード尺】
ヤードすう【ヤード数】
ヤードポンドほう【ヤードポンド法】
ヤールはば【ヤール幅】
やきがまわる【焼きが回る】
やきをいれる【焼きを入れる】
やくしゃがいちまいうえ【役者が一枚上】
やくにたつ【役に立つ】
やくろうちゅうのもの【薬籠中の物】
やけいしにみず【焼け石に水】
やけのやんぱち【自棄のやんぱち】
やけぼっくいにひがつく【焼けぼっくいに火がつく】
やすものがいのぜにうしない【安物買いの銭失い】
やせてもかれても【やせても枯れても】
やでもてっぽうでも【矢でも鉄砲でも】
やなぎにかざおれなし【柳に風折れなし】
