に【二】
にくまれやく【憎まれ役】
にくむ【憎む】
にくや【肉屋】
にくようしゅ【肉用種】
にくよく【肉欲】
にくらしい【憎らしい】
にくりょうり【肉料理】
にくをあげる【肉を揚げる】
にくをきる【肉を(好みの大きさに)切る】
にくをたべる【肉を食べる】
にくをちゅうしんとしたしょくじ【肉を中心とした食餌】
にぐるま【荷車】
にぐん【二軍】
にけんだて【二軒建て】
にげ【逃げ】
にげあし【逃げ足】
にげうせる【逃げ失せる】
にげおくれる【逃げ遅れる】
にげおくれる【逃げ遅れる】
にげかえる【逃げ帰る】
にげかくれ【逃げ隠れ】
にげきる【逃げ切る】
にげぐち【逃げ口】
にげこうじょう【逃げ口上】
にげこむ【逃げ込む】
にげごし【逃げ腰[おじけ]】
にげごし【逃げ腰】
にげじたく【逃げ支度】
にげだす【逃げ出す】
にげのびる【逃げ延びる】
にげば【逃げ場】
にげまどう【逃げ惑う】
にげまわる【逃げ回る】
にげみず【逃げ水】
にげみち【逃げ道逃げ路】
にげる【逃げる】
にげん【二元】
にげんきん【二弦琴】
にこう【二項】
にこくかん【二国間】
にこくかんきょうていをていけつする【二国間協定を締結する】
にこくかんこうしょう【二国間交渉】
にこくかんのきょうりょくはんい【二国間の協力範囲】
にこくかんのもんだい【二国間の問題】
にこげ【和毛】
にこごり【煮凝り】
にこちんいぞん【ニコチン依存】
にこにこ
にこぼれる【煮零れる】
にこみ【煮込み】
にこむ【煮込む】
にこやか
にこり
にころがし【煮転がし】
にごう【二号】
にごす【濁す】
にごり【濁り】
にごる【濁る】
にごん【二言】
にさばき【荷捌き】
にさん【二，三】
にさんか【二酸化】
にさんかたんそをはいしゅつする【二酸化炭素を排出する】
にざかな【煮魚】
にし【二死】
にし【螺】
にし【西】
にし【西】
にしかぜ【西風】
にしがわ【西側】
にしがわ【西側】
にしがわから【西側から】
にしがわしょこく【西側諸国】
にしがわじんえい【西側陣営】
にしがわで【西側で】
にしき【錦】
にしきえ【錦絵】
にしきごい【錦鯉】
にしきへび【錦蛇】
にしにほん【西日本】
にしはんきゅう【西半球】
にしはんきれんぞく【２四半期連続】
にしび【西日】
にしび【西日】
にしへとひろがる【西へと広がる】
にしめ【煮染め】
にしめる【煮染める】
にしゃたくいつ【二者択一】
にしゅ【二種】
にしよーろっぱ【西ヨーロッパ】
にしん【二伸】
にしん【二心】
にしん【二進】
にしん【鰊】
にしんとう【二親等】
にしイリアン【西イリアン】
にしインドしょとう【西インド諸島】
にしオーストラリアしゅう【西オーストラリア州】
にしガッツさんみゃく【西ガッツ山脈】
にしサハラ【西サハラ】
にしベンガルしゅう【西ベンガル州】
にじ【二次】
にじ【二次】
にじ【虹】
にじおせん【二次汚染】
にじかい【二次会】
にじかい【二次会】
にじかんせん【二次感染】
にじかんせん【二次感染】
にじかんのじゅぎょう【２時間の授業】
にじきょくせん【二次曲線】
にじげん【二次元】
にじさいがい【二次災害】
にじさんぎょう【(第)二次産業】
にじしけん【二次試験】
にじしよう【二次使用［利用］】
にじしようりょう【二次使用料】
にじしりょう【二次資料】
にじそんしつ【２次損失】
にじてきなやまくずれ【二次的な山崩れ】
にじひがい【二次被害】
にじほうていしき【二次方程式】
にじぼしゅう【二次募集】
にじます【虹鱒】
にじみでる【滲み出る】
にじむ【滲む】
にじめんせつ【二次面接】
にじめんせつ【二次面接】
にじゅう【二十】
にじゅう【二重】
にじゅう【二重】
にじゅうかぜい【二重課税】
にじゅうきじゅん【二重基準】
にじゅうきじゅん【二重基準】
にじゅうぎょうせい【二重行政】
にじゅうこうそく【二重拘束】
にじゅうこうぞう【(行政権の)二重構造】
にじゅうこくせき【二重国籍】
にじゅうさんじゅうのぼうごさく【二重三重の防護策】
にじゅうさんねんれんぞくのまいなすをきろくする【２３年連続のマイナスを記録する】
にじゅうじんかく【二重人格】
にじゅうすぱい【二重スパイ】
にじゅうせいかつ【二重生活】
にじゅうちょうぼ【二重帳簿】
にじゅうななしあいれんぞくあんだ【２７試合連続安打】
にじゅうななれんぞくしあいあんだ【２７連続試合安打[試合連続安打］】
にじゅうのいみ【二重の意味】
にじゅうのうらぎり【二重の裏切り】
にじゅうのうらぎり【二重の裏切り】
にじゅうのかべ【二重の壁】
にじゅうのてつづき【二重の手続き】
にじゅうのてんけん【二重(三重)の点検】
にじゅうのふたん【二重の負担】
にじゅうまる【二重丸】
にじゅうまんこいじょうのにもつがおくれた【20万個以上の荷物が遅れた】
にじゅうよじかん【二十四時間】
にじゅうよじかんのうりょう【２４時間の雨量】
にじゅうよじかんはっちゃくかのうなくうこう【24時間発着可能な空港】
にじゅうよんきん【二十四金】
にじゅうろーんもんだい【二重ローン問題】
にじょう【二乗】
にじりぐち【躙り口】
にじりよる【躙り寄る】
にじる【煮汁】
にせ【偽贋】
にせい【二世】
にせいぎいん【二世議員】
にせたいじゅうたく【二世帯住宅】
にせのしょうめいしょ【偽の証明書】
にせぶらんどひん【偽ブランド(商)品】
にせもの【偽物】
にせもの【偽者】
にせもののおめいをきせられる【偽物の汚名を着せられる】
にせる【似せる】
にせんいちねんにしこうされたじょうほうこうかいほう【２００１年に施行された情報公開法】
にせアカシア【贋アカシア】
にそう【尼僧】
にそくさんもん【二束三文】
にそくのわらじ【二足の草鞋】
にそくほこうろぼっと【二足歩行ロボット】
にたき【煮炊き】
にたつ【煮立つ】
にたてる【煮立てる】
にたにた
にたもの【似た者】
にたようなとりくみ【似たような取り組み】
にたようなはつげん【似たような発言】
にたようなはんざい【似たような犯罪】
にたようなもくひょう【似たような目標】
にたり
にたりよったり【似たり寄ったり】
にだい【荷台】
にだいせいとうのいちよく【二大政党の一翼】
にだし【煮出し】
にだす【煮出す】
にだんがまえ【二段構え】
にだんべっど【ニ段ベッド】
にちい【日伊】
にちいん【日印】
にちえい【日英】
にちぎん【日銀】
にちぎんとうざよきんざんだか【日銀当座預金残高】
にちぎんへのしょうぎょうぎんこうのよきん【日銀への商業銀行の預金】
にちげん【日限】
にちごう【日豪】
にちじ【日時】
にちじょう【日常】
にちじょう【日常】
にちじょうかいわ【日常会話】
にちじょうかいわ【日常会話】
にちじょうぎょうむからのふせい【日常業務からの不正】
にちじょうさはんじ【日常茶飯事】
にちじょうしょくひん【日常食品】
にちじょうせいかつ【日常生活】
にちじょうせいかつ【日常生活】
にちじょうせいかつでかいじょをようする【日常生活で介助を要する】
にちじょうせいかつにししょうがでた【日常生活に支障が出た】
にちじょうせいかつにししょうをきたすしょうがい【日常生活に支障をきたす障害】
にちじょうせいかつにみっせつにかんれんしたにゅーす【日常生活に密接に関連したニュース】
にちじょうせいかつのとらぶる【日常生活のトラブル】
にちじょうせいかつをえがく【日常生活を描く】
にちじょうてきなとりくみ【日常的な取り組み】
にちじょうてきにきんみつなれんけいをとる【日常的に緊密な連携をとる】
にちじょうのあんぜんをかくほするためのとりくみ【日常の安全を確保するための取り組み】
にちじょうのかいもの【日常の買い物】
にちじょうのかいもの【日常の買い物】
にちじょうのかつどう【日常の活動】
にちじょうのこうどう【日常の行動(の大部分)】
にちじょうのしごと【日常の仕事】
にちじょうのせいかつひ【日常の生活費】
にちじょうようひん【日常用品】
にちべい【日米】
にちべいあんぜんほしょうじょうやくのかいてい【日米安全保障条約の改定】
にちべいどうめいのきょうか【日米同盟の強化】
にちべいどうめいのしんらいせい【日米同盟の信頼性】
にちべいのこうくうとうきょく【日米の航空当局】
にちべいみつやく【(3つの)日米密約】
にちべいゆうこうききん【日米友好基金】
にちべんれんかいちょう【日弁連[日本弁護士連合会]会長】
にちぼつ【日没】
にちゃく【二着】
にちゃにちゃ
にちや【日夜】
にちょうえんをこえるふさいがある【2兆円を超える負債がある】
にちよう【日曜(日)】
にちよう【日曜】
にちよう【日用】
にちようがか【日曜画家】
にちようびに【日曜日に】
にちようびのあさに【日曜日の朝に】
にちようびのごごに【日曜日の午後に】
にちようびのゆうがたに【日曜日の夕方に】
にちようびのよるに【日曜日の夜に】
にちりん【日輪】
にちれんしゅう【日蓮宗】
にちろ【日露】
にちろかんけい【日ロ[露]関係】
にっか【日課】
にっかい【肉塊】
にっかん【日刊】
にっかん【日韓】
にっかん【肉感】
にっき【日記】
にっきゅう【日給】
にっきん【日勤】
にっけい【日系】
にっけい【肉桂】
にっけいへいきん【日経平均】
にっけいへいきんかぶかは１まんえんのおおだいをわりこんだ【日経平均株価は１万円の大台を割り込んだ】
にっこう【日光】
にっこり
にっさん【日参】
にっさん【日産】
にっし【日誌】
にっしゃびょう【日射病】
にっしゅう【日収】
にっしゅう【日周】
にっしょう【日照】
にっしょうき【日章旗】
にっしょく【日食日蝕】
にっしんげっぽ【日進月歩】
にっしんせんそう【日清戦争】
にっすう【日数】
にっちもさっちも【二進も三進も】
にっちゅう【日中】
にっちゅう【日中】
にっちゅうゆうこうぎいんれんめい【日中友好議員連盟】
にっちゅうゆうこうぎいんれんめい【日中友好議員連盟】
にっちょう【日朝】
にっちょく【日直】
にってい【日程】
にってい【日程】
にっていでごういする【(…の)日程で合意する】
にっていのはっぴょう【(…の)日程の発表】
にっていのやりくり【日程のやり繰り】
にっていひょう【日程表】
にっていをしめす【日程を示す】
にっていをせっていする【日程を設定する】
にっと
にっとう【日当】
にっぽう【日報】
にっぽん【日本】
につうめのてがみで【二通目の手紙で】
につかわしい【似つかわしい】
につけ【煮付け】
につける【煮つける】
につまる【煮詰まる】
につめる【煮詰める】
にづくり【荷造り】
にづみ【荷積み】
にてひなる【似て非なる】
にてもにつかない【似ても似つかない】
にてんさんてん【二転三転】
にと【二兎】
にとう【二等】
にとうだて【二頭立て】
にとうぶん【二等分】
にとうへんさんかくけい【二等辺三角形】
にとうりゅう【二刀流】
にど【二度】
にないて【担い手】
になう【担う】
になわ【荷縄】
ににん【二人】
ににんさんきゃく【二人三脚】
にぬき【荷抜き】
にぬし【荷主】
にぬり【丹塗り】
にねんせいしょくぶつ【二年生植物】
にねんそう【二年草】
にねんれんぞくのきょがくあかじ【２年連続の巨額赤字】
にのあし【二の足】
にのうで【二の腕】
にのく【二の句】
にのつぎ【二の次】
にのまい【二の舞】
にのや【二の矢】
にばい【二倍】
にばん【二番】
にばんせんじ【二番煎じ】
にひじょうひつじゅひんのびちく【(十分な)日常必需品の備蓄】
にひゃくとおか【二百十日】
にひゃくめーとるばたふらいのよせんでかつ【200メートルバタフライの予選で勝つ[を通過する]】
にふくめる【煮含める】
にふだ【荷札】
にぶ【二部】
にぶい【鈍い】
にぶね【荷船】
にぶる【鈍る】
にぶん【二分】
にべもない
にほん【日本】
にほん【日本】
にほんあにめふぁん【日本アニメファン】
にほんいち【日本一】
にほんえいがのおうごんき【日本映画の黄金期】
にほんえん【日本円】
にほんえんをべいどるにかんさんする【日本円を米ドルに換算する】
にほんおりんぴっくいいんかい【日本オリンピック委員会】
にほんおりんぴっくいいんかい【日本オリンピック委員会】
にほんかい【日本海】
にほんかおくのとくちょう【日本家屋の特徴】
にほんからとこうするさぽーたーたち【日本から渡航するサポーターたち】
にほんがいこうのしゅようなはしら【日本外交の主要な柱】
にほんがくせいしえんきこう【日本学生支援機構】
にほんがくせいやきゅうきょうかい【日本学生野球協会】
にほんがくせいやきゅうけんしょう【日本学生野球憲章】
にほんがそのこうしょうにさんかしたばあいのぐたいてきめりっと【日本がその交渉に参加した場合の具体的メリット】
にほんがたのけいえいもでるをきずく【日本型の経営モデルを築く】
にほんきしょうきょうかい【日本気象協会】
にほんきんかい【日本近海】
にほんきんだいゆうびんのちち【日本近代郵便の父】
にほんぎょぎょうかい【日本(の)漁業界】
にほんぎょせん【日本漁船】
にほんぎんこう【日本銀行】
にほんぎんこう【日本銀行】
にほんけいえいじょうほうがっかい【日本経営情報学会】
にほんけいざい【日本経済】
にほんけいざいさいせいほんぶ【日本経済再生本部】
にほんけいざいのゆくえ【日本経済の行方】
にほんげんしりょくがっかい【日本原子力学会】
にほんこうぎょうきかく【日本工業規格】
にほんこうこうやきゅうれんめい【日本高校野球連盟】
にほんこうとうがっこうやきゅうれんめい【日本高等学校野球連盟】
にほんこくけんぽう【日本国憲法】
にほんこくせきのせんたく【日本国籍の選択】
にほんこくせきのひと【日本国籍の人】
にほんこくせきをしゅとくする【日本国籍を取得する】
にほんこくせきをりだつする【日本国籍を離脱する】
にほんこくせきをりゅうほする【日本国籍を留保する】
にほんこくないでぞうきいしょくをおこなう【日本国内で臓器移植を行なう】
にほんこくみん【日本国民】
にほんご【日本語】
にほんごのうりょくのはんでをのりこえる【日本語能力のハンデを乗り越える】
にほんごのけんしゅう【日本語の研修】
にほんごのこみゅにけーしょんのうりょく【日本語のコミュニケーション能力】
にほんごをえいごにほんやくする【日本語を英語に翻訳する】
にほんさんぎゅうにく【日本産牛肉】
にほんしかいがっかい【日本歯科医学会】
にほんしのじゅぎょう【日本史の授業】
にほんしゅっしん【日本出身】
にほんしょく【日本食】
にほんしりつがっこうしんこうきょうさいじぎょうだん【日本私立学校振興共済事業団】
にほんじん【日本人】
にほんじんじょせい【日本人女性】
にほんじんのかていりょうり【日本人の家庭料理】
にほんじんのこくみんしょく【日本人の国民食】
にほんじんはつのきんめだりすと【日本人初の金メダリスト】
にほんじんはとてもながいきする【日本人はとても長生きする】
にほんすぽーつしんこうせんたー【日本スポーツ振興センター】
にほんせいしんしんけいがっかい【日本精神神経学会】
にほんせいのとけい【日本製の時計】
にほんせいひん【日本製品】
にほんせいふ【日本政府】
にほんぜんどのちかくへんどう【日本全土の地殻変動】
にほんだて【二本立て】
にほんちず【日本地図】
にほんちゃ【日本茶】
にほんつうか【日本通貨】
にほんていえん【日本庭園】
にほんで「だるまたいよう」とよばれるおめがさんはかいすいめんでのおんどさによりたいようがぎりしゃごあるふぁべっとのおめがのかたちにみえるげんしょうだ【日本で「だるま太陽」と呼ばれるオメガサンは海水面での気温差により太陽がギリシャ語アルファベットのオメガの形に見える現象だ】
にほんでいちばんふかいちかてつ【日本でいちばん深い地下鉄(線)】
にほんでさいしょにできたぎんこう【日本で最初にできた銀行】
にほんでせいぞうしたぶひん【日本で製造した[日本製の]部品】
にほんでちゅうかいをおこなっているだんたい【日本で仲介を行なっている団体】
にほんでのはんりゅうぶーむ【日本での韓流ブーム】
にほんではわかもののこようじょうきょうがあっかしつつある【日本では若者の雇用状況が悪化しつつある】
にほんとっぷのけんきゅうきかん【日本トップの研究機関】
にほんにおけるむこせきじのかず【日本における無戸籍児の数】
にほんにちょくせつだげきをあたえる【日本に直接打撃を与える】
にほんには…といういいつたえがある【日本には…という言い伝えがある】
にほんにめりっとがある【日本にメリットがある】
にほんねんきんきこう【日本年金機構】
にほんねんきんきこう【日本年金機構】
にほんのあじつけ【(伝統的な)日本の味付け】
にほんのあにめはかいがいのわかもののあいだでぜつだいなにんきだ【日本のアニメは海外の若者の間で絶大な人気だ】
にほんのいえ【日本の家】
にほんのえきょうりょくのていか【日本の影響力の低下】
にほんのかいが【日本の絵画】
にほんのかいしゃ【日本の会社】
にほんのかていをちょくげきする【日本の家庭を直撃する】
にほんのかんこうすぽっと【日本の観光スポット】
にほんのがいむしょうがせいめいをはっぴょうした【(…に関して)日本の外務省が声明を発表した】
にほんのがくせい【日本の学生】
にほんのきこう【日本の気候】
にほんのきこうのとくちょう【日本の気候の特徴】
にほんのきもの【日本の着物】
にほんのきょういくせいど【日本の教育制度】
にほんのくるま【日本(製)の車】
にほんのけいきのちょうきかいふく【日本の景気の長期回復】
にほんのげんかん【日本の玄関(口)】
にほんのげんざいのすがた【日本の現在の姿】
にほんのこうてきとうけい【日本の公的統計】
にほんのこうどせいちょうをささえるどだい【日本の高度成長を支える土台】
にほんのこくどめんせきはやくさんじゅうはちへいほうきろめーとるだ【日本の国土面積は約３８万平方キロメートルだ】
にほんのごじゅうのとう【日本の五重塔】
にほんのさんぎょうのどだい【日本の産業の土台】
にほんのしじょう【日本の市場】
にほんのしほう【日本の司法】
にほんのしょうひしゃがうけるめりっと【日本の消費者が受けるメリット】
にほんのじしゅぼうえいしょくをつよめる【日本の自主防衛色を強める】
にほんのじっせき【日本の実績】
にほんのせいかがいしゃ【日本の製菓会社】
にほんのぜんこくみんにじゅうにけたのばんごうをわりあてるまいなんばーせいど【日本の全国民に12桁の番号を割り当てるマイナンバー制度】
にほんのそうじんこうにしめるろくじゅうごさいいじょうのわりあいはにじゅうごぱーせんとをこえている【日本の総人口に占める65歳以上の割合は25%を超えている】
にほんのたちばはかわらない【日本の立場は変わらない】
にほんのだいがく【日本の大学】
にほんのだんぼうきぐ【日本の暖房器具】
にほんのてほんになる【日本の手本になる】
にほんのでんとう【日本の伝統】
にほんのでんとうてきないえ【日本の伝統的な家】
にほんのなんぶ【日本の南部】
にほんのにだいしょうけんとりひきじょ【日本の二大証券取引所】
にほんのはってんはめざましい【日本の発展は目覚ましい】
にほんのばれんたいんでー【日本のバレンタインデー】
にほんのふぁっしょん【日本のファッション】
にほんのふうしゅう【日本の風習】
にほんのぼうえいせいさく【日本の防衛政策】
にほんのみらい【日本の未来】
にほんのみんしゅしゅぎをへんかくする【日本の民主主義を変革する】
にほんのめーかー【日本のメーカー】
にほんのめーかー【日本のメーカー】
にほんのもくぞうかおく【日本の木造家屋】
にほんのゆしゅつだけでなく、せいさんにもだげきをあたえる【日本の輸出だけでなく、生産にも打撃を与える】
にほんのゆしゅつはきんがくにしてぜんねんひやくにぱーせんとふえた【日本の輸出は金額にして前年比約２パーセント増えた】
にほんのりょうどについてのせいかくなちしき【日本の領土についての正確な知識】
にほんはそのとうひょうをきけんした【日本はその投票を棄権した】
にほんはべいこくのぐんじりょくにいぞんしてきた【日本は米国の軍事力に依存してきた】
にほんはぼうえきにいぞんしている【日本は貿易に依存している】
にほんはぼうえきにおおいにいぞんしている【日本は貿易に大いに依存している】
にほんばれ【日本晴れ】
にほんばんをせいさくする【日本版を製作する】
にほんびじゅつ【日本美術】
にほんふうのかおく【日本風の家屋】
にほんぶんか【日本文化】
にほんぶんか【日本文化】
にほんぶんかのかこのほこり【日本文化の過去の誇り】
にほんぶんかのでんとう【日本文化の伝統】
にほんぶんかをおしえる【日本文化を教える】
にほんぷろふぇっしょなるやきゅうきょうやく【日本プロフェッショナル野球協約《通称：野球協約》】
にほんへのあいちゃく【日本への愛着】
にほんへのりゅうがくをきぼうするかいがいのがくせい【日本への留学を希望する海外の学生】
にほんほうもんをきぼうする【日本訪問を希望する】
にほんぼうえきしんこうきこう【日本貿易振興機構[ジェトロ]】
にほんま【日本間[和室]】
にほんやきゅうきこう【日本野球機構】
にほんゆうすうのはいてくきぎょう【日本有数のハイテク企業】
にほんゆうびん【日本郵便】
にほんらしさ【日本らしさ】
にほんりょうり【日本料理】
にほんれっとう【日本列島】
にほんをおとずれるがいこくじんのわりあい【日本を訪れる外国人の割合】
にほんをだいひょうするとり【日本を代表する鳥】
にぼし【煮干し】
にまい【二枚】
にまいかんばん【二枚看板】
にまいごし【二枚腰】
にまいじた【二枚舌】
にまいめ【二枚目】
にまめ【煮豆】
にもうさく【二毛作】
にもかかわらず【にも拘らず】
にもっともてきしたきせつ【(大掃除)に最も適した季節】
にもつ【荷物】
にもつ【荷物】
にもつけんさ【荷物検査】
にもつのせきさいりょう【荷物の積載量】
にもつのほあんけんさ【荷物の保安検査】
にもつはいたつ【荷物(の)配達】
にもつをおろす【荷物を降ろす】
にもつをとどける【(…へ)荷物を届ける】
にもつをとりもどす【荷物を取り戻す】
にもの【煮物】
にゃー
にやく【荷役】
にやくがいしゃ【荷役会社】
にやける
にやっかい【荷厄介】
にやにや
にやり
にやれんぞく【２夜連続】
にゅういき【入域】
にゅういん【入院】
にゅういん【入院】
にゅういんかりょう【入院加療［治療］】
にゅういんかんじゃ【入院患者】
にゅういんかんじゃ【入院患者】
にゅういんきろく【入院記録】
にゅういんしている【入院している】
にゅういんする【入院する】
にゅういんのひつようせい【入院の必要性】
にゅういんひ【入院費】
にゅういんりょう【乳飲料】
にゅうえい【入営】
にゅうえき【乳液】
にゅうえん【入園】
にゅうえん【入園】
にゅうえんきん【(幼稚園の)入園金】
にゅうえんしき【(幼稚園の)入園式】
にゅうえんしゃ【(動物園の)入園者】
にゅうえんりょう【(動物園の)入園料】
にゅうか【乳化】
にゅうか【乳菓】
にゅうか【入荷】
にゅうかい【入会】
にゅうかい【入会】
にゅうかいきん【(その団体への)入会金】
にゅうかいをもうしこむ【(…への)入会を申し込む】
にゅうかく【入閣】
にゅうかん【入館】
にゅうかんたいけん【入棺体験】
にゅうがく【入学】
にゅうがく【入学】
にゅうがくえんき【入学延期】
にゅうがくがんしょ【入学願書】
にゅうがくきん【入学金】
にゅうがくしがんしゃ【(その大学への)入学志願者】
にゅうがくしき【入学式】
にゅうがくしけん【入学試験】
にゅうがくしゃていいんわく【入学者定員枠】
にゅうがくしゃのていいんをへらす【入学者の定員を減らす】
にゅうがくしゃのていいんをみたす【入学者の定員を満たす】
にゅうがくてつづきしょるい【入学手続き書類】
にゅうがん【乳癌】
にゅうきょ【入居】
にゅうきん【入金】
にゅうぎゅう【乳牛】
にゅうぎょ【入漁】
にゅうぎょう【乳業】
にゅうこ【入庫】
にゅうこう【乳香】
にゅうこう【入坑】
にゅうこう【入港】
にゅうこく【入国】
にゅうこく【入国】
にゅうこくかーど【入国カード】
にゅうこくきょか【入国許可】
にゅうこくきょかしょ【入国許可書】
にゅうこくする【(その国に)入国する】
にゅうこくびざ【入国ビザ】
にゅうこくをきょぜつする【(難民の)入国を拒絶する】
にゅうこくをきょひされる【(その国への)入国を拒否される】
にゅうこん【入魂】
にゅうごく【入獄】
にゅうさつ【入札】
にゅうさん【乳酸】
にゅうざい【乳剤】
にゅうし【乳歯】
にゅうし【乳歯】
にゅうしのきせつ【入試の季節】
にゅうしぼう【乳脂肪】
にゅうしゃ【入射】
にゅうしゃ【入社】
にゅうしゅ【入手】
にゅうしゅつそうち【入出装置】
にゅうしょう【入賞】
にゅうしょく【入植】
にゅうしょようけん【(その施設の)入所要件】
にゅうしん【入信】
にゅうしん【入神】
にゅうじ【乳児】
にゅうじしぼうりつ【乳児死亡率】
にゅうじゃく【柔弱】
にゅうじょう【乳状】
にゅうじょう【入城】
にゅうじょう【入場】
にゅうじょう【入場】
にゅうじょう【入定】
にゅうじょうおことわり【入場お断り】
にゅうじょうけん【入場券】
にゅうじょうけんのうらめん【入場券の裏面】
にゅうじょうしき【入場式】
にゅうじょうしゃ【入場者】
にゅうじょうむりょう【入場無料】
にゅうせいひん【乳製品】
にゅうせいひん【乳製品】
にゅうせき【入籍】
にゅうせん【乳腺】
にゅうせん【入船】
にゅうせん【入選】
にゅうだく【乳濁】
にゅうだん【入団】
にゅうちょう【入超】
にゅうてい【入廷】
にゅうでん【入電】
にゅうとう【乳糖】
にゅうとう【乳頭】
にゅうとう【入党】
にゅうとう【入湯】
にゅうどう【入道】
にゅうねん【入念】
にゅうはくしょく【乳白色】
にゅうばい【入梅】
にゅうばち【乳鉢】
にゅうぶ【入部】
にゅうぼう【乳房】
にゅうぼう【乳棒】
にゅうまく【入幕】
にゅうめつ【入滅】
にゅうもん【入門】
にゅうもんやくぶつ【入門薬物】
にゅうよう【入用】
にゅうようじ【乳幼児】
にゅうようじぎゃくたい【乳幼児虐待】
にゅうようじけんしん【乳幼児健診】
にゅうよく【入浴】
にゅうよくちゅうのきゅうし【入浴中の急死】
にゅうらい【入来】
にゅうりょく【入力】
にゅうりょく【入力】
にゅうりょくきき【入力機器［装置］】
にゅうりょくたんし【入力端子】
にゅうりょくでーた【入力データ】
にゅうりょくみす【入力ミス】
にゅうりょくもーど【入力モード《コンピューター》】
にゅうわ【柔和】
にゅっ
にゅるにゅる
にゅるり
にゅーすかいせつ【ニュース解説】
にゅーすかいせつしゃ【ニュース解説者】
にゅーすそくほう【ニュース速報】
にゅーすはくぶつかん【ニュース博物館】
にゅーすばんぐみ【(民放の)ニュース番組】
にゅーすばんぐみ【ニュース番組】
にゅーすばんぐみにちゅうもんをつける【ニュース番組に注文をつける】
にゅーとんのばんゆういんりょくのはっけん【ニュートンの万有引力の発見】
にゅーよーくしょうけんとりひきじょ【ニューヨーク証券取引所】
にゅーよーくたいむずのよろんちょうさ【ニューヨークタイムズの世論調査】
にょい【如意】
にょう【尿】
にょうい【尿意】
にょうさん【尿酸】
にょうそ【尿素】
にょうどう【尿道】
にょうどくしょう【尿毒症】
にょうぼう【女房】
にょうろ【尿路】
にょきっ
にょきにょき
にょじつ【如実】
にょにん【女人】
にょらい【如来】
にょろにょろ
にょろり
によう【二様】
により【似寄り】
にら【韮】
にらみ【睨み】
にらみあい【睨み合い】
にらみあう【睨み合う】
にらみあわせる【睨み合わせる】
にらみつける【睨み付ける】
