む【無】
むしなべ【蒸し鍋】
むしに【蒸し煮】
むしば【虫歯】
むしば【虫歯】
むしば【虫歯】
むしばがにほんある【虫歯が二本ある】
むしばのちりょう【虫歯の治療】
むしばのちりょうにはいしゃにひとをつれていく【虫歯の治療に歯医者に人を連れて行く】
むしばはない【虫歯はない】
むしばむ【蝕む】
むしばよぼう【虫歯予防】
むしばをふせぐ【虫歯を防ぐ】
むしぱん【蒸しパン】
むしふうじ【虫封じ】
むしぶろ【蒸し風呂】
むしぶろ【蒸し風呂】
むしぼし【虫干し】
むしむし
むしめがね【虫眼鏡】
むしゃ【武者】
むしゃくしゃ
むしゃしゅぎょう【武者修行】
むしゃぶりつく
むしゃむしゃ
むしやき【蒸し焼き】
むしゅう【無臭】
むしゅく【無宿】
むしゅみ【無趣味】
むしょう【無償】
むしょうこうせいのうこうそく【無症候性脳梗塞】
むしょうに【無性に】
むしょく【無職】
むしょく【無色】
むしょぞく【無所属】
むしよけ【虫除け】
むしりとる【毟り取る】
むしる【毟る】
むしろ【寧ろ】
むしろ【筵蓆】
むしん【無心】
むしんけい【無神経】
むしんけいなことば【無神経な[心ない]言葉[発言]】
むしんけいなはつげん【無神経な発言】
むしんろん【無神論】
むしタオル【蒸しタオル】
むしピン【虫ピン】
むじ【無地】
むじかく【無自覚】
むじこ【無事故】
むじつ【無実】
むじな【狢貉】
むじひ【無慈悲】
むじひなげんじつ【無慈悲な現実】
むじゃき【無邪気】
むじゅうりょく【無重力】
むじゅうりょくによりよわったきんにく【無重力により弱った筋肉】
むじゅん【矛盾】
むじゅん【矛盾】
むじゅんだらけである【矛盾だらけである】
むじゅんにみちている【矛盾に満ちている】
むじゅんをけんとうする【矛盾を検討する】
むじょう【無上】
むじょう【無常】
むじょう【無情】
むじょうけん【無条件】
むじょうけんのしじ【無条件の支持】
むじょうけんのしゃくほう【無条件の釈放】
むじょうなせんそうたいけん【無情な戦争体験】
むじるし【無印】
むじん【無人】
むじん【無尽】
むじんうちゅうせん【無人宇宙船】
むじんうちゅうたんさき【無人宇宙探査機】
むじんうちゅうほきゅうせん【無人宇宙補給船】
むじんきこうげき【無人機攻撃】
むじんきこうげきのかいすう【無人機攻撃の回数】
むじんきをかいはつする【無人(飛行)機を開発する】
むじんこう【無尽講】
むじんせんすいてい【無人潜水艇】
むじんぞう【無尽蔵】
むじんたくしー【無人タクシー】
むじんたくしーじぎょう【無人タクシー事業】
むじんたくしーをかいはつする【無人タクシーを開発する】
むじんていさつき【無人偵察機】
むじんのまち【無人の町】
むじんひこうき【無人飛行機】
むじんひこうき【無人飛行機】
むじんほきゅうせん【無人補給（宇宙）船】
むじんほきゅうせんをうちあげる【無人補給船を打ち上げる】
むす【蒸す】
むすい【無水】
むすう【無数】
むすこ【息子】
むすこ【息子】
むすこはいえをさった【息子は家を去った】
むすこをいましめる【息子を戒める】
むすこをたずねるたび【息子を訪ねる旅】
むすっ
むすばれる【結ばれる】
むすび【結び】
むすびつく【結び付く】
むすびつける【結び付ける】
むすびのかみ【結びの神】
むすびめ【結び目】
むすぶ【結ぶ】
むすめ【娘】
むすめ【娘】
むすめににせたしょうぞう【娘に似せた肖像】
むず
むずかいしそうさ【難しい操作】
むずかいしたちばにいる【難しい立場にいる】
むずかしい【難しい】
むずかしいかだいにちょうせんする【難しい課題に挑戦する】
むずかしいけつだん【難しい決断】
むずかしいたちば【難しい立場】
むずかしいにんむ【難しい任務】
むずかしいひょうげんをやさしいことばでいいかえる【難しい表現を易しい言葉で言い換える】
むずかる
むずがゆい【むず痒い】
むずむず
むずむずあし【むずむず脚(症候群)】
むせい【夢精】
むせい【無性】
むせいえいが【無声映画】
むせいおん【無声音】
むせいげん【無制限】
むせいげんのきかん【無制限の期間】
むせいふ【無政府】
むせいぶつ【無生物】
むせいらん【無精卵】
むせかえる【噎せ返る】
むせき【無籍】
むせきついどうぶつ【無脊椎動物】
むせきにん【無責任】
むせきにんなはつげん【無責任な[軽すぎる]発言】
むせきにんなひはん【無責任な批判】
むせっそう【無節操】
むせびなき【咽び泣き噎び泣き】
むせびなく【咽び泣く噎び泣く】
むせぶ【咽ぶ噎ぶ】
むせる【噎せる】
むせん【無線】
むせん【無線】
むせん【無銭】
むせんあんてな【無線アンテナ】
むせんきゅうでん【無線給電】
むせんきょく【無線局】
むせんそうじゅう【無線操縦】
むせんそうち【無線装置】
むせんたくしー【無線タクシー】
むせんちゅうけいじょ【無線中継所】
むせんでんしん【無線電信】
むせんでんりょくでんそう【無線電力伝送】
むせんでんりょくでんそう【無線電力伝送】
むせんでんわ【無線電話】
むせんでんわ【無線電話】
むせんまい【無洗米】
むせんらん【無線LAN】
むぜい【無税】
むそう【夢想】
むそう【無双】
むぞうさ【無造作】
むたい【無体】
むたんぽ【無担保】
むだ【無駄】
むだあし【無駄足】
むだい【無題】
むだがね【無駄金】
むだぐち【無駄口】
むだげ【無駄毛】
むだじに【無駄死に】
むだづかい【無駄遣い】
むだづかいのいっそう【無駄遣いの一掃】
むだづかいのおんしょう【無駄遣いの温床】
むだづかいのこんぜつ【無駄遣いの根絶】
むだなえんじょ【無駄な援助】
むだなししゅつのせつげん【無駄な支出の節減】
むだなそふと【無駄なソフト】
むだなどりょく【無駄な努力】
むだばな【無駄花】
むだばなし【無駄話】
むだぼね【無駄骨】
むだめし【無駄飯】
むだん【無断】
むだん【無段】
むだんけっせき【無断欠席】
むち【無恥】
むち【無知】
むち【無知無智】
むち【鞭笞】
むちうちしょう【鞭打ち症】
むちうつ【鞭打つ】
むちつじょ【無秩序】
むちつじょなかいはつ【無秩序な開発】
むちゃ【無茶】
むちゃくちゃ【無茶苦茶】
むちゃくりく【無着陸】
むちゅう【夢中】
むちん【無賃】
むっく
むっくり
むっちり
むっつ【六つ】
むっつり
むっと
むつ【鯥】
むつう【無痛】
むつごと【睦言】
むつまじい【睦まじい】
むつみあう【睦み合う】
むて【無手】
むていけい【無定型】
むていけい【無定形】
むていけん【無定見】
むていこう【無抵抗】
むていでんでんげんそうち【無停電電源装置】
むてかつりゅう【無手勝流】
むてき【無敵】
むてき【霧笛】
むてっぽう【無鉄砲】
むてんか【無添加】
むてんぽ【無店舗】
むでん【無電】
むとう【無糖】
むとうか【無灯火】
むとうせい【無統制】
むとうはそう【無党派層】
むとうひょう【無投票】
むとうひょうで【無投票で】
むとうろくえいぎょう【無登録営業】
むとくてん【無得点】
むとどけ【無届け】
むとどけかいごしせつ【無届け介護施設】
むとどけかいごしせつ【無届け介護施設】
むとどけかいごしせつをりようするよりしかたない【無届け介護施設を利用するより仕方がない】
むとんじゃく【無頓着】
むどく【無毒】
むないた【胸板】
むなぎ【棟木】
むなくそ【胸糞】
むなぐら【胸倉】
むなぐるしい【胸苦しい】
むなげ【胸毛】
むなさき【胸先】
むなさわぎ【胸騒ぎ】
むなざんよう【胸算用】
むなしい【空しい虚しい】
むなしさ【空しさ虚しさ】
むなつきはっちょう【胸突き八丁】
むなびれ【胸鰭】
むなもと【胸元】
むに【無二】
むにゃむにゃ
むにんかほいくじょ【無認可保育所】
むにんしょだいじん【無任所大臣】
むね【旨】
むね【棟】
むね【胸】
むね【胸】
むねあげ【棟上げ】
むねあて【胸当て】
むねかざり【胸飾り】
むねがしめつけられた【胸が締め付けられた】
むねがつぶれる【胸が潰れる】
むねがはりさけるようなにゅーす【胸が張り裂けるようなニュース】
むねさんずん【胸三寸】
むねはば【胸幅】
むねぽけっと【胸ポケット】
むねやけ【胸焼け】
むねわりながや【棟割り長屋】
むねをあっぱくする【胸を圧迫する】
むねをはる【胸を張る】
むねをひらく【胸を開く】
むねん【無念】
むのう【無能】
むのうないせいしゃ【無能な為政者】
むのうやく【無農薬】
むのうやくやさい【無農薬野菜】
むのうりょく【無能力】
むはい【無敗】
むはい【無配】
むはんどうほう【無反動砲】
むはんのう【無反応】
むひ【無比】
むひはん【無批判】
むひょう【霧氷】
むひょうじょう【無表情】
むびゅう【無謬】
むびょう【無病】
むふう【無風】
むふんべつ【無分別】
むふんべつなこうどう【無分別な[軽率な]行動】
むへん【無辺】
むほう【無法】
むほうしゅう【無報酬】
むほん【謀反謀叛】
むぼう【無帽】
むぼう【無謀】
むぼうなこうどう【無謀な行動】
むぼうなどらいばー【無謀なドライバー】
むぼうなはんてい【無謀な判定】
むぼうなもくひょう【無謀な目標】
むぼうび【無防備】
むま【夢魔】
むみ【無味】
むめい【無名】
むめい【無銘】
むめんきょ【無免許】
むもう【無毛】
むもくてき【無目的】
むやく【無役】
むやみ【無闇】
むゆうびょう【夢遊病】
むよう【無用】
むようなまさつ【無用な摩擦】
むようのきんちょう【無用の緊張】
むよく【無欲】
むら【斑】
むら【村】
むら【村】
むらがる【群がる】
むらき【斑気】
むらくも【群雲】
むらさき【紫】
むらさきいがい【紫貽貝】
むらさきつゆくさ【紫露草】
むらさめ【村雨】
むらしぐれ【村時雨】
むらす【蒸らす】
むらすずめ【群雀】
むらにかえる【村に帰る】
むらびと【村人】
むらむら
むらをはなれる【村を離れる】
むり【無理】
むりかい【無理解】
むりかい【無理解】
むりし【無利子】
むりし【無利子】
むりしひかぜいこくさいをはっこうする【無利子非課税国債を発行する】
むりしよきん【無利子預金】
むりそく【無利息】
むりにつくったえがお【無理につくった笑顔】
むりょ【無慮】
むりょう【無料】
むりょう【無量】
むりょうあっぷぐれーど【無料アップグレード】
むりょうそふと【無料ソフト】
むりょうちゅうしゃじょう【無料[有料]駐車場】
むりょうのきゅうしょく【無料の(学校)給食】
むりょうぱんふれっと【無料(の)パンフレット】
むりょく【無力】
むりん【無燐】
むるい【無類】
むれ【群れ】
むれ【群れ】
むれとぶ【群れ飛ぶ】
むれる【蒸れる】
むろ【室】
むろあじ【室鰺】
むろざき【室咲き】
むろん【無論】
むんむん
むーっ
ムサン【ムサン〈茂山〉】
ムシャムシャ
ムスリム
ムッシュー
ムニエル
ムババネ
ムフッ
ムム
ムルタン
ムルマンスク
ムルロアかんしょう【ムルロア環礁】
ムーアのほうそく【ムーアの法則】
ムース
ムース
ムーズがわ【ムーズ川】
ムートン
ムード
ムード
ムームー
ムールがい【ムール貝】
ムーン
－むけ【－向け】
むいとしょく【無為徒食】
むいむさく【無為無策】
むえんかやく【無煙火薬】
むえんたん【無煙炭】
むえんぼとけ【無縁仏】
むえんガソリン【無鉛ガソリン】
むえんバター【無塩バター】
むおんこうほう【無音工法】
むおんピアノ【無音ピアノ】
むかいかぜ【向かい風】
むかいび【向かい火】
むかえざけ【迎え酒】
むかえび【迎え火】
むかえぼん【迎え盆】
むかえみず【迎え水】
むかしつせきにん【無過失責任】
むかちしさん【無価値資産】
むがくむさい【無学無才】
むがむちゅう【無我夢中】
むきえんき【無期延期】
むきかがく【無機化学】
むきかごうぶつ【無機化合物】
むきげんかしつけきん【無期限貸付金】
むきげんスト【無期限スト】
むきしつ【無機質】
むきちょうえき【無期懲役】
むきていがく【無期停学】
むきどうでんしゃ【無軌道電車】
むきねんきん【無期年金】
むきひりょう【無機肥料】
むきぶつ【無機物】
むきめいかぶ【無記名株（券）】
むきめいこうさい【無記名公債】
むきめいとうひょう【無記名投票】
むきめいよきん【無記名預金】
むきゅうどう【無窮動】
むきりょくしょうこうぐん【無気力症候群】
むきんしいく【無菌飼育】
むきんしつ【無菌室】
むきんしゅじゅつ【無菌手術】
むきんじょうたい【無菌状態】
むきんばいよう【無菌培養】
むきんほう【無菌法】
むぎうち【麦打ち】
むぎかり【麦刈り】
むぎこ【麦粉】
むぎこがし【麦こがし】
むぎさく【麦作】
むぎちゃ【麦茶［湯］】
むぎとろ【麦とろ】
むぎふみ【麦踏み】
むぎまき【麦蒔まき】
むぎめし【麦飯】
むぎわら【麦わら】
むけいこくかいこ【無警告解雇】
むけいこくばくげき【無警告爆撃】
むけいこくスト【無警告スト】
むけいぶつ【無形物】
むけいぶんかざい【無形文化財】
むけっせきしゃ【無欠席者】
むけつかくめい【無血革命】
むけつクーデター【無血クーデター】
むげいたいしょく【無芸大食】
むげんきどう【無限軌道】
むげんきゅうすう【無限級数】
むげんしょう【無限小】
むげんしょうすう【無限小数】
むげんせきにん【無限責任】
むげんだい【無限大】
むこいり【婿入り】
むこうがいしゃ【無公害車】
むこうがいエンジン【無公害エンジン】
むこうじょうめん【向こう正面】
むこうとうひょう【無効投票】
むこくせきしゃ【無国籍者】
むことり【婿取り】
むこようし【婿養子】
むごんげき【無言劇】
むさくいちゅうしゅつ【無作為抽出】
むさつじょうしゃ【無札乗車】
むさつにゅうじょう【無札入場】
むさべつきゅう【無差別級】
むさべつばくげき【無差別爆撃】
むさんかいきゅう【無産階級】
むさんかくめい【無産革命】
むさんしゃ【無産者】
むざいのすいてい【無罪の推定】
むざいほうめん【無罪放免】
むしかくしゃ【無資格者】
むしかくしんりょう【無資格診療】
むしくいざいく【虫食い細工】
むしくいば【虫食い歯】
むしまんるい【無死満塁】
むしゃえ【武者絵】
むしゃしゅぎょう【武者修行】
むしゃしゅぎょうしゃ【武者修行者】
むしゃにんぎょう【武者人形】
むしゃぶり【武者振り】
むしゃぶるい【武者震い】
むしゅくもの【無宿者】
むしょうかしつけ【無償貸し付け】
むしょうけいやく【無償契約】
むしょうこうい【無償行為】
むしょうこうふ【無償交付】
むしょうろうどう【無償労働】
むしょくしゃ【無職者】
むしょぞくだいぎし【無所属代議士】
むしんろんじゃ【無神論者】
むじゅうりょくひこう【無重力飛行】
むじょうかん【無常観】
むじょうけんこうふく【無条件降伏】
むじょうけんはんしゃ【無条件反射】
むじょうじんそく【無常迅速】
むじょうのかぜ【無常の風】
むじるししょうひん【無印商品】
むじんうちゅうせん【無人宇宙船】
むじんうちゅうステーション【無人宇宙ステーション】
むじんえき【無人駅】
むじんかこうじょう【無人化工場】
むじんがいしゃ【無尽会社】
むじんけいやくき【無人契約機】
むじんじどうしゃ【無人自動車】
むじんちたい【無人地帯】
むじんていさつき【無人偵察機】
むじんでんしゃ【無人電車】
むじんとう【無人島】
むじんはんばい【無尽販売】
むじんひこうき【無人飛行機】
むじんふみきり【無人踏み切り】
むじんスタンド【無人スタンド】
むすいえん【無水塩】
むすいかごうぶつ【無水化合物】
むすいたんさん【無水炭酸】
むすいぶつ【無水物】
むすいアルコール【無水アルコール】
むすめごころ【娘心】
むすめざかり【娘盛り】
むすめじだい【娘時代】
むすめむこ【娘婿】
むせいあい【無性愛】
むせいあいしゃ【無性愛者】
むせいげんつうか【無制限通貨】
むせいげんにゅうこく【無制限入国】
むせいげんほうか【無制限法貨】
むせいせいしょく【無性生殖】
むせいせだい【無性世代】
むせいふしゅぎ【無政府主義】
むせいふしゅぎしゃ【無政府主義者】
むせいふじょうたい【無政府状態】
むせいぶつかい【無生物界】
むせきもの【無籍者】
むせんあいしータグ【無線ICタグ［チップ］】
むせんいんしょく【無銭飲食】
むせんきょく【無線局】
むせんこうがく【無線工学】
むせんじどうしゃ【無線自動車】
むせんせいぎょ【無線制御】
むせんそうじゅう【無線操縦】
むせんそうじゅうき【無線操縦機】
むせんつうしん【無線通信】
むせんつうしんし【無線通信士】
むせんつうしんじぎょう【無線通信事業】
むせんでんしん【無線電信】
むせんでんしんき【無線電信機】
むせんでんしんきょく【無線電信局】
むせんでんしんぎし【無線電信技師】
むせんでんわ【無線電話】
むせんほういそくていき【無線方位測定機】
むせんらん【無線LAN】
むせんりょこう【無銭旅行】
むせんタクシー【無線タクシー】
むぜいひん【無税品】
むぜいゆにゅうひん【無税輸入品】
むたいざいさん【無体財産】
むたいぶつ【無体物】
むたんぽしゃさい【無担保社債】
むたんぽローン【無担保ローン［貸付金］】
むだんへんそくき【無段変速機】
むちゃくりくひこう【無着陸飛行】
むちんじょうしゃ【無賃乗車】
むちんてにもつ【無賃手荷物】
むっつりすけべえ【むっつり助兵衛】
むつうせいしゅよう【無痛性腫瘍】
むつうぶんべん【無痛分娩】
むていけいし【無定型詩】
むていけいすいしょう【無定形水晶】
むていけいたんか【無定型短歌】
むていけいたんそ【無定形炭素】
むていこうしゅぎ【無抵抗主義】
むてんかしょくひん【無添加食品】
むてんぽえいぎょう【無店舗営業】
むてんぽはんばい【無店舗販売】
むとうれんにゅう【無糖練乳】
むとうヨーグルト【無糖ヨーグルト】
むとどけしゅうかい【無届け集会［デモ］】
むねあげしき【棟上げ式】
むねんむそう【無念無想】
むのうりょくか【無能力化】
むのうりょくしゃ【無能力者】
むはいかぶ【無配株】
むはいがいしゃ【無配会社】
むびゅうせい【無謬性】
むふうたい【無風帯】
むほうちたい【無法地帯】
むほうもの【無法者】
むほんしん【謀反心】
むほんにん【謀反人】
むぼうびとし【無防備都市】
むみかんそう【無味乾燥】
むめいせんし【無名戦士】
むめんきょい【無免許医】
むめんきょうんてん【無免許運転】
むもうしょう【無毛症】
むやみやたら
むゆうびょうしゃ【夢遊病者】
むらおこし【村起こし】
むらさきずいしょう【紫水晶】
むらさきキャベツ【紫キャベツ】
むらしばい【村芝居】
むらはちぶ【村八分】
むらびと【村人】
むらまつり【村祭】
むらやくば【村役場】
むりおうじょう【無理往生】
むりおし【無理押し】
むりさんだん【無理算段】
むりしき【無理式】
むりしんじゅう【無理心中】
むりじい【無理強い】
むりすう【無理数】
むりそくさいむ【無利息債務】
むりなんだい【無理難題】
むりほうていしき【無理方程式】
むりむたい【無理無体】
むりやり【無理遣り】
むりょうじょうしゃけん【無料乗車券】
むりょうでんわ【無料電話】
むりょうにゅうじょうけん【無料入場券】
むりょうにゅうじょうしゃ【無料入場者】
むりょうはいたつ【無料配達】
むりょうサービス【無料サービス】
むりんせんざい【無燐洗剤】
ムードおんがく【ムード音楽】
ムードメーカー
ムーンウォーク
ムーンストーン
ムーンライト
むかしとったきねづか【昔とった杵柄】
むかしとったきねづか【昔取った杵柄きねづか】
むこうにまわす【向こうに回す】
むこうをはる【向こうを張る】
むしがいい【虫がいい】
むしがおこる【虫が起こる】
むしがしらせる【虫が知らせる】
むしがすかない【虫が好かない】
むしがつく【虫が付く】
むしずがはしる【虫酸が走る】
むしのいき【虫の息】
むしのいどころ【虫の居所】
むしのしらせ【虫の知らせ】
むしもころさない【虫も殺さない】
むすめひとりにむこはちにん【娘一人に婿八人】
むねがいっぱいである【胸が一杯である】
むねがおどる【胸が踊る】
むねがさける【胸が裂ける】
むねがさわぐ【胸が騒ぐ】
むねがすく【胸がすく】
むねがすく【胸がすく】
むねがつぶれる【胸が潰れる】
むねがつまる【胸が詰まる】
むねがはずむ【胸がはずむ】
むねがふさがる【胸がふさがる】
むねがやける【胸が焼ける】
むねがわるくなる【胸が悪くなる】
むねにいちもつがある【胸に一物がある】
むねにえがく【胸に描く】
むねにこたえる【胸にこたえる】
むねにせまる【胸に迫る】
むねにたたむ【胸に畳む】
むねにてをあてて【胸に手を当てて［置いて］】
むねにひめる【胸に秘める】
むねのつかえがおりる【胸のつかえが下りる】
むねをいためる【胸を痛める】
むねをうつ【胸を打つ】
むねをおどらせる【胸を踊らせる】
むねをかす【胸を貸す】
むねをかりる【胸を借りる】
むねをこがす【胸を焦がす】
むねをさする【胸をさする】
むねをたたく【胸をたたく】
むねをつかれる【胸を突かれる】
むねをなでおろす【胸をなで下ろす】
むねをはずませる【胸をはずませる】
むねをはる【胸を張る】
むねをふくらませる【胸を膨らませる】
むりがとおればどうりひっこむ【無理が通れば道理（が）引っ込む】
むいぎの【無意義の】
むいしきの【無意識の（に）】
むいちもんの【無一文の】
むいの【無位の】
むいの【無為の】
むいみな【無意味な】
むいんの【無韻の】
むえきの【無益の】
むえんの【無塩の】
むえんの【無鉛の】
むかいの【向かいの】
むかしの【昔の】
むかちの【無価値の】
むかんかくな【無感覚な】
むかんかくな【無感覚な】
むかんがえな【無考えな】
むかんけいな【無関係な】
むかんしんな【無関心な】
むがいの【無害の】
むがくな【無学な】
むがくむさいの【無学無才の】
むきの【無期の】
むきの【無機の】
むきめいの【無記名の】
むきゅうの【無窮の（に）】
むきょういくな【無教育な】
むきょうような【無教養な】
むきょかで【無許可で】
むきりょくな【無気力な】
むきんの【無菌の】
むぎうちする【麦打ちする】
むぎかりをする【麦刈りをする】
むくげのいぬ【むく毛の犬】
むくちの【無口の】
むけいかくな【無計画な】
むけいこくで【無警告で】
むけいの【無形の】
むけつの【無欠の】
むげいの【無芸の】
むげんしょうの【無限小の】
むげんだいの【無限大の】
むげんてき【夢幻的】
むげんの【無限の】
むこうの【無効の】
むこうみずな【向こう見ずな（に）】
むこくせきの【無国籍の】
むことりする【婿取りする】
むごんの【無言の】
むさくいに【無作為に】
むさくいの【無作為の】
むさべつの【無差別の】
むさんする【霧散する】
むざいの【無罪の】
むざんに【無残に】
むしかくの【無資格の】
むしする【無視する】
むしの【無私の】
むしむしする
むしゃくしゃする
むしゃぶるいをする【武者震いをする】
むしゅうの【無臭の】
むしゅくの【無宿の】
むしょくの【無職の】
むしょぞくの【無所属の】
むしんけいな【無神経な】
むしんする【無心する】
むしんろんてき【無神論的［の］】
むじかくな【無自覚な】
むじこで【無事故で】
むじひな【無慈悲な】
むじゃきな【無邪気な（に）】
むじゅんする【矛盾する】
むじょうけんで【無条件で】
むじょうけんの【無条件の】
むじょうの【無上の】
むじょうの【無常の】
むじるしの【無印の】
むじんに【無尽に】
むじんの【無人の】
むじんの【無尽の】
むすいの【無水の】
むすうに【無数に】
むすうの【無数の】
むせいあいの【無性愛の】
むせいげんの【無制限の】
むせいの【無性の】
むせいふじょうたいの【無政府状態の】
むせきにんな【無責任な】
むせきにんに【無責任に】
むせっそうな【無節操な】
むせんいんしょくする【無銭飲食する】
むせんりょこうをする【無銭旅行をする】
むぜいで【無税で】
むぜいの【無税の】
むそうする【夢想する】
むたいな【無体な】
むだいの【無題の】
むだじにする【無駄死にする】
むだんで【無断で】
むちつじょの【無秩序の】
むちな【無恥な】
むちな【無知な】
むちゃくりくの【無着陸の】
むちんの【無賃の［で］】
むっちりとした
むっつりした
むていけいの【無定形の】
むていこうの【無抵抗の】
むてっぽうな【無鉄砲な】
むとうの【無糖の】
むとんちゃくな【無頓着な】
むどくの【無毒の】
むなざんようする【胸算用する】
むなしく
むねあげする【棟上げする】
むのうの【無能の】
むのうりょくかする【無能力化する】
むのうりょくな【無能力な】
むはいの【無敗の】
むはいの【無配（当）の】
むひの【無比の】
むびゅうの【無謬の】
むふんべつな【無分別な（に）】
むへんの【無辺の】
むほんする【謀反する】
むぼうで【無帽で】
むぼうな【無謀な（に）】
むぼうの【無帽の】
むぼうびの【無防備の】
むめいの【無名の】
むめいの【無銘の】
むめんきょの【無免許の】
むもうの【無毛の】
むゆうびょうの【夢遊病の】
